CarGm,Date,Season,Season_type,Week,Team,GS,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,OffSnp,STSnp
1,2017-09-10,2017,REG,1,SFO,0,4,11,0,0,0,0,0,12,10
2,2017-09-17,2017,REG,2,SFO,0,4,35,0,2,1,3,0,9,11
3,2017-09-21,2017,REG,3,SFO,0,3,9,0,4,3,20,0,16,11
4,2017-10-01,2017,REG,4,SFO,0,9,16,0,3,1,4,0,26,10
5,2017-10-08,2017,REG,5,SFO,0,10,49,0,5,3,22,0,35,13
6,2017-10-15,2017,REG,6,SFO,0,4,21,0,4,2,15,0,17,6
7,2017-10-22,2017,REG,7,SFO,0,3,5,0,1,0,0,0,15,14
8,2017-10-29,2017,REG,8,SFO,0,5,17,0,6,4,39,1,21,23
9,2017-11-05,2017,REG,9,SFO,0,1,1,0,4,2,18,0,18,9
10,2017-11-12,2017,REG,10,SFO,0,9,55,1,2,1,3,0,17,10
0,,2017,BYE,11,SFO,0,0,0,0,0,0,0,0,0,0
11,2017-11-26,2017,REG,12,SFO,0,1,12,0,1,1,12,0,7,21
12,2017-12-03,2017,REG,13,SFO,0,12,45,0,1,1,4,0,24,2
13,2017-12-10,2017,REG,14,SFO,0,12,27,0,0,0,0,0,32,6
14,2017-12-17,2017,REG,15,SFO,0,5,16,0,0,0,0,0,19,7
15,2017-12-24,2017,REG,16,SFO,0,11,74,1,1,1,8,0,22,9
16,2017-12-31,2017,REG,17,SFO,0,12,72,0,2,1,32,0,20,6
17,2018-09-09,2018,REG,1,SFO,0,11,46,0,2,1,5,0,30,4
18,2018-09-16,2018,REG,2,SFO,1,11,138,1,4,3,21,0,25,5
19,2018-09-23,2018,REG,3,SFO,1,10,90,0,3,3,27,0,29,3
20,2018-09-30,2018,REG,4,SFO,1,9,39,0,3,3,32,0,38,0
21,2018-10-07,2018,REG,5,SFO,1,8,56,0,1,1,5,1,13,0
22,2018-10-15,2018,REG,6,SFO,1,14,61,1,0,0,0,0,27,0
23,2018-10-21,2018,REG,7,SFO,1,5,15,0,0,0,0,0,5,0
24,2018-10-28,2018,REG,8,SFO,1,16,42,0,0,0,0,0,31,0
25,2018-11-01,2018,REG,9,SFO,1,12,44,0,1,1,3,0,27,0
26,2018-11-12,2018,REG,10,SFO,1,17,101,1,4,3,31,1,44,0
0,,2018,BYE,11,SFO,0,0,0,0,0,0,0,0,0,0
27,2018-11-25,2018,REG,12,SFO,1,14,106,0,4,3,34,0,31,0
28,2018-12-02,2018,REG,13,SFO,1,5,6,0,3,3,51,0,10,0
