CarGm,Date,Season,Season_type,Week,Team,GS,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,OffSnp,STSnp
1,2024-09-05,2024,REG,1,KAN,0,2,3,0,0,0,0,0,5,16
2,2024-09-15,2024,REG,2,KAN,0,7,24,0,0,0,0,0,14,9
3,2024-09-22,2024,REG,3,KAN,1,17,72,0,2,1,2,0,46,0
4,2024-09-29,2024,REG,4,KAN,1,2,6,0,3,1,0,0,11,0
5,2024-10-07,2024,REG,5,KAN,0,5,12,0,0,0,0,0,16,3
0,,2024,BYE,6,KAN,0,0,0,0,0,0,0,0,0,0
6,2024-10-20,2024,REG,7,KAN,0,6,17,0,0,0,0,0,14,3
7,2024-10-27,2024,REG,8,KAN,0,2,6,0,1,1,8,0,8,9
8,2024-11-04,2024,REG,9,KAN,0,3,9,0,0,0,0,0,14,6
9,2024-11-10,2024,REG,10,KAN,0,2,3,0,0,0,0,0,13,3
10,2024-11-17,2024,REG,11,KAN,0,1,2,0,1,1,5,0,8,5
11,2024-11-24,2024,REG,12,KAN,0,1,4,0,2,1,9,0,11,2
12,2024-11-29,2024,REG,13,KAN,0,0,0,0,0,0,0,0,3,14
13,2024-12-08,2024,REG,14,KAN,0,0,0,0,0,0,0,0,6,14
14,2024-12-15,2024,REG,15,KAN,0,0,0,0,0,0,0,0,3,12
15,2024-12-21,2024,REG,16,KAN,0,0,0,0,0,0,0,0,6,13
16,2024-12-25,2024,REG,17,KAN,0,0,0,0,0,0,0,0,0,13
17,2025-01-05,2024,REG,18,KAN,1,8,25,0,2,2,2,0,23,15
