CarGm,Date,Season,Season_type,Week,Team,GS,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,OffSnp,STSnp
1,2024-09-08,2024,REG,1,DEN,0,2,14,0,0,0,0,0,3,9
0,2024-09-15,2024,DNP,2,DEN,0,0,0,0,0,0,0,0,0,0
0,2024-09-22,2024,DNP,3,DEN,0,0,0,0,0,0,0,0,0,0
0,2024-09-29,2024,DNP,4,DEN,0,0,0,0,0,0,0,0,0,0
0,2024-10-06,2024,DNP,5,DEN,0,0,0,0,0,0,0,0,0,0
2,2024-10-13,2024,REG,6,DEN,0,2,13,0,0,0,0,0,2,6
3,2024-10-17,2024,REG,7,DEN,0,5,29,0,0,0,0,0,6,2
4,2024-10-27,2024,REG,8,DEN,0,1,4,0,0,0,0,0,5,5
5,2024-11-03,2024,REG,9,DEN,0,5,35,0,0,0,0,0,7,8
6,2024-11-10,2024,REG,10,DEN,0,14,53,0,0,0,0,0,26,5
7,2024-11-17,2024,REG,11,DEN,0,6,16,0,3,3,9,0,14,3
8,2024-11-24,2024,REG,12,DEN,0,3,15,0,0,0,0,0,5,5
9,2024-12-02,2024,REG,13,DEN,0,3,12,0,0,0,0,0,8,6
0,,2024,BYE,14,DEN,0,0,0,0,0,0,0,0,0,0
10,2024-12-15,2024,REG,15,DEN,0,5,13,0,1,1,5,0,13,4
11,2024-12-19,2024,REG,16,DEN,1,9,48,1,0,0,0,0,13,7
12,2024-12-28,2024,REG,17,DEN,0,9,24,0,1,1,13,0,18,5
13,2025-01-05,2024,REG,18,DEN,0,12,34,1,0,0,0,0,18,1
