CarGm,Date,Season,Season_type,Week,Team,GS,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,OffSnp,STSnp
0,2019-09-08,2019,DNP,1,WAS,0,0,0,0,0,0,0,0,0,0
0,2019-09-15,2019,DNP,2,WAS,0,0,0,0,0,0,0,0,0,0
0,2019-09-23,2019,DNP,3,WAS,0,0,0,0,0,0,0,0,0,0
0,2019-09-29,2019,DNP,4,WAS,0,0,0,0,0,0,0,0,0,0
0,2019-10-06,2019,DNP,5,WAS,0,0,0,0,0,0,0,0,0,0
0,2019-10-13,2019,DNP,6,WAS,0,0,0,0,0,0,0,0,0,0
1,2019-10-20,2019,REG,7,WAS,0,0,0,0,0,0,0,0,0,6
2,2019-10-24,2019,REG,8,WAS,0,0,0,0,0,0,0,0,0,10
3,2019-11-03,2019,REG,9,WAS,0,0,0,0,0,0,0,0,0,12
0,1970-01-01,2019,BYE,10,WAS,0,0,0,0,0,0,0,0,0,0
0,2019-11-17,2019,DNP,11,WAS,0,0,0,0,0,0,0,0,0,0
0,2019-11-24,2019,DNP,12,WAS,0,0,0,0,0,0,0,0,0,0
0,2019-12-01,2019,DNP,13,WAS,0,0,0,0,0,0,0,0,0,0
0,2019-12-08,2019,DNP,14,WAS,0,0,0,0,0,0,0,0,0,0
0,2019-12-15,2019,DNP,15,WAS,0,0,0,0,0,0,0,0,0,0
0,2019-12-22,2019,DNP,16,WAS,0,0,0,0,0,0,0,0,0,0
0,2019-12-29,2019,DNP,17,WAS,0,0,0,0,0,0,0,0,0,0
0,2020-09-13,2020,DNP,1,JAX,0,0,0,0,0,0,0,0,0,0
0,2020-09-20,2020,DNP,2,JAX,0,0,0,0,0,0,0,0,0,0
0,2020-09-24,2020,DNP,3,JAX,0,0,0,0,0,0,0,0,0,0
0,2020-10-04,2020,DNP,4,JAX,0,0,0,0,0,0,0,0,0,0
0,2020-10-11,2020,DNP,5,JAX,0,0,0,0,0,0,0,0,0,0
0,2020-10-18,2020,DNP,6,JAX,0,0,0,0,0,0,0,0,0,0
0,2020-10-25,2020,DNP,7,JAX,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2020,BYE,8,JAX,0,0,0,0,0,0,0,0,0,0
0,2020-11-08,2020,DNP,9,JAX,0,0,0,0,0,0,0,0,0,0
0,2020-11-15,2020,DNP,10,JAX,0,0,0,0,0,0,0,0,0,0
0,2020-11-22,2020,DNP,11,JAX,0,0,0,0,0,0,0,0,0,0
4,2020-11-29,2020,REG,12,JAX,0,0,0,0,0,0,0,0,0,5
0,2020-12-06,2020,DNP,13,JAX,0,0,0,0,0,0,0,0,0,0
0,2020-12-13,2020,DNP,14,JAX,0,0,0,0,0,0,0,0,0,0
0,2020-12-20,2020,DNP,15,JAX,0,0,0,0,0,0,0,0,0,0
5,2020-12-27,2020,REG,16,JAX,0,1,4,0,1,1,3,0,3,12
0,2021-01-03,2020,DNP,17,JAX,0,0,0,0,0,0,0,0,0,0
0,2021-09-12,2021,DNP,1,DET,0,0,0,0,0,0,0,0,0,0
0,2021-09-20,2021,DNP,2,DET,0,0,0,0,0,0,0,0,0,0
0,2021-09-26,2021,DNP,3,DET,0,0,0,0,0,0,0,0,0,0
0,2021-10-03,2021,DNP,4,DET,0,0,0,0,0,0,0,0,0,0
0,2021-10-10,2021,DNP,5,DET,0,0,0,0,0,0,0,0,0,0
0,2021-10-17,2021,DNP,6,DET,0,0,0,0,0,0,0,0,0,0
0,2021-10-24,2021,DNP,7,DET,0,0,0,0,0,0,0,0,0,0
0,2021-10-31,2021,DNP,8,DET,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2021,BYE,9,DET,0,0,0,0,0,0,0,0,0,0
0,2021-11-14,2021,DNP,10,DET,0,0,0,0,0,0,0,0,0,0
0,2021-11-21,2021,DNP,11,DET,0,0,0,0,0,0,0,0,0,0
0,2021-11-25,2021,DNP,12,DET,0,0,0,0,0,0,0,0,0,0
0,2021-12-05,2021,DNP,13,DET,0,0,0,0,0,0,0,0,0,0
6,2021-12-12,2021,REG,14,DET,0,11,83,0,2,2,16,0,29,0
7,2021-12-19,2021,REG,15,DET,1,26,112,0,1,1,5,0,42,0
8,2021-12-26,2021,REG,16,DET,0,11,29,0,4,3,22,0,27,10
9,2022-01-02,2021,REG,17,DET,0,4,4,0,1,1,9,0,14,19
10,2022-01-09,2021,REG,18,DET,1,3,2,0,0,0,0,0,6,18
11,2022-09-11,2022,REG,1,DET,0,0,0,0,0,0,0,0,0,14
12,2022-09-18,2022,REG,2,DET,0,3,16,0,1,1,13,0,9,11
13,2022-09-25,2022,REG,3,DET,0,6,13,0,1,1,5,0,13,8
14,2022-10-02,2022,REG,4,DET,0,2,30,0,1,1,12,0,24,12
15,2022-10-09,2022,REG,5,DET,0,6,24,0,3,3,68,0,31,12
0,1970-01-01,2022,BYE,6,DET,0,0,0,0,0,0,0,0,0,0
