CarGm,Date,Season,Season_type,Week,Team,GS,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,OffSnp,STSnp
0,2020-09-13,2020,DNP,1,NOR,0,0,0,0,0,0,0,0,0,0
0,2020-09-21,2020,DNP,2,NOR,0,0,0,0,0,0,0,0,0,0
0,2020-09-27,2020,DNP,3,NOR,0,0,0,0,0,0,0,0,0,0
0,2020-10-04,2020,DNP,4,NOR,0,0,0,0,0,0,0,0,0,0
0,2020-10-12,2020,DNP,5,NOR,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2020,BYE,6,NOR,0,0,0,0,0,0,0,0,0,0
0,2020-10-25,2020,DNP,7,NOR,0,0,0,0,0,0,0,0,0,0
0,2020-11-01,2020,DNP,8,NOR,0,0,0,0,0,0,0,0,0,0
0,2020-11-08,2020,DNP,9,NOR,0,0,0,0,0,0,0,0,0,0
0,2020-11-15,2020,DNP,10,NOR,0,0,0,0,0,0,0,0,0,0
0,2020-11-22,2020,DNP,11,NOR,0,0,0,0,0,0,0,0,0,0
0,2020-11-29,2020,DNP,12,NOR,0,0,0,0,0,0,0,0,0,0
0,2020-12-06,2020,DNP,13,NOR,0,0,0,0,0,0,0,0,0,0
0,2020-12-13,2020,DNP,14,NOR,0,0,0,0,0,0,0,0,0,0
0,2020-12-20,2020,DNP,15,NOR,0,0,0,0,0,0,0,0,0,0
0,2020-12-25,2020,DNP,16,NOR,0,0,0,0,0,0,0,0,0,0
1,2021-01-03,2020,REG,17,NOR,1,3,13,0,0,0,0,0,5,0
2,2021-09-12,2021,REG,1,NOR,0,11,50,0,1,1,3,0,22,4
3,2021-09-19,2021,REG,2,NOR,1,3,7,0,0,0,0,0,12,5
4,2021-09-26,2021,REG,3,NOR,0,2,12,0,2,2,10,0,13,2
5,2021-10-03,2021,REG,4,NOR,0,3,8,0,3,1,-3,0,9,1
0,2021-10-10,2021,DNP,5,NOR,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2021,BYE,6,NOR,0,0,0,0,0,0,0,0,0,0
0,2021-10-25,2021,DNP,7,NOR,0,0,0,0,0,0,0,0,0,0
