CarGm,Date,Season,Season_type,Week,Team,GS,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,OffSnp,STSnp
0,2019-09-08,2019,DNP,1,CIN,0,0,0,0,0,0,0,0,0,0
0,2019-09-15,2019,DNP,2,CIN,0,0,0,0,0,0,0,0,0,0
0,2019-09-22,2019,DNP,3,CIN,0,0,0,0,0,0,0,0,0,0
0,2019-09-30,2019,DNP,4,CIN,0,0,0,0,0,0,0,0,0,0
0,2019-10-06,2019,DNP,5,CIN,0,0,0,0,0,0,0,0,0,0
1,2019-10-13,2019,REG,6,CIN,0,0,0,0,0,0,0,0,1,2
2,2019-10-20,2019,REG,7,CIN,0,0,0,0,0,0,0,0,0,15
3,2019-10-27,2019,REG,8,CIN,0,0,0,0,0,0,0,0,0,11
0,1970-01-01,2019,BYE,9,CIN,0,0,0,0,0,0,0,0,0,0
4,2019-11-10,2019,REG,10,CIN,0,0,0,0,0,0,0,0,0,13
5,2019-11-17,2019,REG,11,CIN,0,0,0,0,0,0,0,0,0,12
6,2019-11-24,2019,REG,12,CIN,0,0,0,0,0,0,0,0,0,13
7,2019-12-01,2019,REG,13,CIN,0,0,0,0,0,0,0,0,3,13
8,2019-12-08,2019,REG,14,CIN,0,0,0,0,0,0,0,0,0,8
9,2019-12-15,2019,REG,15,CIN,0,0,0,0,0,0,0,0,1,11
10,2019-12-22,2019,REG,16,CIN,0,0,0,0,0,0,0,0,0,11
11,2019-12-29,2019,REG,17,CIN,0,0,0,0,0,0,0,0,2,15
0,2020-09-13,2020,DNP,1,CIN,0,0,0,0,0,0,0,0,0,0
0,2020-09-17,2020,DNP,2,CIN,0,0,0,0,0,0,0,0,0,0
0,2020-09-27,2020,DNP,3,CIN,0,0,0,0,0,0,0,0,0,0
0,2020-10-04,2020,DNP,4,CIN,0,0,0,0,0,0,0,0,0,0
0,2020-10-11,2020,DNP,5,CIN,0,0,0,0,0,0,0,0,0,0
0,2020-10-18,2020,DNP,6,CIN,0,0,0,0,0,0,0,0,0,0
12,2020-10-25,2020,REG,7,CIN,0,0,0,0,0,0,0,0,0,2
13,2020-11-01,2020,REG,8,CIN,0,0,0,0,0,0,0,0,0,1
0,1970-01-01,2020,BYE,9,CIN,0,0,0,0,0,0,0,0,0,0
14,2020-11-15,2020,REG,10,CIN,0,5,22,0,0,0,0,0,5,8
15,2020-11-22,2020,REG,11,CIN,0,0,0,0,0,0,0,0,0,5
16,2020-11-29,2020,REG,12,CIN,0,1,-2,0,1,1,13,0,5,3
17,2020-12-06,2020,REG,13,CIN,0,0,0,0,0,0,0,0,0,1
18,2020-12-13,2020,REG,14,CIN,0,12,49,0,3,3,14,0,27,0
19,2020-12-21,2020,REG,15,CIN,0,2,8,0,0,0,0,0,7,0
20,2020-12-27,2020,REG,16,CIN,0,2,6,0,0,0,0,0,6,6
21,2021-01-03,2020,REG,17,CIN,0,4,74,0,1,1,3,0,9,2
0,2021-09-12,2021,DNP,1,CIN,0,0,0,0,0,0,0,0,0,0
0,2021-09-19,2021,DNP,2,CIN,0,0,0,0,0,0,0,0,0,0
0,2021-09-26,2021,DNP,3,CIN,0,0,0,0,0,0,0,0,0,0
0,2021-09-30,2021,DNP,4,CIN,0,0,0,0,0,0,0,0,0,0
0,2021-10-10,2021,DNP,5,CIN,0,0,0,0,0,0,0,0,0,0
22,2021-10-17,2021,REG,6,CIN,0,6,13,0,0,0,0,0,12,15
0,2021-10-24,2021,DNP,7,CIN,0,0,0,0,0,0,0,0,0,0
23,2021-10-31,2021,REG,8,CIN,0,0,0,0,0,0,0,0,0,8
0,2021-11-07,2021,DNP,9,CIN,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2021,BYE,10,CIN,0,0,0,0,0,0,0,0,0,0
0,2021-11-21,2021,DNP,11,CIN,0,0,0,0,0,0,0,0,0,0
0,2021-11-28,2021,DNP,12,CIN,0,0,0,0,0,0,0,0,0,0
