CarGm,Date,Season,Season_type,Week,Team,GS,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,OffSnp,STSnp
1,2023-09-10,2023,REG,1,WAS,0,3,7,0,0,0,0,0,3,20
2,2023-09-17,2023,REG,2,WAS,0,0,0,0,0,0,0,0,2,17
3,2023-09-24,2023,REG,3,WAS,0,0,0,0,0,0,0,0,1,14
0,2023-10-01,2023,DNP,4,WAS,0,0,0,0,0,0,0,0,0,0
0,2023-10-05,2023,DNP,5,WAS,0,0,0,0,0,0,0,0,0,0
4,2023-10-15,2023,REG,6,WAS,0,4,23,0,0,0,0,0,6,13
5,2023-10-22,2023,REG,7,WAS,0,7,31,0,0,0,0,0,9,19
6,2023-10-29,2023,REG,8,WAS,0,0,0,0,0,0,0,0,0,11
7,2023-11-05,2023,REG,9,WAS,0,0,0,0,0,0,0,0,0,17
8,2023-11-12,2023,REG,10,WAS,0,0,0,0,0,0,0,0,0,16
9,2023-11-19,2023,REG,11,WAS,0,6,43,0,1,1,5,0,16,14
10,2023-11-23,2023,REG,12,WAS,0,4,21,0,0,0,0,0,4,14
11,2023-12-03,2023,REG,13,WAS,0,7,29,0,0,0,0,0,12,17
0,,2023,BYE,14,WAS,0,0,0,0,0,0,0,0,0,0
12,2023-12-17,2023,REG,15,WAS,0,10,35,0,0,0,0,0,20,14
13,2023-12-24,2023,REG,16,WAS,0,10,58,2,1,1,7,0,24,13
0,2023-12-31,2023,DNP,17,WAS,0,0,0,0,0,0,0,0,0,0
0,2024-01-07,2023,DNP,18,WAS,0,0,0,0,0,0,0,0,0,0
0,2024-09-08,2024,DNP,1,WAS,0,0,0,0,0,0,0,0,0,0
0,2024-09-15,2024,DNP,2,WAS,0,0,0,0,0,0,0,0,0,0
0,2024-09-23,2024,DNP,3,WAS,0,0,0,0,0,0,0,0,0,0
14,2024-09-29,2024,REG,4,WAS,0,0,0,0,0,0,0,0,0,6
0,2024-10-06,2024,DNP,5,WAS,0,0,0,0,0,0,0,0,0,0
15,2024-10-13,2024,REG,6,WAS,0,0,0,0,0,0,0,0,0,4
0,2024-10-20,2024,DNP,7,WAS,0,0,0,0,0,0,0,0,0,0
0,2024-10-27,2024,DNP,8,WAS,0,0,0,0,0,0,0,0,0,0
16,2024-11-03,2024,REG,9,WAS,0,11,52,0,0,0,0,0,20,2
17,2024-11-10,2024,REG,10,WAS,0,2,4,0,0,0,0,0,5,6
0,2024-11-14,2024,DNP,11,WAS,0,0,0,0,0,0,0,0,0,0
0,2024-11-24,2024,DNP,12,WAS,0,0,0,0,0,0,0,0,0,0
18,2024-12-01,2024,REG,13,WAS,0,13,94,1,0,0,0,0,23,1
0,,2024,BYE,14,WAS,0,0,0,0,0,0,0,0,0,0
19,2024-12-15,2024,REG,15,WAS,0,1,2,0,0,0,0,0,3,4
20,2024-12-22,2024,REG,16,WAS,0,3,5,0,0,0,0,0,7,6
21,2024-12-29,2024,REG,17,WAS,0,5,16,1,1,1,12,0,18,12
22,2025-01-05,2024,REG,18,WAS,0,0,0,0,0,0,0,0,1,13
