CarGm,Date,Season,Season_type,Week,Team,GS,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,OffSnp,STSnp
0,2020-09-13,2020,DNP,1,NYJ,0,0,0,0,0,0,0,0,0,0
1,2020-09-20,2020,REG,2,NYJ,0,3,17,0,0,0,0,0,9,0
2,2020-09-27,2020,REG,3,NYJ,0,7,24,0,2,2,-1,0,21,0
3,2020-10-01,2020,REG,4,NYJ,0,5,15,0,0,0,0,0,10,18
4,2020-10-11,2020,REG,5,NYJ,0,0,0,0,0,0,0,0,0,6
5,2020-10-18,2020,REG,6,NYJ,0,7,27,0,3,2,9,0,41,0
6,2020-10-25,2020,REG,7,NYJ,0,11,40,1,3,2,16,0,40,0
7,2020-11-01,2020,REG,8,NYJ,0,8,27,0,2,2,6,0,28,0
8,2020-11-09,2020,REG,9,NYJ,0,6,19,0,2,2,19,0,21,0
0,1970-01-01,2020,BYE,10,NYJ,0,0,0,0,0,0,0,0,0,0
9,2020-11-22,2020,REG,11,NYJ,0,8,33,1,1,0,0,0,11,0
0,2020-11-29,2020,DNP,12,NYJ,0,0,0,0,0,0,0,0,0,0
0,2020-12-06,2020,DNP,13,NYJ,0,0,0,0,0,0,0,0,0,0
0,2020-12-13,2020,DNP,14,NYJ,0,0,0,0,0,0,0,0,0,0
0,2020-12-20,2020,DNP,15,NYJ,0,0,0,0,0,0,0,0,0,0
10,2020-12-27,2020,REG,16,NYJ,0,9,30,0,2,1,14,0,19,0
0,2021-01-03,2020,DNP,17,NYJ,0,0,0,0,0,0,0,0,0,0
0,2021-09-12,2021,DNP,1,NYJ,0,0,0,0,0,0,0,0,0,0
0,2021-09-19,2021,DNP,2,NYJ,0,0,0,0,0,0,0,0,0,0
0,2021-09-26,2021,DNP,3,NYJ,0,0,0,0,0,0,0,0,0,0
0,2021-10-03,2021,DNP,4,NYJ,0,0,0,0,0,0,0,0,0,0
0,2021-10-10,2021,DNP,5,NYJ,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2021,BYE,6,NYJ,0,0,0,0,0,0,0,0,0,0
11,2021-10-24,2021,REG,7,NYJ,0,0,0,0,0,0,0,0,1,4
12,2021-10-31,2021,REG,8,NYJ,0,1,3,0,0,0,0,0,6,6
13,2021-11-04,2021,REG,9,NYJ,0,0,0,0,0,0,0,0,0,9
0,2021-11-14,2021,DNP,10,NYJ,0,0,0,0,0,0,0,0,0,0
0,2021-11-21,2021,DNP,11,NYJ,0,0,0,0,0,0,0,0,0,0
0,2021-11-28,2021,DNP,12,NYJ,0,0,0,0,0,0,0,0,0,0
0,2021-12-05,2021,DNP,13,NYJ,0,0,0,0,0,0,0,0,0,0
14,2021-12-12,2021,REG,14,NYJ,0,7,28,0,0,0,0,0,17,1
0,2021-12-19,2021,DNP,15,NYJ,0,0,0,0,0,0,0,0,0,0
0,2021-12-26,2021,DNP,16,NYJ,0,0,0,0,0,0,0,0,0,0
0,2022-01-02,2021,DNP,17,NYJ,0,0,0,0,0,0,0,0,0,0
0,2022-01-09,2021,DNP,18,NYJ,0,0,0,0,0,0,0,0,0,0
0,2022-09-11,2022,DNP,1,KAN,0,0,0,0,0,0,0,0,0,0
0,2022-09-15,2022,DNP,2,KAN,0,0,0,0,0,0,0,0,0,0
0,2022-09-25,2022,DNP,3,KAN,0,0,0,0,0,0,0,0,0,0
0,2022-10-02,2022,DNP,4,KAN,0,0,0,0,0,0,0,0,0,0
0,2022-10-10,2022,DNP,5,KAN,0,0,0,0,0,0,0,0,0,0
0,2022-10-16,2022,DNP,6,KAN,0,0,0,0,0,0,0,0,0,0
0,2022-10-23,2022,DNP,7,KAN,0,0,0,0,0,0,0,0,0,0
0,2022-11-06,2022,DNP,9,KAN,0,0,0,0,0,0,0,0,0,0
0,2022-11-13,2022,DNP,10,KAN,0,0,0,0,0,0,0,0,0,0
0,2022-11-20,2022,DNP,11,KAN,0,0,0,0,0,0,0,0,0,0
0,2022-11-27,2022,DNP,12,KAN,0,0,0,0,0,0,0,0,0,0
0,2022-12-04,2022,DNP,13,KAN,0,0,0,0,0,0,0,0,0,0
0,2022-12-11,2022,DNP,14,KAN,0,0,0,0,0,0,0,0,0,0
0,2022-12-18,2022,DNP,15,KAN,0,0,0,0,0,0,0,0,0,0
0,2022-12-24,2022,DNP,16,KAN,0,0,0,0,0,0,0,0,0,0
0,2023-01-01,2022,DNP,17,KAN,0,0,0,0,0,0,0,0,0,0
0,2023-01-07,2022,DNP,18,KAN,0,0,0,0,0,0,0,0,0,0
0,2023-09-07,2023,DNP,1,KAN,0,0,0,0,0,0,0,0,0,0
0,2023-09-17,2023,DNP,2,KAN,0,0,0,0,0,0,0,0,0,0
0,2023-09-24,2023,DNP,3,KAN,0,0,0,0,0,0,0,0,0,0
0,2023-10-01,2023,DNP,4,KAN,0,0,0,0,0,0,0,0,0,0
0,2023-10-08,2023,DNP,5,KAN,0,0,0,0,0,0,0,0,0,0
0,2023-10-12,2023,DNP,6,KAN,0,0,0,0,0,0,0,0,0,0
0,2023-10-22,2023,DNP,7,KAN,0,0,0,0,0,0,0,0,0,0
0,2023-10-29,2023,DNP,8,KAN,0,0,0,0,0,0,0,0,0,0
15,2023-11-05,2023,REG,9,KAN,0,1,1,0,1,0,0,0,4,4
0,1970-01-01,2023,BYE,10,KAN,0,0,0,0,0,0,0,0,0,0
0,2023-11-20,2023,DNP,11,KAN,0,0,0,0,0,0,0,0,0,0
16,2023-11-26,2023,REG,12,KAN,0,0,0,0,0,0,0,0,1,10
0,2023-12-03,2023,DNP,13,KAN,0,0,0,0,0,0,0,0,0,0
0,2023-12-10,2023,DNP,14,KAN,0,0,0,0,0,0,0,0,0,0
0,2023-12-17,2023,DNP,15,KAN,0,0,0,0,0,0,0,0,0,0
0,2023-12-25,2023,DNP,16,KAN,0,0,0,0,0,0,0,0,0,0
0,2023-12-31,2023,DNP,17,KAN,0,0,0,0,0,0,0,0,0,0
17,2024-01-07,2023,REG,18,KAN,1,21,76,0,4,3,33,0,47,15
