CarGm,Date,Season,Season_type,Week,Team,GS,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,OffSnp,STSnp
0,2021-09-12,2021,DNP,1,SFO,0,0,0,0,0,0,0,0,0,0
1,2021-09-19,2021,REG,2,SFO,0,1,8,0,0,0,0,0,1,1
2,2021-09-26,2021,REG,3,SFO,1,10,31,1,3,2,3,0,41,0
3,2021-10-03,2021,REG,4,SFO,1,19,89,0,0,0,0,0,39,0
4,2021-10-10,2021,REG,5,SFO,0,1,7,0,0,0,0,0,2,11
0,1970-01-01,2021,BYE,6,SFO,0,0,0,0,0,0,0,0,0,0
5,2021-10-24,2021,REG,7,SFO,0,0,0,0,0,0,0,0,0,11
6,2021-10-31,2021,REG,8,SFO,0,0,0,0,0,0,0,0,0,11
0,2021-11-07,2021,DNP,9,SFO,0,0,0,0,0,0,0,0,0,0
7,2021-11-15,2021,REG,10,SFO,0,0,0,0,0,0,0,0,0,11
8,2021-11-21,2021,REG,11,SFO,0,10,32,0,1,1,23,0,24,2
9,2021-11-28,2021,REG,12,SFO,0,0,0,0,0,0,0,0,0,4
0,2021-12-05,2021,DNP,13,SFO,0,0,0,0,0,0,0,0,0,0
0,2021-12-12,2021,DNP,14,SFO,0,0,0,0,0,0,0,0,0,0
0,2021-12-19,2021,DNP,15,SFO,0,0,0,0,0,0,0,0,0,0
0,2021-12-23,2021,DNP,16,SFO,0,0,0,0,0,0,0,0,0,0
0,2022-01-02,2021,DNP,17,SFO,0,0,0,0,0,0,0,0,0,0
0,2022-01-09,2021,DNP,18,SFO,0,0,0,0,0,0,0,0,0,0
10,2022-01-30,2021,POST,21,SFO,0,0,0,0,0,0,0,0,0,11
0,2022-09-11,2022,DNP,1,PHI,0,0,0,0,0,0,0,0,0,0
0,2022-09-19,2022,DNP,2,PHI,0,0,0,0,0,0,0,0,0,0
0,2022-09-25,2022,DNP,3,PHI,0,0,0,0,0,0,0,0,0,0
11,2022-10-02,2022,REG,4,PHI,0,2,19,0,0,0,0,0,5,4
12,2022-10-09,2022,REG,5,PHI,0,0,0,0,0,0,0,0,3,0
0,2022-10-16,2022,DNP,6,PHI,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2022,BYE,7,PHI,0,0,0,0,0,0,0,0,0,0
0,2022-10-30,2022,DNP,8,PHI,0,0,0,0,0,0,0,0,0,0
0,2022-11-03,2022,DNP,9,PHI,0,0,0,0,0,0,0,0,0,0
0,2022-11-14,2022,DNP,10,PHI,0,0,0,0,0,0,0,0,0,0
0,2022-11-20,2022,DNP,11,PHI,0,0,0,0,0,0,0,0,0,0
0,2022-11-27,2022,DNP,12,PHI,0,0,0,0,0,0,0,0,0,0
0,2022-12-04,2022,DNP,13,PHI,0,0,0,0,0,0,0,0,0,0
0,2022-12-11,2022,DNP,14,PHI,0,0,0,0,0,0,0,0,0,0
0,2022-12-18,2022,DNP,15,PHI,0,0,0,0,0,0,0,0,0,0
0,2022-12-24,2022,DNP,16,PHI,0,0,0,0,0,0,0,0,0,0
0,2023-01-01,2022,DNP,17,PHI,0,0,0,0,0,0,0,0,0,0
0,2023-01-08,2022,DNP,18,PHI,0,0,0,0,0,0,0,0,0,0
0,2023-09-10,2023,DNP,1,IND,0,0,0,0,0,0,0,0,0,0
0,2023-09-17,2023,DNP,2,IND,0,0,0,0,0,0,0,0,0,0
13,2023-09-24,2023,REG,3,IND,0,5,17,0,2,1,4,0,18,0
14,2023-10-01,2023,REG,4,IND,0,3,7,0,0,0,0,0,10,0
15,2023-10-08,2023,REG,5,IND,0,0,0,0,0,0,0,0,3,0
16,2023-10-15,2023,REG,6,IND,0,0,0,0,1,0,0,0,7,0
17,2023-10-22,2023,REG,7,IND,0,0,0,0,0,0,0,0,0,8
18,2023-10-29,2023,REG,8,IND,0,0,0,0,0,0,0,0,0,7
19,2023-11-05,2023,REG,9,IND,0,0,0,0,0,0,0,0,3,3
20,2023-11-12,2023,REG,10,IND,0,0,0,0,0,0,0,0,1,0
0,1970-01-01,2023,BYE,11,IND,0,0,0,0,0,0,0,0,0,0
21,2023-11-26,2023,REG,12,IND,0,0,0,0,0,0,0,0,1,0
22,2023-12-03,2023,REG,13,IND,0,0,0,0,1,0,0,0,1,0
23,2023-12-10,2023,REG,14,IND,0,3,13,0,0,0,0,0,3,0
24,2023-12-16,2023,REG,15,IND,0,17,88,0,0,0,0,0,29,0
25,2023-12-24,2023,REG,16,IND,0,2,3,0,0,0,0,0,14,0
26,2023-12-31,2023,REG,17,IND,0,5,32,0,2,2,9,0,18,0
0,2024-01-06,2023,DNP,18,IND,0,0,0,0,0,0,0,0,0,0
27,2024-09-08,2024,REG,1,IND,0,0,0,0,0,0,0,0,2,0
28,2024-09-15,2024,REG,2,IND,0,2,0,0,1,1,7,0,18,0
29,2024-09-22,2024,REG,3,IND,0,2,16,1,0,0,0,0,5,0
30,2024-09-29,2024,REG,4,IND,0,5,8,0,0,0,0,0,17,0
31,2024-10-06,2024,REG,5,IND,1,10,38,1,6,6,25,0,41,0
32,2024-10-13,2024,REG,6,IND,1,18,29,0,0,0,0,0,42,0
33,2024-10-20,2024,REG,7,IND,1,8,36,0,1,1,13,0,32,0
34,2024-10-27,2024,REG,8,IND,0,0,0,0,1,1,14,0,10,0
35,2024-11-03,2024,REG,9,IND,0,2,4,0,2,1,9,0,14,0
36,2024-11-10,2024,REG,10,IND,0,0,0,0,1,1,4,0,2,0
37,2024-11-17,2024,REG,11,IND,0,0,0,0,1,1,3,0,5,6
38,2024-11-24,2024,REG,12,IND,0,0,0,0,0,0,0,0,2,5
39,2024-12-01,2024,REG,13,IND,0,0,0,0,0,0,0,0,5,7
0,1970-01-01,2024,BYE,14,IND,0,0,0,0,0,0,0,0,0,0
40,2024-12-15,2024,REG,15,IND,0,1,3,0,2,2,9,0,18,0
41,2024-12-22,2024,REG,16,IND,0,8,25,0,0,0,0,0,9,0
42,2024-12-29,2024,REG,17,IND,0,0,0,0,1,1,10,0,7,8
43,2025-01-05,2024,REG,18,IND,0,0,0,0,3,1,5,0,16,7
