CarGm,Date,Season,Season_type,Week,Team,GS,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,OffSnp,STSnp
0,2020-09-13,2020,DNP,1,SEA,0,0,0,0,0,0,0,0,0,0
0,2020-09-20,2020,DNP,2,SEA,0,0,0,0,0,0,0,0,0,0
1,2020-09-27,2020,REG,3,SEA,0,0,0,0,0,0,0,0,0,12
2,2020-10-04,2020,REG,4,SEA,0,2,8,0,2,2,15,0,11,16
3,2020-10-11,2020,REG,5,SEA,0,0,0,0,0,0,0,0,0,18
0,1970-01-01,2020,BYE,6,SEA,0,0,0,0,0,0,0,0,0,0
4,2020-10-25,2020,REG,7,SEA,0,0,0,0,3,2,18,0,12,17
5,2020-11-01,2020,REG,8,SEA,1,18,41,1,5,5,17,1,54,2
6,2020-11-08,2020,REG,9,SEA,1,7,31,1,2,2,8,0,20,2
7,2020-11-15,2020,REG,10,SEA,0,2,8,0,3,2,23,0,22,8
8,2020-11-19,2020,REG,11,SEA,0,1,13,0,2,2,19,0,7,11
9,2020-11-30,2020,REG,12,SEA,0,0,0,0,0,0,0,0,0,18
10,2020-12-06,2020,REG,13,SEA,0,0,0,0,3,2,11,0,12,18
11,2020-12-13,2020,REG,14,SEA,0,4,7,0,0,0,0,0,8,15
12,2020-12-20,2020,REG,15,SEA,0,0,0,0,0,0,0,0,0,9
0,2020-12-27,2020,DNP,16,SEA,0,0,0,0,0,0,0,0,0,0
0,2021-01-03,2020,DNP,17,SEA,0,0,0,0,0,0,0,0,0,0
13,2021-09-12,2021,REG,1,SEA,0,1,5,0,1,1,5,0,3,17
14,2021-09-19,2021,REG,2,SEA,0,0,0,0,0,0,0,0,0,22
15,2021-09-26,2021,REG,3,SEA,0,0,0,0,0,0,0,0,0,15
16,2021-10-03,2021,REG,4,SEA,0,0,0,0,0,0,0,0,1,21
17,2021-10-07,2021,REG,5,SEA,0,4,7,0,2,2,32,0,14,17
18,2021-10-17,2021,REG,6,SEA,0,4,17,0,5,5,33,0,22,24
19,2021-10-25,2021,REG,7,SEA,0,0,0,0,0,0,0,0,1,17
20,2021-10-31,2021,REG,8,SEA,0,1,6,0,0,0,0,0,2,17
0,1970-01-01,2021,BYE,9,SEA,0,0,0,0,0,0,0,0,0,0
21,2021-11-14,2021,REG,10,SEA,0,0,0,0,0,0,0,0,0,14
22,2021-11-21,2021,REG,11,SEA,0,4,25,1,2,1,2,0,18,15
23,2021-11-29,2021,REG,12,SEA,0,3,4,0,5,5,27,0,28,14
24,2021-12-05,2021,REG,13,SEA,0,0,0,0,0,0,0,0,2,19
25,2021-12-12,2021,REG,14,SEA,0,2,16,0,0,0,0,0,11,19
26,2021-12-21,2021,REG,15,SEA,0,8,41,1,4,3,11,0,33,16
27,2021-12-26,2021,REG,16,SEA,0,4,15,0,4,4,23,0,22,17
