CarGm,Date,Season,Season_type,Week,Team,GS,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,OffSnp,STSnp
1,2017-09-10,2017,REG,1,CHI,0,5,66,0,12,8,47,1,28,3
2,2017-09-17,2017,REG,2,CHI,1,7,13,0,9,8,55,0,40,3
3,2017-09-24,2017,REG,3,CHI,0,12,78,0,4,4,24,0,28,5
4,2017-09-28,2017,REG,4,CHI,0,6,24,0,4,4,24,0,18,5
5,2017-10-09,2017,REG,5,CHI,0,6,13,0,1,1,-6,0,17,6
6,2017-10-15,2017,REG,6,CHI,0,14,32,0,3,1,14,0,26,11
7,2017-10-22,2017,REG,7,CHI,0,0,0,0,3,1,70,0,7,7
8,2017-10-29,2017,REG,8,CHI,0,4,2,1,3,1,6,0,18,9
0,,2017,BYE,9,CHI,0,0,0,0,0,0,0,0,0,0
9,2017-11-12,2017,REG,10,CHI,0,1,1,0,2,1,10,0,13,10
10,2017-11-19,2017,REG,11,CHI,1,9,44,1,6,4,15,0,31,10
11,2017-11-26,2017,REG,12,CHI,0,2,-11,0,2,2,8,0,19,8
12,2017-12-03,2017,REG,13,CHI,1,2,5,0,4,4,39,0,16,8
13,2017-12-10,2017,REG,14,CHI,0,12,80,0,2,2,5,0,37,7
14,2017-12-16,2017,REG,15,CHI,1,2,1,0,6,4,16,0,25,9
15,2017-12-24,2017,REG,16,CHI,0,2,9,0,2,2,12,0,18,9
16,2017-12-31,2017,REG,17,CHI,0,3,13,0,8,6,14,0,19,13
17,2018-09-09,2018,REG,1,CHI,1,5,25,0,4,3,16,0,28,4
18,2018-09-17,2018,REG,2,CHI,0,4,8,0,1,1,17,0,21,8
19,2018-09-23,2018,REG,3,CHI,1,5,53,0,3,3,15,0,30,4
20,2018-09-30,2018,REG,4,CHI,1,13,53,0,8,7,121,1,29,5
0,,2018,BYE,5,CHI,0,0,0,0,0,0,0,0,0,0
