CarGm,Date,Season,Season_type,Week,Team,GS,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,OffSnp,STSnp
1,2023-09-10,2023,REG,1,TAM,0,5,15,0,2,2,9,0,10,15
2,2023-09-17,2023,REG,2,TAM,0,8,7,0,0,0,0,0,17,9
3,2023-09-25,2023,REG,3,TAM,0,2,1,0,0,0,0,0,4,8
4,2023-10-01,2023,REG,4,TAM,0,0,0,0,0,0,0,0,0,9
0,,2023,BYE,5,TAM,0,0,0,0,0,0,0,0,0,0
5,2023-10-15,2023,REG,6,TAM,0,0,0,0,0,0,0,0,0,11
6,2023-10-22,2023,REG,7,TAM,0,0,0,0,0,0,0,0,0,7
0,2023-10-26,2023,DNP,8,TAM,0,0,0,0,0,0,0,0,0,0
0,2023-11-05,2023,DNP,9,TAM,0,0,0,0,0,0,0,0,0,0
7,2023-11-12,2023,REG,10,TAM,0,0,0,0,0,0,0,0,1,3
8,2023-11-19,2023,REG,11,TAM,0,0,0,0,0,0,0,0,0,8
9,2023-11-26,2023,REG,12,TAM,0,0,0,0,0,0,0,0,0,6
10,2023-12-03,2023,REG,13,TAM,0,0,0,0,0,0,0,0,0,4
11,2023-12-10,2023,REG,14,TAM,0,0,0,0,0,0,0,0,0,5
0,2023-12-17,2023,DNP,15,TAM,0,0,0,0,0,0,0,0,0,0
0,2023-12-24,2023,DNP,16,TAM,0,0,0,0,0,0,0,0,0,0
0,2023-12-31,2023,DNP,17,TAM,0,0,0,0,0,0,0,0,0,0
0,2024-01-07,2023,DNP,18,TAM,0,0,0,0,0,0,0,0,0,0
12,2024-09-08,2024,REG,1,TAM,0,0,0,0,0,0,0,0,2,8
13,2024-09-15,2024,REG,2,TAM,0,0,0,0,0,0,0,0,0,11
14,2024-09-22,2024,REG,3,TAM,0,1,4,0,0,0,0,0,1,13
15,2024-09-29,2024,REG,4,TAM,0,1,3,0,1,1,14,0,6,12
16,2024-10-03,2024,REG,5,TAM,0,0,0,0,0,0,0,0,0,8
17,2024-10-13,2024,REG,6,TAM,0,14,136,1,3,3,56,1,29,11
18,2024-10-21,2024,REG,7,TAM,0,5,29,0,2,1,9,0,16,12
19,2024-10-27,2024,REG,8,TAM,0,2,3,0,1,1,12,0,7,9
20,2024-11-04,2024,REG,9,TAM,0,3,11,0,1,1,6,0,7,12
21,2024-11-10,2024,REG,10,TAM,0,0,0,0,0,0,0,0,0,11
0,,2024,BYE,11,TAM,0,0,0,0,0,0,0,0,0,0
22,2024-11-24,2024,REG,12,TAM,0,4,3,1,1,1,7,0,5,7
23,2024-12-01,2024,REG,13,TAM,0,0,0,0,0,0,0,0,0,15
24,2024-12-08,2024,REG,14,TAM,0,3,47,0,2,0,0,0,11,12
25,2024-12-15,2024,REG,15,TAM,0,7,17,0,0,0,0,0,8,5
26,2024-12-22,2024,REG,16,TAM,0,0,0,0,0,0,0,0,0,13
27,2024-12-29,2024,REG,17,TAM,0,8,39,0,1,1,5,0,15,9
28,2025-01-05,2024,REG,18,TAM,0,2,16,0,0,0,0,0,5,10
