CarGm,Team,Player,pfr_id,Date,Season,Week,Season_type,GS,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,OffSnp,STSnp,SUSP,INJ,Game Status,Injuries
1,IND,Joseph Addai,AddaJo00,2006-09-10,2006,1,REG,0,7,26,0,3,3,22,0,0,0,0,0,,
2,IND,Joseph Addai,AddaJo00,2006-09-17,2006,2,REG,0,16,82,0,2,2,22,1,0,0,0,0,,
3,IND,Joseph Addai,AddaJo00,2006-09-24,2006,3,REG,0,3,15,0,5,3,13,0,0,0,0,0,,
4,IND,Joseph Addai,AddaJo00,2006-10-01,2006,4,REG,0,20,84,1,4,3,15,0,0,0,0,0,,
5,IND,Joseph Addai,AddaJo00,2006-10-08,2006,5,REG,0,13,62,0,3,2,15,0,0,0,0,0,,
0,IND,Joseph Addai,AddaJo00,,2006,6,BYE,0,0,0,0,0,0,0,0,0,0,0,0,,
6,IND,Joseph Addai,AddaJo00,2006-10-22,2006,7,REG,0,11,85,0,2,1,20,0,0,0,0,0,,
7,IND,Joseph Addai,AddaJo00,2006-10-29,2006,8,REG,0,17,93,0,6,5,37,0,0,0,0,0,,
8,IND,Joseph Addai,AddaJo00,2006-11-05,2006,9,REG,0,18,43,1,1,0,0,0,0,0,0,0,,
9,IND,Joseph Addai,AddaJo00,2006-11-12,2006,10,REG,0,13,78,1,8,7,46,0,0,0,0,0,,
10,IND,Joseph Addai,AddaJo00,2006-11-19,2006,11,REG,0,13,50,0,1,1,7,0,0,0,0,0,,
11,IND,Joseph Addai,AddaJo00,2006-11-26,2006,12,REG,0,24,171,4,3,2,37,0,0,0,0,0,,
12,IND,Joseph Addai,AddaJo00,2006-12-03,2006,13,REG,0,16,56,0,1,1,11,0,0,0,0,0,,
13,IND,Joseph Addai,AddaJo00,2006-12-10,2006,14,REG,0,11,22,0,1,1,14,0,0,0,0,0,,
14,IND,Joseph Addai,AddaJo00,2006-12-18,2006,15,REG,0,8,50,0,3,2,29,0,0,0,0,0,,
15,IND,Joseph Addai,AddaJo00,2006-12-24,2006,16,REG,0,15,100,0,4,4,8,0,0,0,0,0,,
16,IND,Joseph Addai,AddaJo00,2006-12-31,2006,17,REG,0,21,64,0,3,3,29,0,0,0,0,0,,
17,IND,Joseph Addai,AddaJo00,2007-01-06,2006,18,POST,1,25,122,1,7,7,26,0,0,0,0,0,,
18,IND,Joseph Addai,AddaJo00,2007-01-13,2006,19,POST,1,18,39,0,3,3,22,0,0,0,0,0,,
19,IND,Joseph Addai,AddaJo00,2007-01-21,2006,20,POST,1,14,56,1,3,2,4,0,0,0,0,0,,
