CarGm,Date,Season,Season_type,Week,Team,GS,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,OffSnp,STSnp
1,2018-09-09,2018,REG,1,ARI,0,4,24,0,4,4,24,0,17,5
2,2018-09-16,2018,REG,2,ARI,0,1,5,0,5,5,15,0,10,5
3,2018-09-23,2018,REG,3,ARI,0,5,10,0,0,0,0,0,8,9
4,2018-09-30,2018,REG,4,ARI,0,3,1,0,0,0,0,0,7,4
5,2018-10-07,2018,REG,5,ARI,0,1,-1,0,1,0,0,0,3,4
6,2018-10-14,2018,REG,6,ARI,0,1,4,0,0,0,0,0,4,6
7,2018-10-18,2018,REG,7,ARI,0,5,9,0,3,3,12,0,22,8
8,2018-10-28,2018,REG,8,ARI,0,2,9,0,2,1,12,0,13,9
0,,2018,BYE,9,ARI,0,0,0,0,0,0,0,0,0,0
9,2018-11-11,2018,REG,10,ARI,0,2,7,0,0,0,0,0,17,6
10,2018-11-18,2018,REG,11,ARI,0,5,17,0,0,0,0,0,11,12
11,2018-11-25,2018,REG,12,ARI,0,5,0,0,0,0,0,0,9,16
12,2018-12-02,2018,REG,13,ARI,0,5,53,2,2,2,13,0,13,15
13,2018-12-09,2018,REG,14,ARI,0,3,14,0,0,0,0,0,10,12
14,2018-12-16,2018,REG,15,ARI,0,8,22,0,2,2,22,0,25,18
15,2018-12-23,2018,REG,16,ARI,0,4,20,0,2,1,1,0,13,15
16,2018-12-30,2018,REG,17,ARI,0,6,14,0,2,2,4,0,16,23
17,2019-09-08,2019,REG,1,ARI,0,1,5,0,1,0,0,0,10,15
18,2019-09-15,2019,REG,2,ARI,0,1,2,0,2,2,15,0,23,11
19,2019-09-22,2019,REG,3,ARI,0,3,15,0,2,1,10,0,9,13
20,2019-09-29,2019,REG,4,ARI,1,6,37,0,0,0,0,0,13,10
21,2019-10-06,2019,REG,5,ARI,0,8,68,1,4,3,18,0,27,12
22,2019-10-13,2019,REG,6,ARI,0,5,34,0,2,2,33,1,20,11
23,2019-10-20,2019,REG,7,ARI,0,27,126,3,4,2,24,0,60,6
24,2019-10-27,2019,REG,8,ARI,1,7,8,0,4,2,5,0,30,0
0,2019-10-31,2019,DNP,9,ARI,0,0,0,0,0,0,0,0,0,0
0,2019-11-10,2019,DNP,10,ARI,0,0,0,0,0,0,0,0,0,0
