CarGm,Date,Season,Season_type,Week,Team,GS,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,OffSnp,STSnp
0,2009-09-14,2009,DNP,1,OAK,0,0,0,0,0,0,0,0,0,0
0,2009-09-20,2009,DNP,2,OAK,0,0,0,0,0,0,0,0,0,0
0,2009-09-27,2009,DNP,3,OAK,0,0,0,0,0,0,0,0,0,0
0,2009-10-04,2009,DNP,4,OAK,0,0,0,0,0,0,0,0,0,0
0,2009-10-11,2009,DNP,5,OAK,0,0,0,0,0,0,0,0,0,0
0,2009-10-18,2009,DNP,6,OAK,0,0,0,0,0,0,0,0,0,0
0,2009-10-25,2009,DNP,7,OAK,0,0,0,0,0,0,0,0,0,0
0,2009-11-01,2009,DNP,8,OAK,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2009,BYE,9,OAK,0,0,0,0,0,0,0,0,0,0
0,2009-11-15,2009,DNP,10,OAK,0,0,0,0,0,0,0,0,0,0
0,2009-11-22,2009,DNP,11,OAK,0,0,0,0,0,0,0,0,0,0
0,2009-11-26,2009,DNP,12,OAK,0,0,0,0,0,0,0,0,0,0
0,2009-12-06,2009,DNP,13,OAK,0,0,0,0,0,0,0,0,0,0
0,2009-12-13,2009,DNP,14,OAK,0,0,0,0,0,0,0,0,0,0
0,2009-12-20,2009,DNP,15,OAK,0,0,0,0,0,0,0,0,0,0
1,2009-12-27,2009,REG,16,OAK,0,0,0,0,1,1,9,0,0,0
2,2010-01-03,2009,REG,17,OAK,0,0,0,0,3,1,11,0,0,0
3,2010-09-12,2010,REG,1,OAK,1,0,0,0,1,0,0,0,0,0
4,2010-09-19,2010,REG,2,OAK,1,3,9,0,3,2,21,0,0,0
5,2010-09-26,2010,REG,3,OAK,1,1,2,0,2,2,2,0,0,0
6,2010-10-03,2010,REG,4,OAK,1,2,7,0,1,1,13,1,0,0
7,2010-10-10,2010,REG,5,OAK,1,0,0,0,4,2,7,0,0,0
8,2010-10-17,2010,REG,6,OAK,0,1,2,0,1,0,0,0,0,0
9,2010-10-24,2010,REG,7,OAK,1,7,39,1,3,1,19,0,0,0
10,2010-10-31,2010,REG,8,OAK,1,2,32,0,4,3,90,1,0,0
11,2010-11-07,2010,REG,9,OAK,0,1,4,0,3,2,8,0,0,0
0,1970-01-01,2010,BYE,10,OAK,0,0,0,0,0,0,0,0,0,0
12,2010-11-21,2010,REG,11,OAK,0,1,2,0,2,0,0,0,0,0
13,2010-11-28,2010,REG,12,OAK,1,1,-2,0,3,1,2,0,0,0
14,2010-12-05,2010,REG,13,OAK,0,1,5,0,3,3,42,0,0,0
15,2010-12-12,2010,REG,14,OAK,0,2,3,0,4,4,48,0,0,0
16,2010-12-19,2010,REG,15,OAK,0,3,9,0,6,2,79,1,0,0
