CarGm,Date,Season,Season_type,Week,Team,GS,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,OffSnp,STSnp
1,2023-09-10,2023,REG,1,SEA,0,3,11,0,0,0,0,0,12,2
2,2023-09-17,2023,REG,2,SEA,0,4,16,0,2,2,14,0,19,9
3,2023-09-24,2023,REG,3,SEA,0,9,46,0,2,1,-1,0,32,13
4,2023-10-02,2023,REG,4,SEA,0,5,31,0,3,1,9,0,13,12
0,,2023,BYE,5,SEA,0,0,0,0,0,0,0,0,0,0
5,2023-10-15,2023,REG,6,SEA,0,2,5,0,2,2,14,0,18,12
0,2023-10-22,2023,DNP,7,SEA,0,0,0,0,0,0,0,0,0,0
6,2023-10-29,2023,REG,8,SEA,0,5,53,0,2,2,11,0,34,12
7,2023-11-05,2023,REG,9,SEA,0,4,8,0,1,1,5,0,27,12
8,2023-11-12,2023,REG,10,SEA,0,6,44,0,5,4,18,0,42,11
9,2023-11-19,2023,REG,11,SEA,0,15,47,0,6,6,22,0,55,1
10,2023-11-23,2023,REG,12,SEA,1,14,47,0,4,4,11,0,49,0
11,2023-11-30,2023,REG,13,SEA,1,19,60,1,2,1,39,0,42,0
12,2023-12-10,2023,REG,14,SEA,0,9,44,0,1,1,4,0,25,0
13,2023-12-18,2023,REG,15,SEA,0,4,16,0,1,0,0,0,27,0
14,2023-12-24,2023,REG,16,SEA,0,2,0,0,2,1,-4,0,26,0
15,2023-12-31,2023,REG,17,SEA,0,2,2,0,5,5,39,0,28,0
16,2024-01-07,2023,REG,18,SEA,0,5,32,0,2,2,28,0,29,5
17,2024-09-08,2024,REG,1,SEA,0,8,12,0,3,2,29,1,23,5
18,2024-09-15,2024,REG,2,SEA,1,14,38,1,5,5,31,0,67,0
19,2024-09-22,2024,REG,3,SEA,1,18,91,2,4,3,16,0,54,0
20,2024-09-30,2024,REG,4,SEA,0,2,15,0,5,5,39,0,38,3
21,2024-10-06,2024,REG,5,SEA,0,2,11,0,5,3,19,0,21,4
22,2024-10-10,2024,REG,6,SEA,0,5,20,0,1,1,15,0,24,4
23,2024-10-20,2024,REG,7,SEA,0,7,14,0,1,1,-5,0,33,3
24,2024-10-27,2024,REG,8,SEA,0,3,4,1,4,3,20,0,23,4
25,2024-11-03,2024,REG,9,SEA,0,2,8,0,3,2,25,0,20,7
0,,2024,BYE,10,SEA,0,0,0,0,0,0,0,0,0,0
26,2024-11-17,2024,REG,11,SEA,0,4,3,0,2,2,2,0,19,2
27,2024-11-24,2024,REG,12,SEA,0,6,22,0,0,0,0,0,24,5
28,2024-12-01,2024,REG,13,SEA,0,4,28,1,3,2,13,0,29,3
29,2024-12-08,2024,REG,14,SEA,1,22,134,2,7,7,59,0,51,0
30,2024-12-15,2024,REG,15,SEA,1,8,54,1,4,1,12,0,47,0
31,2024-12-22,2024,REG,16,SEA,0,1,-1,0,2,2,14,0,14,6
32,2024-12-26,2024,REG,17,SEA,1,15,57,0,3,3,19,0,39,0
33,2025-01-05,2024,REG,18,SEA,1,14,59,0,0,0,32,0,42,0
