CarGm,Date,Season,Season_type,Week,Team,GS,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,OffSnp,STSnp
1,2024-09-08,2024,REG,1,NYG,0,2,2,0,3,1,5,0,15,5
2,2024-09-15,2024,REG,2,NYG,0,1,2,0,0,0,0,0,12,10
3,2024-09-22,2024,REG,3,NYG,0,5,23,0,2,2,17,0,22,3
4,2024-09-26,2024,REG,4,NYG,0,4,2,0,1,1,19,0,17,3
5,2024-10-06,2024,REG,5,NYG,1,18,129,0,2,1,1,0,45,5
6,2024-10-13,2024,REG,6,NYG,1,17,50,1,6,6,57,0,66,0
7,2024-10-20,2024,REG,7,NYG,1,6,23,0,3,3,9,0,39,0
8,2024-10-28,2024,REG,8,NYG,1,20,145,1,3,2,5,0,41,0
9,2024-11-03,2024,REG,9,NYG,1,16,66,0,1,1,3,0,47,0
10,2024-11-10,2024,REG,10,NYG,1,18,103,1,2,1,1,0,60,0
0,,2024,BYE,11,NYG,0,0,0,0,0,0,0,0,0,0
11,2024-11-24,2024,REG,12,NYG,1,9,42,0,4,4,28,0,24,0
12,2024-11-28,2024,REG,13,NYG,0,9,32,1,3,2,33,0,46,0
13,2024-12-08,2024,REG,14,NYG,1,16,45,1,10,5,38,0,65,0
14,2024-12-15,2024,REG,15,NYG,1,10,31,0,4,1,4,0,46,0
15,2024-12-22,2024,REG,16,NYG,1,7,26,0,4,4,43,1,37,0
16,2024-12-29,2024,REG,17,NYG,1,20,59,0,3,2,14,0,37,0
17,2025-01-05,2024,REG,18,NYG,1,14,59,0,2,2,7,0,32,0
