CarGm,Date,Season,Season_type,Week,GS,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,OffSnp,OffSnp%,STSnp,STSnp%
21,2018-11-11,2018,REG,10,1,11,61,0,2,2,24,0,29,67.4,0,0.0
22,2018-11-18,2018,REG,11,1,12,14,1,3,3,38,0,34,61.8,0,0.0
23,2018-11-25,2018,REG,12,1,14,89,0,7,7,66,0,53,71.6,0,0.0
24,2018-12-02,2018,REG,13,1,12,82,0,2,2,13,0,39,57.4,0,0.0
25,2018-12-09,2018,REG,14,1,26,111,1,6,5,27,0,47,70.1,0,0.0
26,2018-12-16,2018,REG,15,1,27,129,2,4,2,1,0,52,65.0,0,0.0
27,2018-12-23,2018,REG,16,1,17,68,0,2,2,10,0,38,80.9,0,0.0
28,2018-12-30,2018,REG,17,0,13,105,0,1,1,2,0,32,65.3,0,0.0
29,2019-09-08,2019,REG,1,1,6,10,0,3,2,7,0,28,37.3,0,0.0
30,2019-09-15,2019,REG,2,1,11,17,0,5,3,10,0,38,55.1,0,0.0
31,2019-09-22,2019,REG,3,1,15,60,0,2,2,34,1,35,58.3,0,0.0
32,2019-09-30,2019,REG,4,1,15,62,0,5,4,1,0,42,63.6,0,0.0
33,2019-10-06,2019,REG,5,1,19,93,0,1,1,16,0,41,62.1,0,0.0
34,2019-10-13,2019,REG,6,1,8,10,0,3,2,29,0,29,49.2,0,0.0
35,2019-10-20,2019,REG,7,1,10,2,0,2,1,2,1,38,54.3,0,0.0
36,2019-10-27,2019,REG,8,1,17,66,0,4,4,11,1,42,52.5,0,0.0
0,1970-01-01,2019,DNP,9,0,0,0,0,0,0,0,0,0,0.0,0,0.0
37,2019-11-10,2019,REG,10,1,30,114,0,3,2,37,0,55,75.3,0,0.0
38,2019-11-17,2019,REG,11,1,15,86,1,3,1,17,0,37,58.7,0,0.0
39,2019-11-24,2019,REG,12,0,18,79,0,0,0,0,0,39,68.4,0,0.0
40,2019-12-01,2019,REG,13,1,19,44,1,4,4,26,0,52,80.0,0,0.0
41,2019-12-08,2019,REG,14,1,23,146,1,4,3,40,0,43,58.9,0,0.0
42,2019-12-15,2019,REG,15,1,25,136,0,3,3,20,0,44,66.7,0,0.0
43,2019-12-22,2019,REG,16,1,21,50,0,2,2,23,0,39,43.3,0,0.0
44,2019-12-29,2019,REG,17,1,26,162,2,1,1,14,0,51,73.9,0,0.0
45,2020-09-13,2020,REG,1,1,19,69,0,2,1,2,0,40,58.8,0,0.0
46,2020-09-17,2020,REG,2,1,16,46,0,4,4,40,0,46,50.0,0,0.0
47,2020-09-27,2020,REG,3,1,17,49,0,3,2,16,0,52,72.2,0,0.0
48,2020-10-04,2020,REG,4,1,25,151,2,6,6,30,1,62,82.7,0,0.0
49,2020-10-11,2020,REG,5,1,24,59,0,8,6,35,0,51,76.1,0,0.0
50,2020-10-18,2020,REG,6,1,18,54,1,3,2,15,0,39,53.4,0,0.0
0,1970-01-01,2020,DNP,7,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2020,DNP,8,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2020,DNP,9,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2020,DNP,10,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2020,DNP,11,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2020,DNP,12,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2020,DNP,13,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2020,DNP,14,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2020,DNP,15,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2020,DNP,16,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2020,DNP,17,0,0,0,0,0,0,0,0,0,0.0,0,0.0
51,2021-09-12,2021,REG,1,1,29,127,1,4,4,23,0,54,78.3,0,0.0
52,2021-09-19,2021,REG,2,1,20,69,0,2,1,2,0,46,83.6,0,0.0
53,2021-09-26,2021,REG,3,1,18,90,0,1,1,4,0,35,74.5,0,0.0
54,2021-09-30,2021,REG,4,1,16,67,1,2,1,0,0,40,69.0,0,0.0
55,2021-10-10,2021,REG,5,1,10,33,1,1,1,2,0,19,28.4,0,0.0
56,2021-10-17,2021,REG,6,1,18,94,0,6,5,59,1,45,62.5,0,0.0
57,2021-10-24,2021,REG,7,1,12,59,1,0,0,0,0,34,54.0,0,0.0
58,2021-10-31,2021,REG,8,1,14,33,1,5,4,58,1,42,76.4,0,0.0
59,2021-11-07,2021,REG,9,1,13,64,2,5,5,46,0,47,62.7,0,0.0
0,1970-01-01,2021,DNP,10,0,0,0,0,0,0,0,0,0,0.0,0,0.0
60,2021-11-21,2021,REG,11,1,30,123,2,0,0,0,0,53,71.6,0,0.0
61,2021-11-28,2021,REG,12,1,28,165,2,4,4,-2,0,49,72.1,0,0.0
62,2021-12-05,2021,REG,13,1,19,54,1,1,0,0,0,50,65.8,0,0.0
63,2021-12-12,2021,REG,14,1,18,58,0,2,2,10,0,40,59.7,0,0.0
64,2021-12-19,2021,REG,15,1,17,58,0,1,1,2,0,31,58.5,0,0.0
65,2021-12-26,2021,REG,16,1,18,65,1,6,6,70,1,62,81.6,0,0.0
66,2022-01-02,2021,REG,17,1,12,46,0,8,7,40,0,50,71.4,0,0.0
0,1970-01-01,2021,DNP,18,0,0,0,0,0,0,0,0,0,0.0,0,0.0
67,2022-01-15,2021,POST,19,1,17,48,0,5,4,28,0,48,77.4,0,0.0
68,2022-01-22,2021,POST,20,1,14,54,1,7,6,51,0,46,71.9,0,0.0
69,2022-01-30,2021,POST,21,1,21,88,0,3,3,27,0,52,75.4,0,0.0
70,2022-02-13,2021,POST,22,1,15,72,0,6,5,1,0,44,72.1,0,0.0
71,2022-09-11,2022,REG,1,1,27,82,0,9,7,63,0,73,73.0,0,0.0
72,2022-09-18,2022,REG,2,1,19,57,0,4,3,26,0,53,75.7,0,0.0
73,2022-09-25,2022,REG,3,1,12,24,0,7,3,14,0,45,66.2,0,0.0
74,2022-09-29,2022,REG,4,1,24,61,1,4,4,13,0,53,82.8,0,0.0
75,2022-10-09,2022,REG,5,1,14,78,0,3,3,10,0,44,69.8,0,0.0
76,2022-10-16,2022,REG,6,1,8,45,0,6,4,23,1,41,71.9,0,0.0
77,2022-10-23,2022,REG,7,1,17,58,1,3,3,33,0,49,72.1,0,0.0
78,2022-10-31,2022,REG,8,1,8,27,0,9,7,32,0,38,71.7,0,0.0
79,2022-11-06,2022,REG,9,1,22,153,4,5,4,58,1,48,64.9,0,0.0
0,1970-01-01,2022,DNP,10,0,0,0,0,0,0,0,0,0,0.0,0,0.0
80,2022-11-20,2022,REG,11,1,7,20,0,3,3,42,0,14,21.2,0,0.0
0,1970-01-01,2022,DNP,12,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2022,DNP,13,0,0,0,0,0,0,0,0,0,0.0,0,0.0
81,2022-12-11,2022,REG,14,1,14,96,0,2,2,10,0,39,58.2,0,0.0
82,2022-12-18,2022,REG,15,1,11,21,0,6,5,33,0,42,63.6,0,0.0
83,2022-12-24,2022,REG,16,1,16,65,0,9,7,43,0,49,59.0,0,0.0
0,1970-01-01,2022,DNP,17,0,0,0,0,0,0,0,0,0,0.0,0,0.0
84,2023-01-08,2022,REG,18,1,11,27,1,5,5,41,0,36,54.5,0,0.0
85,2023-01-15,2022,POST,19,1,11,39,0,4,3,17,0,26,44.8,0,0.0
86,2023-01-22,2022,POST,20,1,20,105,1,3,2,18,0,42,56.0,0,0.0
87,2023-01-29,2022,POST,21,1,8,19,0,3,3,15,0,23,34.8,0,0.0
88,2023-09-10,2023,REG,1,1,13,56,0,5,3,17,0,35,62.5,0,0.0
89,2023-09-17,2023,REG,2,1,13,59,0,5,4,36,0,47,78.3,0,0.0
90,2023-09-25,2023,REG,3,1,19,65,1,2,1,5,0,58,75.3,0,0.0
91,2023-10-01,2023,REG,4,1,14,67,0,1,1,9,0,42,79.2,0,0.0
92,2023-10-08,2023,REG,5,1,25,81,0,4,4,13,0,63,76.8,0,0.0
93,2023-10-15,2023,REG,6,1,12,38,0,4,3,24,0,38,70.4,0,0.0
0,1970-01-01,2023,DNP,7,0,0,0,0,0,0,0,0,0,0.0,0,0.0
94,2023-10-29,2023,REG,8,1,16,87,1,3,3,23,0,47,74.6,0,0.0
95,2023-11-05,2023,REG,9,1,14,37,1,6,5,31,0,51,72.9,0,0.0
96,2023-11-12,2023,REG,10,1,11,46,1,3,2,-1,0,47,73.4,0,0.0
97,2023-11-16,2023,REG,11,1,16,69,0,5,5,31,1,39,63.9,0,0.0
98,2023-11-26,2023,REG,12,1,8,16,0,2,2,44,0,28,65.1,0,0.0
99,2023-12-04,2023,REG,13,1,19,68,2,7,6,49,0,52,71.2,0,0.0
100,2023-12-10,2023,REG,14,1,21,79,1,4,3,46,0,38,63.3,0,0.0
101,2023-12-16,2023,REG,15,1,10,47,1,3,3,14,0,49,70.0,0,0.0
102,2023-12-23,2023,REG,16,1,11,43,0,4,2,7,0,38,59.4,0,0.0
103,2023-12-31,2023,REG,17,1,21,65,0,4,4,22,1,45,60.8,0,0.0
104,2024-01-07,2023,REG,18,1,14,111,1,2,1,6,1,35,54.7,0,0.0
105,2024-09-08,2024,REG,1,1,30,159,1,3,3,19,0,57,72.2,0,0.0
106,2024-09-15,2024,REG,2,1,9,25,0,5,3,25,0,29,46.8,0,0.0
0,1970-01-01,2024,DNP,3,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2024,DNP,4,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2024,DNP,5,0,0,0,0,0,0,0,0,0,0.0,0,0.0
107,2024-10-13,2024,REG,6,1,13,102,1,3,2,30,1,28,42.4,0,0.0
108,2024-10-20,2024,REG,7,1,25,115,2,3,2,9,0,42,65.6,0,0.0
109,2024-10-27,2024,REG,8,1,25,102,1,6,4,32,0,54,76.1,0,0.0
110,2024-10-31,2024,REG,9,1,24,106,1,0,0,0,0,44,55.7,0,0.0
111,2024-11-10,2024,REG,10,1,25,46,1,4,2,44,0,52,76.5,0,0.0
112,2024-11-18,2024,REG,11,1,20,109,3,4,2,44,0,52,81.3,0,0.0
113,2024-11-24,2024,REG,12,1,14,22,0,6,5,23,0,43,76.8,0,0.0
114,2024-12-01,2024,REG,13,1,20,101,1,6,4,18,0,47,74.6,0,0.0
0,1970-01-01,2024,DNP,14,0,0,0,0,0,0,0,0,0,0.0,0,0.0
115,2024-12-15,2024,REG,15,1,12,23,0,6,5,33,0,32,64.0,0,0.0
116,2024-12-21,2024,REG,16,1,14,57,0,2,1,14,0,39,66.1,0,0.0
117,2024-12-25,2024,REG,17,1,9,26,0,3,2,13,0,27,48.2,0,0.0
118,2025-01-05,2024,REG,18,1,5,23,0,1,1,5,0,11,18.3,0,0.0
119,2025-01-11,2024,POST,19,1,25,106,1,2,1,13,0,52,71.2,0,0.0
120,2025-01-18,2024,POST,20,1,18,88,1,3,2,12,0,36,52.9,0,0.0
