CarGm,Date,Season,Season_type,Week,Team,GS,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,OffSnp,OffSnp%,STSnp,STSnp%
1,2023-09-07,2023,REG,1,DET,0,7,42,0,2,2,18,0,19,27.1,0,0.0
2,2023-09-17,2023,REG,2,DET,0,7,17,0,9,7,39,0,32,48.5,0,0.0
3,2023-09-24,2023,REG,3,DET,1,17,80,0,2,1,2,0,42,60.0,1,3.7
4,2023-09-28,2023,REG,4,DET,0,8,40,0,5,4,11,0,28,37.3,1,3.3
0,,2023,DNP,5,DET,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,,2023,DNP,6,DET,0,0,0,0,0,0,0,0,0,0.0,0,0.0
5,2023-10-22,2023,REG,7,DET,1,11,68,1,10,9,58,0,65,86.7,0,0.0
6,2023-10-30,2023,REG,8,DET,1,26,152,1,5,5,37,0,60,69.8,0,0.0
0,,2023,BYE,9,DET,0,0,0,0,0,0,0,0,0,0.0,0,0.0
7,2023-11-12,2023,REG,10,DET,0,14,77,2,5,3,35,0,38,57.6,0,0.0
8,2023-11-19,2023,REG,11,DET,0,8,36,1,6,6,59,0,35,56.5,0,0.0
9,2023-11-23,2023,REG,12,DET,0,11,54,0,8,4,19,0,60,71.4,0,0.0
10,2023-12-03,2023,REG,13,DET,0,8,60,0,2,1,-6,0,26,44.8,0,0.0
11,2023-12-10,2023,REG,14,DET,0,11,66,1,4,3,16,0,41,63.1,0,0.0
12,2023-12-16,2023,REG,15,DET,0,11,100,1,2,2,8,1,32,48.5,0,0.0
13,2023-12-24,2023,REG,16,DET,0,15,80,2,7,4,20,0,46,58.2,0,0.0
14,2023-12-30,2023,REG,17,DET,0,15,43,0,3,1,0,0,43,62.3,0,0.0
15,2024-01-07,2023,REG,18,DET,0,13,30,1,1,0,0,0,29,50.9,0,0.0
16,2024-01-14,2023,POST,19,DET,0,8,25,1,4,4,43,0,19,33.9,0,0.0
17,2024-01-21,2023,POST,20,DET,0,9,74,1,4,4,40,0,26,35.6,0,0.0
18,2024-01-28,2023,POST,21,DET,0,12,45,1,6,3,11,0,39,54.2,0,0.0
19,2024-09-08,2024,REG,1,DET,0,11,40,1,6,4,34,0,31,50.8,0,0.0
20,2024-09-15,2024,REG,2,DET,1,13,84,0,7,7,22,0,53,61.6,0,0.0
21,2024-09-22,2024,REG,3,DET,0,16,83,0,0,0,20,1,31,45.6,0,0.0
22,2024-09-30,2024,REG,4,DET,0,14,78,2,0,0,0,0,30,56.6,0,0.0
0,,2024,BYE,5,DET,0,0,0,0,0,0,0,0,0,0.0,0,0.0
23,2024-10-13,2024,REG,6,DET,0,12,63,0,5,3,28,0,37,54.4,0,0.0
24,2024-10-20,2024,REG,7,DET,0,15,116,2,4,4,44,0,33,57.9,0,0.0
25,2024-10-27,2024,REG,8,DET,0,11,127,1,1,1,6,0,19,39.6,0,0.0
26,2024-11-03,2024,REG,9,DET,0,11,65,1,2,1,11,0,22,38.6,0,0.0
27,2024-11-10,2024,REG,10,DET,0,19,71,0,3,2,37,0,39,60.0,0,0.0
28,2024-11-17,2024,REG,11,DET,0,11,69,1,1,1,54,0,33,41.8,0,0.0
29,2024-11-24,2024,REG,12,DET,0,21,90,2,3,3,9,0,48,66.7,0,0.0
30,2024-11-28,2024,REG,13,DET,0,9,87,0,4,2,17,0,32,45.7,0,0.0
31,2024-12-05,2024,REG,14,DET,0,15,43,0,6,6,30,1,45,56.3,0,0.0
32,2024-12-15,2024,REG,15,DET,0,8,31,1,7,5,83,1,59,74.7,0,0.0
33,2024-12-22,2024,REG,16,DET,1,23,109,1,5,4,45,0,45,69.2,0,0.0
34,2024-12-30,2024,REG,17,DET,1,18,117,1,4,4,46,0,37,52.1,0,0.0
35,2025-01-05,2024,REG,18,DET,1,23,139,3,5,5,31,1,45,66.2,0,0.0
36,2025-01-18,2024,POST,20,DET,0,14,105,2,11,6,70,0,52,75.4,0,0.0
