CarGm,Date,Season,Season_type,Week,Team,GS,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,OffSnp,STSnp
0,1970-01-01,2022,DNP,1,MIN,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2022,DNP,2,MIN,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2022,DNP,3,MIN,0,0,0,0,0,0,0,0,0,0
1,2022-10-02,2022,REG,4,MIN,0,0,0,0,0,0,0,0,0,19
2,2022-10-09,2022,REG,5,MIN,0,0,0,0,0,0,0,0,0,9
0,1970-01-01,2022,DNP,6,MIN,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2022,BYE,7,MIN,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2022,DNP,8,MIN,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2022,DNP,9,MIN,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2022,DNP,10,MIN,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2022,DNP,11,MIN,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2022,DNP,12,MIN,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2022,DNP,13,MIN,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2022,DNP,14,MIN,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2022,DNP,15,MIN,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2022,DNP,16,MIN,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2022,DNP,17,MIN,0,0,0,0,0,0,0,0,0,0
3,2023-01-08,2022,REG,18,MIN,0,6,20,0,0,0,0,0,12,11
4,2023-09-10,2023,REG,1,MIN,0,3,0,0,1,1,18,0,11,5
5,2023-09-14,2023,REG,2,MIN,0,1,0,0,2,2,9,0,7,7
6,2023-09-24,2023,REG,3,MIN,0,3,27,0,2,1,4,0,12,6
7,2023-10-01,2023,REG,4,MIN,0,0,0,0,0,0,0,0,0,6
8,2023-10-08,2023,REG,5,MIN,0,1,15,0,0,0,0,0,0,13
9,2023-10-15,2023,REG,6,MIN,0,0,0,0,0,0,0,0,0,16
10,2023-10-23,2023,REG,7,MIN,0,0,0,0,1,1,12,0,3,8
11,2023-10-29,2023,REG,8,MIN,0,0,0,0,0,0,0,0,1,13
12,2023-11-05,2023,REG,9,MIN,0,0,0,0,0,0,0,0,0,21
13,2023-11-12,2023,REG,10,MIN,0,15,45,1,0,0,0,0,32,8
14,2023-11-19,2023,REG,11,MIN,0,10,73,0,4,4,37,0,23,3
15,2023-11-27,2023,REG,12,MIN,0,4,8,0,2,1,3,0,18,3
0,1970-01-01,2023,BYE,13,MIN,0,0,0,0,0,0,0,0,0,0
16,2023-12-10,2023,REG,14,MIN,0,12,35,0,3,3,7,0,40,7
17,2023-12-16,2023,REG,15,MIN,1,23,132,1,4,3,25,0,55,2
18,2023-12-24,2023,REG,16,MIN,1,8,17,1,0,0,0,0,36,0
19,2023-12-31,2023,REG,17,MIN,1,10,40,0,3,3,24,0,30,1
20,2024-01-07,2023,REG,18,MIN,1,12,69,0,3,2,20,0,39,0
21,2024-09-08,2024,REG,1,MIN,0,8,17,0,3,3,25,0,19,3
22,2024-09-15,2024,REG,2,MIN,0,10,82,0,0,0,0,0,19,3
23,2024-09-22,2024,REG,3,MIN,0,7,13,0,0,0,0,0,22,3
24,2024-09-29,2024,REG,4,MIN,0,3,5,0,1,1,8,0,8,9
25,2024-10-06,2024,REG,5,MIN,0,14,30,0,2,2,9,0,46,4
0,1970-01-01,2024,BYE,6,MIN,0,0,0,0,0,0,0,0,0,0
26,2024-10-20,2024,REG,7,MIN,0,2,4,0,0,0,0,0,11,6
27,2024-10-24,2024,REG,8,MIN,0,0,0,0,0,0,0,0,2,8
28,2024-11-03,2024,REG,9,MIN,0,0,0,0,0,0,0,0,0,7
29,2024-11-10,2024,REG,10,MIN,0,4,18,0,0,0,0,0,12,8
30,2024-11-17,2024,REG,11,MIN,0,0,0,0,0,0,0,0,1,13
31,2024-11-24,2024,REG,12,MIN,0,0,0,0,0,0,0,0,0,17
32,2024-12-01,2024,REG,13,MIN,0,2,2,0,0,0,0,0,5,14
33,2024-12-08,2024,REG,14,MIN,0,0,0,0,0,0,0,0,0,8
34,2024-12-16,2024,REG,15,MIN,0,1,4,0,0,0,0,0,1,8
35,2024-12-22,2024,REG,16,MIN,0,0,0,0,0,0,0,0,0,12
36,2024-12-29,2024,REG,17,MIN,0,5,7,0,0,0,0,0,7,14
37,2025-01-05,2024,REG,18,MIN,0,0,0,0,0,0,0,0,0,9
