CarGm,Date,Season,Season_type,Week,Team,GS,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,OffSnp,STSnp
1,2022-09-11,2022,REG,1,LVR,0,0,0,0,0,0,0,0,0,4
2,2022-09-18,2022,REG,2,LVR,0,1,2,0,0,0,0,0,6,9
3,2022-09-25,2022,REG,3,LVR,0,0,0,0,0,0,0,0,0,9
4,2022-10-02,2022,REG,4,LVR,0,2,24,0,0,0,0,0,3,0
5,2022-10-10,2022,REG,5,LVR,0,1,-7,0,0,0,0,0,3,6
0,1970-01-01,2022,DNP,6,LVR,0,0,0,0,0,0,0,0,0,0
6,2022-10-23,2022,REG,7,LVR,0,1,2,0,0,0,0,0,5,5
7,2022-10-30,2022,REG,8,LVR,0,0,0,0,0,0,0,0,5,1
8,2022-11-06,2022,REG,9,LVR,0,1,-1,0,0,0,0,0,1,5
9,2022-11-13,2022,REG,10,LVR,0,2,-1,0,0,0,0,0,2,5
0,1970-01-01,2022,DNP,11,LVR,0,0,0,0,0,0,0,0,0,0
10,2022-11-27,2022,REG,12,LVR,0,2,28,0,0,0,0,0,3,8
11,2022-12-04,2022,REG,13,LVR,0,2,6,0,0,0,0,0,4,5
12,2022-12-08,2022,REG,14,LVR,0,3,9,0,0,0,0,0,3,0
13,2022-12-18,2022,REG,15,LVR,0,1,4,0,0,0,0,0,3,6
0,1970-01-01,2022,DNP,16,LVR,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2022,DNP,17,LVR,0,0,0,0,0,0,0,0,0,0
14,2023-01-07,2022,REG,18,LVR,0,1,4,0,0,0,0,0,2,0
15,2023-09-10,2023,REG,1,LVR,0,1,2,0,1,1,5,0,5,0
16,2023-09-17,2023,REG,2,LVR,0,4,22,0,0,0,0,0,6,0
17,2023-09-24,2023,REG,3,LVR,0,0,0,0,0,0,0,0,1,12
18,2023-10-01,2023,REG,4,LVR,0,3,15,0,0,0,0,0,7,4
19,2023-10-09,2023,REG,5,LVR,0,0,0,0,0,0,0,0,0,8
20,2023-10-15,2023,REG,6,LVR,0,2,2,0,2,2,7,0,4,11
21,2023-10-22,2023,REG,7,LVR,0,2,2,0,3,3,26,0,14,1
22,2023-10-30,2023,REG,8,LVR,0,0,0,0,0,0,0,0,1,7
23,2023-11-05,2023,REG,9,LVR,0,4,-2,0,0,0,0,0,5,14
24,2023-11-12,2023,REG,10,LVR,0,1,5,0,0,0,0,0,1,10
25,2023-11-19,2023,REG,11,LVR,0,0,0,0,0,0,0,0,0,11
26,2023-11-26,2023,REG,12,LVR,0,1,0,0,0,0,0,0,2,17
0,1970-01-01,2023,DNP,13,LVR,0,0,0,0,0,0,0,0,0,0
27,2023-12-10,2023,REG,14,LVR,0,2,8,0,0,0,0,0,5,11
28,2023-12-14,2023,REG,15,LVR,1,17,69,1,4,3,16,0,45,0
29,2023-12-25,2023,REG,16,LVR,1,22,145,0,1,0,0,0,42,0
30,2023-12-31,2023,REG,17,LVR,1,20,71,0,6,5,35,0,43,6
31,2024-01-07,2023,REG,18,LVR,1,25,112,0,2,1,9,0,48,4
32,2024-09-08,2024,REG,1,LVR,1,13,44,0,2,2,2,0,23,0
33,2024-09-15,2024,REG,2,LVR,1,9,24,0,4,3,14,0,40,0
34,2024-09-22,2024,REG,3,LVR,1,10,34,0,0,0,0,0,14,0
35,2024-09-29,2024,REG,4,LVR,1,17,50,0,1,0,0,0,35,0
0,1970-01-01,2024,DNP,5,LVR,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2024,DNP,6,LVR,0,0,0,0,0,0,0,0,0,0
36,2024-10-20,2024,REG,7,LVR,0,3,13,0,1,1,14,0,11,0
37,2024-10-27,2024,REG,8,LVR,0,2,-1,0,0,0,0,0,2,2
38,2024-11-03,2024,REG,9,LVR,0,6,10,1,0,0,0,0,7,2
0,1970-01-01,2024,DNP,10,LVR,0,0,0,0,0,0,0,0,0,0
39,2024-11-17,2024,REG,11,LVR,1,5,9,0,0,0,0,0,22,2
0,1970-01-01,2024,DNP,12,LVR,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2024,DNP,13,LVR,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2024,DNP,14,LVR,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2024,DNP,15,LVR,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2024,DNP,16,LVR,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2024,DNP,17,LVR,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2024,DNP,18,LVR,0,0,0,0,0,0,0,0,0,0
