CarGm,Date,Season,Season_type,Week,Team,GS,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,OffSnp,STSnp
1,2022-09-11,2022,REG,1,TAM,0,6,14,0,2,2,7,0,17,16
2,2022-09-18,2022,REG,2,TAM,0,2,1,0,2,0,0,0,9,10
3,2022-09-25,2022,REG,3,TAM,0,0,0,0,0,0,0,0,6,10
4,2022-10-02,2022,REG,4,TAM,0,3,6,1,5,5,50,0,24,11
5,2022-10-09,2022,REG,5,TAM,0,5,14,0,4,3,28,0,31,7
6,2022-10-16,2022,REG,6,TAM,0,4,12,0,4,3,11,0,16,10
7,2022-10-23,2022,REG,7,TAM,0,6,24,0,2,1,8,0,29,10
8,2022-10-27,2022,REG,8,TAM,0,4,19,0,3,3,24,0,18,12
9,2022-11-06,2022,REG,9,TAM,0,8,27,0,3,3,7,0,29,11
10,2022-11-13,2022,REG,10,TAM,1,22,105,0,0,0,0,0,48,4
0,1970-01-01,2022,BYE,11,TAM,0,0,0,0,0,0,0,0,0,0
11,2022-11-27,2022,REG,12,TAM,1,14,64,0,9,9,45,0,62,9
12,2022-12-05,2022,REG,13,TAM,1,9,28,0,8,6,41,1,33,5
13,2022-12-11,2022,REG,14,TAM,1,13,56,0,5,5,21,0,40,3
14,2022-12-18,2022,REG,15,TAM,1,11,38,0,2,1,5,0,29,1
15,2022-12-25,2022,REG,16,TAM,1,7,36,0,4,4,17,1,29,0
16,2023-01-01,2022,REG,17,TAM,1,11,22,0,5,5,26,0,39,1
17,2023-01-08,2022,REG,18,TAM,1,4,15,0,0,0,0,0,10,0
18,2023-01-16,2022,POST,19,TAM,1,7,41,0,6,4,36,0,46,1
19,2023-09-10,2023,REG,1,TAM,1,17,39,0,2,2,10,0,54,0
20,2023-09-17,2023,REG,2,TAM,1,17,73,1,5,5,30,0,51,0
21,2023-09-25,2023,REG,3,TAM,1,14,38,0,3,3,24,0,43,0
22,2023-10-01,2023,REG,4,TAM,1,15,56,0,3,3,22,0,50,0
0,1970-01-01,2023,BYE,5,TAM,0,0,0,0,0,0,0,0,0,0
23,2023-10-15,2023,REG,6,TAM,1,7,26,0,4,3,12,0,44,0
24,2023-10-22,2023,REG,7,TAM,1,13,34,0,6,6,65,0,55,0
25,2023-10-26,2023,REG,8,TAM,1,9,39,0,7,7,70,0,56,0
26,2023-11-05,2023,REG,9,TAM,1,20,73,2,4,4,46,0,53,0
27,2023-11-12,2023,REG,10,TAM,1,20,51,0,3,2,47,1,46,0
28,2023-11-19,2023,REG,11,TAM,1,9,30,1,7,6,28,0,57,0
29,2023-11-26,2023,REG,12,TAM,1,15,100,0,2,2,10,0,52,0
30,2023-12-03,2023,REG,13,TAM,1,20,84,1,5,3,22,0,54,0
31,2023-12-10,2023,REG,14,TAM,1,25,102,0,2,2,33,1,57,0
32,2023-12-17,2023,REG,15,TAM,1,21,89,0,2,2,50,1,50,0
33,2023-12-24,2023,REG,16,TAM,1,20,39,1,7,6,38,0,50,0
34,2023-12-31,2023,REG,17,TAM,1,11,42,0,4,4,24,0,41,0
35,2024-01-07,2023,REG,18,TAM,1,19,75,0,4,4,18,0,48,0
36,2024-01-15,2023,POST,19,TAM,1,18,72,0,3,1,3,0,49,0
37,2024-01-21,2023,POST,20,TAM,1,9,55,0,5,4,36,1,50,0
38,2024-09-08,2024,REG,1,TAM,1,15,31,0,6,6,75,0,45,0
39,2024-09-15,2024,REG,2,TAM,1,10,18,0,1,1,5,0,34,0
40,2024-09-22,2024,REG,3,TAM,1,6,17,0,6,5,18,0,42,0
41,2024-09-29,2024,REG,4,TAM,1,10,49,0,3,2,35,0,45,0
42,2024-10-03,2024,REG,5,TAM,1,10,72,0,3,3,-6,0,34,0
0,1970-01-01,2024,DNP,6,TAM,0,0,0,0,0,0,0,0,0,0
43,2024-10-21,2024,REG,7,TAM,1,10,40,0,6,6,71,2,39,0
44,2024-10-27,2024,REG,8,TAM,1,6,29,0,6,5,38,1,41,0
45,2024-11-04,2024,REG,9,TAM,1,3,19,1,3,3,16,0,34,0
46,2024-11-10,2024,REG,10,TAM,1,10,31,0,7,6,39,1,37,0
0,1970-01-01,2024,BYE,11,TAM,0,0,0,0,0,0,0,0,0,0
47,2024-11-24,2024,REG,12,TAM,1,12,37,1,1,1,10,0,32,0
48,2024-12-01,2024,REG,13,TAM,1,11,76,0,1,1,2,0,42,0
49,2024-12-08,2024,REG,14,TAM,1,17,90,1,3,2,19,1,47,0
50,2024-12-15,2024,REG,15,TAM,1,15,64,0,2,2,17,1,37,0
51,2024-12-22,2024,REG,16,TAM,1,3,10,0,8,7,50,0,36,0
52,2024-12-29,2024,REG,17,TAM,1,6,30,0,1,1,4,0,28,0
53,2025-01-05,2024,REG,18,TAM,0,0,0,0,0,0,0,0,18,0
54,2025-01-12,2024,POST,19,TAM,0,1,1,0,2,2,14,0,18,5
