CarGm,Date,Season,Season_type,Week,GS,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,OffSnp,OffSnp%,STSnp,STSnp%
44,2023-11-12,2023,REG,10,1,16,82,1,4,3,14,0,33,50.8,0,0.0
45,2023-11-19,2023,REG,11,1,12,35,0,2,1,1,0,33,56.9,0,0.0
46,2023-11-26,2023,REG,12,1,15,99,1,0,0,0,0,38,53.5,1,4.2
47,2023-12-03,2023,REG,13,1,16,63,0,3,2,14,0,36,59.0,0,0.0
48,2023-12-07,2023,REG,14,1,12,29,0,3,3,19,0,40,57.1,0,0.0
49,2023-12-16,2023,REG,15,1,12,33,0,0,0,0,0,20,34.5,0,0.0
50,2023-12-23,2023,REG,16,1,19,78,1,0,0,0,0,26,44.1,0,0.0
51,2023-12-31,2023,REG,17,1,27,122,2,0,0,0,0,38,52.8,1,3.6
52,2024-01-06,2023,REG,18,1,26,112,1,5,5,21,0,37,59.7,1,3.7
53,2024-01-15,2023,POST,19,1,12,37,0,3,2,15,0,37,56.9,0,0.0
54,2024-09-08,2024,REG,1,1,20,70,0,2,1,9,0,38,55.9,0,0.0
55,2024-09-15,2024,REG,2,1,17,69,0,2,1,5,0,30,45.5,0,0.0
56,2024-09-22,2024,REG,3,1,18,70,0,5,5,16,0,40,58.8,0,0.0
57,2024-09-29,2024,REG,4,1,13,19,0,6,3,54,0,48,68.6,0,0.0
58,2024-10-06,2024,REG,5,1,14,42,0,2,2,35,0,43,74.1,0,0.0
59,2024-10-13,2024,REG,6,1,14,106,1,2,2,16,0,31,46.3,1,4.0
60,2024-10-20,2024,REG,7,1,21,102,1,1,0,0,0,33,48.5,0,0.0
61,2024-10-28,2024,REG,8,1,19,114,0,4,3,17,0,39,59.1,0,0.0
0,1970-01-01,2024,DNP,9,0,0,0,0,0,0,0,0,0,0.0,0,0.0
62,2024-11-10,2024,REG,10,1,21,53,1,0,0,0,0,37,47.4,0,0.0
63,2024-11-17,2024,REG,11,1,18,63,0,5,4,30,0,45,57.7,0,0.0
64,2024-11-21,2024,REG,12,1,16,41,0,2,2,13,0,27,39.1,0,0.0
65,2024-12-01,2024,REG,13,1,16,75,1,6,6,54,0,36,52.2,1,3.0
66,2024-12-08,2024,REG,14,1,16,53,1,0,0,0,0,27,41.5,0,0.0
67,2024-12-15,2024,REG,15,1,6,14,0,1,1,7,0,14,32.6,0,0.0
68,2024-12-21,2024,REG,16,1,9,42,0,1,0,0,0,17,28.3,0,0.0
69,2024-12-25,2024,REG,17,1,13,74,0,4,2,7,0,34,45.3,0,0.0
70,2025-01-04,2024,REG,18,1,12,36,1,5,4,20,0,30,49.2,0,0.0
71,2025-01-11,2024,POST,19,1,6,17,0,3,3,41,0,21,45.7,0,0.0
