CarGm,Date,Season,Season_type,Week,Team,GS,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,OffSnp,STSnp
1,2022-09-11,2022,REG,1,NYJ,0,6,23,0,9,6,38,0,38,0
2,2022-09-18,2022,REG,2,NYJ,0,7,50,0,1,1,10,1,19,0
3,2022-09-25,2022,REG,3,NYJ,0,8,39,0,11,6,53,0,40,0
4,2022-10-02,2022,REG,4,NYJ,0,17,66,1,6,2,12,0,46,0
5,2022-10-09,2022,REG,5,NYJ,0,18,97,1,2,2,100,0,41,0
6,2022-10-16,2022,REG,6,NYJ,1,20,116,1,2,2,5,0,37,0
7,2022-10-23,2022,REG,7,NYJ,1,4,72,1,0,0,0,0,12,0
0,1970-01-01,2022,DNP,8,NYJ,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2022,DNP,9,NYJ,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2022,BYE,10,NYJ,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2022,DNP,11,NYJ,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2022,DNP,12,NYJ,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2022,DNP,13,NYJ,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2022,DNP,14,NYJ,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2022,DNP,15,NYJ,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2022,DNP,16,NYJ,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2022,DNP,17,NYJ,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2022,DNP,18,NYJ,0,0,0,0,0,0,0,0,0,0
8,2023-09-11,2023,REG,1,NYJ,1,10,127,0,2,1,20,0,17,0
9,2023-09-17,2023,REG,2,NYJ,1,4,9,0,2,0,0,0,16,0
10,2023-09-24,2023,REG,3,NYJ,1,12,18,0,2,1,9,0,31,0
11,2023-10-01,2023,REG,4,NYJ,1,6,56,0,4,3,13,0,26,0
12,2023-10-08,2023,REG,5,NYJ,1,22,177,1,3,3,17,0,34,0
13,2023-10-15,2023,REG,6,NYJ,1,12,39,1,5,5,54,0,43,0
0,1970-01-01,2023,BYE,7,NYJ,0,0,0,0,0,0,0,0,0,0
14,2023-10-29,2023,REG,8,NYJ,1,12,17,0,9,6,76,1,41,0
15,2023-11-06,2023,REG,9,NYJ,1,16,50,0,4,4,10,0,49,0
16,2023-11-12,2023,REG,10,NYJ,1,13,28,0,3,3,47,0,46,0
17,2023-11-19,2023,REG,11,NYJ,1,10,23,0,6,5,50,1,36,0
18,2023-11-24,2023,REG,12,NYJ,1,7,25,0,9,7,24,0,38,0
19,2023-12-03,2023,REG,13,NYJ,1,13,16,0,8,6,29,0,46,0
20,2023-12-10,2023,REG,14,NYJ,0,10,40,0,9,8,86,1,42,0
21,2023-12-17,2023,REG,15,NYJ,1,6,12,0,2,1,6,0,23,0
22,2023-12-24,2023,REG,16,NYJ,1,20,95,2,16,12,96,0,69,0
23,2023-12-28,2023,REG,17,NYJ,1,13,84,0,9,9,42,1,52,0
24,2024-01-07,2023,REG,18,NYJ,1,37,178,1,2,2,12,0,58,0
25,2024-09-09,2024,REG,1,NYJ,1,16,54,1,6,5,39,0,42,0
26,2024-09-15,2024,REG,2,NYJ,1,14,62,0,8,7,52,1,41,0
27,2024-09-19,2024,REG,3,NYJ,1,16,54,1,5,4,29,0,52,0
28,2024-09-29,2024,REG,4,NYJ,1,10,4,0,5,2,14,0,51,0
29,2024-10-06,2024,REG,5,NYJ,1,9,23,0,4,3,14,0,53,0
30,2024-10-14,2024,REG,6,NYJ,1,18,113,0,6,5,56,0,55,0
31,2024-10-20,2024,REG,7,NYJ,1,12,38,1,9,6,103,0,47,0
32,2024-10-27,2024,REG,8,NYJ,1,16,80,0,3,1,9,0,46,0
33,2024-10-31,2024,REG,9,NYJ,1,15,74,0,4,2,11,0,44,0
34,2024-11-10,2024,REG,10,NYJ,1,10,52,0,4,4,31,0,47,0
35,2024-11-17,2024,REG,11,NYJ,1,16,78,1,7,7,43,1,43,0
0,1970-01-01,2024,BYE,12,NYJ,0,0,0,0,0,0,0,0,0,0
36,2024-12-01,2024,REG,13,NYJ,1,12,60,0,1,0,0,0,42,0
0,1970-01-01,2024,DNP,14,NYJ,0,0,0,0,0,0,0,0,0,0
37,2024-12-15,2024,REG,15,NYJ,1,9,30,1,2,2,21,0,28,0
38,2024-12-22,2024,REG,16,NYJ,1,14,52,0,6,5,38,0,53,0
39,2024-12-29,2024,REG,17,NYJ,1,10,45,0,1,1,8,0,31,0
40,2025-01-05,2024,REG,18,NYJ,1,12,57,0,5,3,15,1,45,0
