CarGm,Date,Season,Season_type,Week,GS,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,OffSnp,OffSnp%,STSnp,STSnp%
1,2020-09-13,2020,REG,1,0,0,0,0,0,0,0,0,0,0.0,10,38.5
0,1970-01-01,2020,DNP,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0
2,2020-09-27,2020,REG,3,0,0,0,0,0,0,0,0,0,0.0,3,8.8
3,2020-10-04,2020,REG,4,0,0,0,0,0,0,0,0,0,0.0,11,35.5
4,2020-10-11,2020,REG,5,0,0,0,0,0,0,0,0,0,0.0,11,32.4
5,2020-10-19,2020,REG,6,0,3,13,0,0,0,0,0,3,3.4,13,48.1
6,2020-10-25,2020,REG,7,0,0,0,0,0,0,0,0,0,0.0,10,50.0
7,2020-11-01,2020,REG,8,0,0,0,0,0,0,0,0,0,0.0,11,52.4
8,2020-11-08,2020,REG,9,0,0,0,0,0,0,0,0,0,0.0,14,51.9
0,1970-01-01,2020,DNP,10,0,0,0,0,0,0,0,0,0,0.0,0,0.0
9,2020-11-22,2020,REG,11,0,0,0,0,0,0,0,0,0,0.0,15,57.7
10,2020-11-26,2020,REG,12,0,0,0,0,0,0,0,0,0,0.0,15,51.7
11,2020-12-08,2020,REG,13,0,0,0,0,0,0,0,0,0,0.0,13,46.4
12,2020-12-13,2020,REG,14,0,0,0,0,0,0,0,0,0,0.0,14,66.7
13,2020-12-20,2020,REG,15,0,4,11,0,0,0,0,0,8,13.8,22,57.9
14,2020-12-27,2020,REG,16,0,0,0,0,0,0,0,0,1,1.4,18,58.1
15,2021-01-03,2020,REG,17,0,0,0,0,0,0,0,0,1,1.2,21,70.0
16,2022-09-11,2022,REG,1,0,0,0,0,0,0,0,0,0,0.0,17,70.8
17,2022-09-18,2022,REG,2,0,0,0,0,0,0,0,0,1,1.6,18,69.2
18,2022-09-26,2022,REG,3,0,0,0,0,0,0,0,0,2,3.1,17,58.6
19,2022-10-02,2022,REG,4,0,0,0,0,0,0,0,0,0,0.0,20,66.7
20,2022-10-09,2022,REG,5,0,0,0,0,0,0,0,0,3,5.5,21,70.0
0,1970-01-01,2022,DNP,6,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2022,DNP,7,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2022,DNP,8,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2022,DNP,9,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2022,DNP,10,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2022,DNP,11,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2022,DNP,12,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2022,DNP,13,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2022,DNP,14,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2022,DNP,15,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2022,DNP,16,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2022,DNP,17,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2022,DNP,18,0,0,0,0,0,0,0,0,0,0.0,0,0.0
21,2023-09-10,2023,REG,1,0,6,24,0,0,0,0,0,9,15.5,8,33.3
22,2023-09-17,2023,REG,2,0,7,26,0,1,1,17,0,18,20.7,12,42.9
