CarGm,Date,Season,Season_type,Week,Team,GS,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,OffSnp,STSnp
0,1970-01-01,2023,DNP,1,CIN,0,0,0,0,0,0,0,0,0,0
1,2023-09-17,2023,REG,2,CIN,0,1,2,0,0,0,0,0,1,7
2,2023-09-25,2023,REG,3,CIN,0,0,0,0,0,0,0,0,1,14
3,2023-10-01,2023,REG,4,CIN,0,0,0,0,1,1,-3,0,1,10
4,2023-10-08,2023,REG,5,CIN,0,0,0,0,1,1,2,0,1,15
5,2023-10-15,2023,REG,6,CIN,0,1,4,0,1,1,8,0,4,10
0,1970-01-01,2023,BYE,7,CIN,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2023,DNP,8,CIN,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2023,DNP,9,CIN,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2023,DNP,10,CIN,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2023,DNP,11,CIN,0,0,0,0,0,0,0,0,0,0
6,2023-11-26,2023,REG,12,CIN,0,0,0,0,0,0,0,0,0,11
7,2023-12-04,2023,REG,13,CIN,0,9,61,0,0,0,0,0,11,17
8,2023-12-10,2023,REG,14,CIN,0,8,25,0,3,3,80,1,18,13
9,2023-12-16,2023,REG,15,CIN,0,7,23,0,3,3,28,0,13,14
10,2023-12-23,2023,REG,16,CIN,0,4,16,0,2,2,8,0,14,13
11,2023-12-31,2023,REG,17,CIN,0,3,5,0,2,2,23,0,11,16
12,2024-01-07,2023,REG,18,CIN,0,11,43,0,2,1,10,0,18,20
13,2024-09-08,2024,REG,1,CIN,0,3,11,0,3,3,12,0,17,9
14,2024-09-15,2024,REG,2,CIN,0,4,31,0,0,0,0,0,13,15
15,2024-09-23,2024,REG,3,CIN,0,7,62,0,3,2,7,0,15,14
16,2024-09-29,2024,REG,4,CIN,0,15,80,2,3,2,12,0,27,18
17,2024-10-06,2024,REG,5,CIN,0,12,46,0,3,3,8,1,22,23
18,2024-10-13,2024,REG,6,CIN,1,10,53,1,3,2,11,0,33,2
19,2024-10-20,2024,REG,7,CIN,1,15,44,0,2,2,9,0,32,1
20,2024-10-27,2024,REG,8,CIN,0,12,32,1,4,2,2,0,28,0
21,2024-11-03,2024,REG,9,CIN,1,27,120,0,5,5,37,1,59,0
22,2024-11-07,2024,REG,10,CIN,1,13,42,1,11,9,52,0,71,0
23,2024-11-17,2024,REG,11,CIN,1,22,86,0,7,5,57,0,68,0
0,1970-01-01,2024,BYE,12,CIN,0,0,0,0,0,0,0,0,0,0
24,2024-12-01,2024,REG,13,CIN,1,12,70,1,3,3,30,0,50,0
25,2024-12-09,2024,REG,14,CIN,1,14,58,0,8,6,65,1,59,0
26,2024-12-15,2024,REG,15,CIN,1,25,97,1,3,3,16,1,64,0
27,2024-12-22,2024,REG,16,CIN,1,18,91,0,3,3,18,0,55,0
28,2024-12-28,2024,REG,17,CIN,1,20,67,0,4,4,24,0,73,0
0,1970-01-01,2024,DNP,18,CIN,0,0,0,0,0,0,0,0,0,0
