CarGm,Date,Season,Season_type,Week,Team,GS,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,OffSnp,OffSnp%,STSnp,STSnp%
1,2024-09-05,2024,REG,1,KAN,0,2,3,0,0,0,0,0,5,9.3,16,61.5
2,2024-09-15,2024,REG,2,KAN,0,7,24,0,0,0,0,0,14,21.5,9,34.6
3,2024-09-22,2024,REG,3,KAN,1,17,72,0,2,1,2,0,46,62.2,0,0.0
4,2024-09-29,2024,REG,4,KAN,1,2,6,0,3,1,0,0,11,17.7,0,0.0
5,2024-10-07,2024,REG,5,KAN,0,5,12,0,0,0,0,0,16,19.0,3,12.5
0,,2024,BYE,6,KAN,0,0,0,0,0,0,0,0,0,0.0,0,0.0
6,2024-10-20,2024,REG,7,KAN,0,6,17,0,0,0,0,0,14,20.0,3,12.5
7,2024-10-27,2024,REG,8,KAN,0,2,6,0,1,1,8,0,8,11.1,9,37.5
8,2024-11-04,2024,REG,9,KAN,0,3,9,0,0,0,0,0,14,16.5,6,21.4
9,2024-11-10,2024,REG,10,KAN,0,2,3,0,0,0,0,0,13,19.1,3,12.0
10,2024-11-17,2024,REG,11,KAN,0,1,2,0,1,1,5,0,8,14.5,5,20.8
11,2024-11-24,2024,REG,12,KAN,0,1,4,0,2,1,9,0,11,14.9,2,7.4
12,2024-11-29,2024,REG,13,KAN,0,0,0,0,0,0,0,0,3,4.2,14,45.2
13,2024-12-08,2024,REG,14,KAN,0,0,0,0,0,0,0,0,6,8.7,14,53.8
14,2024-12-15,2024,REG,15,KAN,0,0,0,0,0,0,0,0,3,4.0,12,46.2
15,2024-12-21,2024,REG,16,KAN,0,0,0,0,0,0,0,0,6,8.1,13,54.2
16,2024-12-25,2024,REG,17,KAN,0,0,0,0,0,0,0,0,0,0.0,13,52.0
17,2025-01-05,2024,REG,18,KAN,1,8,25,0,2,2,2,0,23,67.6,15,65.2
