CarGm,Date,Season,Season_type,Week,GS,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,OffSnp,OffSnp%,STSnp,STSnp%
1,2024-09-08,2024,REG,1,0,2,2,0,3,1,5,0,15,21.1,5,20.8
2,2024-09-15,2024,REG,2,0,1,2,0,0,0,0,0,12,21.4,10,47.6
3,2024-09-22,2024,REG,3,0,5,23,0,2,2,17,0,22,30.6,3,11.5
4,2024-09-26,2024,REG,4,0,4,2,0,1,1,19,0,17,24.6,3,12.0
5,2024-10-06,2024,REG,5,1,18,129,0,2,1,1,0,45,62.5,5,16.7
6,2024-10-13,2024,REG,6,1,17,50,1,6,6,57,0,66,83.5,0,0.0
7,2024-10-20,2024,REG,7,1,6,23,0,3,3,9,0,39,67.2,0,0.0
8,2024-10-28,2024,REG,8,1,20,145,1,3,2,5,0,41,56.9,0,0.0
9,2024-11-03,2024,REG,9,1,16,66,0,1,1,3,0,47,72.3,0,0.0
10,2024-11-10,2024,REG,10,1,18,103,1,2,1,1,0,60,80.0,0,0.0
0,1970-01-01,2024,DNP,11,0,0,0,0,0,0,0,0,0,0.0,0,0.0
11,2024-11-24,2024,REG,12,1,9,42,0,4,4,28,0,24,40.7,0,0.0
12,2024-11-28,2024,REG,13,0,9,32,1,3,2,33,0,46,73.0,0,0.0
13,2024-12-08,2024,REG,14,1,16,45,1,10,5,38,0,65,83.3,0,0.0
14,2024-12-15,2024,REG,15,1,10,31,0,4,1,4,0,46,67.6,0,0.0
15,2024-12-22,2024,REG,16,1,7,26,0,4,4,43,1,37,62.7,0,0.0
16,2024-12-29,2024,REG,17,1,20,59,0,3,2,14,0,37,66.1,0,0.0
17,2025-01-05,2024,REG,18,1,14,59,0,2,2,7,0,32,60.4,0,0.0
