CarGm,Date,Season,Season_type,Week,Team,GS,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,OffSnp,OffSnp%,STSnp,STSnp%
1,2013-09-08,2013,REG,1,MIN,0,0,0,0,1,1,10,0,5,9.1,7,21.2
2,2013-09-15,2013,REG,2,MIN,0,0,0,0,2,2,14,0,6,9.4,5,16.7
3,2013-09-22,2013,REG,3,MIN,0,1,0,0,4,2,49,0,19,24.1,6,16.7
4,2013-09-29,2013,REG,4,MIN,0,0,0,0,2,1,9,0,13,25.0,5,15.2
0,1970-01-01,2013,DNP,5,MIN,0,0,0,0,0,0,0,0,0,0.0,0,0.0
5,2013-10-13,2013,REG,6,MIN,0,0,0,0,2,2,3,0,19,30.6,6,26.1
6,2013-10-21,2013,REG,7,MIN,0,1,2,0,6,3,22,0,22,31.0,6,19.4
7,2013-10-27,2013,REG,8,MIN,0,0,0,0,3,2,26,0,15,31.9,9,28.1
8,2013-11-03,2013,REG,9,MIN,0,0,0,0,4,3,13,0,26,37.1,7,25.0
9,2013-11-07,2013,REG,10,MIN,0,0,0,0,4,2,22,1,21,40.4,6,21.4
10,2013-11-17,2013,REG,11,MIN,1,0,0,0,9,3,28,0,43,58.1,8,25.0
11,2013-11-24,2013,REG,12,MIN,0,0,0,0,11,8,54,0,42,52.5,6,15.8
12,2013-12-01,2013,REG,13,MIN,1,2,27,1,4,1,4,0,49,56.3,6,16.2
13,2013-12-08,2013,REG,14,MIN,1,1,6,0,7,5,141,1,50,75.8,5,15.2
14,2013-12-15,2013,REG,15,MIN,1,2,15,0,6,5,35,1,42,56.0,7,20.0
15,2013-12-22,2013,REG,16,MIN,1,3,54,1,7,3,8,0,32,65.3,7,25.9
16,2013-12-29,2013,REG,17,MIN,1,2,54,1,5,2,31,1,32,55.2,4,15.4
17,2014-09-07,2014,REG,1,MIN,1,3,102,1,5,3,26,0,45,76.3,2,6.5
18,2014-09-14,2014,REG,2,MIN,1,0,0,0,7,4,56,0,60,90.9,8,28.6
19,2014-09-21,2014,REG,3,MIN,0,1,-7,0,5,4,61,0,50,89.3,4,18.2
20,2014-09-28,2014,REG,4,MIN,1,0,0,0,4,2,38,0,67,88.2,5,15.2
21,2014-10-02,2014,REG,5,MIN,1,0,0,0,4,2,8,0,41,51.9,5,16.1
22,2014-10-12,2014,REG,6,MIN,1,1,2,0,8,2,15,0,52,76.5,4,14.8
23,2014-10-19,2014,REG,7,MIN,0,1,3,0,4,2,9,1,50,79.4,4,14.8
24,2014-10-26,2014,REG,8,MIN,1,1,10,0,12,6,86,0,53,75.7,4,13.8
25,2014-11-02,2014,REG,9,MIN,1,0,0,0,7,1,9,0,54,74.0,6,21.4
0,1970-01-01,2014,DNP,10,MIN,0,0,0,0,0,0,0,0,0,0.0,0,0.0
26,2014-11-16,2014,REG,11,MIN,0,1,3,0,3,2,24,0,35,74.5,4,17.4
27,2014-11-23,2014,REG,12,MIN,0,0,0,0,2,2,18,0,32,47.1,4,16.0
28,2014-11-30,2014,REG,13,MIN,0,0,0,0,1,0,0,0,3,6.3,4,13.3
29,2014-12-07,2014,REG,14,MIN,0,1,6,0,0,0,0,0,1,1.7,7,21.2
30,2014-12-14,2014,REG,15,MIN,0,0,0,0,3,2,16,0,8,11.6,4,16.7
31,2014-12-21,2014,REG,16,MIN,0,1,-2,0,1,1,18,0,9,14.5,6,19.4
32,2014-12-28,2014,REG,17,MIN,0,0,0,0,1,0,0,0,6,9.7,4,18.2
33,2015-09-14,2015,REG,1,MIN,0,0,0,0,1,1,1,0,1,1.9,5,22.7
34,2015-09-20,2015,REG,2,MIN,0,0,0,0,0,0,0,0,0,0.0,3,12.5
35,2015-09-27,2015,REG,3,MIN,0,1,9,0,0,0,0,0,14,25.0,2,7.4
36,2015-10-04,2015,REG,4,MIN,1,0,0,0,1,1,9,0,17,23.3,7,24.1
0,1970-01-01,2015,DNP,5,MIN,0,0,0,0,0,0,0,0,0,0.0,0,0.0
37,2015-10-18,2015,REG,6,MIN,0,0,0,0,0,0,0,0,7,10.0,3,12.5
