CarGm,Date,Season,Season_type,Week,Team,GS,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,OffSnp,OffSnp%,STSnp,STSnp%
1,2016-09-11,2016,REG,1,TEN,1,5,3,0,2,2,41,0,21,31.3,0,0.0
2,2016-09-18,2016,REG,2,TEN,0,9,40,0,1,1,9,0,31,46.3,0,0.0
3,2016-09-25,2016,REG,3,TEN,0,10,45,0,0,0,0,0,24,35.3,0,0.0
4,2016-10-02,2016,REG,4,TEN,0,3,9,0,0,0,0,0,9,13.4,0,0.0
5,2016-10-09,2016,REG,5,TEN,1,7,54,0,0,0,0,0,22,29.7,0,0.0
6,2016-10-16,2016,REG,6,TEN,0,2,7,0,2,2,20,0,9,14.5,0,0.0
7,2016-10-23,2016,REG,7,TEN,0,1,3,0,1,0,0,0,6,8.2,0,0.0
8,2016-10-27,2016,REG,8,TEN,0,16,60,1,5,4,37,0,32,47.8,0,0.0
0,,2016,DNP,9,TEN,0,0,0,0,0,0,0,0,0,0.0,0,0.0
9,2016-11-13,2016,REG,10,TEN,0,9,31,0,0,0,0,0,19,31.7,0,0.0
10,2016-11-20,2016,REG,11,TEN,0,0,0,0,0,0,0,0,3,4.2,0,0.0
11,2016-11-27,2016,REG,12,TEN,0,8,60,1,0,0,0,0,14,24.1,0,0.0
0,,2016,BYE,13,TEN,0,0,0,0,0,0,0,0,0,0.0,0,0.0
12,2016-12-11,2016,REG,14,TEN,0,12,42,0,1,1,5,0,18,26.9,0,0.0
13,2016-12-18,2016,REG,15,TEN,0,9,58,2,0,0,0,0,17,25.8,0,0.0
14,2016-12-24,2016,REG,16,TEN,0,4,13,0,2,2,22,0,17,23.9,0,0.0
15,2017-01-01,2016,REG,17,TEN,0,15,65,1,1,1,3,0,28,45.9,0,0.0
16,2017-09-10,2017,REG,1,TEN,0,6,25,0,0,0,0,0,18,28.1,0,0.0
17,2017-09-17,2017,REG,2,TEN,0,14,92,1,0,0,0,0,30,44.1,0,0.0
18,2017-09-24,2017,REG,3,TEN,0,13,54,0,1,1,10,0,30,41.1,0,0.0
19,2017-10-01,2017,REG,4,TEN,0,6,7,0,0,0,0,0,18,43.9,0,0.0
20,2017-10-08,2017,REG,5,TEN,0,4,9,0,0,0,0,0,11,18.6,0,0.0
21,2017-10-16,2017,REG,6,TEN,0,19,131,1,1,1,14,0,39,55.7,0,0.0
22,2017-10-22,2017,REG,7,TEN,0,13,13,0,3,2,11,0,30,41.7,0,0.0
0,,2017,BYE,8,TEN,0,0,0,0,0,0,0,0,0,0.0,0,0.0
23,2017-11-05,2017,REG,9,TEN,0,8,26,1,2,2,10,0,19,36.5,0,0.0
24,2017-11-12,2017,REG,10,TEN,0,11,52,0,3,0,0,0,28,31.1,0,0.0
25,2017-11-16,2017,REG,11,TEN,0,7,32,0,0,0,0,0,16,24.6,0,0.0
26,2017-11-26,2017,REG,12,TEN,0,13,79,0,2,1,10,0,32,55.2,0,0.0
27,2017-12-03,2017,REG,13,TEN,0,11,109,1,0,0,0,0,24,44.4,0,0.0
28,2017-12-10,2017,REG,14,TEN,1,8,20,1,0,0,0,0,13,21.7,0,0.0
29,2017-12-17,2017,REG,15,TEN,0,7,19,0,2,2,9,0,15,23.8,0,0.0
30,2017-12-24,2017,REG,16,TEN,0,8,25,0,1,1,6,0,22,32.4,0,0.0
31,2017-12-31,2017,REG,17,TEN,1,28,51,0,2,1,66,1,63,96.9,0,0.0
32,2018-01-06,2017,POST,18,TEN,1,23,156,1,2,2,35,0,68,97.1,0,0.0
33,2018-01-13,2017,POST,19,TEN,1,12,28,0,4,3,21,0,62,92.5,0,0.0
34,2018-09-09,2018,REG,1,TEN,1,10,26,0,1,1,5,0,20,29.0,0,0.0
35,2018-09-16,2018,REG,2,TEN,1,18,56,0,0,0,0,0,25,42.4,0,0.0
36,2018-09-23,2018,REG,3,TEN,1,18,57,0,1,0,0,0,32,51.6,0,0.0
37,2018-09-30,2018,REG,4,TEN,1,8,24,0,2,2,7,0,28,39.4,0,0.0
38,2018-10-07,2018,REG,5,TEN,1,11,56,0,1,0,0,0,21,38.9,0,0.0
39,2018-10-14,2018,REG,6,TEN,1,7,21,0,1,1,5,0,12,27.3,0,0.0
40,2018-10-21,2018,REG,7,TEN,1,12,33,1,2,2,32,0,24,33.8,0,0.0
0,,2018,BYE,8,TEN,0,0,0,0,0,0,0,0,0,0.0,0,0.0
41,2018-11-05,2018,REG,9,TEN,1,6,27,1,2,2,5,0,14,20.0,0,0.0
42,2018-11-11,2018,REG,10,TEN,1,11,58,2,0,0,0,0,15,23.1,0,0.0
43,2018-11-18,2018,REG,11,TEN,0,9,46,0,0,0,0,0,21,33.3,0,0.0
44,2018-11-26,2018,REG,12,TEN,0,8,30,0,3,2,19,0,27,49.1,0,0.0
45,2018-12-02,2018,REG,13,TEN,0,10,40,1,2,2,5,0,28,41.2,0,0.0
46,2018-12-06,2018,REG,14,TEN,0,17,238,4,0,0,0,0,24,40.0,0,0.0
47,2018-12-16,2018,REG,15,TEN,1,33,170,2,1,1,0,0,49,70.0,0,0.0
48,2018-12-22,2018,REG,16,TEN,1,21,84,1,1,1,8,0,35,62.5,0,0.0
49,2018-12-30,2018,REG,17,TEN,1,16,93,0,1,1,13,0,26,53.1,0,0.0
50,2019-09-08,2019,REG,1,TEN,1,19,84,1,2,1,75,1,36,61.0,0,0.0
51,2019-09-15,2019,REG,2,TEN,1,15,82,1,3,2,12,0,30,50.8,0,0.0
52,2019-09-19,2019,REG,3,TEN,1,17,44,1,2,1,2,0,37,46.8,0,0.0
53,2019-09-29,2019,REG,4,TEN,1,27,100,0,1,1,8,0,47,75.8,0,0.0
54,2019-10-06,2019,REG,5,TEN,1,20,78,1,0,0,0,0,36,63.2,0,0.0
55,2019-10-13,2019,REG,6,TEN,1,15,28,0,3,1,5,0,36,54.5,0,0.0
56,2019-10-20,2019,REG,7,TEN,1,22,90,1,1,1,18,0,46,74.2,0,0.0
57,2019-10-27,2019,REG,8,TEN,1,16,75,0,1,1,8,0,39,66.1,0,0.0
58,2019-11-03,2019,REG,9,TEN,1,13,63,1,3,3,36,1,38,52.8,0,0.0
59,2019-11-10,2019,REG,10,TEN,1,23,188,2,2,2,3,0,36,72.0,0,0.0
0,,2019,BYE,11,TEN,0,0,0,0,0,0,0,0,0,0.0,0,0.0
60,2019-11-24,2019,REG,12,TEN,1,19,159,2,1,1,16,0,40,75.5,0,0.0
61,2019-12-01,2019,REG,13,TEN,1,26,149,1,3,3,17,0,44,74.6,0,0.0
62,2019-12-08,2019,REG,14,TEN,1,18,103,2,1,1,6,0,37,60.7,0,0.0
63,2019-12-15,2019,REG,15,TEN,1,21,86,0,1,0,0,0,40,58.8,0,0.0
0,,2019,DNP,16,TEN,0,0,0,0,0,0,0,0,0,0.0,0,0.0
64,2019-12-29,2019,REG,17,TEN,1,32,211,3,0,0,0,0,47,75.8,0,0.0
65,2020-01-04,2019,POST,18,TEN,1,34,182,1,1,1,22,0,49,79.0,0,0.0
66,2020-01-11,2019,POST,19,TEN,1,30,195,0,2,2,7,0,44,80.0,0,0.0
67,2020-01-19,2019,POST,20,TEN,1,19,69,1,2,2,-8,0,41,62.1,0,0.0
68,2020-09-14,2020,REG,1,TEN,1,31,116,0,3,3,15,0,61,75.3,0,0.0
69,2020-09-20,2020,REG,2,TEN,1,25,84,0,2,0,0,0,44,71.0,0,0.0
70,2020-09-27,2020,REG,3,TEN,1,26,119,2,3,2,11,0,56,74.7,0,0.0
0,,2020,BYE,4,TEN,0,0,0,0,0,0,0,0,0,0.0,0,0.0
71,2020-10-13,2020,REG,5,TEN,1,19,57,2,2,1,6,0,34,51.5,0,0.0
72,2020-10-18,2020,REG,6,TEN,1,22,212,2,5,2,52,0,45,60.0,0,0.0
73,2020-10-25,2020,REG,7,TEN,1,20,75,1,2,2,-3,0,42,73.7,0,0.0
74,2020-11-01,2020,REG,8,TEN,1,18,112,1,1,0,0,0,33,52.4,0,0.0
75,2020-11-08,2020,REG,9,TEN,1,21,68,0,0,0,0,0,29,52.7,0,0.0
76,2020-11-12,2020,REG,10,TEN,1,19,103,0,2,1,6,0,38,58.5,0,0.0
77,2020-11-22,2020,REG,11,TEN,1,28,133,1,2,1,-1,0,55,78.6,0,0.0
78,2020-11-29,2020,REG,12,TEN,1,27,178,3,4,2,7,0,46,63.9,0,0.0
79,2020-12-06,2020,REG,13,TEN,1,15,60,0,1,1,9,0,40,54.8,0,0.0
80,2020-12-13,2020,REG,14,TEN,1,26,215,2,2,2,7,0,42,63.6,0,0.0
81,2020-12-20,2020,REG,15,TEN,1,24,147,1,2,2,5,0,43,63.2,0,0.0
82,2020-12-27,2020,REG,16,TEN,1,23,98,0,0,0,0,0,39,70.9,0,0.0
83,2021-01-03,2020,REG,17,TEN,1,34,250,2,0,0,0,0,58,81.7,0,0.0
84,2021-01-10,2020,POST,18,TEN,1,18,40,0,3,3,11,0,41,82.0,0,0.0
85,2021-09-12,2021,REG,1,TEN,1,17,58,0,4,3,19,0,40,62.5,0,0.0
86,2021-09-19,2021,REG,2,TEN,1,35,182,3,6,6,55,0,67,76.1,0,0.0
87,2021-09-26,2021,REG,3,TEN,1,28,113,0,3,3,31,0,49,72.1,0,0.0
88,2021-10-03,2021,REG,4,TEN,1,33,157,1,2,2,20,0,59,59.0,0,0.0
89,2021-10-10,2021,REG,5,TEN,1,29,130,3,0,0,0,0,49,76.6,0,0.0
90,2021-10-18,2021,REG,6,TEN,1,20,143,3,3,2,13,0,43,81.1,0,0.0
91,2021-10-24,2021,REG,7,TEN,1,29,86,0,2,2,16,0,50,73.5,0,0.0
92,2021-10-31,2021,REG,8,TEN,1,28,68,0,0,0,0,0,54,74.0,0,0.0
0,,2021,DNP,9,TEN,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,,2021,DNP,10,TEN,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,,2021,DNP,11,TEN,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,,2021,DNP,12,TEN,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,,2021,BYE,13,TEN,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,,2021,DNP,14,TEN,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,,2021,DNP,15,TEN,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,,2021,DNP,16,TEN,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,,2021,DNP,17,TEN,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,,2021,DNP,18,TEN,0,0,0,0,0,0,0,0,0,0.0,0,0.0
93,2022-01-22,2021,POST,20,TEN,1,20,62,1,0,0,0,0,30,56.6,0,0.0
94,2022-09-11,2022,REG,1,TEN,1,21,82,0,1,0,0,0,44,67.7,0,0.0
95,2022-09-19,2022,REG,2,TEN,1,13,25,1,0,0,0,0,26,46.4,0,0.0
