CarGm,Date,Season,Season_type,Week,Team,GS,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,OffSnp,OffSnp%,STSnp,STSnp%
1,2024-09-09,2024,REG,1,NYJ,0,1,8,0,1,1,9,0,9,17.6,16,61.5
2,2024-09-15,2024,REG,2,NYJ,0,7,33,1,4,2,23,1,20,35.1,16,61.5
3,2024-09-19,2024,REG,3,NYJ,0,11,55,0,3,3,13,0,23,31.5,12,57.1
4,2024-09-29,2024,REG,4,NYJ,0,8,34,0,1,1,12,0,27,36.5,18,64.3
5,2024-10-06,2024,REG,5,NYJ,0,5,13,0,2,1,15,0,19,26.4,17,58.6
6,2024-10-14,2024,REG,6,NYJ,0,3,8,0,2,0,0,0,12,19.0,7,28.0
7,2024-10-20,2024,REG,7,NYJ,0,2,4,0,1,1,2,0,5,8.8,12,41.4
8,2024-10-27,2024,REG,8,NYJ,0,12,32,1,0,0,0,0,19,30.6,9,34.6
9,2024-10-31,2024,REG,9,NYJ,0,4,9,0,1,0,0,0,17,29.3,9,34.6
10,2024-11-10,2024,REG,10,NYJ,0,7,27,0,1,1,7,0,14,24.1,7,38.9
11,2024-11-17,2024,REG,11,NYJ,0,2,6,0,0,0,0,0,9,17.6,12,38.7
0,,2024,BYE,12,NYJ,0,0,0,0,0,0,0,0,0,0.0,0,0.0
12,2024-12-01,2024,REG,13,NYJ,1,5,11,0,2,2,16,0,19,27.9,0,0.0
13,2024-12-08,2024,REG,14,NYJ,1,11,43,0,5,4,38,0,37,54.4,0,0.0
14,2024-12-15,2024,REG,15,NYJ,0,2,5,0,0,0,0,0,10,17.2,0,0.0
15,2024-12-22,2024,REG,16,NYJ,0,2,5,0,1,1,5,0,10,14.5,0,0.0
16,2024-12-29,2024,REG,17,NYJ,0,6,26,0,0,0,0,0,19,30.2,12,54.5
17,2025-01-05,2024,REG,18,NYJ,0,4,15,0,3,2,8,0,14,21.9,18,69.2
