CarGm,Date,Season,Season_type,Week,GS,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,OffSnp,OffSnp%,STSnp,STSnp%
1,2023-09-10,2023,REG,1,0,5,15,0,2,2,9,0,10,14.7,15,53.6
2,2023-09-17,2023,REG,2,0,8,7,0,0,0,0,0,17,23.9,9,33.3
3,2023-09-25,2023,REG,3,0,2,1,0,0,0,0,0,4,8.5,8,40.0
4,2023-10-01,2023,REG,4,0,0,0,0,0,0,0,0,0,0.0,9,34.6
0,1970-01-01,2023,DNP,5,0,0,0,0,0,0,0,0,0,0.0,0,0.0
5,2023-10-15,2023,REG,6,0,0,0,0,0,0,0,0,0,0.0,11,44.0
6,2023-10-22,2023,REG,7,0,0,0,0,0,0,0,0,0,0.0,7,33.3
0,1970-01-01,2023,DNP,8,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2023,DNP,9,0,0,0,0,0,0,0,0,0,0.0,0,0.0
7,2023-11-12,2023,REG,10,0,0,0,0,0,0,0,0,1,1.5,3,13.0
8,2023-11-19,2023,REG,11,0,0,0,0,0,0,0,0,0,0.0,8,36.4
9,2023-11-26,2023,REG,12,0,0,0,0,0,0,0,0,0,0.0,6,22.2
10,2023-12-03,2023,REG,13,0,0,0,0,0,0,0,0,0,0.0,4,13.8
11,2023-12-10,2023,REG,14,0,0,0,0,0,0,0,0,0,0.0,5,15.6
0,1970-01-01,2023,DNP,15,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2023,DNP,16,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2023,DNP,17,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2023,DNP,18,0,0,0,0,0,0,0,0,0,0.0,0,0.0
12,2024-09-08,2024,REG,1,0,0,0,0,0,0,0,0,2,3.1,8,29.6
13,2024-09-15,2024,REG,2,0,0,0,0,0,0,0,0,0,0.0,11,42.3
14,2024-09-22,2024,REG,3,0,1,4,0,0,0,0,0,1,1.8,13,59.1
15,2024-09-29,2024,REG,4,0,1,3,0,1,1,14,0,6,7.8,12,44.4
16,2024-10-03,2024,REG,5,0,0,0,0,0,0,0,0,0,0.0,8,25.0
17,2024-10-13,2024,REG,6,0,14,136,1,3,3,56,1,29,37.7,11,29.7
18,2024-10-21,2024,REG,7,0,5,29,0,2,1,9,0,16,19.5,12,41.4
19,2024-10-27,2024,REG,8,0,2,3,0,1,1,12,0,7,9.6,9,33.3
20,2024-11-04,2024,REG,9,0,3,11,0,1,1,6,0,7,12.7,12,42.9
21,2024-11-10,2024,REG,10,0,0,0,0,0,0,0,0,0,0.0,11,37.9
0,1970-01-01,2024,DNP,11,0,0,0,0,0,0,0,0,0,0.0,0,0.0
22,2024-11-24,2024,REG,12,0,4,3,1,1,1,7,0,5,7.7,7,35.0
23,2024-12-01,2024,REG,13,0,0,0,0,0,0,0,0,0,0.0,15,41.7
24,2024-12-08,2024,REG,14,0,3,47,0,2,0,0,0,11,17.7,12,52.2
25,2024-12-15,2024,REG,15,0,7,17,0,0,0,0,0,8,11.1,5,18.5
26,2024-12-22,2024,REG,16,0,0,0,0,0,0,0,0,0,0.0,13,43.3
27,2024-12-29,2024,REG,17,0,8,39,0,1,1,5,0,15,19.5,9,30.0
28,2025-01-05,2024,REG,18,0,2,16,0,0,0,0,0,5,7.5,10,35.7
