CarGm,Date,Season,Season_type,Week,Team,GS,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,OffSnp,STSnp
1,2020-09-13,2020,REG,1,JAX,1,16,62,0,1,1,28,0,34,0
2,2020-09-20,2020,REG,2,JAX,1,16,102,1,4,3,18,0,38,0
3,2020-09-24,2020,REG,3,JAX,1,11,46,2,6,6,83,0,30,0
4,2020-10-04,2020,REG,4,JAX,1,17,75,0,4,4,32,0,52,0
5,2020-10-11,2020,REG,5,JAX,1,13,48,0,7,5,22,0,43,0
6,2020-10-18,2020,REG,6,JAX,1,12,29,0,4,4,24,1,44,0
7,2020-10-25,2020,REG,7,JAX,1,22,119,1,6,4,18,1,57,0
0,1970-01-01,2020,BYE,8,JAX,0,0,0,0,0,0,0,0,0,0
8,2020-11-08,2020,REG,9,JAX,1,25,99,1,2,0,0,0,50,0
9,2020-11-15,2020,REG,10,JAX,1,23,109,0,5,2,3,0,53,0
10,2020-11-22,2020,REG,11,JAX,1,17,73,0,2,2,21,0,41,0
11,2020-11-29,2020,REG,12,JAX,1,22,128,1,6,5,31,0,63,0
12,2020-12-06,2020,REG,13,JAX,1,18,78,1,6,6,30,0,60,0
13,2020-12-13,2020,REG,14,JAX,1,12,67,0,4,4,16,0,40,0
14,2020-12-20,2020,REG,15,JAX,1,16,35,0,3,3,18,1,36,0
0,1970-01-01,2020,DNP,16,JAX,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2020,DNP,17,JAX,0,0,0,0,0,0,0,0,0,0
15,2021-09-12,2021,REG,1,JAX,1,5,25,0,6,3,29,0,47,0
16,2021-09-19,2021,REG,2,JAX,1,11,47,0,3,3,17,0,41,0
17,2021-09-26,2021,REG,3,JAX,1,15,88,1,6,6,46,0,40,0
18,2021-09-30,2021,REG,4,JAX,1,18,78,2,2,1,-2,0,53,0
19,2021-10-10,2021,REG,5,JAX,1,18,149,1,1,1,-2,0,48,0
20,2021-10-17,2021,REG,6,JAX,1,17,73,1,4,3,28,0,56,0
