CarGm,Date,Season,Season_type,Week,GS,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,OffSnp,OffSnp%,STSnp,STSnp%
1,2022-09-08,2022,REG,1,0,0,0,0,0,0,0,0,0,0.0,1,5.3
0,1970-01-01,2022,DNP,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2022,DNP,3,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2022,DNP,4,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2022,DNP,5,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2022,DNP,6,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2022,DNP,7,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2022,DNP,8,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2022,DNP,9,0,0,0,0,0,0,0,0,0,0.0,0,0.0
2,2022-11-13,2022,REG,10,0,1,9,0,3,3,30,0,16,26.7,5,17.9
3,2022-11-20,2022,REG,11,0,7,36,0,2,1,8,0,35,54.7,8,25.8
4,2022-11-27,2022,REG,12,0,11,35,0,3,3,25,0,38,70.4,5,20.8
5,2022-12-04,2022,REG,13,0,3,9,0,1,0,0,0,18,28.1,1,3.7
6,2022-12-08,2022,REG,14,0,3,19,0,2,1,10,0,19,29.7,3,12.0
7,2022-12-19,2022,REG,15,0,2,7,0,0,0,0,0,4,8.9,4,19.0
8,2022-12-25,2022,REG,16,0,6,18,0,1,1,3,0,8,12.3,2,7.7
9,2023-01-01,2022,REG,17,0,2,6,0,0,0,0,0,3,6.1,8,32.0
10,2023-01-08,2022,REG,18,0,0,0,0,0,0,0,0,0,0.0,16,48.5
11,2023-09-10,2023,REG,1,0,15,52,2,2,0,2,0,53,65.4,8,28.6
12,2023-09-17,2023,REG,2,1,14,52,1,10,6,48,1,76,95.0,4,14.3
13,2023-09-25,2023,REG,3,1,10,38,0,7,2,27,0,55,100.0,6,19.4
14,2023-10-01,2023,REG,4,1,25,103,2,3,3,24,0,59,72.0,0,0.0
15,2023-10-08,2023,REG,5,1,13,53,0,2,2,4,0,47,83.9,0,0.0
16,2023-10-15,2023,REG,6,1,20,158,1,0,0,0,0,47,82.5,0,0.0
0,1970-01-01,2023,DNP,7,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2023,DNP,8,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2023,DNP,9,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2023,DNP,10,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2023,DNP,11,0,0,0,0,0,0,0,0,0,0.0,0,0.0
17,2023-11-26,2023,REG,12,1,16,143,0,6,6,61,2,41,61.2,0,0.0
18,2023-12-03,2023,REG,13,1,21,88,1,5,3,24,0,60,93.8,1,3.0
19,2023-12-10,2023,REG,14,1,25,114,0,4,3,-1,0,69,89.6,1,2.7
20,2023-12-17,2023,REG,15,1,27,152,1,7,5,3,0,58,77.3,2,7.4
21,2023-12-21,2023,REG,16,1,22,104,1,0,0,0,0,55,78.6,2,8.3
22,2023-12-31,2023,REG,17,1,20,87,3,2,2,14,0,58,93.5,1,3.3
0,1970-01-01,2023,DNP,18,0,0,0,0,0,0,0,0,0,0.0,0,0.0
23,2024-01-14,2023,POST,19,1,13,61,0,1,1,9,0,38,65.5,0,0.0
24,2024-09-08,2024,REG,1,1,18,50,1,3,3,4,0,71,91.0,4,15.4
25,2024-09-15,2024,REG,2,1,12,25,1,5,4,27,0,41,78.8,1,4.0
26,2024-09-22,2024,REG,3,1,24,89,2,2,2,27,1,52,89.7,0,0.0
27,2024-09-29,2024,REG,4,1,19,94,1,4,4,10,0,48,78.7,0,0.0
28,2024-10-06,2024,REG,5,1,22,102,1,1,1,3,0,67,85.9,0,0.0
0,1970-01-01,2024,DNP,6,0,0,0,0,0,0,0,0,0,0.0,0,0.0
29,2024-10-20,2024,REG,7,1,21,76,2,0,0,0,0,49,89.1,0,0.0
30,2024-10-24,2024,REG,8,1,23,97,0,7,5,19,1,64,88.9,1,4.0
31,2024-11-03,2024,REG,9,1,22,69,0,3,1,26,0,76,98.7,0,0.0
32,2024-11-11,2024,REG,10,1,15,62,0,6,5,20,0,65,92.9,0,0.0
33,2024-11-17,2024,REG,11,1,15,86,0,0,0,0,0,42,80.8,0,0.0
34,2024-11-24,2024,REG,12,1,16,72,1,0,0,0,0,58,90.6,0,0.0
35,2024-12-01,2024,REG,13,1,15,104,1,1,1,9,0,38,67.9,0,0.0
36,2024-12-08,2024,REG,14,1,29,87,2,2,2,10,0,64,83.1,1,3.0
37,2024-12-12,2024,REG,15,1,29,108,0,2,2,4,0,56,86.2,0,0.0
38,2024-12-22,2024,REG,16,1,23,122,1,1,1,7,0,43,82.7,0,0.0
39,2024-12-28,2024,REG,17,1,13,56,1,3,3,16,0,54,94.7,0,0.0
0,1970-01-01,2024,DNP,18,0,0,0,0,0,0,0,0,0,0.0,0,0.0
40,2025-01-13,2024,POST,19,1,16,76,0,3,3,16,1,46,86.8,0,0.0
41,2025-01-19,2024,POST,20,1,19,106,0,2,1,-1,0,71,100.0,0,0.0
