CarGm,Date,Season,Season_type,Week,GS,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,OffSnp,OffSnp%,STSnp,STSnp%
0,1970-01-01,2023,DNP,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2023,DNP,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2023,DNP,3,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2023,DNP,4,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2023,DNP,5,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2023,DNP,6,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2023,DNP,7,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2023,DNP,8,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2023,DNP,9,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2023,DNP,10,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2023,DNP,11,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2023,DNP,12,0,0,0,0,0,0,0,0,0,0.0,0,0.0
1,2023-12-03,2023,REG,13,0,0,0,0,2,2,11,0,3,4.2,0,0.0
2,2023-12-10,2023,REG,14,0,0,0,0,1,1,-2,0,6,9.4,0,0.0
3,2023-12-16,2023,REG,15,0,11,69,0,2,2,10,0,19,28.4,0,0.0
4,2023-12-24,2023,REG,16,1,1,15,0,2,1,15,0,14,19.7,1,3.6
5,2023-12-31,2023,REG,17,0,1,3,0,0,0,0,0,3,5.4,0,0.0
6,2024-01-06,2023,REG,18,0,0,0,0,2,0,0,0,5,7.6,1,3.3
0,1970-01-01,2024,DNP,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0
7,2024-09-15,2024,REG,2,0,0,0,0,1,1,2,0,9,16.1,3,13.6
8,2024-09-22,2024,REG,3,0,0,0,0,0,0,0,0,2,3.6,8,34.8
9,2024-09-29,2024,REG,4,0,0,0,0,0,0,0,0,1,1.5,14,51.9
10,2024-10-06,2024,REG,5,0,5,26,0,3,3,31,0,29,41.4,15,44.1
11,2024-10-13,2024,REG,6,0,8,51,0,5,4,14,0,27,38.6,11,42.3
12,2024-10-20,2024,REG,7,0,14,51,1,0,0,0,0,30,48.4,8,29.6
13,2024-10-27,2024,REG,8,0,0,0,0,1,0,0,0,2,3.1,16,48.5
14,2024-11-03,2024,REG,9,0,0,0,0,0,0,0,0,1,1.9,10,45.5
15,2024-11-10,2024,REG,10,0,0,0,0,3,2,9,1,9,14.1,9,36.0
16,2024-11-17,2024,REG,11,0,0,0,0,0,0,0,0,2,2.9,13,41.9
17,2024-11-24,2024,REG,12,0,0,0,0,0,0,0,0,0,0.0,14,58.3
18,2024-12-01,2024,REG,13,0,0,0,0,0,0,0,0,1,1.6,11,47.8
0,1970-01-01,2024,DNP,14,0,0,0,0,0,0,0,0,0,0.0,0,0.0
19,2024-12-15,2024,REG,15,0,1,3,0,0,0,0,0,5,6.6,20,66.7
20,2024-12-22,2024,REG,16,0,4,22,0,0,0,0,0,6,9.7,6,20.0
21,2024-12-29,2024,REG,17,0,0,0,0,0,0,0,0,2,2.6,1,3.1
22,2025-01-05,2024,REG,18,0,0,0,0,2,1,5,0,6,7.7,15,42.9
