CarGm,Date,Season,Season_type,Week,GS,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,OffSnp,OffSnp%,STSnp,STSnp%
1,2022-09-11,2022,REG,1,0,4,47,0,4,2,18,0,36,51.4,0,0.0
2,2022-09-18,2022,REG,2,0,9,20,0,3,3,33,0,26,36.6,0,0.0
3,2022-09-25,2022,REG,3,0,13,45,0,3,3,30,0,33,43.4,0,0.0
4,2022-10-02,2022,REG,4,0,8,32,0,1,0,0,0,24,51.1,0,0.0
5,2022-10-09,2022,REG,5,0,10,71,0,5,3,43,0,40,53.3,0,0.0
6,2022-10-16,2022,REG,6,1,10,86,0,2,2,22,0,29,46.0,0,0.0
7,2022-10-23,2022,REG,7,1,14,114,1,5,1,5,0,57,80.3,0,0.0
8,2022-10-30,2022,REG,8,1,24,156,1,3,3,6,0,57,79.2,0,0.0
9,2022-11-06,2022,REG,9,1,28,109,2,2,2,17,0,56,81.2,0,0.0
10,2022-11-13,2022,REG,10,1,11,45,0,3,3,28,0,50,78.1,0,0.0
0,1970-01-01,2022,DNP,11,0,0,0,0,0,0,0,0,0,0.0,0,0.0
11,2022-11-27,2022,REG,12,1,2,3,0,0,0,0,0,5,7.9,0,0.0
12,2022-12-04,2022,REG,13,1,13,54,0,3,3,12,0,49,87.5,0,0.0
13,2022-12-11,2022,REG,14,1,17,32,0,0,0,0,0,54,75.0,0,0.0
14,2022-12-18,2022,REG,15,1,19,103,0,3,2,24,0,51,72.9,0,0.0
15,2022-12-22,2022,REG,16,1,22,83,0,3,3,29,0,51,70.8,0,0.0
16,2023-01-01,2022,REG,17,1,9,108,1,3,3,32,0,24,38.1,0,0.0
17,2023-01-07,2022,REG,18,1,7,17,0,2,2,17,0,27,55.1,0,0.0
18,2023-01-14,2022,POST,19,1,20,109,0,1,1,12,0,64,86.5,0,0.0
19,2023-01-21,2022,POST,20,1,10,62,1,3,3,18,0,26,42.6,0,0.0
20,2023-09-10,2023,REG,1,1,18,77,1,5,5,27,0,56,80.0,0,0.0
21,2023-09-17,2023,REG,2,1,12,40,0,3,2,2,0,48,71.6,0,0.0
22,2023-09-24,2023,REG,3,1,19,88,0,5,4,50,0,52,71.2,0,0.0
23,2023-10-01,2023,REG,4,1,20,55,0,3,3,17,0,56,84.8,0,0.0
24,2023-10-08,2023,REG,5,1,26,136,2,5,4,48,0,73,83.0,0,0.0
25,2023-10-15,2023,REG,6,1,18,55,2,3,3,28,0,51,79.7,0,0.0
26,2023-10-19,2023,REG,7,1,14,53,2,5,3,24,0,49,87.5,0,0.0
27,2023-10-29,2023,REG,8,1,24,79,0,6,3,70,1,63,88.7,0,0.0
0,1970-01-01,2023,DNP,9,0,0,0,0,0,0,0,0,0,0.0,0,0.0
28,2023-11-12,2023,REG,10,1,9,35,0,4,2,9,0,35,61.4,0,0.0
29,2023-11-19,2023,REG,11,1,14,52,0,3,3,7,0,47,66.2,0,0.0
30,2023-11-26,2023,REG,12,1,20,56,0,6,4,30,0,47,61.8,0,0.0
31,2023-12-04,2023,REG,13,1,11,45,1,4,4,34,0,43,62.3,0,0.0
32,2023-12-10,2023,REG,14,1,14,35,1,4,4,37,0,59,77.6,0,0.0
33,2023-12-17,2023,REG,15,1,10,31,0,6,4,28,0,43,69.4,0,0.0
34,2023-12-24,2023,REG,16,1,6,12,0,3,3,19,0,48,72.7,0,0.0
35,2023-12-31,2023,REG,17,1,16,102,2,2,2,16,0,39,61.9,0,0.0
36,2024-01-07,2023,REG,18,1,16,57,0,6,5,30,0,47,66.2,0,0.0
37,2024-09-08,2024,REG,1,1,12,44,1,3,2,15,0,37,69.8,0,0.0
38,2024-09-15,2024,REG,2,1,13,52,1,4,3,6,0,43,71.7,0,0.0
39,2024-09-23,2024,REG,3,1,11,68,0,6,4,17,0,49,69.0,0,0.0
40,2024-09-29,2024,REG,4,1,11,50,0,2,1,10,0,30,51.7,0,0.0
41,2024-10-06,2024,REG,5,1,6,17,0,7,6,43,0,22,37.9,0,0.0
42,2024-10-13,2024,REG,6,1,3,-1,0,1,0,0,0,11,17.7,0,0.0
0,1970-01-01,2024,DNP,7,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2024,DNP,8,0,0,0,0,0,0,0,0,0,0.0,0,0.0
43,2024-11-03,2024,REG,9,1,3,24,0,3,2,6,0,17,31.5,0,0.0
44,2024-11-10,2024,REG,10,1,11,44,0,1,1,-1,0,30,68.2,0,0.0
45,2024-11-17,2024,REG,11,1,12,27,0,3,3,6,0,36,75.0,0,0.0
0,1970-01-01,2024,DNP,12,0,0,0,0,0,0,0,0,0,0.0,0,0.0
46,2024-12-01,2024,REG,13,1,13,46,0,3,3,12,0,37,52.9,0,0.0
47,2024-12-08,2024,REG,14,1,4,20,0,4,4,50,0,28,47.5,0,0.0
48,2024-12-15,2024,REG,15,1,14,65,0,5,4,20,0,61,72.6,0,0.0
49,2024-12-22,2024,REG,16,1,9,22,0,3,2,15,0,35,52.2,0,0.0
50,2024-12-29,2024,REG,17,1,15,49,0,2,1,26,0,28,48.3,0,0.0
51,2025-01-05,2024,REG,18,1,13,31,0,5,3,29,0,30,43.5,0,0.0
