CarGm,Date,Season,Season_type,Week,GS,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,OffSnp,OffSnp%,STSnp,STSnp%
0,1970-01-01,2020,DNP,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2020,DNP,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0
1,2020-09-27,2020,REG,3,0,0,0,0,0,0,0,0,0,0.0,12,35.3
2,2020-10-04,2020,REG,4,0,2,8,0,2,2,15,0,11,17.5,16,61.5
3,2020-10-11,2020,REG,5,0,0,0,0,0,0,0,0,0,0.0,18,72.0
0,1970-01-01,2020,DNP,6,0,0,0,0,0,0,0,0,0,0.0,0,0.0
4,2020-10-25,2020,REG,7,0,0,0,0,3,2,18,0,12,14.3,17,51.5
5,2020-11-01,2020,REG,8,1,18,41,1,5,5,17,1,54,79.4,2,6.9
6,2020-11-08,2020,REG,9,1,7,31,1,2,2,8,0,20,30.8,2,5.9
7,2020-11-15,2020,REG,10,0,2,8,0,3,2,23,0,22,32.8,8,33.3
8,2020-11-19,2020,REG,11,0,1,13,0,2,2,19,0,7,10.6,11,42.3
9,2020-11-30,2020,REG,12,0,0,0,0,0,0,0,0,0,0.0,18,72.0
10,2020-12-06,2020,REG,13,0,0,0,0,3,2,11,0,12,16.7,18,66.7
11,2020-12-13,2020,REG,14,0,4,7,0,0,0,0,0,8,11.0,15,53.6
12,2020-12-20,2020,REG,15,0,0,0,0,0,0,0,0,0,0.0,9,37.5
0,1970-01-01,2020,DNP,16,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2020,DNP,17,0,0,0,0,0,0,0,0,0,0.0,0,0.0
13,2021-09-12,2021,REG,1,0,1,5,0,1,1,5,0,3,5.6,17,70.8
14,2021-09-19,2021,REG,2,0,0,0,0,0,0,0,0,0,0.0,22,61.1
15,2021-09-26,2021,REG,3,0,0,0,0,0,0,0,0,0,0.0,15,60.0
16,2021-10-03,2021,REG,4,0,0,0,0,0,0,0,0,1,1.8,21,67.7
17,2021-10-07,2021,REG,5,0,4,7,0,2,2,32,0,14,21.5,17,60.7
