CarGm,Date,Season,Season_type,Week,GS,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,OffSnp,OffSnp%,STSnp,STSnp%
1,2023-09-10,2023,REG,1,0,0,0,0,0,0,0,0,0,0.0,11,45.8
2,2023-09-17,2023,REG,2,0,0,0,0,0,0,0,0,0,0.0,9,32.1
3,2023-09-21,2023,REG,3,0,0,0,0,0,0,0,0,0,0.0,10,35.7
4,2023-10-02,2023,REG,4,0,0,0,0,0,0,0,0,0,0.0,8,34.8
5,2023-10-08,2023,REG,5,0,12,25,0,1,1,1,0,30,41.7,12,46.2
6,2023-10-15,2023,REG,6,0,1,2,0,0,0,0,0,1,1.3,6,28.6
7,2023-10-22,2023,REG,7,0,0,0,0,0,0,0,0,0,0.0,3,10.3
0,1970-01-01,2023,DNP,8,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2023,DNP,9,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2023,DNP,10,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2023,DNP,11,0,0,0,0,0,0,0,0,0,0.0,0,0.0
8,2023-11-26,2023,REG,12,0,0,0,0,0,0,0,0,2,3.8,2,8.7
0,1970-01-01,2023,DNP,13,0,0,0,0,0,0,0,0,0,0.0,0,0.0
9,2023-12-11,2023,REG,14,0,0,0,0,0,0,0,0,1,1.8,6,22.2
10,2023-12-17,2023,REG,15,0,0,0,0,4,3,6,0,11,17.7,5,21.7
11,2023-12-25,2023,REG,16,0,0,0,0,0,0,0,0,0,0.0,8,27.6
12,2023-12-31,2023,REG,17,0,1,2,0,1,1,6,0,6,8.1,5,16.7
13,2024-01-07,2023,REG,18,0,3,19,0,1,1,9,0,14,20.9,3,11.5
14,2024-09-08,2024,REG,1,0,2,6,0,1,1,9,0,7,9.9,8,33.3
15,2024-09-15,2024,REG,2,0,0,0,0,0,0,0,0,0,0.0,8,38.1
16,2024-09-22,2024,REG,3,0,1,0,0,0,0,0,0,3,4.2,8,30.8
17,2024-09-26,2024,REG,4,0,1,1,0,0,0,0,0,5,7.2,5,20.0
18,2024-10-06,2024,REG,5,0,4,4,0,4,3,50,0,26,36.1,5,16.7
19,2024-10-13,2024,REG,6,0,3,13,0,0,0,0,0,14,17.7,4,18.2
20,2024-10-20,2024,REG,7,0,1,2,0,1,1,7,0,6,10.3,5,15.6
21,2024-10-28,2024,REG,8,0,0,0,0,1,1,3,0,3,4.2,7,23.3
22,2024-11-03,2024,REG,9,0,0,0,0,0,0,0,0,0,0.0,6,27.3
23,2024-11-10,2024,REG,10,0,0,0,0,0,0,0,0,2,2.7,6,20.0
0,1970-01-01,2024,DNP,11,0,0,0,0,0,0,0,0,0,0.0,0,0.0
24,2024-11-24,2024,REG,12,0,1,-1,0,2,2,7,0,15,25.4,10,50.0
25,2024-11-28,2024,REG,13,0,0,0,0,0,0,0,0,4,6.3,6,19.4
26,2024-12-08,2024,REG,14,0,0,0,0,0,0,0,0,0,0.0,4,13.8
27,2024-12-15,2024,REG,15,0,0,0,0,0,0,0,0,3,4.4,1,4.8
28,2024-12-22,2024,REG,16,0,0,0,0,1,1,2,0,9,15.3,9,37.5
29,2024-12-29,2024,REG,17,0,0,0,0,0,0,0,0,5,8.9,7,21.9
30,2025-01-05,2024,REG,18,0,1,6,0,1,1,4,0,6,11.3,7,29.2
