CarGm,Date,Season,Season_type,Week,GS,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,OffSnp,OffSnp%,STSnp,STSnp%
74,2022-01-09,2021,REG,18,1,16,64,1,12,5,35,1,78,83.9,0,0.0
75,2022-09-11,2022,REG,1,1,14,36,0,4,4,36,0,33,49.3,0,0.0
76,2022-09-15,2022,REG,2,1,14,39,0,10,9,55,0,47,62.7,0,0.0
77,2022-09-25,2022,REG,3,1,4,5,0,8,8,48,0,34,55.7,0,0.0
78,2022-10-02,2022,REG,4,1,13,60,2,7,6,49,1,41,58.6,0,0.0
79,2022-10-09,2022,REG,5,1,16,173,1,4,4,26,1,42,59.2,0,0.0
80,2022-10-17,2022,REG,6,1,14,36,1,16,10,47,0,61,65.6,0,0.0
81,2022-10-23,2022,REG,7,1,9,31,1,12,12,96,1,55,77.5,0,0.0
0,1970-01-01,2022,DNP,8,0,0,0,0,0,0,0,0,0,0.0,0,0.0
82,2022-11-06,2022,REG,9,1,14,47,1,8,7,24,1,47,68.1,0,0.0
83,2022-11-13,2022,REG,10,1,6,24,0,12,7,39,0,40,69.0,0,0.0
84,2022-11-20,2022,REG,11,1,19,83,1,2,2,17,0,45,69.2,0,0.0
85,2022-11-27,2022,REG,12,1,5,20,0,15,11,60,1,46,69.7,0,0.0
86,2022-12-04,2022,REG,13,1,10,35,0,6,5,67,0,45,60.0,0,0.0
87,2022-12-11,2022,REG,14,1,15,45,1,8,8,59,0,47,58.8,0,0.0
88,2022-12-18,2022,REG,15,1,12,58,1,3,2,12,0,49,69.0,0,0.0
89,2022-12-26,2022,REG,16,1,18,67,2,4,4,12,0,41,60.3,0,0.0
90,2023-01-01,2022,REG,17,1,10,122,2,4,4,39,0,28,43.8,0,0.0
91,2023-01-08,2022,REG,18,1,11,34,0,4,4,36,0,33,48.5,0,0.0
92,2023-01-14,2022,POST,19,1,13,35,2,4,2,8,0,46,65.7,0,0.0
93,2023-09-10,2023,REG,1,1,16,117,1,5,4,47,0,41,50.6,0,0.0
0,1970-01-01,2023,DNP,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2023,DNP,3,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2023,DNP,4,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2023,DNP,5,0,0,0,0,0,0,0,0,0,0.0,0,0.0
94,2023-10-16,2023,REG,6,1,14,27,0,6,4,35,0,50,68.5,0,0.0
95,2023-10-22,2023,REG,7,1,14,45,0,2,1,1,0,40,63.5,0,0.0
96,2023-10-29,2023,REG,8,1,15,29,0,8,7,94,1,46,66.7,0,0.0
97,2023-11-06,2023,REG,9,1,14,47,2,7,2,23,0,39,67.2,0,0.0
98,2023-11-12,2023,REG,10,1,19,67,1,7,4,48,0,50,69.4,0,0.0
99,2023-11-19,2023,REG,11,1,10,64,0,3,2,6,0,46,70.8,0,0.0
100,2023-11-26,2023,REG,12,1,10,32,0,6,5,32,0,53,80.3,0,0.0
101,2023-12-03,2023,REG,13,1,14,18,0,3,2,9,0,35,57.4,0,0.0
102,2023-12-10,2023,REG,14,1,10,51,1,7,5,49,0,49,72.1,0,0.0
103,2023-12-14,2023,REG,15,1,5,9,0,6,4,29,0,26,40.0,0,0.0
104,2023-12-23,2023,REG,16,1,15,65,0,4,3,21,0,45,64.3,0,0.0
105,2023-12-31,2023,REG,17,1,13,46,0,2,1,4,0,47,72.3,0,0.0
106,2024-01-07,2023,REG,18,1,10,11,0,8,7,38,0,63,75.9,0,0.0
107,2024-09-08,2024,REG,1,0,2,10,0,4,4,52,0,31,52.5,8,29.6
108,2024-09-15,2024,REG,2,0,8,38,0,3,3,47,0,31,43.1,4,19.0
109,2024-09-23,2024,REG,3,1,3,35,1,2,2,22,0,13,22.0,4,15.4
0,1970-01-01,2024,DNP,4,0,0,0,0,0,0,0,0,0,0.0,0,0.0
110,2024-10-06,2024,REG,5,0,6,67,0,2,2,30,0,33,49.3,4,12.9
111,2024-10-13,2024,REG,6,1,9,21,0,5,4,47,0,44,74.6,7,24.1
112,2024-10-20,2024,REG,7,1,4,17,0,2,2,3,0,28,40.6,2,7.7
113,2024-10-27,2024,REG,8,0,7,52,0,3,2,6,0,42,56.8,3,11.5
114,2024-11-03,2024,REG,9,1,11,42,1,4,3,41,0,29,46.8,5,22.7
115,2024-11-10,2024,REG,10,1,13,44,2,2,1,7,0,45,70.3,5,15.6
116,2024-11-14,2024,REG,11,1,2,7,0,9,8,89,0,34,51.5,6,22.2
117,2024-11-24,2024,REG,12,0,9,22,0,3,2,2,0,44,62.9,7,18.4
0,1970-01-01,2024,DNP,13,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2024,DNP,14,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2024,DNP,15,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2024,DNP,16,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2024,DNP,17,0,0,0,0,0,0,0,0,0,0.0,0,0.0
118,2025-01-05,2024,REG,18,0,3,12,0,2,2,20,0,35,60.3,1,3.6
119,2025-01-12,2024,POST,19,0,8,27,0,4,3,26,0,34,46.6,0,0.0
120,2025-01-18,2024,POST,20,0,6,47,0,4,4,41,0,28,37.3,0,0.0
121,2025-01-26,2024,POST,21,0,8,15,0,7,5,17,0,47,59.5,5,16.7
