CarGm,Date,Season,Season_type,Week,GS,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,OffSnp,OffSnp%,STSnp,STSnp%
1,2019-09-08,2019,REG,1,0,1,6,0,0,0,0,0,8,9.5,14,35.0
2,2019-09-15,2019,REG,2,0,5,30,0,2,2,6,0,12,20.0,7,33.3
3,2019-09-22,2019,REG,3,0,4,5,0,2,1,0,0,11,18.0,8,26.7
4,2019-09-29,2019,REG,4,0,3,13,0,1,1,1,0,11,14.5,9,28.1
0,1970-01-01,2019,DNP,5,0,0,0,0,0,0,0,0,0,0.0,0,0.0
5,2019-10-14,2019,REG,6,0,0,0,0,0,0,0,0,2,3.6,12,38.7
6,2019-10-20,2019,REG,7,0,10,29,0,4,4,28,0,49,65.3,9,31.0
7,2019-10-27,2019,REG,8,0,7,25,0,4,1,13,0,24,38.7,8,30.8
8,2019-11-03,2019,REG,9,0,9,29,0,3,3,7,0,42,60.9,0,0.0
9,2019-11-10,2019,REG,10,1,5,16,0,1,1,3,0,12,14.6,0,0.0
10,2019-11-17,2019,REG,11,0,2,6,0,1,1,0,0,18,29.0,4,13.8
11,2019-11-24,2019,REG,12,0,4,11,0,2,2,10,0,27,36.5,16,53.3
12,2019-11-28,2019,REG,13,0,3,12,0,3,3,17,0,25,33.8,6,22.2
13,2019-12-08,2019,REG,14,0,2,3,0,1,1,7,0,21,29.6,6,23.1
14,2019-12-15,2019,REG,15,0,2,3,0,5,4,17,0,29,45.3,3,10.3
15,2019-12-22,2019,REG,16,0,3,20,0,0,0,0,0,12,24.0,8,29.6
16,2019-12-29,2019,REG,17,0,3,65,0,2,0,0,0,8,13.3,8,25.8
17,2020-09-13,2020,REG,1,0,0,0,0,0,0,0,0,0,0.0,12,36.4
18,2020-09-20,2020,REG,2,0,0,0,0,1,0,0,0,5,8.5,12,40.0
0,1970-01-01,2020,DNP,3,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2020,DNP,4,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2020,DNP,5,0,0,0,0,0,0,0,0,0,0.0,0,0.0
19,2020-10-18,2020,REG,6,0,3,42,0,1,0,0,0,4,5.6,6,20.7
20,2020-10-25,2020,REG,7,0,0,0,0,0,0,0,0,0,0.0,9,39.1
21,2020-11-01,2020,REG,8,0,3,15,0,1,1,6,0,6,10.5,12,41.4
22,2020-11-09,2020,REG,9,0,0,0,0,0,0,0,0,2,4.3,12,44.4
0,1970-01-01,2020,DNP,10,0,0,0,0,0,0,0,0,0,0.0,0,0.0
23,2020-11-22,2020,REG,11,0,0,0,0,6,4,17,0,14,23.3,9,30.0
24,2020-11-29,2020,REG,12,0,2,3,0,2,1,1,0,10,18.2,0,0.0
25,2020-12-06,2020,REG,13,0,22,104,1,2,2,13,0,39,62.9,2,7.7
26,2020-12-13,2020,REG,14,0,8,16,0,0,0,0,0,20,37.7,1,3.6
27,2020-12-20,2020,REG,15,0,3,16,0,6,6,39,1,22,33.8,0,0.0
28,2020-12-27,2020,REG,16,0,2,13,0,0,0,0,0,18,26.1,5,14.7
29,2021-01-03,2020,REG,17,1,11,45,0,2,2,23,0,34,54.0,0,0.0
30,2021-09-12,2021,REG,1,0,4,15,0,3,1,11,0,35,53.8,9,32.1
31,2021-09-19,2021,REG,2,1,12,50,0,0,0,0,0,33,45.2,2,8.0
32,2021-09-26,2021,REG,3,0,3,17,0,5,1,6,0,31,57.4,6,26.1
33,2021-10-03,2021,REG,4,0,3,1,0,2,2,12,0,20,32.8,6,17.6
34,2021-10-10,2021,REG,5,0,4,12,1,3,2,22,0,22,39.3,0,0.0
0,1970-01-01,2021,DNP,6,0,0,0,0,0,0,0,0,0,0.0,0,0.0
35,2021-10-24,2021,REG,7,0,5,6,0,7,6,65,0,21,32.3,6,22.2
36,2021-10-31,2021,REG,8,0,4,15,0,6,5,71,1,24,28.6,14,50.0
37,2021-11-04,2021,REG,9,0,4,21,0,3,2,40,1,32,41.6,17,56.7
38,2021-11-14,2021,REG,10,1,2,2,0,8,5,36,0,25,32.5,0,0.0
39,2021-11-21,2021,REG,11,0,1,5,0,1,1,8,0,20,33.3,0,0.0
40,2021-11-28,2021,REG,12,0,6,42,0,1,0,0,0,23,34.3,0,0.0
41,2021-12-05,2021,REG,13,0,1,1,0,4,2,14,0,28,47.5,8,33.3
42,2021-12-12,2021,REG,14,1,6,17,0,7,4,40,0,48,72.7,6,20.0
0,1970-01-01,2021,DNP,15,0,0,0,0,0,0,0,0,0,0.0,0,0.0
43,2021-12-26,2021,REG,16,0,0,0,0,0,0,0,0,1,1.7,2,8.3
44,2022-01-02,2021,REG,17,0,5,35,1,4,3,47,0,31,50.8,7,26.9
45,2022-01-09,2021,REG,18,0,1,-1,0,1,0,0,0,15,32.6,12,35.3
46,2022-09-11,2022,REG,1,0,0,0,0,0,0,0,0,0,0.0,5,18.5
47,2022-09-18,2022,REG,2,0,0,0,0,3,1,4,0,13,18.6,11,36.7
48,2022-09-25,2022,REG,3,0,0,0,0,0,0,0,0,1,1.3,10,38.5
49,2022-10-02,2022,REG,4,0,0,0,0,0,0,0,0,0,0.0,11,42.3
50,2022-10-09,2022,REG,5,0,0,0,0,0,0,0,0,0,0.0,14,48.3
51,2022-10-16,2022,REG,6,0,0,0,0,0,0,0,0,0,0.0,14,48.3
52,2022-10-23,2022,REG,7,0,1,3,0,1,1,6,0,10,16.9,17,60.7
53,2022-10-30,2022,REG,8,0,2,6,0,2,0,0,0,19,32.2,12,42.9
54,2022-11-06,2022,REG,9,0,2,17,0,0,0,0,0,7,11.7,11,47.8
0,1970-01-01,2022,DNP,10,0,0,0,0,0,0,0,0,0,0.0,0,0.0
55,2022-11-20,2022,REG,11,0,4,4,0,1,0,0,0,14,28.0,5,16.7
56,2022-11-27,2022,REG,12,0,5,62,1,2,1,16,0,15,23.8,14,56.0
57,2022-12-04,2022,REG,13,0,1,3,0,7,6,38,0,28,32.9,13,40.6
58,2022-12-11,2022,REG,14,0,0,0,0,0,0,0,0,0,0.0,23,76.7
59,2022-12-18,2022,REG,15,0,0,0,0,0,0,0,0,0,0.0,13,46.4
60,2022-12-22,2022,REG,16,0,2,7,0,0,0,0,0,12,20.3,4,18.2
61,2023-01-01,2022,REG,17,1,8,46,0,5,1,11,0,33,47.1,5,20.0
62,2023-01-08,2022,REG,18,0,5,12,0,3,2,13,0,21,37.5,10,45.5
0,1970-01-01,2023,DNP,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2023,DNP,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2023,DNP,3,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2023,DNP,4,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2023,DNP,5,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2023,DNP,6,0,0,0,0,0,0,0,0,0,0.0,0,0.0
63,2023-10-22,2023,REG,7,0,0,0,0,0,0,0,0,1,1.4,8,33.3
64,2023-10-26,2023,REG,8,0,0,0,0,0,0,0,0,0,0.0,10,38.5
65,2023-11-05,2023,REG,9,0,0,0,0,0,0,0,0,0,0.0,8,38.1
66,2023-11-13,2023,REG,10,0,1,2,0,0,0,0,0,1,1.9,8,29.6
67,2023-11-19,2023,REG,11,0,3,11,0,3,3,47,1,16,21.1,6,22.2
68,2023-11-26,2023,REG,12,0,6,19,0,0,0,0,0,11,11.6,7,19.4
0,1970-01-01,2023,DNP,13,0,0,0,0,0,0,0,0,0,0.0,0,0.0
69,2023-12-10,2023,REG,14,0,5,19,0,2,2,2,0,16,20.8,9,37.5
70,2023-12-17,2023,REG,15,0,9,54,0,1,1,4,0,20,29.4,2,8.3
0,1970-01-01,2023,DNP,16,0,0,0,0,0,0,0,0,0,0.0,0,0.0
71,2023-12-31,2023,REG,17,0,5,22,0,0,0,0,0,13,18.8,4,13.8
72,2024-01-07,2023,REG,18,0,1,5,0,1,1,9,0,13,16.7,3,16.7
73,2024-01-15,2023,POST,19,0,8,26,0,2,0,0,0,15,22.4,14,51.9
74,2024-01-21,2023,POST,20,0,7,40,0,1,1,14,0,21,27.3,6,24.0
75,2024-09-08,2024,REG,1,0,2,7,0,1,0,0,0,14,22.6,8,29.6
76,2024-09-12,2024,REG,2,0,1,-1,0,2,1,33,0,7,15.6,4,19.0
77,2024-09-23,2024,REG,3,0,3,18,0,3,3,28,1,18,28.1,4,16.0
78,2024-09-29,2024,REG,4,0,1,3,1,0,0,0,0,11,18.6,12,44.4
79,2024-10-06,2024,REG,5,0,3,15,0,0,0,0,0,21,34.4,12,38.7
80,2024-10-14,2024,REG,6,1,4,34,0,0,0,0,0,25,36.2,3,12.0
81,2024-10-20,2024,REG,7,0,0,0,0,1,1,4,1,12,21.8,6,21.4
82,2024-10-27,2024,REG,8,0,0,0,0,1,0,0,0,15,19.7,3,13.0
83,2024-11-03,2024,REG,9,0,3,23,0,0,0,0,0,19,28.8,8,32.0
84,2024-11-10,2024,REG,10,0,0,0,0,3,3,32,0,22,29.7,9,36.0
85,2024-11-17,2024,REG,11,0,5,18,0,1,0,0,0,33,45.2,8,33.3
0,1970-01-01,2024,DNP,12,0,0,0,0,0,0,0,0,0,0.0,0,0.0
86,2024-12-01,2024,REG,13,0,5,28,0,1,1,9,0,16,27.6,3,12.0
87,2024-12-08,2024,REG,14,0,0,0,0,3,2,55,1,21,35.0,4,12.1
88,2024-12-15,2024,REG,15,0,2,9,0,5,5,114,0,21,30.0,7,19.4
89,2024-12-22,2024,REG,16,0,6,30,0,1,0,0,0,23,39.0,5,20.8
90,2024-12-29,2024,REG,17,0,4,16,0,1,1,9,0,21,30.0,7,31.8
91,2025-01-05,2024,REG,18,0,2,13,0,2,1,0,0,17,25.4,10,40.0
92,2025-01-12,2024,POST,19,1,9,44,0,2,2,26,1,34,44.7,3,13.6
93,2025-01-19,2024,POST,20,0,5,31,0,1,1,8,0,21,34.4,9,39.1
94,2025-01-26,2024,POST,21,0,6,19,0,1,1,0,0,30,41.1,8,33.3
