CarGm,Date,Season,Season_type,Week,GS,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,OffSnp,OffSnp%,STSnp,STSnp%
0,1970-01-01,2017,DNP,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0
1,2017-09-17,2017,REG,2,0,0,0,0,0,0,0,0,0,0.0,8,28.6
2,2017-09-24,2017,REG,3,0,0,0,0,0,0,0,0,0,0.0,12,36.4
3,2017-09-28,2017,REG,4,0,13,49,1,0,0,0,0,30,54.5,8,30.8
4,2017-10-08,2017,REG,5,1,19,125,1,1,1,9,0,53,88.3,0,0.0
5,2017-10-15,2017,REG,6,0,13,41,0,4,1,1,0,43,65.2,3,11.5
6,2017-10-22,2017,REG,7,1,17,131,1,5,3,7,0,44,80.0,0,0.0
0,1970-01-01,2017,DNP,8,0,0,0,0,0,0,0,0,0,0.0,0,0.0
7,2017-11-06,2017,REG,9,1,5,12,0,5,2,-1,0,20,33.9,0,0.0
8,2017-11-12,2017,REG,10,1,3,12,0,1,1,0,0,6,9.1,0,0.0
0,1970-01-01,2017,DNP,11,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2017,DNP,12,0,0,0,0,0,0,0,0,0,0.0,0,0.0
9,2017-12-03,2017,REG,13,0,1,20,1,0,0,0,0,2,3.6,0,0.0
10,2017-12-10,2017,REG,14,0,4,-2,0,0,0,0,0,8,10.5,0,0.0
11,2017-12-17,2017,REG,15,0,3,47,0,2,1,6,0,26,37.7,1,3.8
12,2017-12-23,2017,REG,16,0,3,13,0,0,0,0,0,4,6.0,0,0.0
0,1970-01-01,2017,DNP,17,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2018,DNP,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2018,DNP,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0
13,2018-09-23,2018,REG,3,0,6,42,0,1,1,5,0,17,24.6,7,24.1
14,2018-09-30,2018,REG,4,0,11,65,1,1,1,17,0,29,38.2,1,4.3
15,2018-10-07,2018,REG,5,0,7,40,0,3,2,19,0,22,27.2,3,10.7
16,2018-10-15,2018,REG,6,1,8,41,0,1,0,0,0,19,26.8,3,9.1
0,1970-01-01,2018,DNP,7,0,0,0,0,0,0,0,0,0,0.0,0,0.0
17,2018-10-28,2018,REG,8,1,12,86,1,2,2,0,0,32,61.5,2,5.9
18,2018-11-04,2018,REG,9,1,14,75,0,4,2,10,0,43,58.1,2,7.4
19,2018-11-11,2018,REG,10,1,15,145,2,5,3,27,0,42,73.7,0,0.0
20,2018-11-15,2018,REG,11,1,11,40,1,6,5,63,1,44,89.8,0,0.0
21,2018-11-25,2018,REG,12,1,17,72,1,5,3,21,0,40,75.5,0,0.0
22,2018-12-02,2018,REG,13,1,11,36,1,4,4,16,0,39,51.3,0,0.0
23,2018-12-09,2018,REG,14,0,17,78,1,3,3,28,0,42,64.6,1,3.6
24,2018-12-16,2018,REG,15,1,4,8,0,0,0,0,0,7,10.3,0,0.0
0,1970-01-01,2018,DNP,16,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2018,DNP,17,0,0,0,0,0,0,0,0,0,0.0,0,0.0
25,2019-09-05,2019,REG,1,1,13,39,0,1,1,0,0,37,60.7,0,0.0
26,2019-09-15,2019,REG,2,1,23,116,1,6,4,34,0,42,59.2,0,0.0
27,2019-09-22,2019,REG,3,1,10,19,2,1,1,4,0,21,38.9,0,0.0
28,2019-09-26,2019,REG,4,1,13,21,1,7,6,37,0,66,83.5,0,0.0
29,2019-10-06,2019,REG,5,1,19,107,4,8,7,75,0,48,66.7,0,0.0
30,2019-10-14,2019,REG,6,1,11,47,0,7,4,13,0,36,48.6,0,0.0
31,2019-10-20,2019,REG,7,1,12,50,0,4,4,33,1,33,56.9,0,0.0
32,2019-10-27,2019,REG,8,1,13,67,0,8,7,159,2,42,62.7,0,0.0
33,2019-11-03,2019,REG,9,1,8,30,0,3,1,-1,0,30,60.0,0,0.0
34,2019-11-10,2019,REG,10,1,13,93,3,0,0,0,0,32,50.0,0,0.0
0,1970-01-01,2019,DNP,11,0,0,0,0,0,0,0,0,0,0.0,0,0.0
35,2019-11-24,2019,REG,12,1,13,38,0,1,0,0,0,41,51.9,0,0.0
36,2019-12-01,2019,REG,13,1,11,18,0,6,4,13,0,38,58.5,0,0.0
37,2019-12-08,2019,REG,14,1,16,134,1,7,6,58,0,35,58.3,0,0.0
38,2019-12-15,2019,REG,15,1,13,51,2,0,0,0,0,35,59.3,0,0.0
39,2019-12-23,2019,REG,16,1,23,154,2,3,2,6,0,52,67.5,0,0.0
40,2019-12-29,2019,REG,17,1,25,100,0,6,2,43,0,75,85.2,0,0.0
41,2020-01-12,2019,POST,19,1,21,62,2,2,1,4,0,53,82.8,0,0.0
