CarGm,Date,Season,Season_type,Week,GS,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,OffSnp,OffSnp%,STSnp,STSnp%
1,2024-09-08,2024,REG,1,0,9,62,0,3,2,14,0,20,31.3,4,14.8
2,2024-09-15,2024,REG,2,0,7,22,0,0,0,0,0,17,35.4,5,19.2
3,2024-09-22,2024,REG,3,0,9,70,0,3,3,14,0,18,31.6,4,18.2
4,2024-09-29,2024,REG,4,0,10,49,1,2,1,6,0,32,41.6,0,0.0
5,2024-10-03,2024,REG,5,0,9,44,0,2,2,12,0,23,43.4,3,9.4
6,2024-10-13,2024,REG,6,1,14,81,1,2,2,24,0,49,63.6,2,5.4
7,2024-10-21,2024,REG,7,0,9,23,1,3,3,54,0,29,35.4,8,27.6
8,2024-10-27,2024,REG,8,0,9,44,0,7,7,40,0,31,42.5,0,0.0
9,2024-11-04,2024,REG,9,0,7,24,0,3,3,10,0,19,34.5,5,17.9
10,2024-11-10,2024,REG,10,0,13,73,1,3,3,14,0,28,45.9,5,17.2
0,1970-01-01,2024,DNP,11,0,0,0,0,0,0,0,0,0,0.0,0,0.0
11,2024-11-24,2024,REG,12,0,12,88,1,6,6,64,0,34,52.3,2,10.0
12,2024-12-01,2024,REG,13,0,25,152,1,3,3,33,0,43,53.8,3,8.3
13,2024-12-08,2024,REG,14,0,4,3,0,1,1,15,0,10,16.1,0,0.0
14,2024-12-15,2024,REG,15,0,15,117,0,2,2,-4,0,32,44.4,0,0.0
15,2024-12-22,2024,REG,16,0,16,68,1,3,3,24,0,41,56.9,0,0.0
16,2024-12-29,2024,REG,17,1,20,113,0,4,4,77,0,42,54.5,0,0.0
17,2025-01-05,2024,REG,18,1,19,89,1,5,2,-5,0,48,71.6,0,0.0
18,2025-01-12,2024,POST,19,1,17,77,0,2,2,6,1,33,68.8,0,0.0
