CarGm,Date,Season,Season_type,Week,GS,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,OffSnp,OffSnp%,STSnp,STSnp%
0,1970-01-01,2023,DNP,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0
1,2023-09-17,2023,REG,2,0,3,5,0,0,0,0,0,5,10.0,0,0.0
2,2023-09-24,2023,REG,3,0,2,6,0,1,1,6,0,8,10.1,0,0.0
0,1970-01-01,2023,DNP,4,0,0,0,0,0,0,0,0,0,0.0,0,0.0
3,2023-10-09,2023,REG,5,0,0,0,0,0,0,0,0,1,1.7,0,0.0
0,1970-01-01,2023,DNP,6,0,0,0,0,0,0,0,0,0,0.0,0,0.0
4,2023-10-22,2023,REG,7,0,2,19,0,2,2,8,0,5,7.8,2,8.0
0,1970-01-01,2023,DNP,8,0,0,0,0,0,0,0,0,0,0.0,0,0.0
5,2023-11-05,2023,REG,9,0,4,43,0,0,0,0,0,8,11.1,0,0.0
6,2023-11-12,2023,REG,10,0,0,0,0,0,0,0,0,3,4.4,0,0.0
7,2023-11-19,2023,REG,11,0,3,12,0,2,1,9,0,6,8.3,0,0.0
0,1970-01-01,2023,DNP,12,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2023,DNP,13,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2023,DNP,14,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2023,DNP,15,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2023,DNP,16,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2023,DNP,17,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,1970-01-01,2023,DNP,18,0,0,0,0,0,0,0,0,0,0.0,0,0.0
8,2024-01-14,2023,POST,19,0,8,20,0,0,0,0,0,15,26.8,0,0.0
9,2024-01-20,2023,POST,20,0,4,16,0,1,1,11,0,5,7.5,0,0.0
10,2024-09-06,2024,REG,1,0,4,46,0,3,2,2,0,16,23.9,0,0.0
11,2024-09-15,2024,REG,2,0,5,9,0,0,0,0,0,13,18.6,0,0.0
12,2024-09-22,2024,REG,3,0,12,50,0,2,2,35,1,26,41.3,0,0.0
13,2024-09-29,2024,REG,4,0,8,27,0,1,0,0,0,30,39.5,0,0.0
14,2024-10-06,2024,REG,5,0,6,24,0,1,1,-9,0,15,25.4,0,0.0
15,2024-10-13,2024,REG,6,0,7,54,0,2,1,19,0,23,31.5,0,0.0
16,2024-10-20,2024,REG,7,0,5,11,0,0,0,0,0,12,20.7,0,0.0
17,2024-10-27,2024,REG,8,0,4,5,0,2,2,-2,0,12,17.1,0,0.0
18,2024-11-03,2024,REG,9,0,4,28,1,1,1,1,0,13,20.0,0,0.0
0,1970-01-01,2024,DNP,10,0,0,0,0,0,0,0,0,0,0.0,0,0.0
19,2024-11-17,2024,REG,11,0,2,17,0,0,0,0,0,3,6.5,0,0.0
20,2024-11-24,2024,REG,12,0,9,41,0,0,0,0,0,15,20.8,0,0.0
21,2024-11-28,2024,REG,13,0,2,20,0,0,0,0,0,4,7.4,0,0.0
22,2024-12-05,2024,REG,14,0,1,7,0,0,0,0,0,3,6.0,0,0.0
23,2024-12-15,2024,REG,15,0,3,9,0,0,0,0,0,6,9.4,0,0.0
24,2024-12-23,2024,REG,16,0,11,52,1,1,1,4,0,25,36.2,0,0.0
25,2024-12-29,2024,REG,17,0,6,29,1,0,0,0,0,20,31.7,0,0.0
26,2025-01-05,2024,REG,18,0,14,73,1,1,1,-2,0,27,41.5,0,0.0
27,2025-01-12,2024,POST,19,0,3,6,0,3,1,23,0,11,16.7,0,0.0
