CarGm,Date,Season,Season_type,Week,GS,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,OffSnp,OffSnp%,STSnp,STSnp%
1,2022-09-11,2022,REG,1,0,6,14,0,2,2,7,0,17,27.4,16,66.7
2,2022-09-18,2022,REG,2,0,2,1,0,2,0,0,0,9,13.4,10,38.5
3,2022-09-25,2022,REG,3,0,0,0,0,0,0,0,0,6,9.2,10,40.0
4,2022-10-02,2022,REG,4,0,3,6,1,5,5,50,0,24,37.5,11,36.7
5,2022-10-09,2022,REG,5,0,5,14,0,4,3,28,0,31,39.2,7,31.8
6,2022-10-16,2022,REG,6,0,4,12,0,4,3,11,0,16,22.2,10,35.7
7,2022-10-23,2022,REG,7,0,6,24,0,2,1,8,0,29,43.3,10,41.7
8,2022-10-27,2022,REG,8,0,4,19,0,3,3,24,0,18,26.5,12,38.7
9,2022-11-06,2022,REG,9,0,8,27,0,3,3,7,0,29,34.5,11,33.3
10,2022-11-13,2022,REG,10,1,22,105,0,0,0,0,0,48,64.0,4,19.0
0,1970-01-01,2022,DNP,11,0,0,0,0,0,0,0,0,0,0.0,0,0.0
11,2022-11-27,2022,REG,12,1,14,64,0,9,9,45,0,62,89.9,9,29.0
12,2022-12-05,2022,REG,13,1,9,28,0,8,6,41,1,33,41.3,5,18.5
13,2022-12-11,2022,REG,14,1,13,56,0,5,5,21,0,40,52.6,3,14.3
14,2022-12-18,2022,REG,15,1,11,38,0,2,1,5,0,29,39.2,1,4.0
15,2022-12-25,2022,REG,16,1,7,36,0,4,4,17,1,29,35.8,0,0.0
16,2023-01-01,2022,REG,17,1,11,22,0,5,5,26,0,39,50.0,1,3.2
17,2023-01-08,2022,REG,18,1,4,15,0,0,0,0,0,10,18.2,0,0.0
18,2023-01-16,2022,POST,19,1,7,41,0,6,4,36,0,46,56.1,1,4.3
19,2023-09-10,2023,REG,1,1,17,39,0,2,2,10,0,54,79.4,0,0.0
20,2023-09-17,2023,REG,2,1,17,73,1,5,5,30,0,51,71.8,0,0.0
21,2023-09-25,2023,REG,3,1,14,38,0,3,3,24,0,43,91.5,0,0.0
22,2023-10-01,2023,REG,4,1,15,56,0,3,3,22,0,50,70.4,0,0.0
0,1970-01-01,2023,DNP,5,0,0,0,0,0,0,0,0,0,0.0,0,0.0
23,2023-10-15,2023,REG,6,1,7,26,0,4,3,12,0,44,78.6,0,0.0
24,2023-10-22,2023,REG,7,1,13,34,0,6,6,65,0,55,75.3,0,0.0
25,2023-10-26,2023,REG,8,1,9,39,0,7,7,70,0,56,82.4,0,0.0
26,2023-11-05,2023,REG,9,1,20,73,2,4,4,46,0,53,80.3,0,0.0
27,2023-11-12,2023,REG,10,1,20,51,0,3,2,47,1,46,70.8,0,0.0
28,2023-11-19,2023,REG,11,1,9,30,1,7,6,28,0,57,80.3,0,0.0
29,2023-11-26,2023,REG,12,1,15,100,0,2,2,10,0,52,86.7,0,0.0
30,2023-12-03,2023,REG,13,1,20,84,1,5,3,22,0,54,87.1,0,0.0
31,2023-12-10,2023,REG,14,1,25,102,0,2,2,33,1,57,83.8,0,0.0
32,2023-12-17,2023,REG,15,1,21,89,0,2,2,50,1,50,80.6,0,0.0
33,2023-12-24,2023,REG,16,1,20,39,1,7,6,38,0,50,67.6,0,0.0
34,2023-12-31,2023,REG,17,1,11,42,0,4,4,24,0,41,73.2,0,0.0
35,2024-01-07,2023,REG,18,1,19,75,0,4,4,18,0,48,73.8,0,0.0
36,2024-01-15,2023,POST,19,1,18,72,0,3,1,3,0,49,70.0,0,0.0
37,2024-01-21,2023,POST,20,1,9,55,0,5,4,36,1,50,78.1,0,0.0
38,2024-09-08,2024,REG,1,1,15,31,0,6,6,75,0,45,70.3,0,0.0
39,2024-09-15,2024,REG,2,1,10,18,0,1,1,5,0,34,70.8,0,0.0
40,2024-09-22,2024,REG,3,1,6,17,0,6,5,18,0,42,73.7,0,0.0
41,2024-09-29,2024,REG,4,1,10,49,0,3,2,35,0,45,58.4,0,0.0
42,2024-10-03,2024,REG,5,1,10,72,0,3,3,-6,0,34,64.2,0,0.0
0,1970-01-01,2024,DNP,6,0,0,0,0,0,0,0,0,0,0.0,0,0.0
43,2024-10-21,2024,REG,7,1,10,40,0,6,6,71,2,39,47.6,0,0.0
44,2024-10-27,2024,REG,8,1,6,29,0,6,5,38,1,41,56.2,0,0.0
45,2024-11-04,2024,REG,9,1,3,19,1,3,3,16,0,34,61.8,0,0.0
46,2024-11-10,2024,REG,10,1,10,31,0,7,6,39,1,37,60.7,0,0.0
0,1970-01-01,2024,DNP,11,0,0,0,0,0,0,0,0,0,0.0,0,0.0
47,2024-11-24,2024,REG,12,1,12,37,1,1,1,10,0,32,49.2,0,0.0
48,2024-12-01,2024,REG,13,1,11,76,0,1,1,2,0,42,52.5,0,0.0
49,2024-12-08,2024,REG,14,1,17,90,1,3,2,19,1,47,75.8,0,0.0
50,2024-12-15,2024,REG,15,1,15,64,0,2,2,17,1,37,51.4,0,0.0
51,2024-12-22,2024,REG,16,1,3,10,0,8,7,50,0,36,50.0,0,0.0
52,2024-12-29,2024,REG,17,1,6,30,0,1,1,4,0,28,36.4,0,0.0
53,2025-01-05,2024,REG,18,0,0,0,0,0,0,0,0,18,26.9,0,0.0
54,2025-01-12,2024,POST,19,0,1,1,0,2,2,14,0,18,37.5,5,23.8
