CarGm,Date,Season,Season_type,Week,Team,GS,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,OffSnp,OffSnp%,STSnp,STSnp%
1,2017-09-11,2017,REG,1,NOR,0,7,18,0,6,4,20,0,31,50.0,8,27.6
2,2017-09-17,2017,REG,2,NOR,0,1,3,0,7,3,51,0,17,26.2,8,25.8
3,2017-09-24,2017,REG,3,NOR,0,2,37,1,5,3,5,0,17,29.3,4,15.4
4,2017-10-01,2017,REG,4,NOR,0,5,25,0,10,10,71,1,26,35.1,1,5.3
0,,2017,BYE,5,NOR,0,0,0,0,0,0,0,0,0,0.0,0,0.0
5,2017-10-15,2017,REG,6,NOR,1,10,75,0,3,3,12,0,31,43.7,7,15.2
6,2017-10-22,2017,REG,7,NOR,0,9,57,0,7,5,50,0,37,48.7,0,0.0
7,2017-10-29,2017,REG,8,NOR,0,8,28,1,3,3,48,0,31,50.8,1,3.8
8,2017-11-05,2017,REG,9,NOR,0,10,68,1,7,6,84,1,26,43.3,1,3.7
9,2017-11-12,2017,REG,10,NOR,0,12,106,1,5,5,32,0,29,37.7,1,3.6
10,2017-11-19,2017,REG,11,NOR,0,8,42,0,9,6,74,1,46,64.8,0,0.0
11,2017-11-26,2017,REG,12,NOR,1,5,87,1,6,6,101,1,32,56.1,1,3.0
12,2017-12-03,2017,REG,13,NOR,1,9,60,2,6,5,66,0,37,57.8,1,3.4
13,2017-12-07,2017,REG,14,NOR,0,1,2,0,3,3,25,0,6,11.5,0,0.0
14,2017-12-17,2017,REG,15,NOR,0,12,44,0,7,6,45,1,32,47.8,1,3.3
15,2017-12-24,2017,REG,16,NOR,0,12,32,0,9,7,58,0,37,57.8,4,13.8
16,2017-12-31,2017,REG,17,NOR,0,9,44,1,7,6,84,0,31,53.4,6,23.1
17,2018-01-07,2017,POST,18,NOR,1,10,23,1,3,1,10,0,37,63.8,6,19.4
18,2018-01-14,2017,POST,19,NOR,0,11,43,0,7,4,62,1,45,66.2,6,20.0
19,2018-09-09,2018,REG,1,NOR,1,8,29,2,12,9,112,1,52,81.3,0,0.0
20,2018-09-16,2018,REG,2,NOR,1,13,46,0,6,6,53,0,51,77.3,2,7.4
21,2018-09-23,2018,REG,3,NOR,1,16,66,0,20,15,124,0,67,84.8,3,8.3
22,2018-09-30,2018,REG,4,NOR,1,19,134,3,9,5,47,0,59,84.3,1,3.4
