CarGm,Date,Season,Season_type,Week,Team,GS,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,OffSnp,OffSnp%,STSnp,STSnp%
0,,2021,DNP,1,MIN,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,,2021,DNP,2,MIN,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,,2021,DNP,3,MIN,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,,2021,DNP,4,MIN,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,,2021,DNP,5,MIN,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,,2021,DNP,6,MIN,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,,2021,BYE,7,MIN,0,0,0,0,0,0,0,0,0,0.0,0,0.0
1,2021-10-31,2021,REG,8,MIN,0,0,0,0,0,0,0,0,0,0.0,5,16.7
2,2021-11-07,2021,REG,9,MIN,0,1,9,0,0,0,0,0,0,0.0,15,45.5
3,2021-11-14,2021,REG,10,MIN,0,0,0,0,0,0,0,0,0,0.0,6,21.4
4,2021-11-21,2021,REG,11,MIN,0,0,0,0,0,0,0,0,0,0.0,6,21.4
5,2021-11-28,2021,REG,12,MIN,0,1,7,0,0,0,0,0,2,3.6,7,25.0
6,2021-12-05,2021,REG,13,MIN,0,2,0,0,3,2,4,0,9,11.8,6,22.2
7,2021-12-09,2021,REG,14,MIN,0,0,0,0,0,0,0,0,0,0.0,6,18.2
8,2021-12-20,2021,REG,15,MIN,0,3,33,0,0,0,0,0,5,7.8,3,14.3
9,2021-12-26,2021,REG,16,MIN,0,5,8,0,2,2,5,0,12,19.0,12,38.7
10,2022-01-02,2021,REG,17,MIN,0,0,0,0,0,0,0,0,0,0.0,8,29.6
11,2022-01-09,2021,REG,18,MIN,0,1,4,0,0,0,0,0,1,2.1,5,20.0
12,2022-09-11,2022,REG,1,MIN,0,0,0,0,0,0,0,0,0,0.0,6,26.1
13,2022-09-19,2022,REG,2,MIN,0,0,0,0,0,0,0,0,0,0.0,9,42.9
14,2022-09-25,2022,REG,3,MIN,0,0,0,0,0,0,0,0,0,0.0,6,21.4
15,2022-10-02,2022,REG,4,MIN,0,0,0,0,0,0,0,0,0,0.0,6,19.4
16,2022-10-09,2022,REG,5,MIN,0,0,0,0,0,0,0,0,0,0.0,8,34.8
17,2022-10-16,2022,REG,6,MIN,0,0,0,0,0,0,0,0,0,0.0,18,58.1
0,,2022,BYE,7,MIN,0,0,0,0,0,0,0,0,0,0.0,0,0.0
18,2022-10-30,2022,REG,8,MIN,0,0,0,0,0,0,0,0,0,0.0,10,33.3
19,2022-11-06,2022,REG,9,MIN,0,0,0,0,0,0,0,0,0,0.0,6,21.4
20,2022-11-13,2022,REG,10,MIN,0,0,0,0,0,0,0,0,0,0.0,12,36.4
21,2022-11-20,2022,REG,11,MIN,0,4,1,0,1,1,5,0,7,12.3,15,53.6
22,2022-11-24,2022,REG,12,MIN,0,0,0,0,0,0,0,0,0,0.0,8,24.2
23,2022-12-04,2022,REG,13,MIN,0,0,0,0,0,0,0,0,0,0.0,7,21.9
24,2022-12-11,2022,REG,14,MIN,0,0,0,0,0,0,0,0,0,0.0,7,24.1
25,2022-12-17,2022,REG,15,MIN,0,0,0,0,0,0,0,0,0,0.0,10,23.3
26,2022-12-24,2022,REG,16,MIN,0,0,0,0,0,0,0,0,0,0.0,6,20.7
27,2023-01-01,2022,REG,17,MIN,0,0,0,0,0,0,0,0,1,1.7,13,46.4
28,2023-01-08,2022,REG,18,MIN,0,5,13,0,1,1,16,0,10,14.1,7,30.4
0,,2023,DNP,1,MIN,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,,2023,DNP,2,MIN,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,,2023,DNP,3,MIN,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,,2023,DNP,4,MIN,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,,2023,DNP,5,MIN,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,,2023,DNP,6,MIN,0,0,0,0,0,0,0,0,0,0.0,0,0.0
29,2023-10-23,2023,REG,7,MIN,0,0,0,0,0,0,0,0,0,0.0,11,50.0
0,,2023,DNP,8,MIN,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,,2023,DNP,9,MIN,0,0,0,0,0,0,0,0,0,0.0,0,0.0
30,2023-11-12,2023,REG,10,MIN,0,2,9,0,0,0,0,0,3,4.1,13,44.8
31,2023-11-19,2023,REG,11,MIN,0,0,0,0,0,0,0,0,0,0.0,14,51.9
32,2023-11-27,2023,REG,12,MIN,0,0,0,0,0,0,0,0,0,0.0,8,40.0
0,,2023,BYE,13,MIN,0,0,0,0,0,0,0,0,0,0.0,0,0.0
33,2023-12-10,2023,REG,14,MIN,0,2,3,0,0,0,0,0,3,4.2,6,27.3
34,2023-12-16,2023,REG,15,MIN,0,1,1,0,0,0,0,0,7,10.3,11,40.7
35,2023-12-24,2023,REG,16,MIN,0,0,0,0,0,0,0,0,0,0.0,6,23.1
36,2023-12-31,2023,REG,17,MIN,0,0,0,0,0,0,0,0,0,0.0,11,45.8
37,2024-01-07,2023,REG,18,MIN,0,0,0,0,0,0,0,0,0,0.0,13,46.4
0,,2024,DNP,1,NYJ,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,,2024,DNP,2,NYJ,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,,2024,DNP,3,NYJ,0,0,0,0,0,0,0,0,0,0.0,0,0.0
