CarGm,Date,Season,Season_type,Week,Team,GS,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,OffSnp,OffSnp%,STSnp,STSnp%
1,2019-09-08,2019,REG,1,PHI,0,11,25,0,2,1,2,0,36,48.6,0,0.0
2,2019-09-15,2019,REG,2,PHI,1,10,28,0,4,3,9,0,34,42.0,2,8.3
3,2019-09-22,2019,REG,3,PHI,1,13,53,0,4,2,73,0,25,33.8,7,23.3
4,2019-09-26,2019,REG,4,PHI,1,11,72,0,0,0,0,0,22,35.5,6,22.2
5,2019-10-06,2019,REG,5,PHI,1,9,15,0,5,4,49,0,28,42.4,2,7.4
6,2019-10-13,2019,REG,6,PHI,0,3,6,0,3,3,86,1,19,29.7,7,24.1
7,2019-10-20,2019,REG,7,PHI,0,6,21,0,3,3,11,0,32,53.3,7,28.0
8,2019-10-27,2019,REG,8,PHI,0,3,74,1,3,3,44,0,13,17.8,3,11.5
9,2019-11-03,2019,REG,9,PHI,0,10,42,0,3,3,31,0,32,38.1,3,10.3
0,,2019,BYE,10,PHI,0,0,0,0,0,0,0,0,0,0.0,0,0.0
10,2019-11-17,2019,REG,11,PHI,1,11,38,0,4,2,9,0,61,84.7,0,0.0
11,2019-11-24,2019,REG,12,PHI,1,12,63,0,5,3,23,0,63,85.1,0,0.0
12,2019-12-01,2019,REG,13,PHI,1,17,83,0,5,5,22,1,61,88.4,0,0.0
13,2019-12-09,2019,REG,14,PHI,1,15,45,0,5,4,24,0,50,56.8,0,0.0
14,2019-12-15,2019,REG,15,PHI,1,19,122,1,6,6,50,1,55,71.4,0,0.0
15,2019-12-22,2019,REG,16,PHI,1,20,79,1,6,5,77,0,59,81.9,0,0.0
16,2019-12-29,2019,REG,17,PHI,1,9,52,0,5,3,-1,0,23,31.1,0,0.0
17,2020-01-05,2019,POST,18,PHI,1,14,69,0,5,3,8,0,47,68.1,0,0.0
0,,2020,DNP,1,PHI,0,0,0,0,0,0,0,0,0,0.0,0,0.0
18,2020-09-20,2020,REG,2,PHI,1,20,95,1,7,3,36,0,55,77.5,0,0.0
19,2020-09-27,2020,REG,3,PHI,1,18,95,0,8,4,12,0,71,78.0,0,0.0
20,2020-10-04,2020,REG,4,PHI,1,13,46,0,4,2,30,0,48,77.4,0,0.0
21,2020-10-11,2020,REG,5,PHI,1,11,80,2,4,2,19,0,50,84.7,0,0.0
22,2020-10-18,2020,REG,6,PHI,1,9,118,0,2,1,-6,0,29,40.3,0,0.0
0,,2020,DNP,7,PHI,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,,2020,DNP,8,PHI,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,,2020,BYE,9,PHI,0,0,0,0,0,0,0,0,0,0.0,0,0.0
23,2020-11-15,2020,REG,10,PHI,1,15,85,0,5,2,10,0,48,71.6,0,0.0
24,2020-11-22,2020,REG,11,PHI,1,16,66,0,5,3,15,0,41,60.3,0,0.0
25,2020-11-30,2020,REG,12,PHI,1,6,15,0,3,2,7,0,43,60.6,0,0.0
26,2020-12-06,2020,REG,13,PHI,1,10,31,0,1,0,0,0,35,56.5,0,0.0
27,2020-12-13,2020,REG,14,PHI,1,14,115,2,5,4,21,0,56,81.2,0,0.0
28,2020-12-20,2020,REG,15,PHI,1,17,64,0,2,1,26,0,69,82.1,0,0.0
29,2020-12-27,2020,REG,16,PHI,0,15,57,1,6,4,27,0,57,78.1,0,0.0
0,,2020,DNP,17,PHI,0,0,0,0,0,0,0,0,0,0.0,0,0.0
30,2021-09-12,2021,REG,1,PHI,1,15,74,0,5,4,39,0,47,66.2,0,0.0
31,2021-09-19,2021,REG,2,PHI,1,13,55,0,2,1,4,0,39,67.2,0,0.0
32,2021-09-27,2021,REG,3,PHI,1,2,27,0,4,3,28,0,35,60.3,0,0.0
33,2021-10-03,2021,REG,4,PHI,1,7,13,0,3,3,34,0,47,63.5,0,0.0
34,2021-10-10,2021,REG,5,PHI,1,11,45,0,5,5,6,0,50,74.6,0,0.0
35,2021-10-14,2021,REG,6,PHI,1,9,56,0,4,2,10,0,43,82.7,0,0.0
36,2021-10-24,2021,REG,7,PHI,1,6,30,0,1,1,-3,0,12,17.4,0,0.0
0,,2021,DNP,8,PHI,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,,2021,DNP,9,PHI,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,,2021,DNP,10,PHI,0,0,0,0,0,0,0,0,0,0.0,0,0.0
37,2021-11-21,2021,REG,11,PHI,1,16,94,0,1,0,0,0,36,46.2,0,0.0
38,2021-11-28,2021,REG,12,PHI,1,9,64,0,1,1,0,0,22,32.8,0,0.0
39,2021-12-05,2021,REG,13,PHI,1,24,120,0,3,3,22,0,41,57.7,0,0.0
0,,2021,BYE,14,PHI,0,0,0,0,0,0,0,0,0,0.0,0,0.0
40,2021-12-21,2021,REG,15,PHI,1,18,131,0,2,2,15,0,35,49.3,0,0.0
41,2021-12-26,2021,REG,16,PHI,1,7,45,0,3,1,3,0,19,30.2,0,0.0
0,,2021,DNP,17,PHI,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,,2021,DNP,18,PHI,0,0,0,0,0,0,0,0,0,0.0,0,0.0
42,2022-01-16,2021,POST,19,PHI,1,7,16,0,3,3,12,0,22,33.3,0,0.0
43,2022-09-11,2022,REG,1,PHI,1,13,96,1,2,2,9,0,40,51.9,0,0.0
44,2022-09-19,2022,REG,2,PHI,1,17,80,0,3,3,6,0,39,53.4,0,0.0
45,2022-09-25,2022,REG,3,PHI,1,15,46,0,1,1,-2,0,41,58.6,0,0.0
46,2022-10-02,2022,REG,4,PHI,1,27,134,2,3,2,22,0,55,67.1,0,0.0
47,2022-10-09,2022,REG,5,PHI,1,15,58,0,3,2,6,0,54,74.0,0,0.0
48,2022-10-16,2022,REG,6,PHI,1,18,71,1,1,1,1,0,44,62.0,0,0.0
0,,2022,BYE,7,PHI,0,0,0,0,0,0,0,0,0,0.0,0,0.0
49,2022-10-30,2022,REG,8,PHI,1,9,78,1,0,0,0,0,29,50.9,0,0.0
50,2022-11-03,2022,REG,9,PHI,1,17,93,1,0,0,0,0,42,64.6,0,0.0
51,2022-11-14,2022,REG,10,PHI,0,12,54,0,1,0,0,0,29,58.0,0,0.0
52,2022-11-20,2022,REG,11,PHI,1,13,47,0,1,1,1,0,44,64.7,0,0.0
53,2022-11-27,2022,REG,12,PHI,0,21,143,2,3,3,17,0,43,53.8,0,0.0
54,2022-12-04,2022,REG,13,PHI,1,10,24,1,2,2,14,0,39,53.4,0,0.0
55,2022-12-11,2022,REG,14,PHI,1,17,144,2,3,1,11,0,45,66.2,0,0.0
56,2022-12-18,2022,REG,15,PHI,1,11,42,0,1,1,-13,0,40,54.8,0,0.0
57,2022-12-24,2022,REG,16,PHI,1,21,65,0,1,1,6,0,38,53.5,0,0.0
58,2023-01-01,2022,REG,17,PHI,1,12,61,0,0,0,0,0,22,40.0,0,0.0
59,2023-01-08,2022,REG,18,PHI,1,11,33,0,1,0,0,0,29,39.7,0,0.0
60,2023-01-21,2022,POST,20,PHI,1,17,90,0,0,0,0,0,28,40.0,0,0.0
61,2023-01-29,2022,POST,21,PHI,1,11,42,2,1,1,3,0,22,29.7,0,0.0
62,2023-02-12,2022,POST,22,PHI,1,7,16,0,1,0,0,0,26,34.7,0,0.0
63,2023-09-10,2023,REG,1,CAR,1,18,72,0,6,4,26,0,44,57.1,0,0.0
64,2023-09-18,2023,REG,2,CAR,1,14,43,0,5,3,4,0,37,61.7,0,0.0
65,2023-09-24,2023,REG,3,CAR,1,9,24,1,9,5,38,0,51,64.6,0,0.0
66,2023-10-01,2023,REG,4,CAR,1,13,19,0,3,3,13,0,31,43.1,0,0.0
67,2023-10-08,2023,REG,5,CAR,1,7,32,0,1,0,0,0,33,46.5,0,0.0
0,,2023,DNP,6,CAR,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,,2023,BYE,7,CAR,0,0,0,0,0,0,0,0,0,0.0,0,0.0
68,2023-10-29,2023,REG,8,CAR,0,2,0,0,0,0,0,0,12,17.9,0,0.0
69,2023-11-05,2023,REG,9,CAR,0,6,39,0,5,3,22,0,18,25.4,0,0.0
70,2023-11-09,2023,REG,10,CAR,0,2,-5,0,2,2,15,0,23,38.3,0,0.0
71,2023-11-19,2023,REG,11,CAR,0,11,50,0,1,1,2,0,27,45.8,0,0.0
72,2023-11-26,2023,REG,12,CAR,0,15,28,0,1,0,0,0,27,36.5,1,4.2
73,2023-12-03,2023,REG,13,CAR,0,8,23,0,2,1,6,0,23,31.9,0,0.0
74,2023-12-10,2023,REG,14,CAR,0,10,74,0,0,0,0,0,17,21.3,0,0.0
75,2023-12-17,2023,REG,15,CAR,0,6,2,0,2,2,11,0,18,27.3,0,0.0
76,2023-12-24,2023,REG,16,CAR,0,3,3,0,2,1,5,0,24,36.4,0,0.0
77,2023-12-31,2023,REG,17,CAR,0,2,10,0,2,2,12,0,14,25.9,0,0.0
78,2024-01-07,2023,REG,18,CAR,0,3,18,0,0,0,0,0,7,13.5,0,0.0
79,2024-09-08,2024,REG,1,CAR,0,5,22,0,2,0,0,0,22,37.3,0,0.0
80,2024-09-15,2024,REG,2,CAR,0,7,20,0,3,3,5,0,20,41.7,0,0.0
81,2024-09-22,2024,REG,3,CAR,0,7,17,1,2,2,13,0,31,41.9,1,3.3
82,2024-09-29,2024,REG,4,CAR,0,6,32,0,4,3,14,0,22,31.4,0,0.0
