CarGm,Date,Season,Season_type,Week,Team,GS,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,OffSnp,OffSnp%,STSnp,STSnp%
1,2017-09-10,2017,REG,1,GNB,0,2,9,0,0,0,0,0,6,7.3,0,0.0
2,2017-09-17,2017,REG,2,GNB,0,2,6,0,1,1,5,0,10,13.2,0,0.0
3,2017-09-24,2017,REG,3,GNB,0,1,6,0,0,0,0,0,4,5.7,8,24.2
4,2017-09-28,2017,REG,4,GNB,0,4,11,0,1,1,2,0,12,21.8,5,19.2
5,2017-10-08,2017,REG,5,GNB,0,1,1,0,0,0,0,0,2,3.3,12,46.2
6,2017-10-15,2017,REG,6,GNB,0,0,0,0,0,0,0,0,0,0.0,9,34.6
7,2017-10-22,2017,REG,7,GNB,0,0,0,0,0,0,0,0,0,0.0,11,42.3
0,,2017,BYE,8,GNB,0,0,0,0,0,0,0,0,0,0.0,0,0.0
8,2017-11-06,2017,REG,9,GNB,0,1,1,1,2,2,31,0,9,15.3,9,39.1
9,2017-11-12,2017,REG,10,GNB,0,20,67,0,1,1,7,0,35,53.0,7,24.1
10,2017-11-19,2017,REG,11,GNB,1,18,57,0,6,4,38,0,60,88.2,0,0.0
11,2017-11-26,2017,REG,12,GNB,1,21,66,1,5,4,69,1,45,81.8,0,0.0
12,2017-12-03,2017,REG,13,GNB,1,21,113,1,3,2,10,0,48,87.3,0,0.0
13,2017-12-10,2017,REG,14,GNB,1,15,49,1,7,7,69,1,50,65.8,0,0.0
14,2017-12-17,2017,REG,15,GNB,1,10,30,0,0,0,0,0,42,60.9,0,0.0
15,2017-12-23,2017,REG,16,GNB,1,15,58,0,3,0,0,0,62,92.5,0,0.0
16,2017-12-31,2017,REG,17,GNB,1,22,82,0,5,3,31,0,56,82.4,0,0.0
17,2018-09-09,2018,REG,1,GNB,1,15,47,0,2,0,0,0,37,61.7,0,0.0
18,2018-09-16,2018,REG,2,GNB,1,16,59,0,4,3,12,0,47,61.0,0,0.0
19,2018-09-23,2018,REG,3,GNB,1,5,29,0,3,2,16,0,30,43.5,0,0.0
20,2018-09-30,2018,REG,4,GNB,1,11,27,0,0,0,0,0,28,36.8,0,0.0
21,2018-10-07,2018,REG,5,GNB,1,6,33,0,4,2,19,0,33,40.7,3,10.7
22,2018-10-15,2018,REG,6,GNB,0,6,29,0,3,1,10,0,27,38.0,3,9.1
0,,2018,BYE,7,GNB,0,0,0,0,0,0,0,0,0,0.0,0,0.0
23,2018-10-28,2018,REG,8,GNB,0,4,9,1,1,0,0,0,13,25.0,4,11.8
24,2018-11-04,2018,REG,9,GNB,0,7,34,0,2,2,20,0,31,41.9,4,14.8
25,2018-11-11,2018,REG,10,GNB,0,3,3,0,0,0,0,0,14,24.6,5,19.2
26,2018-11-15,2018,REG,11,GNB,0,1,5,0,0,0,0,0,4,8.2,6,19.4
27,2018-11-25,2018,REG,12,GNB,0,1,5,0,0,0,0,0,13,24.5,9,32.1
28,2018-12-02,2018,REG,13,GNB,0,7,13,0,4,4,14,0,38,50.0,6,19.4
29,2018-12-09,2018,REG,14,GNB,1,4,17,0,1,0,0,0,24,36.9,8,28.6
30,2018-12-16,2018,REG,15,GNB,0,12,55,1,5,4,42,0,59,86.8,2,7.4
31,2018-12-23,2018,REG,16,GNB,1,15,95,1,9,6,61,0,85,94.4,0,0.0
32,2018-12-30,2018,REG,17,GNB,1,8,4,0,3,3,16,0,39,69.6,0,0.0
33,2019-09-05,2019,REG,1,GNB,0,5,0,0,2,2,15,0,24,39.3,13,52.0
34,2019-09-15,2019,REG,2,GNB,0,9,28,0,4,3,13,1,32,45.1,12,41.4
35,2019-09-22,2019,REG,3,GNB,0,12,59,0,2,2,27,0,33,61.1,6,23.1
36,2019-09-26,2019,REG,4,GNB,1,0,0,0,1,1,0,0,1,1.3,0,0.0
0,,2019,DNP,5,GNB,0,0,0,0,0,0,0,0,0,0.0,0,0.0
37,2019-10-14,2019,REG,6,GNB,0,14,104,0,5,4,32,1,39,52.7,10,32.3
38,2019-10-20,2019,REG,7,GNB,0,3,5,0,5,4,26,1,23,39.7,8,29.6
39,2019-10-27,2019,REG,8,GNB,0,7,22,1,3,3,14,1,32,47.8,7,25.9
40,2019-11-03,2019,REG,9,GNB,1,2,10,0,6,6,39,1,22,44.0,12,48.0
41,2019-11-10,2019,REG,10,GNB,0,13,63,0,1,0,0,0,32,50.0,8,34.8
0,,2019,BYE,11,GNB,0,0,0,0,0,0,0,0,0,0.0,0,0.0
42,2019-11-24,2019,REG,12,GNB,0,11,45,0,8,7,35,0,38,48.1,13,50.0
43,2019-12-01,2019,REG,13,GNB,0,10,41,0,4,4,26,0,27,41.5,7,31.8
44,2019-12-08,2019,REG,14,GNB,0,7,24,0,1,0,0,0,25,41.7,8,32.0
45,2019-12-15,2019,REG,15,GNB,0,8,26,0,1,1,7,0,24,40.7,13,52.0
46,2019-12-23,2019,REG,16,GNB,0,6,33,0,2,2,19,0,21,27.3,6,22.2
0,,2019,DNP,17,GNB,0,0,0,0,0,0,0,0,0,0.0,0,0.0
47,2020-01-12,2019,POST,19,GNB,0,1,3,0,1,1,9,0,9,14.1,10,38.5
48,2020-01-19,2019,POST,20,GNB,0,3,6,0,3,2,1,0,20,31.7,13,46.4
49,2020-09-13,2020,REG,1,GNB,0,7,21,0,4,4,21,0,31,39.7,7,26.9
50,2020-09-20,2020,REG,2,GNB,0,8,63,0,0,0,0,0,31,42.5,11,36.7
51,2020-09-27,2020,REG,3,GNB,0,6,14,0,1,1,3,0,19,30.6,9,28.1
52,2020-10-05,2020,REG,4,GNB,1,8,10,0,8,8,95,0,36,57.1,9,39.1
