CarGm,Date,Season,Season_type,Week,Team,GS,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,OffSnp,STSnp
0,1970-01-01,2022,DNP,1,TEN,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2022,DNP,2,TEN,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2022,DNP,3,TEN,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2022,DNP,4,TEN,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2022,DNP,5,TEN,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2022,BYE,6,TEN,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2022,DNP,7,TEN,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2022,DNP,8,TEN,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2022,DNP,9,TEN,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2022,DNP,10,TEN,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2022,DNP,11,TEN,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2022,DNP,12,TEN,0,0,0,0,0,0,0,0,0,0
1,2022-12-04,2022,REG,13,TEN,0,5,13,0,0,0,0,0,7,4
2,2022-12-11,2022,REG,14,TEN,0,0,0,0,2,2,8,0,7,12
3,2022-12-18,2022,REG,15,TEN,0,0,0,0,0,0,0,0,1,7
4,2022-12-24,2022,REG,16,TEN,0,0,0,0,0,0,0,0,0,8
5,2022-12-29,2022,REG,17,TEN,0,4,-1,0,1,1,33,0,14,14
6,2023-01-07,2022,REG,18,TEN,0,0,0,0,0,0,0,0,0,4
7,2023-09-10,2023,REG,1,TEN,0,0,0,0,0,0,0,0,6,19
8,2023-09-17,2023,REG,2,TEN,0,0,0,0,0,0,0,0,1,15
9,2023-09-24,2023,REG,3,TEN,0,0,0,0,0,0,0,0,0,3
0,1970-01-01,2023,DNP,4,TEN,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2023,DNP,5,TEN,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2023,DNP,6,TEN,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2023,BYE,7,TEN,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2023,DNP,8,TEN,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2023,DNP,9,TEN,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2023,DNP,10,TEN,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2023,DNP,11,TEN,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2023,DNP,12,TEN,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2023,DNP,13,TEN,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2023,DNP,14,TEN,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2023,DNP,15,TEN,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2023,DNP,16,TEN,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2023,DNP,17,TEN,0,0,0,0,0,0,0,0,0,0
0,1970-01-01,2023,DNP,18,TEN,0,0,0,0,0,0,0,0,0,0
10,2024-09-08,2024,REG,1,TEN,0,0,0,0,0,0,0,0,0,21
11,2024-09-15,2024,REG,2,TEN,0,0,0,0,0,0,0,0,1,17
12,2024-09-22,2024,REG,3,TEN,0,0,0,0,0,0,0,0,0,13
13,2024-09-30,2024,REG,4,TEN,0,0,0,0,0,0,0,0,0,15
0,1970-01-01,2024,BYE,5,TEN,0,0,0,0,0,0,0,0,0,0
14,2024-10-13,2024,REG,6,TEN,0,1,2,0,0,0,0,0,3,14
15,2024-10-20,2024,REG,7,TEN,0,3,15,0,1,1,9,0,8,7
16,2024-10-27,2024,REG,8,TEN,0,7,32,0,0,0,0,0,14,14
17,2024-11-03,2024,REG,9,TEN,0,5,22,0,0,0,0,0,13,12
18,2024-11-10,2024,REG,10,TEN,0,0,0,0,0,0,0,0,0,13
19,2024-11-17,2024,REG,11,TEN,0,0,0,0,0,0,0,0,0,12
20,2024-11-24,2024,REG,12,TEN,0,1,3,0,1,1,2,0,2,17
21,2024-12-01,2024,REG,13,TEN,0,0,0,0,0,0,0,0,1,14
22,2024-12-08,2024,REG,14,TEN,0,0,0,0,0,0,0,0,2,11
23,2024-12-15,2024,REG,15,TEN,0,0,0,0,0,0,0,0,0,13
24,2024-12-22,2024,REG,16,TEN,0,0,0,0,0,0,0,0,0,19
25,2024-12-29,2024,REG,17,TEN,0,3,17,0,1,0,0,0,25,10
26,2025-01-05,2024,REG,18,TEN,0,2,11,0,0,0,0,0,15,4
