CarGm,Date,Season,Season_type,Week,Team,GS,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,OffSnp,OffSnp%,STSnp,STSnp%
0,,2021,DNP,1,IND,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,,2021,DNP,2,IND,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,,2021,DNP,3,IND,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,,2021,DNP,4,IND,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,,2021,DNP,5,IND,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,,2021,DNP,6,IND,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,,2021,DNP,7,IND,0,0,0,0,0,0,0,0,0,0.0,0,0.0
1,2021-10-31,2021,REG,8,IND,0,0,0,0,0,0,0,0,0,0.0,13,41.9
2,2021-11-04,2021,REG,9,IND,0,0,0,0,0,0,0,0,0,0.0,15,50.0
3,2021-11-14,2021,REG,10,IND,0,0,0,0,0,0,0,0,0,0.0,13,40.6
4,2021-11-21,2021,REG,11,IND,0,6,12,0,0,0,0,0,7,10.1,9,39.1
5,2021-11-28,2021,REG,12,IND,0,0,0,0,0,0,0,0,0,0.0,6,19.4
6,2021-12-05,2021,REG,13,IND,0,6,19,1,0,0,0,0,8,11.1,7,31.8
0,,2021,BYE,14,IND,0,0,0,0,0,0,0,0,0,0.0,0,0.0
7,2021-12-18,2021,REG,15,IND,0,0,0,0,0,0,0,0,0,0.0,7,28.0
8,2021-12-25,2021,REG,16,IND,0,0,0,0,0,0,0,0,0,0.0,6,25.0
9,2022-01-02,2021,REG,17,IND,0,1,0,0,0,0,0,0,1,1.7,5,19.2
0,,2021,DNP,18,IND,0,0,0,0,0,0,0,0,0,0.0,0,0.0
10,2022-09-11,2022,REG,1,IND,0,0,0,0,0,0,0,0,0,0.0,15,46.9
11,2022-09-18,2022,REG,2,IND,0,2,-3,0,0,0,0,0,2,4.0,11,55.0
12,2022-09-25,2022,REG,3,IND,0,0,0,0,0,0,0,0,0,0.0,10,43.5
13,2022-10-02,2022,REG,4,IND,0,0,0,0,0,0,0,0,0,0.0,13,56.5
14,2022-10-06,2022,REG,5,IND,0,13,62,0,4,4,29,0,46,58.2,6,19.4
15,2022-10-16,2022,REG,6,IND,1,12,42,1,10,10,79,0,54,66.7,1,4.0
16,2022-10-23,2022,REG,7,IND,0,2,3,0,0,0,0,0,5,7.8,9,37.5
17,2022-10-30,2022,REG,8,IND,0,1,-4,0,0,0,0,0,2,3.4,12,46.2
18,2022-11-06,2022,REG,9,IND,1,11,23,0,3,2,13,0,39,62.9,0,0.0
0,,2022,DNP,10,IND,0,0,0,0,0,0,0,0,0,0.0,0,0.0
19,2022-11-20,2022,REG,11,IND,0,1,7,0,4,4,3,0,13,20.0,4,16.0
20,2022-11-28,2022,REG,12,IND,0,0,0,0,0,0,0,0,4,6.3,12,46.2
21,2022-12-04,2022,REG,13,IND,0,2,6,0,1,0,0,0,8,11.1,18,58.1
0,,2022,BYE,14,IND,0,0,0,0,0,0,0,0,0,0.0,0,0.0
22,2022-12-17,2022,REG,15,IND,0,13,55,0,1,1,1,1,25,31.6,9,20.9
23,2022-12-26,2022,REG,16,IND,0,0,0,0,3,3,9,0,8,15.4,6,33.3
24,2023-01-01,2022,REG,17,IND,0,3,10,0,0,0,0,0,14,24.1,8,33.3
25,2023-01-08,2022,REG,18,IND,0,8,35,0,8,6,75,0,30,41.1,6,22.2
26,2023-09-10,2023,REG,1,IND,1,13,14,0,6,5,14,0,51,70.8,0,0.0
27,2023-09-17,2023,REG,2,IND,0,0,0,0,0,0,0,0,0,0.0,1,3.4
0,,2023,DNP,3,IND,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,,2023,DNP,4,IND,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,,2023,DNP,5,IND,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,,2023,DNP,6,IND,0,0,0,0,0,0,0,0,0,0.0,0,0.0
28,2023-10-22,2023,REG,7,CLE,0,0,0,0,0,0,0,0,0,0.0,7,17.5
0,,2023,DNP,8,CLE,0,0,0,0,0,0,0,0,0,0.0,0,0.0
29,2023-11-05,2023,REG,9,NYG,0,1,2,0,0,0,0,0,1,1.6,9,37.5
0,,2023,DNP,10,NYG,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,,2023,DNP,11,NYG,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,,2023,DNP,12,NYG,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,,2023,BYE,13,NYG,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,,2023,DNP,14,NYG,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,,2023,DNP,15,NYG,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,,2023,DNP,16,NYG,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,,2023,DNP,17,NYG,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,,2023,DNP,18,NYG,0,0,0,0,0,0,0,0,0,0.0,0,0.0
