CarGm,Date,Season,Season_type,Week,Team,GS,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,OffSnp,OffSnp%,STSnp,STSnp%
0,,2022,DNP,1,NWE,0,0,0,0,0,0,0,0,0,0.0,0,0.0
1,2022-09-18,2022,REG,2,NWE,0,0,0,0,0,0,0,0,3,4.4,5,22.7
2,2022-09-25,2022,REG,3,NWE,0,0,0,0,0,0,0,0,0,0.0,2,7.4
3,2022-10-02,2022,REG,4,NWE,0,0,0,0,0,0,0,0,0,0.0,4,12.5
0,,2022,DNP,5,NWE,0,0,0,0,0,0,0,0,0,0.0,0,0.0
4,2022-10-16,2022,REG,6,NWE,0,1,5,0,0,0,0,0,4,5.7,9,31.0
5,2022-10-24,2022,REG,7,NWE,0,0,0,0,0,0,0,0,3,5.8,2,8.0
6,2022-10-30,2022,REG,8,NWE,0,0,0,0,0,0,0,0,0,0.0,13,46.4
7,2022-11-06,2022,REG,9,NWE,0,0,0,0,0,0,0,0,0,0.0,18,54.5
0,,2022,BYE,10,NWE,0,0,0,0,0,0,0,0,0,0.0,0,0.0
8,2022-11-20,2022,REG,11,NWE,0,0,0,0,0,0,0,0,0,0.0,16,53.3
9,2022-11-24,2022,REG,12,NWE,0,0,0,0,0,0,0,0,0,0.0,17,51.5
10,2022-12-01,2022,REG,13,NWE,0,0,0,0,0,0,0,0,0,0.0,9,37.5
11,2022-12-12,2022,REG,14,NWE,0,5,70,1,2,2,20,0,19,32.2,7,26.9
12,2022-12-18,2022,REG,15,NWE,0,4,25,0,3,3,12,0,17,26.2,13,40.6
13,2022-12-24,2022,REG,16,NWE,0,0,0,0,2,2,10,0,2,3.6,10,40.0
14,2023-01-01,2022,REG,17,NWE,0,0,0,0,0,0,0,0,2,3.3,13,48.1
15,2023-01-08,2022,REG,18,NWE,0,0,0,0,0,0,0,0,1,1.5,5,19.2
16,2023-09-10,2023,REG,1,CLE,0,0,0,0,0,0,0,0,0,0.0,13,41.9
17,2023-09-18,2023,REG,2,CLE,0,2,1,1,1,0,0,0,13,14.9,15,48.4
18,2023-09-24,2023,REG,3,CLE,0,6,27,0,0,0,0,0,8,11.3,15,62.5
19,2023-10-01,2023,REG,4,CLE,0,5,49,0,0,0,0,0,9,13.0,14,50.0
0,,2023,BYE,5,CLE,0,0,0,0,0,0,0,0,0,0.0,0,0.0
20,2023-10-15,2023,REG,6,CLE,0,0,0,0,0,0,0,0,1,1.3,19,61.3
21,2023-10-22,2023,REG,7,CLE,0,8,25,0,0,0,0,0,23,30.7,22,55.0
22,2023-10-29,2023,REG,8,CLE,0,10,41,0,1,1,41,0,24,30.8,8,30.8
23,2023-11-05,2023,REG,9,CLE,0,3,9,0,1,1,-7,0,5,6.8,15,53.6
24,2023-11-12,2023,REG,10,CLE,0,0,0,0,0,0,0,0,0,0.0,18,58.1
25,2023-11-19,2023,REG,11,CLE,0,1,1,0,1,1,4,0,3,4.0,21,72.4
26,2023-11-26,2023,REG,12,CLE,0,0,0,0,0,0,0,0,2,2.7,19,73.1
27,2023-12-03,2023,REG,13,CLE,0,2,20,0,0,0,0,0,10,14.1,21,63.6
28,2023-12-10,2023,REG,14,CLE,0,1,0,0,0,0,0,0,5,6.6,25,73.5
29,2023-12-17,2023,REG,15,CLE,0,2,2,0,2,2,9,0,12,17.4,23,65.7
30,2023-12-24,2023,REG,16,CLE,0,5,22,0,1,0,0,0,13,15.9,16,66.7
31,2023-12-28,2023,REG,17,CLE,0,4,29,0,0,0,0,0,14,23.3,16,53.3
32,2024-01-07,2023,REG,18,CLE,1,14,65,0,1,0,0,0,27,50.9,0,0.0
33,2024-09-08,2024,REG,1,CLE,0,2,10,0,3,2,20,0,18,23.7,23,63.9
34,2024-09-15,2024,REG,2,CLE,0,1,-5,0,2,1,10,0,10,13.9,11,40.7
0,,2024,DNP,3,CLE,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,,2024,DNP,4,CLE,0,0,0,0,0,0,0,0,0,0.0,0,0.0
35,2024-10-06,2024,REG,5,CLE,0,1,2,0,1,0,0,0,5,8.1,8,25.8
36,2024-10-13,2024,REG,6,CLE,0,8,43,0,3,2,35,0,30,52.6,0,0.0
37,2024-10-20,2024,REG,7,CLE,0,3,6,0,3,1,9,0,42,50.0,9,32.1
38,2024-10-27,2024,REG,8,CLE,0,0,0,0,1,1,3,0,14,20.3,8,27.6
39,2024-11-03,2024,REG,9,CLE,0,2,8,0,0,0,0,0,12,15.2,18,62.1
0,,2024,BYE,10,CLE,0,0,0,0,0,0,0,0,0,0.0,0,0.0
40,2024-11-17,2024,REG,11,CLE,0,2,5,0,0,0,0,0,7,9.6,14,56.0
41,2024-11-21,2024,REG,12,CLE,0,0,0,0,0,0,0,0,0,0.0,9,45.0
42,2024-12-02,2024,REG,13,CLE,0,0,0,0,0,0,0,0,0,0.0,24,64.9
43,2024-12-08,2024,REG,14,CLE,0,0,0,0,2,2,9,0,7,9.7,18,62.1
44,2024-12-15,2024,REG,15,CLE,0,0,0,0,0,0,0,0,6,9.7,19,73.1
45,2024-12-22,2024,REG,16,CLE,0,2,6,0,2,2,3,0,13,19.7,11,52.4
46,2024-12-29,2024,REG,17,CLE,0,5,33,0,5,3,15,0,28,35.4,12,52.2
0,,2024,DNP,18,CLE,0,0,0,0,0,0,0,0,0,0.0,0,0.0
