CarGm,Date,Season,Season_type,Week,Team,GS,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,OffSnp,OffSnp%,STSnp,STSnp%
1,2022-09-11,2022,REG,1,LAC,0,1,2,0,2,2,6,1,15,22.4,16,66.7
2,2022-09-15,2022,REG,2,LAC,0,0,0,0,2,1,1,1,8,10.7,20,62.5
3,2022-09-25,2022,REG,3,LAC,0,0,0,0,1,0,0,0,3,4.9,16,66.7
4,2022-10-02,2022,REG,4,LAC,0,0,0,0,1,0,0,0,8,11.4,18,62.1
5,2022-10-09,2022,REG,5,LAC,0,2,3,0,0,0,0,0,10,14.1,15,55.6
6,2022-10-17,2022,REG,6,LAC,1,0,0,0,1,1,0,0,17,18.3,19,63.3
7,2022-10-23,2022,REG,7,LAC,0,0,0,0,0,0,0,0,3,4.2,18,62.1
0,,2022,BYE,8,LAC,0,0,0,0,0,0,0,0,0,0.0,0,0.0
8,2022-11-06,2022,REG,9,LAC,0,0,0,0,0,0,0,0,3,4.3,16,66.7
9,2022-11-13,2022,REG,10,LAC,0,0,0,0,1,1,1,0,5,8.6,18,64.3
10,2022-11-20,2022,REG,11,LAC,1,1,3,0,0,0,0,0,8,12.3,18,62.1
11,2022-11-27,2022,REG,12,LAC,0,0,0,0,0,0,0,0,7,10.6,19,70.4
12,2022-12-04,2022,REG,13,LAC,0,0,0,0,0,0,0,0,3,4.0,18,60.0
13,2022-12-11,2022,REG,14,LAC,0,0,0,0,0,0,0,0,13,16.3,20,69.0
14,2022-12-18,2022,REG,15,LAC,0,0,0,0,0,0,0,0,2,2.8,19,70.4
15,2022-12-26,2022,REG,16,LAC,0,0,0,0,0,0,0,0,5,7.4,7,38.9
0,,2022,DNP,17,LAC,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,,2022,DNP,18,LAC,0,0,0,0,0,0,0,0,0,0.0,0,0.0
