CarGm,Date,Season,Season_type,Week,Team,GS,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,OffSnp,OffSnp%,STSnp,STSnp%
1,2020-09-13,2020,REG,1,GNB,0,2,14,0,0,0,0,0,5,6.4,0,0.0
2,2020-09-20,2020,REG,2,GNB,0,5,17,0,0,0,0,0,7,9.6,5,16.7
3,2020-09-27,2020,REG,3,GNB,0,0,0,0,0,0,0,0,0,0.0,6,18.8
4,2020-10-05,2020,REG,4,GNB,0,1,3,0,0,0,0,0,3,4.8,6,26.1
0,,2020,BYE,5,GNB,0,0,0,0,0,0,0,0,0,0.0,0,0.0
5,2020-10-18,2020,REG,6,GNB,0,5,31,0,0,0,0,0,10,15.9,14,46.7
6,2020-10-25,2020,REG,7,GNB,0,5,11,0,0,0,0,0,14,22.6,9,30.0
7,2020-11-01,2020,REG,8,GNB,0,5,21,0,1,1,16,0,10,13.5,7,36.8
0,,2020,DNP,9,GNB,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,,2020,DNP,10,GNB,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,,2020,DNP,11,GNB,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,,2020,DNP,12,GNB,0,0,0,0,0,0,0,0,0,0.0,0,0.0
0,,2020,DNP,13,GNB,0,0,0,0,0,0,0,0,0,0.0,0,0.0
8,2020-12-13,2020,REG,14,GNB,0,0,0,0,0,0,0,0,0,0.0,4,15.4
9,2020-12-19,2020,REG,15,GNB,0,1,18,0,0,0,0,0,5,8.1,6,21.4
10,2020-12-27,2020,REG,16,GNB,0,21,124,2,1,1,5,0,38,57.6,1,4.5
11,2021-01-03,2020,REG,17,GNB,0,1,3,0,0,0,0,0,5,10.9,7,30.4
12,2021-01-16,2020,POST,19,GNB,0,6,27,0,0,0,0,0,9,11.8,6,27.3
13,2021-01-24,2020,POST,20,GNB,0,3,17,0,1,1,13,0,16,22.5,9,34.6
14,2021-09-12,2021,REG,1,GNB,0,4,19,0,2,1,7,0,16,28.1,13,59.1
15,2021-09-20,2021,REG,2,GNB,0,5,18,0,1,1,8,0,19,29.2,9,39.1
16,2021-09-26,2021,REG,3,GNB,0,6,18,0,2,2,8,0,18,28.6,9,33.3
17,2021-10-03,2021,REG,4,GNB,0,15,81,0,1,1,16,0,29,40.3,7,28.0
18,2021-10-10,2021,REG,5,GNB,0,8,30,0,4,4,49,1,21,32.8,7,22.6
19,2021-10-17,2021,REG,6,GNB,0,11,59,0,0,0,0,0,25,42.4,9,42.9
20,2021-10-24,2021,REG,7,GNB,0,3,6,0,2,1,2,0,13,23.2,5,26.3
21,2021-10-28,2021,REG,8,GNB,0,16,78,0,0,0,0,0,29,39.7,5,22.7
22,2021-11-07,2021,REG,9,GNB,0,8,46,0,4,4,44,0,24,38.1,4,18.2
23,2021-11-14,2021,REG,10,GNB,0,21,66,2,2,2,62,0,36,48.6,3,16.7
24,2021-11-21,2021,REG,11,GNB,1,11,53,0,6,6,44,0,44,74.6,0,0.0
25,2021-11-28,2021,REG,12,GNB,0,20,69,0,5,5,21,1,42,51.2,0,0.0
0,,2021,BYE,13,GNB,0,0,0,0,0,0,0,0,0,0.0,0,0.0
26,2021-12-12,2021,REG,14,GNB,0,15,71,0,0,0,0,0,35,53.8,6,16.7
27,2021-12-19,2021,REG,15,GNB,0,7,22,1,1,1,13,0,23,37.1,7,28.0
28,2021-12-25,2021,REG,16,GNB,0,9,41,0,3,3,15,0,26,44.1,5,21.7
29,2022-01-02,2021,REG,17,GNB,0,14,63,2,3,2,20,0,39,52.0,0,0.0
30,2022-01-09,2021,REG,18,GNB,1,14,63,0,1,1,4,0,37,54.4,0,0.0
31,2022-01-22,2021,POST,20,GNB,0,7,25,1,0,0,0,0,15,26.8,2,8.7
32,2022-09-11,2022,REG,1,GNB,0,10,45,1,6,5,46,0,31,50.8,0,0.0
33,2022-09-18,2022,REG,2,GNB,0,18,61,0,3,1,6,0,39,57.4,0,0.0
34,2022-09-25,2022,REG,3,GNB,0,12,32,0,3,2,6,0,33,53.2,1,4.0
35,2022-10-02,2022,REG,4,GNB,1,17,73,0,2,1,11,0,42,57.5,0,0.0
36,2022-10-09,2022,REG,5,GNB,0,6,34,0,0,0,0,0,20,31.7,0,0.0
37,2022-10-16,2022,REG,6,GNB,1,10,41,0,6,4,11,0,36,49.3,0,0.0
38,2022-10-23,2022,REG,7,GNB,0,4,15,0,0,0,0,0,16,29.6,0,0.0
39,2022-10-30,2022,REG,8,GNB,0,10,54,0,1,1,9,0,28,42.4,1,4.5
40,2022-11-06,2022,REG,9,GNB,0,11,34,0,4,2,10,0,49,66.2,1,7.7
41,2022-11-13,2022,REG,10,GNB,0,13,65,0,0,0,0,0,24,37.5,4,13.3
42,2022-11-17,2022,REG,11,GNB,0,6,13,0,1,1,10,0,29,47.5,0,0.0
43,2022-11-27,2022,REG,12,GNB,0,8,64,1,4,3,24,0,21,42.9,0,0.0
44,2022-12-04,2022,REG,13,GNB,1,18,93,1,3,3,26,0,45,68.2,0,0.0
0,,2022,BYE,14,GNB,0,0,0,0,0,0,0,0,0,0.0,0,0.0
45,2022-12-19,2022,REG,15,GNB,0,11,36,2,3,3,35,0,26,36.6,1,4.8
46,2022-12-25,2022,REG,16,GNB,0,11,36,1,3,2,12,0,38,57.6,0,0.0
47,2023-01-01,2022,REG,17,GNB,0,12,41,1,1,0,0,0,29,46.0,2,7.1
48,2023-01-08,2022,REG,18,GNB,0,9,33,0,3,0,0,0,31,51.7,0,0.0
49,2023-09-10,2023,REG,1,GNB,0,13,19,0,3,2,17,0,29,48.3,1,3.6
50,2023-09-17,2023,REG,2,GNB,1,15,55,0,1,1,8,0,34,68.0,0,0.0
51,2023-09-24,2023,REG,3,GNB,1,11,33,0,0,0,0,0,41,51.9,0,0.0
52,2023-09-28,2023,REG,4,GNB,0,5,11,0,1,0,0,0,38,66.7,0,0.0
53,2023-10-09,2023,REG,5,GNB,1,20,76,1,1,0,0,0,37,63.8,0,0.0
0,,2023,BYE,6,GNB,0,0,0,0,0,0,0,0,0,0.0,0,0.0
54,2023-10-22,2023,REG,7,GNB,0,15,61,0,2,2,34,0,36,56.3,6,24.0
55,2023-10-29,2023,REG,8,GNB,0,6,11,0,5,5,41,0,35,51.5,5,21.7
56,2023-11-05,2023,REG,9,GNB,0,9,40,0,1,1,3,0,29,40.3,2,8.7
57,2023-11-12,2023,REG,10,GNB,0,9,70,0,3,1,11,0,34,50.0,6,20.7
58,2023-11-19,2023,REG,11,GNB,0,14,29,0,4,4,32,0,52,72.2,3,11.5
59,2023-11-23,2023,REG,12,GNB,1,14,43,0,3,3,38,0,29,51.8,1,4.3
60,2023-12-03,2023,REG,13,GNB,1,18,73,0,1,1,14,0,40,62.5,0,0.0
61,2023-12-11,2023,REG,14,GNB,1,15,53,0,3,2,25,0,36,52.9,0,0.0
0,,2023,DNP,15,GNB,0,0,0,0,0,0,0,0,0,0.0,0,0.0
62,2023-12-24,2023,REG,16,GNB,0,7,12,1,0,0,0,0,12,18.2,0,0.0
63,2023-12-31,2023,REG,17,GNB,0,7,27,0,0,0,0,0,12,16.2,0,0.0
0,,2023,DNP,18,GNB,0,0,0,0,0,0,0,0,0,0.0,0,0.0
