Team,Season,Week,Date,Opp
Washington Redskins,1978,1,1978-09-03,New England Patriots
Washington Redskins,1978,2,1978-09-10,Philadelphia Eagles
Washington Redskins,1978,3,1978-09-17,St. Louis Cardinals
Washington Redskins,1978,4,1978-09-24,New York Jets
Washington Redskins,1978,5,1978-10-02,Dallas Cowboys
Washington Redskins,1978,6,1978-10-08,Detroit Lions
Washington Redskins,1978,7,1978-10-15,Philadelphia Eagles
Washington Redskins,1978,8,1978-10-22,New York Giants
Washington Redskins,1978,9,1978-10-29,San Francisco 49ers
Washington Redskins,1978,10,1978-11-06,Baltimore Colts
Washington Redskins,1978,11,1978-11-12,New York Giants
Washington Redskins,1978,12,1978-11-19,St. Louis Cardinals
Washington Redskins,1978,13,1978-11-23,Dallas Cowboys
Washington Redskins,1978,14,1978-12-03,Miami Dolphins
Washington Redskins,1978,15,1978-12-10,Atlanta Falcons
Washington Redskins,1978,16,1978-12-16,Chicago Bears
Washington Redskins,1979,1,1979-09-02,Houston Oilers
Washington Redskins,1979,2,1979-09-09,Detroit Lions
Washington Redskins,1979,3,1979-09-17,New York Giants
Washington Redskins,1979,4,1979-09-23,St. Louis Cardinals
Washington Redskins,1979,5,1979-09-30,Atlanta Falcons
Washington Redskins,1979,6,1979-10-07,Philadelphia Eagles
Washington Redskins,1979,7,1979-10-14,Cleveland Browns
Washington Redskins,1979,8,1979-10-21,Philadelphia Eagles
Washington Redskins,1979,9,1979-10-28,New Orleans Saints
Washington Redskins,1979,10,1979-11-04,Pittsburgh Steelers
Washington Redskins,1979,11,1979-11-11,St. Louis Cardinals
Washington Redskins,1979,12,1979-11-18,Dallas Cowboys
Washington Redskins,1979,13,1979-11-25,New York Giants
Washington Redskins,1979,14,1979-12-02,Green Bay Packers
Washington Redskins,1979,15,1979-12-09,Cincinnati Bengals
Washington Redskins,1979,16,1979-12-16,Dallas Cowboys
Washington Redskins,1980,1,1980-09-08,Dallas Cowboys
Washington Redskins,1980,2,1980-09-14,New York Giants
Washington Redskins,1980,3,1980-09-21,Oakland Raiders
Washington Redskins,1980,4,1980-09-28,Seattle Seahawks
Washington Redskins,1980,5,1980-10-05,Philadelphia Eagles
Washington Redskins,1980,6,1980-10-13,Denver Broncos
Washington Redskins,1980,7,1980-10-19,St. Louis Cardinals
Washington Redskins,1980,8,1980-10-26,New Orleans Saints
Washington Redskins,1980,9,1980-11-02,Minnesota Vikings
Washington Redskins,1980,10,1980-11-09,Chicago Bears
Washington Redskins,1980,11,1980-11-16,Philadelphia Eagles
Washington Redskins,1980,12,1980-11-23,Dallas Cowboys
Washington Redskins,1980,13,1980-11-30,Atlanta Falcons
Washington Redskins,1980,14,1980-12-07,San Diego Chargers
Washington Redskins,1980,15,1980-12-13,New York Giants
Washington Redskins,1980,16,1980-12-21,St. Louis Cardinals
Washington Redskins,1981,1,1981-09-06,Dallas Cowboys
Washington Redskins,1981,2,1981-09-13,New York Giants
Washington Redskins,1981,3,1981-09-20,St. Louis Cardinals
Washington Redskins,1981,4,1981-09-27,Philadelphia Eagles
Washington Redskins,1981,5,1981-10-04,San Francisco 49ers
Washington Redskins,1981,6,1981-10-11,Chicago Bears
Washington Redskins,1981,7,1981-10-18,Miami Dolphins
Washington Redskins,1981,8,1981-10-25,New England Patriots
Washington Redskins,1981,9,1981-11-01,St. Louis Cardinals
Washington Redskins,1981,10,1981-11-08,Detroit Lions
Washington Redskins,1981,11,1981-11-15,New York Giants
Washington Redskins,1981,12,1981-11-22,Dallas Cowboys
Washington Redskins,1981,13,1981-11-29,Buffalo Bills
Washington Redskins,1981,14,1981-12-06,Philadelphia Eagles
Washington Redskins,1981,15,1981-12-13,Baltimore Colts
Washington Redskins,1981,16,1981-12-20,Los Angeles Rams
Washington Redskins,1982,1,1982-09-12,Philadelphia Eagles
Washington Redskins,1982,2,1982-09-19,Tampa Bay Buccaneers
Washington Redskins,1982,11,1982-11-21,New York Giants
Washington Redskins,1982,12,1982-11-28,Philadelphia Eagles
Washington Redskins,1982,13,1982-12-05,Dallas Cowboys
Washington Redskins,1982,14,1982-12-12,St. Louis Cardinals
Washington Redskins,1982,15,1982-12-19,New York Giants
Washington Redskins,1982,16,1982-12-26,New Orleans Saints
Washington Redskins,1982,17,1983-01-02,St. Louis Cardinals
Washington Redskins,1982,18,1983-01-08,Detroit Lions
Washington Redskins,1982,19,1983-01-15,Minnesota Vikings
Washington Redskins,1982,20,1983-01-22,Dallas Cowboys
Washington Redskins,1982,21,1983-01-30,Miami Dolphins
Washington Redskins,1983,1,1983-09-05,Dallas Cowboys
Washington Redskins,1983,2,1983-09-11,Philadelphia Eagles
Washington Redskins,1983,3,1983-09-18,Kansas City Chiefs
Washington Redskins,1983,4,1983-09-25,Seattle Seahawks
Washington Redskins,1983,5,1983-10-02,Los Angeles Raiders
Washington Redskins,1983,6,1983-10-09,St. Louis Cardinals
Washington Redskins,1983,7,1983-10-17,Green Bay Packers
Washington Redskins,1983,8,1983-10-23,Detroit Lions
Washington Redskins,1983,9,1983-10-31,San Diego Chargers
Washington Redskins,1983,10,1983-11-06,St. Louis Cardinals
Washington Redskins,1983,11,1983-11-13,New York Giants
Washington Redskins,1983,12,1983-11-20,Los Angeles Rams
Washington Redskins,1983,13,1983-11-27,Philadelphia Eagles
Washington Redskins,1983,14,1983-12-04,Atlanta Falcons
Washington Redskins,1983,15,1983-12-11,Dallas Cowboys
Washington Redskins,1983,16,1983-12-17,New York Giants
Washington Redskins,1983,17,1984-01-01,Los Angeles Rams
Washington Redskins,1983,18,1984-01-08,San Francisco 49ers
Washington Redskins,1983,19,1984-01-22,Los Angeles Raiders
Washington Redskins,1984,1,1984-09-02,Miami Dolphins
Washington Redskins,1984,2,1984-09-10,San Francisco 49ers
Washington Redskins,1984,3,1984-09-16,New York Giants
Washington Redskins,1984,4,1984-09-23,New England Patriots
Washington Redskins,1984,5,1984-09-30,Philadelphia Eagles
Washington Redskins,1984,6,1984-10-07,Indianapolis Colts
Washington Redskins,1984,7,1984-10-14,Dallas Cowboys
Washington Redskins,1984,8,1984-10-21,St. Louis Cardinals
Washington Redskins,1984,9,1984-10-28,New York Giants
Washington Redskins,1984,10,1984-11-05,Atlanta Falcons
Washington Redskins,1984,11,1984-11-11,Detroit Lions
Washington Redskins,1984,12,1984-11-18,Philadelphia Eagles
Washington Redskins,1984,13,1984-11-25,Buffalo Bills
Washington Redskins,1984,14,1984-11-29,Minnesota Vikings
Washington Redskins,1984,15,1984-12-09,Dallas Cowboys
Washington Redskins,1984,16,1984-12-16,St. Louis Cardinals
Washington Redskins,1984,17,1984-12-30,Chicago Bears
Washington Redskins,1985,1,1985-09-09,Dallas Cowboys
Washington Redskins,1985,2,1985-09-15,Houston Oilers
Washington Redskins,1985,3,1985-09-22,Philadelphia Eagles
Washington Redskins,1985,4,1985-09-29,Chicago Bears
Washington Redskins,1985,5,1985-10-07,St. Louis Cardinals
Washington Redskins,1985,6,1985-10-13,Detroit Lions
Washington Redskins,1985,7,1985-10-20,New York Giants
Washington Redskins,1985,8,1985-10-27,Cleveland Browns
Washington Redskins,1985,9,1985-11-03,Atlanta Falcons
Washington Redskins,1985,10,1985-11-10,Dallas Cowboys
Washington Redskins,1985,11,1985-11-18,New York Giants
Washington Redskins,1985,12,1985-11-24,Pittsburgh Steelers
Washington Redskins,1985,13,1985-12-01,San Francisco 49ers
Washington Redskins,1985,14,1985-12-08,Philadelphia Eagles
Washington Redskins,1985,15,1985-12-15,Cincinnati Bengals
Washington Redskins,1985,16,1985-12-21,St. Louis Cardinals
Washington Redskins,1986,1,1986-09-07,Philadelphia Eagles
Washington Redskins,1986,2,1986-09-14,Los Angeles Raiders
Washington Redskins,1986,3,1986-09-21,San Diego Chargers
Washington Redskins,1986,4,1986-09-28,Seattle Seahawks
Washington Redskins,1986,5,1986-10-05,New Orleans Saints
Washington Redskins,1986,6,1986-10-12,Dallas Cowboys
Washington Redskins,1986,7,1986-10-19,St. Louis Cardinals
Washington Redskins,1986,8,1986-10-27,New York Giants
Washington Redskins,1986,9,1986-11-02,Minnesota Vikings
Washington Redskins,1986,10,1986-11-09,Green Bay Packers
Washington Redskins,1986,11,1986-11-17,San Francisco 49ers
Washington Redskins,1986,12,1986-11-23,Dallas Cowboys
Washington Redskins,1986,13,1986-11-30,St. Louis Cardinals
Washington Redskins,1986,14,1986-12-07,New York Giants
Washington Redskins,1986,15,1986-12-13,Denver Broncos
Washington Redskins,1986,16,1986-12-21,Philadelphia Eagles
Washington Redskins,1986,17,1986-12-28,Los Angeles Rams
Washington Redskins,1986,18,1987-01-03,Chicago Bears
Washington Redskins,1986,19,1987-01-11,New York Giants
Washington Redskins,1987,1,1987-09-13,Philadelphia Eagles
Washington Redskins,1987,2,1987-09-20,Atlanta Falcons
Washington Redskins,1987,4,1987-10-04,St. Louis Cardinals
Washington Redskins,1987,5,1987-10-11,New York Giants
Washington Redskins,1987,6,1987-10-19,Dallas Cowboys
Washington Redskins,1987,7,1987-10-25,New York Jets
Washington Redskins,1987,8,1987-11-01,Buffalo Bills
Washington Redskins,1987,9,1987-11-08,Philadelphia Eagles
Washington Redskins,1987,10,1987-11-15,Detroit Lions
Washington Redskins,1987,11,1987-11-23,Los Angeles Rams
Washington Redskins,1987,12,1987-11-29,New York Giants
Washington Redskins,1987,13,1987-12-06,St. Louis Cardinals
Washington Redskins,1987,14,1987-12-13,Dallas Cowboys
Washington Redskins,1987,15,1987-12-20,Miami Dolphins
Washington Redskins,1987,16,1987-12-26,Minnesota Vikings
Washington Redskins,1987,17,1988-01-10,Chicago Bears
Washington Redskins,1987,18,1988-01-17,Minnesota Vikings
Washington Redskins,1987,19,1988-01-31,Denver Broncos
Washington Redskins,1988,1,1988-09-05,New York Giants
Washington Redskins,1988,2,1988-09-11,Pittsburgh Steelers
Washington Redskins,1988,3,1988-09-18,Philadelphia Eagles
Washington Redskins,1988,4,1988-09-25,Phoenix Cardinals
Washington Redskins,1988,5,1988-10-02,New York Giants
Washington Redskins,1988,6,1988-10-09,Dallas Cowboys
Washington Redskins,1988,7,1988-10-16,Phoenix Cardinals
Washington Redskins,1988,8,1988-10-23,Green Bay Packers
Washington Redskins,1988,9,1988-10-30,Houston Oilers
Washington Redskins,1988,10,1988-11-06,New Orleans Saints
Washington Redskins,1988,11,1988-11-13,Chicago Bears
Washington Redskins,1988,12,1988-11-21,San Francisco 49ers
Washington Redskins,1988,13,1988-11-27,Cleveland Browns
Washington Redskins,1988,14,1988-12-04,Philadelphia Eagles
Washington Redskins,1988,15,1988-12-11,Dallas Cowboys
