Team,Season,Week,Date,Opp
Green Bay Packers,2016,9,2016-11-06,Indianapolis Colts
Green Bay Packers,2016,10,2016-11-13,Tennessee Titans
Green Bay Packers,2016,11,2016-11-20,Washington Redskins
Green Bay Packers,2016,12,2016-11-28,Philadelphia Eagles
Green Bay Packers,2016,13,2016-12-04,Houston Texans
Green Bay Packers,2016,14,2016-12-11,Seattle Seahawks
Green Bay Packers,2016,15,2016-12-18,Chicago Bears
Green Bay Packers,2016,16,2016-12-24,Minnesota Vikings
Green Bay Packers,2016,17,2017-01-01,Detroit Lions
Green Bay Packers,2016,18,2017-01-08,New York Giants
Green Bay Packers,2016,19,2017-01-15,Dallas Cowboys
Green Bay Packers,2016,20,2017-01-22,Atlanta Falcons
Green Bay Packers,2017,1,2017-09-10,Seattle Seahawks
Green Bay Packers,2017,2,2017-09-17,Atlanta Falcons
Green Bay Packers,2017,3,2017-09-24,Cincinnati Bengals
Green Bay Packers,2017,4,2017-09-28,Chicago Bears
Green Bay Packers,2017,5,2017-10-08,Dallas Cowboys
Green Bay Packers,2017,6,2017-10-15,Minnesota Vikings
Green Bay Packers,2017,7,2017-10-22,New Orleans Saints
Green Bay Packers,2017,9,2017-11-06,Detroit Lions
Green Bay Packers,2017,10,2017-11-12,Chicago Bears
Green Bay Packers,2017,11,2017-11-19,Baltimore Ravens
Green Bay Packers,2017,12,2017-11-26,Pittsburgh Steelers
Green Bay Packers,2017,13,2017-12-03,Tampa Bay Buccaneers
Green Bay Packers,2017,14,2017-12-10,Cleveland Browns
Green Bay Packers,2017,15,2017-12-17,Carolina Panthers
Green Bay Packers,2017,16,2017-12-23,Minnesota Vikings
Green Bay Packers,2017,17,2017-12-31,Detroit Lions
Green Bay Packers,2018,1,2018-09-09,Chicago Bears
Green Bay Packers,2018,2,2018-09-16,Minnesota Vikings
Green Bay Packers,2018,3,2018-09-23,Washington Redskins
Green Bay Packers,2018,4,2018-09-30,Buffalo Bills
Green Bay Packers,2018,5,2018-10-07,Detroit Lions
Green Bay Packers,2018,6,2018-10-15,San Francisco 49ers
Green Bay Packers,2018,8,2018-10-28,Los Angeles Rams
Green Bay Packers,2018,9,2018-11-04,New England Patriots
Green Bay Packers,2018,10,2018-11-11,Miami Dolphins
Green Bay Packers,2018,11,2018-11-15,Seattle Seahawks
Green Bay Packers,2018,12,2018-11-25,Minnesota Vikings
Green Bay Packers,2018,13,2018-12-02,Arizona Cardinals
Green Bay Packers,2018,14,2018-12-09,Atlanta Falcons
Green Bay Packers,2018,15,2018-12-16,Chicago Bears
Green Bay Packers,2018,16,2018-12-23,New York Jets
Green Bay Packers,2018,17,2018-12-30,Detroit Lions
Green Bay Packers,2019,1,2019-09-05,Chicago Bears
Green Bay Packers,2019,2,2019-09-15,Minnesota Vikings
Green Bay Packers,2019,3,2019-09-22,Denver Broncos
Green Bay Packers,2019,4,2019-09-26,Philadelphia Eagles
Green Bay Packers,2019,5,2019-10-06,Dallas Cowboys
Green Bay Packers,2019,6,2019-10-14,Detroit Lions
Green Bay Packers,2019,7,2019-10-20,Oakland Raiders
Green Bay Packers,2019,8,2019-10-27,Kansas City Chiefs
Green Bay Packers,2019,9,2019-11-03,Los Angeles Chargers
Green Bay Packers,2019,10,2019-11-10,Carolina Panthers
Green Bay Packers,2019,12,2019-11-24,San Francisco 49ers
Green Bay Packers,2019,13,2019-12-01,New York Giants
Green Bay Packers,2019,14,2019-12-08,Washington Redskins
Green Bay Packers,2019,15,2019-12-15,Chicago Bears
Green Bay Packers,2019,16,2019-12-23,Minnesota Vikings
Green Bay Packers,2019,17,2019-12-29,Detroit Lions
Green Bay Packers,2019,18,2020-01-12,Seattle Seahawks
Green Bay Packers,2019,19,2020-01-19,San Francisco 49ers
Green Bay Packers,2020,1,2020-09-13,Minnesota Vikings
Green Bay Packers,2020,2,2020-09-20,Detroit Lions
Green Bay Packers,2020,3,2020-09-27,New Orleans Saints
Green Bay Packers,2020,4,2020-10-05,Atlanta Falcons
Green Bay Packers,2020,6,2020-10-18,Tampa Bay Buccaneers
Green Bay Packers,2020,7,2020-10-25,Houston Texans
Green Bay Packers,2020,8,2020-11-01,Minnesota Vikings
Green Bay Packers,2020,9,2020-11-05,San Francisco 49ers
Green Bay Packers,2020,10,2020-11-15,Jacksonville Jaguars
Green Bay Packers,2020,11,2020-11-22,Indianapolis Colts
Green Bay Packers,2020,12,2020-11-29,Chicago Bears
Green Bay Packers,2020,13,2020-12-06,Philadelphia Eagles
Green Bay Packers,2020,14,2020-12-13,Detroit Lions
Green Bay Packers,2020,15,2020-12-19,Carolina Panthers
Green Bay Packers,2020,16,2020-12-27,Tennessee Titans
Green Bay Packers,2020,17,2021-01-03,Chicago Bears
Green Bay Packers,2020,18,2021-01-16,Los Angeles Rams
Green Bay Packers,2020,19,2021-01-24,Tampa Bay Buccaneers
Green Bay Packers,2021,1,2021-09-12,New Orleans Saints
Green Bay Packers,2021,2,2021-09-20,Detroit Lions
Green Bay Packers,2021,3,2021-09-26,San Francisco 49ers
Green Bay Packers,2021,4,2021-10-03,Pittsburgh Steelers
Green Bay Packers,2021,5,2021-10-10,Cincinnati Bengals
Green Bay Packers,2021,6,2021-10-17,Chicago Bears
Green Bay Packers,2021,7,2021-10-24,Washington Football Team
Green Bay Packers,2021,8,2021-10-28,Arizona Cardinals
Green Bay Packers,2021,9,2021-11-07,Kansas City Chiefs
Green Bay Packers,2021,10,2021-11-14,Seattle Seahawks
Green Bay Packers,2021,11,2021-11-21,Minnesota Vikings
Green Bay Packers,2021,12,2021-11-28,Los Angeles Rams
Green Bay Packers,2021,14,2021-12-12,Chicago Bears
Green Bay Packers,2021,15,2021-12-19,Baltimore Ravens
Green Bay Packers,2021,16,2021-12-25,Cleveland Browns
Green Bay Packers,2021,17,2022-01-02,Minnesota Vikings
Green Bay Packers,2021,18,2022-01-09,Detroit Lions
Green Bay Packers,2021,19,2022-01-22,San Francisco 49ers
Green Bay Packers,2022,1,2022-09-11,Minnesota Vikings
Green Bay Packers,2022,2,2022-09-18,Chicago Bears
Green Bay Packers,2022,3,2022-09-25,Tampa Bay Buccaneers
Green Bay Packers,2022,4,2022-10-02,New England Patriots
Green Bay Packers,2022,5,2022-10-09,New York Giants
Green Bay Packers,2022,6,2022-10-16,New York Jets
Green Bay Packers,2022,7,2022-10-23,Washington Commanders
Green Bay Packers,2022,8,2022-10-30,Buffalo Bills
Green Bay Packers,2022,9,2022-11-06,Detroit Lions
Green Bay Packers,2022,10,2022-11-13,Dallas Cowboys
Green Bay Packers,2022,11,2022-11-17,Tennessee Titans
Green Bay Packers,2022,12,2022-11-27,Philadelphia Eagles
Green Bay Packers,2022,13,2022-12-04,Chicago Bears
Green Bay Packers,2022,15,2022-12-19,Los Angeles Rams
Green Bay Packers,2022,16,2022-12-25,Miami Dolphins
Green Bay Packers,2022,17,2023-01-01,Minnesota Vikings
Green Bay Packers,2022,18,2023-01-08,Detroit Lions
Green Bay Packers,2023,1,2023-09-10,Chicago Bears
Green Bay Packers,2023,2,2023-09-17,Atlanta Falcons
Green Bay Packers,2023,3,2023-09-24,New Orleans Saints
Green Bay Packers,2023,4,2023-09-28,Detroit Lions
Green Bay Packers,2023,5,2023-10-09,Las Vegas Raiders
Green Bay Packers,2023,7,2023-10-22,Denver Broncos
Green Bay Packers,2023,8,2023-10-29,Minnesota Vikings
Green Bay Packers,2023,9,2023-11-05,Los Angeles Rams
Green Bay Packers,2023,10,2023-11-12,Pittsburgh Steelers
Green Bay Packers,2023,11,2023-11-19,Los Angeles Chargers
Green Bay Packers,2023,12,2023-11-23,Detroit Lions
Green Bay Packers,2023,13,2023-12-03,Kansas City Chiefs
Green Bay Packers,2023,14,2023-12-11,New York Giants
Green Bay Packers,2023,15,2023-12-17,Tampa Bay Buccaneers
Green Bay Packers,2023,16,2023-12-24,Carolina Panthers
Green Bay Packers,2023,17,2023-12-31,Minnesota Vikings
Green Bay Packers,2023,18,2024-01-07,Chicago Bears
Green Bay Packers,2023,19,2024-01-14,Dallas Cowboys
Green Bay Packers,2023,20,2024-01-20,San Francisco 49ers
Green Bay Packers,2024,1,2024-09-06,Philadelphia Eagles
Green Bay Packers,2024,2,2024-09-15,Indianapolis Colts
Green Bay Packers,2024,3,2024-09-22,Tennessee Titans
Green Bay Packers,2024,4,2024-09-29,Minnesota Vikings
Green Bay Packers,2024,5,2024-10-06,Los Angeles Rams
Green Bay Packers,2024,6,2024-10-13,Arizona Cardinals
Green Bay Packers,2024,7,2024-10-20,Houston Texans
Green Bay Packers,2024,8,2024-10-27,Jacksonville Jaguars
Green Bay Packers,2024,9,2024-11-03,Detroit Lions
Green Bay Packers,2024,11,2024-11-17,Chicago Bears
Green Bay Packers,2024,12,2024-11-24,San Francisco 49ers
Green Bay Packers,2024,13,2024-11-28,Miami Dolphins
Green Bay Packers,2024,14,2024-12-05,Detroit Lions
Green Bay Packers,2024,15,2024-12-15,Seattle Seahawks
Green Bay Packers,2024,16,2024-12-23,New Orleans Saints
Green Bay Packers,2024,17,2024-12-29,Minnesota Vikings
Green Bay Packers,2024,18,2025-01-05,Chicago Bears
Green Bay Packers,2024,19,2025-01-12,Philadelphia Eagles
