Team,Season,Week,Date,Opp
Carolina Panthers,2003,15,2003-12-14,Arizona Cardinals
Carolina Panthers,2003,16,2003-12-21,Detroit Lions
Carolina Panthers,2003,17,2003-12-28,New York Giants
Carolina Panthers,2003,18,2004-01-03,Dallas Cowboys
Carolina Panthers,2003,19,2004-01-10,St. Louis Rams
Carolina Panthers,2003,20,2004-01-18,Philadelphia Eagles
Carolina Panthers,2003,21,2004-02-01,New England Patriots
Carolina Panthers,2004,1,2004-09-13,Green Bay Packers
Carolina Panthers,2004,2,2004-09-19,Kansas City Chiefs
Carolina Panthers,2004,4,2004-10-03,Atlanta Falcons
Carolina Panthers,2004,5,2004-10-10,Denver Broncos
Carolina Panthers,2004,6,2004-10-17,Philadelphia Eagles
Carolina Panthers,2004,7,2004-10-24,San Diego Chargers
Carolina Panthers,2004,8,2004-10-31,Seattle Seahawks
Carolina Panthers,2004,9,2004-11-07,Oakland Raiders
Carolina Panthers,2004,10,2004-11-14,San Francisco 49ers
Carolina Panthers,2004,11,2004-11-21,Arizona Cardinals
Carolina Panthers,2004,12,2004-11-28,Tampa Bay Buccaneers
Carolina Panthers,2004,13,2004-12-05,New Orleans Saints
Carolina Panthers,2004,14,2004-12-12,St. Louis Rams
Carolina Panthers,2004,15,2004-12-18,Atlanta Falcons
Carolina Panthers,2004,16,2004-12-26,Tampa Bay Buccaneers
Carolina Panthers,2004,17,2005-01-02,New Orleans Saints
Carolina Panthers,2005,1,2005-09-11,New Orleans Saints
Carolina Panthers,2005,2,2005-09-18,New England Patriots
Carolina Panthers,2005,3,2005-09-25,Miami Dolphins
Carolina Panthers,2005,4,2005-10-03,Green Bay Packers
Carolina Panthers,2005,5,2005-10-09,Arizona Cardinals
Carolina Panthers,2005,6,2005-10-16,Detroit Lions
Carolina Panthers,2005,8,2005-10-30,Minnesota Vikings
Carolina Panthers,2005,9,2005-11-06,Tampa Bay Buccaneers
Carolina Panthers,2005,10,2005-11-13,New York Jets
Carolina Panthers,2005,11,2005-11-20,Chicago Bears
Carolina Panthers,2005,12,2005-11-27,Buffalo Bills
Carolina Panthers,2005,13,2005-12-04,Atlanta Falcons
Carolina Panthers,2005,14,2005-12-11,Tampa Bay Buccaneers
Carolina Panthers,2005,15,2005-12-18,New Orleans Saints
Carolina Panthers,2005,16,2005-12-24,Dallas Cowboys
Carolina Panthers,2005,17,2006-01-01,Atlanta Falcons
Carolina Panthers,2005,18,2006-01-08,New York Giants
Carolina Panthers,2005,19,2006-01-15,Chicago Bears
Carolina Panthers,2005,20,2006-01-22,Seattle Seahawks
Carolina Panthers,2006,1,2006-09-10,Atlanta Falcons
Carolina Panthers,2006,2,2006-09-17,Minnesota Vikings
Carolina Panthers,2006,3,2006-09-24,Tampa Bay Buccaneers
Carolina Panthers,2006,4,2006-10-01,New Orleans Saints
Carolina Panthers,2006,5,2006-10-08,Cleveland Browns
Carolina Panthers,2006,6,2006-10-15,Baltimore Ravens
Carolina Panthers,2006,7,2006-10-22,Cincinnati Bengals
Carolina Panthers,2006,8,2006-10-29,Dallas Cowboys
Carolina Panthers,2006,10,2006-11-13,Tampa Bay Buccaneers
Carolina Panthers,2006,11,2006-11-19,St. Louis Rams
Carolina Panthers,2006,12,2006-11-26,Washington Redskins
Carolina Panthers,2006,13,2006-12-04,Philadelphia Eagles
Carolina Panthers,2006,14,2006-12-10,New York Giants
Carolina Panthers,2006,15,2006-12-17,Pittsburgh Steelers
Carolina Panthers,2006,16,2006-12-24,Atlanta Falcons
Carolina Panthers,2006,17,2006-12-31,New Orleans Saints
Carolina Panthers,2007,1,2007-09-09,St. Louis Rams
Carolina Panthers,2007,2,2007-09-16,Houston Texans
Carolina Panthers,2007,3,2007-09-23,Atlanta Falcons
Carolina Panthers,2007,4,2007-09-30,Tampa Bay Buccaneers
Carolina Panthers,2007,5,2007-10-07,New Orleans Saints
Carolina Panthers,2007,6,2007-10-14,Arizona Cardinals
Carolina Panthers,2007,8,2007-10-28,Indianapolis Colts
Carolina Panthers,2007,9,2007-11-04,Tennessee Titans
Carolina Panthers,2007,10,2007-11-11,Atlanta Falcons
Carolina Panthers,2007,11,2007-11-18,Green Bay Packers
Carolina Panthers,2007,12,2007-11-25,New Orleans Saints
Carolina Panthers,2007,13,2007-12-02,San Francisco 49ers
Carolina Panthers,2007,14,2007-12-09,Jacksonville Jaguars
Carolina Panthers,2007,15,2007-12-16,Seattle Seahawks
Carolina Panthers,2007,16,2007-12-22,Dallas Cowboys
Carolina Panthers,2007,17,2007-12-30,Tampa Bay Buccaneers
Carolina Panthers,2008,1,2008-09-07,San Diego Chargers
Carolina Panthers,2008,2,2008-09-14,Chicago Bears
Carolina Panthers,2008,3,2008-09-21,Minnesota Vikings
Carolina Panthers,2008,4,2008-09-28,Atlanta Falcons
Carolina Panthers,2008,5,2008-10-05,Kansas City Chiefs
Carolina Panthers,2008,6,2008-10-12,Tampa Bay Buccaneers
Carolina Panthers,2008,7,2008-10-19,New Orleans Saints
Carolina Panthers,2008,8,2008-10-26,Arizona Cardinals
Carolina Panthers,2008,10,2008-11-09,Oakland Raiders
Carolina Panthers,2008,11,2008-11-16,Detroit Lions
Carolina Panthers,2008,12,2008-11-23,Atlanta Falcons
Carolina Panthers,2008,13,2008-11-30,Green Bay Packers
Carolina Panthers,2008,14,2008-12-08,Tampa Bay Buccaneers
Carolina Panthers,2008,15,2008-12-14,Denver Broncos
Carolina Panthers,2008,16,2008-12-21,New York Giants
Carolina Panthers,2008,17,2008-12-28,New Orleans Saints
Carolina Panthers,2008,18,2009-01-10,Arizona Cardinals
Carolina Panthers,2009,1,2009-09-13,Philadelphia Eagles
Carolina Panthers,2009,2,2009-09-20,Atlanta Falcons
Carolina Panthers,2009,3,2009-09-28,Dallas Cowboys
Carolina Panthers,2009,5,2009-10-11,Washington Redskins
Carolina Panthers,2009,6,2009-10-18,Tampa Bay Buccaneers
Carolina Panthers,2009,7,2009-10-25,Buffalo Bills
Carolina Panthers,2009,8,2009-11-01,Arizona Cardinals
Carolina Panthers,2009,9,2009-11-08,New Orleans Saints
Carolina Panthers,2009,10,2009-11-15,Atlanta Falcons
Carolina Panthers,2009,11,2009-11-19,Miami Dolphins
Carolina Panthers,2009,12,2009-11-29,New York Jets
Carolina Panthers,2009,13,2009-12-06,Tampa Bay Buccaneers
Carolina Panthers,2009,14,2009-12-13,New England Patriots
Carolina Panthers,2009,15,2009-12-20,Minnesota Vikings
Carolina Panthers,2009,16,2009-12-27,New York Giants
Carolina Panthers,2009,17,2010-01-03,New Orleans Saints
Carolina Panthers,2010,1,2010-09-12,New York Giants
Carolina Panthers,2010,2,2010-09-19,Tampa Bay Buccaneers
Carolina Panthers,2010,3,2010-09-26,Cincinnati Bengals
Carolina Panthers,2010,4,2010-10-03,New Orleans Saints
Carolina Panthers,2010,5,2010-10-10,Chicago Bears
Carolina Panthers,2010,7,2010-10-24,San Francisco 49ers
Carolina Panthers,2010,8,2010-10-31,St. Louis Rams
Carolina Panthers,2010,9,2010-11-07,New Orleans Saints
Carolina Panthers,2010,10,2010-11-14,Tampa Bay Buccaneers
Carolina Panthers,2010,11,2010-11-21,Baltimore Ravens
Carolina Panthers,2010,12,2010-11-28,Cleveland Browns
Carolina Panthers,2010,13,2010-12-05,Seattle Seahawks
Carolina Panthers,2010,14,2010-12-12,Atlanta Falcons
Carolina Panthers,2010,15,2010-12-19,Arizona Cardinals
Carolina Panthers,2010,16,2010-12-23,Pittsburgh Steelers
Carolina Panthers,2010,17,2011-01-02,Atlanta Falcons
Carolina Panthers,2011,1,2011-09-11,Arizona Cardinals
Carolina Panthers,2011,2,2011-09-18,Green Bay Packers
Carolina Panthers,2011,3,2011-09-25,Jacksonville Jaguars
Carolina Panthers,2011,4,2011-10-02,Chicago Bears
Carolina Panthers,2011,5,2011-10-09,New Orleans Saints
Carolina Panthers,2011,6,2011-10-16,Atlanta Falcons
Carolina Panthers,2011,7,2011-10-23,Washington Redskins
Carolina Panthers,2011,8,2011-10-30,Minnesota Vikings
Carolina Panthers,2011,10,2011-11-13,Tennessee Titans
Carolina Panthers,2011,11,2011-11-20,Detroit Lions
Carolina Panthers,2011,12,2011-11-27,Indianapolis Colts
Carolina Panthers,2011,13,2011-12-04,Tampa Bay Buccaneers
Carolina Panthers,2011,14,2011-12-11,Atlanta Falcons
Carolina Panthers,2011,15,2011-12-18,Houston Texans
Carolina Panthers,2011,16,2011-12-24,Tampa Bay Buccaneers
Carolina Panthers,2011,17,2012-01-01,New Orleans Saints
Carolina Panthers,2012,1,2012-09-09,Tampa Bay Buccaneers
Carolina Panthers,2012,2,2012-09-16,New Orleans Saints
Carolina Panthers,2012,3,2012-09-20,New York Giants
Carolina Panthers,2012,4,2012-09-30,Atlanta Falcons
Carolina Panthers,2012,5,2012-10-07,Seattle Seahawks
Carolina Panthers,2012,7,2012-10-21,Dallas Cowboys
Carolina Panthers,2012,8,2012-10-28,Chicago Bears
Carolina Panthers,2012,9,2012-11-04,Washington Redskins
Carolina Panthers,2012,10,2012-11-11,Denver Broncos
Carolina Panthers,2012,11,2012-11-18,Tampa Bay Buccaneers
Carolina Panthers,2012,12,2012-11-26,Philadelphia Eagles
Carolina Panthers,2012,13,2012-12-02,Kansas City Chiefs
Carolina Panthers,2012,14,2012-12-09,Atlanta Falcons
Carolina Panthers,2012,15,2012-12-16,San Diego Chargers
Carolina Panthers,2012,16,2012-12-23,Oakland Raiders
Carolina Panthers,2012,17,2012-12-30,New Orleans Saints
Carolina Panthers,2013,1,2013-09-08,Seattle Seahawks
Carolina Panthers,2013,2,2013-09-15,Buffalo Bills
Carolina Panthers,2013,3,2013-09-22,New York Giants
Carolina Panthers,2013,5,2013-10-06,Arizona Cardinals
Carolina Panthers,2013,6,2013-10-13,Minnesota Vikings
Carolina Panthers,2013,7,2013-10-20,St. Louis Rams
Carolina Panthers,2013,8,2013-10-24,Tampa Bay Buccaneers
Carolina Panthers,2013,9,2013-11-03,Atlanta Falcons
Carolina Panthers,2013,10,2013-11-10,San Francisco 49ers
Carolina Panthers,2013,11,2013-11-18,New England Patriots
Carolina Panthers,2013,12,2013-11-24,Miami Dolphins
Carolina Panthers,2013,13,2013-12-01,Tampa Bay Buccaneers
Carolina Panthers,2013,14,2013-12-08,New Orleans Saints
Carolina Panthers,2013,15,2013-12-15,New York Jets
Carolina Panthers,2013,16,2013-12-22,New Orleans Saints
Carolina Panthers,2013,17,2013-12-29,Atlanta Falcons
Carolina Panthers,2013,18,2014-01-12,San Francisco 49ers
Carolina Panthers,2014,1,2014-09-07,Tampa Bay Buccaneers
Carolina Panthers,2014,2,2014-09-14,Detroit Lions
Carolina Panthers,2014,3,2014-09-21,Pittsburgh Steelers
Carolina Panthers,2014,4,2014-09-28,Baltimore Ravens
Carolina Panthers,2014,5,2014-10-05,Chicago Bears
Carolina Panthers,2014,6,2014-10-12,Cincinnati Bengals
Carolina Panthers,2014,7,2014-10-19,Green Bay Packers
Carolina Panthers,2014,8,2014-10-26,Seattle Seahawks
Carolina Panthers,2014,9,2014-10-30,New Orleans Saints
Carolina Panthers,2014,10,2014-11-10,Philadelphia Eagles
Carolina Panthers,2014,11,2014-11-16,Atlanta Falcons
Carolina Panthers,2014,13,2014-11-30,Minnesota Vikings
Carolina Panthers,2014,14,2014-12-07,New Orleans Saints
Carolina Panthers,2014,15,2014-12-14,Tampa Bay Buccaneers
Carolina Panthers,2014,16,2014-12-21,Cleveland Browns
Carolina Panthers,2014,17,2014-12-28,Atlanta Falcons
Carolina Panthers,2014,18,2015-01-03,Arizona Cardinals
Carolina Panthers,2014,19,2015-01-10,Seattle Seahawks
Carolina Panthers,2015,1,2015-09-13,Jacksonville Jaguars
Carolina Panthers,2015,2,2015-09-20,Houston Texans
Carolina Panthers,2015,3,2015-09-27,New Orleans Saints
Carolina Panthers,2015,4,2015-10-04,Tampa Bay Buccaneers
Carolina Panthers,2015,6,2015-10-18,Seattle Seahawks
Carolina Panthers,2015,7,2015-10-25,Philadelphia Eagles
Carolina Panthers,2015,8,2015-11-02,Indianapolis Colts
Carolina Panthers,2015,9,2015-11-08,Green Bay Packers
Carolina Panthers,2015,10,2015-11-15,Tennessee Titans
Carolina Panthers,2015,11,2015-11-22,Washington Redskins
Carolina Panthers,2015,12,2015-11-26,Dallas Cowboys
Carolina Panthers,2015,13,2015-12-06,New Orleans Saints
Carolina Panthers,2015,14,2015-12-13,Atlanta Falcons
Carolina Panthers,2015,15,2015-12-20,New York Giants
Carolina Panthers,2015,16,2015-12-27,Atlanta Falcons
Carolina Panthers,2015,17,2016-01-03,Tampa Bay Buccaneers
Carolina Panthers,2015,18,2016-01-17,Seattle Seahawks
Carolina Panthers,2015,19,2016-01-24,Arizona Cardinals
Carolina Panthers,2015,20,2016-02-07,Denver Broncos
Carolina Panthers,2016,1,2016-09-08,Denver Broncos
Carolina Panthers,2016,2,2016-09-18,San Francisco 49ers
Carolina Panthers,2016,3,2016-09-25,Minnesota Vikings
Carolina Panthers,2016,4,2016-10-02,Atlanta Falcons
Carolina Panthers,2016,5,2016-10-10,Tampa Bay Buccaneers
Carolina Panthers,2016,6,2016-10-16,New Orleans Saints
Carolina Panthers,2016,8,2016-10-30,Arizona Cardinals
Carolina Panthers,2016,9,2016-11-06,Los Angeles Rams
Carolina Panthers,2016,10,2016-11-13,Kansas City Chiefs
Carolina Panthers,2016,11,2016-11-17,New Orleans Saints
Carolina Panthers,2016,12,2016-11-27,Oakland Raiders
Carolina Panthers,2016,13,2016-12-04,Seattle Seahawks
Carolina Panthers,2016,14,2016-12-11,San Diego Chargers
Carolina Panthers,2016,15,2016-12-19,Washington Redskins
Carolina Panthers,2016,16,2016-12-24,Atlanta Falcons
Carolina Panthers,2016,17,2017-01-01,Tampa Bay Buccaneers
Carolina Panthers,2017,1,2017-09-10,San Francisco 49ers
Carolina Panthers,2017,2,2017-09-17,Buffalo Bills
Carolina Panthers,2017,3,2017-09-24,New Orleans Saints
Carolina Panthers,2017,4,2017-10-01,New England Patriots
Carolina Panthers,2017,5,2017-10-08,Detroit Lions
Carolina Panthers,2017,6,2017-10-12,Philadelphia Eagles
Carolina Panthers,2017,7,2017-10-22,Chicago Bears
Carolina Panthers,2017,8,2017-10-29,Tampa Bay Buccaneers
Carolina Panthers,2017,9,2017-11-05,Atlanta Falcons
Carolina Panthers,2017,10,2017-11-13,Miami Dolphins
Carolina Panthers,2017,12,2017-11-26,New York Jets
Carolina Panthers,2017,13,2017-12-03,New Orleans Saints
Carolina Panthers,2017,14,2017-12-10,Minnesota Vikings
Carolina Panthers,2017,15,2017-12-17,Green Bay Packers
Carolina Panthers,2017,16,2017-12-24,Tampa Bay Buccaneers
Carolina Panthers,2017,17,2017-12-31,Atlanta Falcons
Carolina Panthers,2017,18,2018-01-07,New Orleans Saints
Carolina Panthers,2018,1,2018-09-09,Dallas Cowboys
Carolina Panthers,2018,2,2018-09-16,Atlanta Falcons
Carolina Panthers,2018,3,2018-09-23,Cincinnati Bengals
Carolina Panthers,2018,5,2018-10-07,New York Giants
Carolina Panthers,2018,6,2018-10-14,Washington Redskins
Carolina Panthers,2018,7,2018-10-21,Philadelphia Eagles
Carolina Panthers,2018,8,2018-10-28,Baltimore Ravens
Carolina Panthers,2018,9,2018-11-04,Tampa Bay Buccaneers
Carolina Panthers,2018,10,2018-11-08,Pittsburgh Steelers
Carolina Panthers,2018,11,2018-11-18,Detroit Lions
Carolina Panthers,2018,12,2018-11-25,Seattle Seahawks
Carolina Panthers,2018,13,2018-12-02,Tampa Bay Buccaneers
Carolina Panthers,2018,14,2018-12-09,Cleveland Browns
Carolina Panthers,2018,15,2018-12-17,New Orleans Saints
Carolina Panthers,2018,16,2018-12-23,Atlanta Falcons
Carolina Panthers,2018,17,2018-12-30,New Orleans Saints
Carolina Panthers,2019,1,2019-09-08,Los Angeles Rams
Carolina Panthers,2019,2,2019-09-12,Tampa Bay Buccaneers
Carolina Panthers,2019,3,2019-09-22,Arizona Cardinals
Carolina Panthers,2019,4,2019-09-29,Houston Texans
Carolina Panthers,2019,5,2019-10-06,Jacksonville Jaguars
Carolina Panthers,2019,6,2019-10-13,Tampa Bay Buccaneers
Carolina Panthers,2019,8,2019-10-27,San Francisco 49ers
Carolina Panthers,2019,9,2019-11-03,Tennessee Titans
Carolina Panthers,2019,10,2019-11-10,Green Bay Packers
Carolina Panthers,2019,11,2019-11-17,Atlanta Falcons
Carolina Panthers,2019,12,2019-11-24,New Orleans Saints
Carolina Panthers,2019,13,2019-12-01,Washington Redskins
Carolina Panthers,2019,14,2019-12-08,Atlanta Falcons
Carolina Panthers,2019,15,2019-12-15,Seattle Seahawks
Carolina Panthers,2019,16,2019-12-22,Indianapolis Colts
Carolina Panthers,2019,17,2019-12-29,New Orleans Saints
Carolina Panthers,2020,1,2020-09-13,Las Vegas Raiders
Carolina Panthers,2020,2,2020-09-20,Tampa Bay Buccaneers
Carolina Panthers,2020,3,2020-09-27,Los Angeles Chargers
Carolina Panthers,2020,4,2020-10-04,Arizona Cardinals
Carolina Panthers,2020,5,2020-10-11,Atlanta Falcons
Carolina Panthers,2020,6,2020-10-18,Chicago Bears
Carolina Panthers,2020,7,2020-10-25,New Orleans Saints
Carolina Panthers,2020,8,2020-10-29,Atlanta Falcons
Carolina Panthers,2020,9,2020-11-08,Kansas City Chiefs
Carolina Panthers,2020,10,2020-11-15,Tampa Bay Buccaneers
Carolina Panthers,2020,11,2020-11-22,Detroit Lions
Carolina Panthers,2020,12,2020-11-29,Minnesota Vikings
Carolina Panthers,2020,14,2020-12-13,Denver Broncos
Carolina Panthers,2020,15,2020-12-19,Green Bay Packers
Carolina Panthers,2020,16,2020-12-27,Washington Football Team
Carolina Panthers,2020,17,2021-01-03,New Orleans Saints
Carolina Panthers,2021,1,2021-09-12,New York Jets
Carolina Panthers,2021,2,2021-09-19,New Orleans Saints
Carolina Panthers,2021,3,2021-09-23,Houston Texans
Carolina Panthers,2021,4,2021-10-03,Dallas Cowboys
Carolina Panthers,2021,5,2021-10-10,Philadelphia Eagles
Carolina Panthers,2021,6,2021-10-17,Minnesota Vikings
Carolina Panthers,2021,7,2021-10-24,New York Giants
Carolina Panthers,2021,8,2021-10-31,Atlanta Falcons
Carolina Panthers,2021,9,2021-11-07,New England Patriots
Carolina Panthers,2021,10,2021-11-14,Arizona Cardinals
Carolina Panthers,2021,11,2021-11-21,Washington Football Team
Carolina Panthers,2021,12,2021-11-28,Miami Dolphins
Carolina Panthers,2021,14,2021-12-12,Atlanta Falcons
Carolina Panthers,2021,15,2021-12-19,Buffalo Bills
Carolina Panthers,2021,16,2021-12-26,Tampa Bay Buccaneers
Carolina Panthers,2021,17,2022-01-02,New Orleans Saints
Carolina Panthers,2021,18,2022-01-09,Tampa Bay Buccaneers
Carolina Panthers,2022,1,2022-09-11,Cleveland Browns
Carolina Panthers,2022,2,2022-09-18,New York Giants
Carolina Panthers,2022,3,2022-09-25,New Orleans Saints
Carolina Panthers,2022,4,2022-10-02,Arizona Cardinals
