Team,Season,Week,Date,Opp
Arizona Cardinals,1996,5,1996-09-29,St. Louis Rams
Arizona Cardinals,1996,7,1996-10-13,Dallas Cowboys
Arizona Cardinals,1996,8,1996-10-20,Tampa Bay Buccaneers
Arizona Cardinals,1996,9,1996-10-27,New York Jets
Arizona Cardinals,1996,10,1996-11-03,New York Giants
Arizona Cardinals,1996,11,1996-11-10,Washington Redskins
Arizona Cardinals,1996,12,1996-11-17,New York Giants
Arizona Cardinals,1996,13,1996-11-24,Philadelphia Eagles
Arizona Cardinals,1996,14,1996-12-01,Minnesota Vikings
Arizona Cardinals,1996,15,1996-12-08,Dallas Cowboys
Arizona Cardinals,1996,16,1996-12-15,Washington Redskins
Arizona Cardinals,1996,17,1996-12-22,Philadelphia Eagles
Arizona Cardinals,1997,1,1997-08-31,Cincinnati Bengals
Arizona Cardinals,1997,2,1997-09-07,Dallas Cowboys
Arizona Cardinals,1997,3,1997-09-14,Washington Redskins
Arizona Cardinals,1997,5,1997-09-28,Tampa Bay Buccaneers
Arizona Cardinals,1997,6,1997-10-05,Minnesota Vikings
Arizona Cardinals,1997,7,1997-10-12,New York Giants
Arizona Cardinals,1997,8,1997-10-19,Philadelphia Eagles
Arizona Cardinals,1997,9,1997-10-26,Tennessee Oilers
Arizona Cardinals,1997,10,1997-11-02,Philadelphia Eagles
Arizona Cardinals,1997,11,1997-11-09,Dallas Cowboys
Arizona Cardinals,1997,12,1997-11-16,New York Giants
Arizona Cardinals,1997,13,1997-11-23,Baltimore Ravens
Arizona Cardinals,1997,14,1997-11-30,Pittsburgh Steelers
Arizona Cardinals,1997,15,1997-12-07,Washington Redskins
Arizona Cardinals,1997,16,1997-12-14,New Orleans Saints
Arizona Cardinals,1997,17,1997-12-21,Atlanta Falcons
Arizona Cardinals,1998,1,1998-09-06,Dallas Cowboys
Arizona Cardinals,1998,2,1998-09-13,Seattle Seahawks
Arizona Cardinals,1998,3,1998-09-20,Philadelphia Eagles
Arizona Cardinals,1998,4,1998-09-27,St. Louis Rams
Arizona Cardinals,1998,5,1998-10-04,Oakland Raiders
Arizona Cardinals,1998,6,1998-10-11,Chicago Bears
Arizona Cardinals,1998,7,1998-10-18,New York Giants
Arizona Cardinals,1998,9,1998-11-01,Detroit Lions
Arizona Cardinals,1998,10,1998-11-08,Washington Redskins
Arizona Cardinals,1998,11,1998-11-15,Dallas Cowboys
Arizona Cardinals,1998,12,1998-11-22,Washington Redskins
Arizona Cardinals,1998,13,1998-11-29,Kansas City Chiefs
Arizona Cardinals,1998,14,1998-12-06,New York Giants
Arizona Cardinals,1998,15,1998-12-13,Philadelphia Eagles
Arizona Cardinals,1998,16,1998-12-20,New Orleans Saints
Arizona Cardinals,1998,17,1998-12-27,San Diego Chargers
Arizona Cardinals,1998,18,1999-01-02,Dallas Cowboys
Arizona Cardinals,1998,19,1999-01-10,Minnesota Vikings
Arizona Cardinals,1999,1,1999-09-12,Philadelphia Eagles
Arizona Cardinals,1999,2,1999-09-19,Miami Dolphins
Arizona Cardinals,1999,3,1999-09-27,San Francisco 49ers
Arizona Cardinals,1999,4,1999-10-03,Dallas Cowboys
Arizona Cardinals,1999,5,1999-10-10,New York Giants
Arizona Cardinals,1999,6,1999-10-17,Washington Redskins
Arizona Cardinals,1999,8,1999-10-31,New England Patriots
Arizona Cardinals,1999,9,1999-11-07,New York Jets
Arizona Cardinals,1999,10,1999-11-14,Detroit Lions
Arizona Cardinals,1999,11,1999-11-21,Dallas Cowboys
Arizona Cardinals,1999,12,1999-11-28,New York Giants
Arizona Cardinals,1999,13,1999-12-05,Philadelphia Eagles
Arizona Cardinals,1999,14,1999-12-12,Washington Redskins
Arizona Cardinals,1999,15,1999-12-19,Buffalo Bills
Arizona Cardinals,1999,16,1999-12-26,Atlanta Falcons
Arizona Cardinals,1999,17,2000-01-02,Green Bay Packers
Arizona Cardinals,2000,1,2000-09-03,New York Giants
Arizona Cardinals,2000,2,2000-09-10,Dallas Cowboys
Arizona Cardinals,2000,4,2000-09-24,Green Bay Packers
Arizona Cardinals,2000,5,2000-10-01,San Francisco 49ers
Arizona Cardinals,2000,6,2000-10-08,Cleveland Browns
Arizona Cardinals,2000,7,2000-10-15,Philadelphia Eagles
Arizona Cardinals,2000,8,2000-10-22,Dallas Cowboys
Arizona Cardinals,2000,9,2000-10-29,New Orleans Saints
Arizona Cardinals,2000,10,2000-11-05,Washington Redskins
Arizona Cardinals,2000,11,2000-11-12,Minnesota Vikings
Arizona Cardinals,2000,12,2000-11-19,Philadelphia Eagles
Arizona Cardinals,2000,13,2000-11-26,New York Giants
Arizona Cardinals,2000,14,2000-12-03,Cincinnati Bengals
Arizona Cardinals,2000,15,2000-12-10,Jacksonville Jaguars
Arizona Cardinals,2000,16,2000-12-17,Baltimore Ravens
Arizona Cardinals,2000,17,2000-12-24,Washington Redskins
Arizona Cardinals,2001,2,2001-09-23,Denver Broncos
Arizona Cardinals,2001,3,2001-09-30,Atlanta Falcons
Arizona Cardinals,2001,4,2001-10-07,Philadelphia Eagles
Arizona Cardinals,2001,5,2001-10-14,Chicago Bears
Arizona Cardinals,2001,6,2001-10-21,Kansas City Chiefs
Arizona Cardinals,2001,7,2001-10-28,Dallas Cowboys
Arizona Cardinals,2001,8,2001-11-04,Philadelphia Eagles
Arizona Cardinals,2001,9,2001-11-11,New York Giants
Arizona Cardinals,2001,10,2001-11-18,Detroit Lions
Arizona Cardinals,2001,11,2001-11-25,San Diego Chargers
Arizona Cardinals,2001,12,2001-12-02,Oakland Raiders
Arizona Cardinals,2001,13,2001-12-09,Washington Redskins
Arizona Cardinals,2001,14,2001-12-15,New York Giants
Arizona Cardinals,2001,15,2001-12-23,Dallas Cowboys
Arizona Cardinals,2001,16,2001-12-30,Carolina Panthers
Arizona Cardinals,2001,17,2002-01-06,Washington Redskins
Arizona Cardinals,2002,1,2002-09-08,Washington Redskins
Arizona Cardinals,2002,2,2002-09-15,Seattle Seahawks
Arizona Cardinals,2002,3,2002-09-22,San Diego Chargers
Arizona Cardinals,2002,4,2002-09-29,New York Giants
Arizona Cardinals,2002,5,2002-10-06,Carolina Panthers
Arizona Cardinals,2002,7,2002-10-20,Dallas Cowboys
Arizona Cardinals,2002,8,2002-10-27,San Francisco 49ers
Arizona Cardinals,2002,9,2002-11-03,St. Louis Rams
Arizona Cardinals,2002,10,2002-11-10,Seattle Seahawks
Arizona Cardinals,2002,11,2002-11-17,Philadelphia Eagles
Arizona Cardinals,2002,12,2002-11-24,Oakland Raiders
Arizona Cardinals,2002,13,2002-12-01,Kansas City Chiefs
Arizona Cardinals,2002,14,2002-12-08,Detroit Lions
Arizona Cardinals,2002,15,2002-12-15,St. Louis Rams
Arizona Cardinals,2002,16,2002-12-21,San Francisco 49ers
Arizona Cardinals,2002,17,2002-12-29,Denver Broncos
Arizona Cardinals,2003,1,2003-09-07,Detroit Lions
Arizona Cardinals,2003,2,2003-09-14,Seattle Seahawks
Arizona Cardinals,2003,3,2003-09-21,Green Bay Packers
Arizona Cardinals,2003,4,2003-09-28,St. Louis Rams
Arizona Cardinals,2003,5,2003-10-05,Dallas Cowboys
Arizona Cardinals,2003,6,2003-10-12,Baltimore Ravens
Arizona Cardinals,2003,8,2003-10-26,San Francisco 49ers
Arizona Cardinals,2003,9,2003-11-02,Cincinnati Bengals
Arizona Cardinals,2003,10,2003-11-09,Pittsburgh Steelers
Arizona Cardinals,2003,11,2003-11-16,Cleveland Browns
Arizona Cardinals,2003,12,2003-11-23,St. Louis Rams
Arizona Cardinals,2003,13,2003-11-30,Chicago Bears
Arizona Cardinals,2003,14,2003-12-07,San Francisco 49ers
Arizona Cardinals,2003,15,2003-12-14,Carolina Panthers
Arizona Cardinals,2003,16,2003-12-21,Seattle Seahawks
Arizona Cardinals,2003,17,2003-12-28,Minnesota Vikings
Arizona Cardinals,2004,1,2004-09-12,St. Louis Rams
Arizona Cardinals,2004,2,2004-09-19,New England Patriots
Arizona Cardinals,2004,3,2004-09-26,Atlanta Falcons
Arizona Cardinals,2004,4,2004-10-03,New Orleans Saints
Arizona Cardinals,2004,5,2004-10-10,San Francisco 49ers
Arizona Cardinals,2004,7,2004-10-24,Seattle Seahawks
Arizona Cardinals,2004,8,2004-10-31,Buffalo Bills
Arizona Cardinals,2004,9,2004-11-07,Miami Dolphins
Arizona Cardinals,2004,10,2004-11-14,New York Giants
Arizona Cardinals,2004,11,2004-11-21,Carolina Panthers
Arizona Cardinals,2004,12,2004-11-28,New York Jets
Arizona Cardinals,2004,13,2004-12-05,Detroit Lions
Arizona Cardinals,2004,14,2004-12-12,San Francisco 49ers
Arizona Cardinals,2004,15,2004-12-19,St. Louis Rams
Arizona Cardinals,2004,16,2004-12-26,Seattle Seahawks
Arizona Cardinals,2004,17,2005-01-02,Tampa Bay Buccaneers
Arizona Cardinals,2005,1,2005-09-11,New York Giants
Arizona Cardinals,2005,2,2005-09-18,St. Louis Rams
Arizona Cardinals,2005,3,2005-09-25,Seattle Seahawks
Arizona Cardinals,2005,4,2005-10-02,San Francisco 49ers
Arizona Cardinals,2005,5,2005-10-09,Carolina Panthers
Arizona Cardinals,2005,7,2005-10-23,Tennessee Titans
Arizona Cardinals,2005,8,2005-10-30,Dallas Cowboys
Arizona Cardinals,2005,9,2005-11-06,Seattle Seahawks
Arizona Cardinals,2005,10,2005-11-13,Detroit Lions
Arizona Cardinals,2005,11,2005-11-20,St. Louis Rams
Arizona Cardinals,2005,12,2005-11-27,Jacksonville Jaguars
Arizona Cardinals,2005,13,2005-12-04,San Francisco 49ers
Arizona Cardinals,2005,14,2005-12-11,Washington Redskins
Arizona Cardinals,2005,15,2005-12-18,Houston Texans
Arizona Cardinals,2005,16,2005-12-24,Philadelphia Eagles
Arizona Cardinals,2005,17,2006-01-01,Indianapolis Colts
Arizona Cardinals,2006,1,2006-09-10,San Francisco 49ers
Arizona Cardinals,2006,2,2006-09-17,Seattle Seahawks
Arizona Cardinals,2006,3,2006-09-24,St. Louis Rams
Arizona Cardinals,2006,4,2006-10-01,Atlanta Falcons
Arizona Cardinals,2006,5,2006-10-08,Kansas City Chiefs
Arizona Cardinals,2006,6,2006-10-16,Chicago Bears
Arizona Cardinals,2006,7,2006-10-22,Oakland Raiders
Arizona Cardinals,2006,8,2006-10-29,Green Bay Packers
Arizona Cardinals,2006,10,2006-11-12,Dallas Cowboys
Arizona Cardinals,2006,11,2006-11-19,Detroit Lions
Arizona Cardinals,2006,12,2006-11-26,Minnesota Vikings
Arizona Cardinals,2006,13,2006-12-03,St. Louis Rams
Arizona Cardinals,2006,14,2006-12-10,Seattle Seahawks
Arizona Cardinals,2006,15,2006-12-17,Denver Broncos
Arizona Cardinals,2006,16,2006-12-24,San Francisco 49ers
Arizona Cardinals,2006,17,2006-12-31,San Diego Chargers
Arizona Cardinals,2007,1,2007-09-10,San Francisco 49ers
Arizona Cardinals,2007,2,2007-09-16,Seattle Seahawks
Arizona Cardinals,2007,3,2007-09-23,Baltimore Ravens
Arizona Cardinals,2007,4,2007-09-30,Pittsburgh Steelers
Arizona Cardinals,2007,5,2007-10-07,St. Louis Rams
Arizona Cardinals,2007,6,2007-10-14,Carolina Panthers
Arizona Cardinals,2007,7,2007-10-21,Washington Redskins
Arizona Cardinals,2007,9,2007-11-04,Tampa Bay Buccaneers
Arizona Cardinals,2007,10,2007-11-11,Detroit Lions
Arizona Cardinals,2007,11,2007-11-18,Cincinnati Bengals
Arizona Cardinals,2007,12,2007-11-25,San Francisco 49ers
Arizona Cardinals,2007,13,2007-12-02,Cleveland Browns
Arizona Cardinals,2007,14,2007-12-09,Seattle Seahawks
Arizona Cardinals,2007,15,2007-12-16,New Orleans Saints
Arizona Cardinals,2007,16,2007-12-23,Atlanta Falcons
Arizona Cardinals,2007,17,2007-12-30,St. Louis Rams
Arizona Cardinals,2008,1,2008-09-07,San Francisco 49ers
Arizona Cardinals,2008,2,2008-09-14,Miami Dolphins
Arizona Cardinals,2008,3,2008-09-21,Washington Redskins
Arizona Cardinals,2008,4,2008-09-28,New York Jets
Arizona Cardinals,2008,5,2008-10-05,Buffalo Bills
Arizona Cardinals,2008,6,2008-10-12,Dallas Cowboys
Arizona Cardinals,2008,8,2008-10-26,Carolina Panthers
Arizona Cardinals,2008,9,2008-11-02,St. Louis Rams
Arizona Cardinals,2008,10,2008-11-10,San Francisco 49ers
Arizona Cardinals,2008,11,2008-11-16,Seattle Seahawks
Arizona Cardinals,2008,12,2008-11-23,New York Giants
Arizona Cardinals,2008,13,2008-11-27,Philadelphia Eagles
Arizona Cardinals,2008,14,2008-12-07,St. Louis Rams
Arizona Cardinals,2008,15,2008-12-14,Minnesota Vikings
Arizona Cardinals,2008,16,2008-12-21,New England Patriots
Arizona Cardinals,2008,17,2008-12-28,Seattle Seahawks
Arizona Cardinals,2008,18,2009-01-03,Atlanta Falcons
Arizona Cardinals,2008,19,2009-01-10,Carolina Panthers
Arizona Cardinals,2008,20,2009-01-18,Philadelphia Eagles
Arizona Cardinals,2008,21,2009-02-01,Pittsburgh Steelers
Arizona Cardinals,2009,1,2009-09-13,San Francisco 49ers
Arizona Cardinals,2009,2,2009-09-20,Jacksonville Jaguars
Arizona Cardinals,2009,3,2009-09-27,Indianapolis Colts
Arizona Cardinals,2009,5,2009-10-11,Houston Texans
Arizona Cardinals,2009,6,2009-10-18,Seattle Seahawks
Arizona Cardinals,2009,7,2009-10-25,New York Giants
Arizona Cardinals,2009,8,2009-11-01,Carolina Panthers
Arizona Cardinals,2009,9,2009-11-08,Chicago Bears
Arizona Cardinals,2009,10,2009-11-15,Seattle Seahawks
Arizona Cardinals,2009,11,2009-11-22,St. Louis Rams
Arizona Cardinals,2009,12,2009-11-29,Tennessee Titans
Arizona Cardinals,2009,13,2009-12-06,Minnesota Vikings
Arizona Cardinals,2009,14,2009-12-14,San Francisco 49ers
Arizona Cardinals,2009,15,2009-12-20,Detroit Lions
Arizona Cardinals,2009,16,2009-12-27,St. Louis Rams
Arizona Cardinals,2009,17,2010-01-03,Green Bay Packers
Arizona Cardinals,2009,18,2010-01-10,Green Bay Packers
Arizona Cardinals,2009,19,2010-01-16,New Orleans Saints
Arizona Cardinals,2010,1,2010-09-12,St. Louis Rams
Arizona Cardinals,2010,2,2010-09-19,Atlanta Falcons
Arizona Cardinals,2010,3,2010-09-26,Oakland Raiders
Arizona Cardinals,2010,4,2010-10-03,San Diego Chargers
Arizona Cardinals,2010,5,2010-10-10,New Orleans Saints
Arizona Cardinals,2010,7,2010-10-24,Seattle Seahawks
Arizona Cardinals,2010,8,2010-10-31,Tampa Bay Buccaneers
Arizona Cardinals,2010,9,2010-11-07,Minnesota Vikings
Arizona Cardinals,2010,10,2010-11-14,Seattle Seahawks
Arizona Cardinals,2010,11,2010-11-21,Kansas City Chiefs
Arizona Cardinals,2010,12,2010-11-29,San Francisco 49ers
Arizona Cardinals,2010,13,2010-12-05,St. Louis Rams
Arizona Cardinals,2010,14,2010-12-12,Denver Broncos
Arizona Cardinals,2010,15,2010-12-19,Carolina Panthers
Arizona Cardinals,2010,16,2010-12-25,Dallas Cowboys
Arizona Cardinals,2010,17,2011-01-02,San Francisco 49ers
Arizona Cardinals,2011,1,2011-09-11,Carolina Panthers
Arizona Cardinals,2011,2,2011-09-18,Washington Redskins
Arizona Cardinals,2011,3,2011-09-25,Seattle Seahawks
Arizona Cardinals,2011,4,2011-10-02,New York Giants
Arizona Cardinals,2011,5,2011-10-09,Minnesota Vikings
Arizona Cardinals,2011,7,2011-10-23,Pittsburgh Steelers
Arizona Cardinals,2011,8,2011-10-30,Baltimore Ravens
Arizona Cardinals,2011,9,2011-11-06,St. Louis Rams
Arizona Cardinals,2011,10,2011-11-13,Philadelphia Eagles
Arizona Cardinals,2011,11,2011-11-20,San Francisco 49ers
Arizona Cardinals,2011,12,2011-11-27,St. Louis Rams
Arizona Cardinals,2011,13,2011-12-04,Dallas Cowboys
Arizona Cardinals,2011,14,2011-12-11,San Francisco 49ers
Arizona Cardinals,2011,15,2011-12-18,Cleveland Browns
Arizona Cardinals,2011,16,2011-12-24,Cincinnati Bengals
Arizona Cardinals,2011,17,2012-01-01,Seattle Seahawks
Arizona Cardinals,2012,1,2012-09-09,Seattle Seahawks
Arizona Cardinals,2012,2,2012-09-16,New England Patriots
Arizona Cardinals,2012,3,2012-09-23,Philadelphia Eagles
Arizona Cardinals,2012,4,2012-09-30,Miami Dolphins
Arizona Cardinals,2012,5,2012-10-04,St. Louis Rams
Arizona Cardinals,2012,6,2012-10-14,Buffalo Bills
Arizona Cardinals,2012,7,2012-10-21,Minnesota Vikings
Arizona Cardinals,2012,8,2012-10-29,San Francisco 49ers
Arizona Cardinals,2012,9,2012-11-04,Green Bay Packers
Arizona Cardinals,2012,11,2012-11-18,Atlanta Falcons
Arizona Cardinals,2012,12,2012-11-25,St. Louis Rams
Arizona Cardinals,2012,13,2012-12-02,New York Jets
Arizona Cardinals,2012,14,2012-12-09,Seattle Seahawks
Arizona Cardinals,2012,15,2012-12-16,Detroit Lions
Arizona Cardinals,2012,16,2012-12-23,Chicago Bears
Arizona Cardinals,2012,17,2012-12-30,San Francisco 49ers
Arizona Cardinals,2013,1,2013-09-08,St. Louis Rams
Arizona Cardinals,2013,2,2013-09-15,Detroit Lions
Arizona Cardinals,2013,3,2013-09-22,New Orleans Saints
Arizona Cardinals,2013,4,2013-09-29,Tampa Bay Buccaneers
Arizona Cardinals,2013,5,2013-10-06,Carolina Panthers
Arizona Cardinals,2013,6,2013-10-13,San Francisco 49ers
Arizona Cardinals,2013,7,2013-10-17,Seattle Seahawks
Arizona Cardinals,2013,8,2013-10-27,Atlanta Falcons
Arizona Cardinals,2013,10,2013-11-10,Houston Texans
Arizona Cardinals,2013,11,2013-11-17,Jacksonville Jaguars
Arizona Cardinals,2013,12,2013-11-24,Indianapolis Colts
Arizona Cardinals,2013,13,2013-12-01,Philadelphia Eagles
Arizona Cardinals,2013,14,2013-12-08,St. Louis Rams
Arizona Cardinals,2013,15,2013-12-15,Tennessee Titans
Arizona Cardinals,2013,16,2013-12-22,Seattle Seahawks
Arizona Cardinals,2013,17,2013-12-29,San Francisco 49ers
Arizona Cardinals,2014,1,2014-09-08,San Diego Chargers
Arizona Cardinals,2014,2,2014-09-14,New York Giants
Arizona Cardinals,2014,3,2014-09-21,San Francisco 49ers
Arizona Cardinals,2014,5,2014-10-05,Denver Broncos
Arizona Cardinals,2014,6,2014-10-12,Washington Redskins
Arizona Cardinals,2014,7,2014-10-19,Oakland Raiders
Arizona Cardinals,2014,8,2014-10-26,Philadelphia Eagles
Arizona Cardinals,2014,9,2014-11-02,Dallas Cowboys
Arizona Cardinals,2014,10,2014-11-09,St. Louis Rams
Arizona Cardinals,2014,11,2014-11-16,Detroit Lions
Arizona Cardinals,2014,12,2014-11-23,Seattle Seahawks
Arizona Cardinals,2014,13,2014-11-30,Atlanta Falcons
Arizona Cardinals,2014,14,2014-12-07,Kansas City Chiefs
Arizona Cardinals,2014,15,2014-12-11,St. Louis Rams
Arizona Cardinals,2014,16,2014-12-21,Seattle Seahawks
Arizona Cardinals,2014,17,2014-12-28,San Francisco 49ers
Arizona Cardinals,2014,18,2015-01-03,Carolina Panthers
Arizona Cardinals,2015,1,2015-09-13,New Orleans Saints
Arizona Cardinals,2015,2,2015-09-20,Chicago Bears
Arizona Cardinals,2015,3,2015-09-27,San Francisco 49ers
Arizona Cardinals,2015,4,2015-10-04,St. Louis Rams
Arizona Cardinals,2015,5,2015-10-11,Detroit Lions
Arizona Cardinals,2015,6,2015-10-18,Pittsburgh Steelers
Arizona Cardinals,2015,7,2015-10-26,Baltimore Ravens
Arizona Cardinals,2015,8,2015-11-01,Cleveland Browns
Arizona Cardinals,2015,10,2015-11-15,Seattle Seahawks
Arizona Cardinals,2015,11,2015-11-22,Cincinnati Bengals
Arizona Cardinals,2015,12,2015-11-29,San Francisco 49ers
Arizona Cardinals,2015,13,2015-12-06,St. Louis Rams
Arizona Cardinals,2015,14,2015-12-10,Minnesota Vikings
Arizona Cardinals,2015,15,2015-12-20,Philadelphia Eagles
Arizona Cardinals,2015,16,2015-12-27,Green Bay Packers
Arizona Cardinals,2015,17,2016-01-03,Seattle Seahawks
Arizona Cardinals,2015,18,2016-01-16,Green Bay Packers
Arizona Cardinals,2015,19,2016-01-24,Carolina Panthers
Arizona Cardinals,2016,1,2016-09-11,New England Patriots
Arizona Cardinals,2016,2,2016-09-18,Tampa Bay Buccaneers
Arizona Cardinals,2016,3,2016-09-25,Buffalo Bills
Arizona Cardinals,2016,4,2016-10-02,Los Angeles Rams
Arizona Cardinals,2016,5,2016-10-06,San Francisco 49ers
Arizona Cardinals,2016,6,2016-10-17,New York Jets
Arizona Cardinals,2016,7,2016-10-23,Seattle Seahawks
Arizona Cardinals,2016,8,2016-10-30,Carolina Panthers
Arizona Cardinals,2016,10,2016-11-13,San Francisco 49ers
Arizona Cardinals,2016,11,2016-11-20,Minnesota Vikings
Arizona Cardinals,2016,12,2016-11-27,Atlanta Falcons
Arizona Cardinals,2016,13,2016-12-04,Washington Redskins
Arizona Cardinals,2016,14,2016-12-11,Miami Dolphins
Arizona Cardinals,2016,15,2016-12-18,New Orleans Saints
Arizona Cardinals,2016,16,2016-12-24,Seattle Seahawks
Arizona Cardinals,2016,17,2017-01-01,Los Angeles Rams
Arizona Cardinals,2017,1,2017-09-10,Detroit Lions
