Team,Season,Week,Date,Opp
Los Angeles Rams,1982,13,1982-12-02,San Francisco 49ers
Los Angeles Rams,1982,14,1982-12-12,Denver Broncos
Los Angeles Rams,1982,15,1982-12-18,Los Angeles Raiders
Los Angeles Rams,1982,16,1982-12-26,Chicago Bears
Los Angeles Rams,1982,17,1983-01-02,San Francisco 49ers
Los Angeles Rams,1983,1,1983-09-04,New York Giants
Los Angeles Rams,1983,2,1983-09-11,New Orleans Saints
Los Angeles Rams,1983,3,1983-09-18,Green Bay Packers
Los Angeles Rams,1983,4,1983-09-25,New York Jets
Los Angeles Rams,1983,5,1983-10-02,Detroit Lions
Los Angeles Rams,1983,6,1983-10-09,San Francisco 49ers
Los Angeles Rams,1983,7,1983-10-16,Atlanta Falcons
Los Angeles Rams,1983,8,1983-10-23,San Francisco 49ers
Los Angeles Rams,1983,9,1983-10-30,Miami Dolphins
Los Angeles Rams,1983,10,1983-11-06,Chicago Bears
Los Angeles Rams,1983,11,1983-11-14,Atlanta Falcons
Los Angeles Rams,1983,12,1983-11-20,Washington Redskins
Los Angeles Rams,1983,13,1983-11-27,Buffalo Bills
Los Angeles Rams,1983,14,1983-12-04,Philadelphia Eagles
Los Angeles Rams,1983,15,1983-12-11,New England Patriots
Los Angeles Rams,1983,16,1983-12-18,New Orleans Saints
Los Angeles Rams,1983,17,1983-12-26,Dallas Cowboys
Los Angeles Rams,1983,18,1984-01-01,Washington Redskins
Los Angeles Rams,1984,1,1984-09-03,Dallas Cowboys
Los Angeles Rams,1984,2,1984-09-09,Cleveland Browns
Los Angeles Rams,1984,3,1984-09-16,Pittsburgh Steelers
Los Angeles Rams,1984,4,1984-09-23,Cincinnati Bengals
Los Angeles Rams,1984,5,1984-09-30,New York Giants
Los Angeles Rams,1984,6,1984-10-07,Atlanta Falcons
Los Angeles Rams,1984,7,1984-10-14,New Orleans Saints
Los Angeles Rams,1984,8,1984-10-22,Atlanta Falcons
Los Angeles Rams,1984,9,1984-10-28,San Francisco 49ers
Los Angeles Rams,1984,10,1984-11-04,St. Louis Cardinals
Los Angeles Rams,1984,11,1984-11-11,Chicago Bears
Los Angeles Rams,1984,12,1984-11-18,Green Bay Packers
Los Angeles Rams,1984,13,1984-11-25,Tampa Bay Buccaneers
Los Angeles Rams,1984,14,1984-12-02,New Orleans Saints
Los Angeles Rams,1984,15,1984-12-09,Houston Oilers
Los Angeles Rams,1984,16,1984-12-14,San Francisco 49ers
Los Angeles Rams,1984,17,1984-12-23,New York Giants
Los Angeles Rams,1985,1,1985-09-08,Denver Broncos
Los Angeles Rams,1985,2,1985-09-15,Philadelphia Eagles
Los Angeles Rams,1985,3,1985-09-23,Seattle Seahawks
Los Angeles Rams,1985,4,1985-09-29,Atlanta Falcons
Los Angeles Rams,1985,5,1985-10-06,Minnesota Vikings
Los Angeles Rams,1985,6,1985-10-13,Tampa Bay Buccaneers
Los Angeles Rams,1985,7,1985-10-20,Kansas City Chiefs
Los Angeles Rams,1985,8,1985-10-27,San Francisco 49ers
Los Angeles Rams,1985,9,1985-11-03,New Orleans Saints
Los Angeles Rams,1985,10,1985-11-10,New York Giants
Los Angeles Rams,1985,11,1985-11-17,Atlanta Falcons
Los Angeles Rams,1985,12,1985-11-24,Green Bay Packers
Los Angeles Rams,1985,13,1985-12-01,New Orleans Saints
Los Angeles Rams,1985,14,1985-12-09,San Francisco 49ers
Los Angeles Rams,1985,15,1985-12-15,St. Louis Cardinals
Los Angeles Rams,1985,16,1985-12-23,Los Angeles Raiders
Los Angeles Rams,1985,17,1986-01-04,Dallas Cowboys
Los Angeles Rams,1985,18,1986-01-12,Chicago Bears
Los Angeles Rams,1986,1,1986-09-07,St. Louis Cardinals
Los Angeles Rams,1986,2,1986-09-14,San Francisco 49ers
Los Angeles Rams,1986,3,1986-09-21,Indianapolis Colts
Los Angeles Rams,1986,4,1986-09-28,Philadelphia Eagles
Los Angeles Rams,1986,5,1986-10-05,Tampa Bay Buccaneers
Los Angeles Rams,1986,6,1986-10-12,Atlanta Falcons
Los Angeles Rams,1986,7,1986-10-19,Detroit Lions
Los Angeles Rams,1986,8,1986-10-26,Atlanta Falcons
Los Angeles Rams,1986,9,1986-11-03,Chicago Bears
Los Angeles Rams,1986,10,1986-11-09,New Orleans Saints
Los Angeles Rams,1986,11,1986-11-16,New England Patriots
Los Angeles Rams,1986,12,1986-11-23,New Orleans Saints
Los Angeles Rams,1986,13,1986-11-30,New York Jets
Los Angeles Rams,1986,14,1986-12-07,Dallas Cowboys
Los Angeles Rams,1986,15,1986-12-14,Miami Dolphins
Los Angeles Rams,1986,16,1986-12-19,San Francisco 49ers
Los Angeles Rams,1986,17,1986-12-28,Washington Redskins
Los Angeles Rams,1987,1,1987-09-13,Houston Oilers
Los Angeles Rams,1987,2,1987-09-20,Minnesota Vikings
Los Angeles Rams,1987,4,1987-10-04,New Orleans Saints
Los Angeles Rams,1987,5,1987-10-11,Pittsburgh Steelers
Los Angeles Rams,1987,6,1987-10-18,Atlanta Falcons
Los Angeles Rams,1987,7,1987-10-26,Cleveland Browns
Los Angeles Rams,1987,8,1987-11-01,San Francisco 49ers
Los Angeles Rams,1987,9,1987-11-08,New Orleans Saints
Los Angeles Rams,1987,10,1987-11-15,St. Louis Cardinals
Los Angeles Rams,1987,11,1987-11-23,Washington Redskins
Los Angeles Rams,1987,12,1987-11-29,Tampa Bay Buccaneers
Los Angeles Rams,1987,13,1987-12-06,Detroit Lions
Los Angeles Rams,1987,14,1987-12-13,Atlanta Falcons
Los Angeles Rams,1987,15,1987-12-21,Dallas Cowboys
Los Angeles Rams,1987,16,1987-12-27,San Francisco 49ers
Los Angeles Rams,1988,1,1988-09-04,Green Bay Packers
Los Angeles Rams,1988,2,1988-09-11,Detroit Lions
Los Angeles Rams,1988,3,1988-09-18,Los Angeles Raiders
Los Angeles Rams,1988,4,1988-09-25,New York Giants
Los Angeles Rams,1988,5,1988-10-02,Phoenix Cardinals
Los Angeles Rams,1988,6,1988-10-09,Atlanta Falcons
Los Angeles Rams,1988,7,1988-10-16,San Francisco 49ers
Los Angeles Rams,1988,8,1988-10-23,Seattle Seahawks
Los Angeles Rams,1988,9,1988-10-30,New Orleans Saints
Los Angeles Rams,1988,10,1988-11-06,Philadelphia Eagles
Los Angeles Rams,1988,11,1988-11-13,New Orleans Saints
Los Angeles Rams,1988,12,1988-11-20,San Diego Chargers
Los Angeles Rams,1988,13,1988-11-27,Denver Broncos
Los Angeles Rams,1988,14,1988-12-05,Chicago Bears
Los Angeles Rams,1988,15,1988-12-11,Atlanta Falcons
Los Angeles Rams,1988,16,1988-12-18,San Francisco 49ers
Los Angeles Rams,1988,17,1988-12-26,Minnesota Vikings
Los Angeles Rams,1989,1,1989-09-10,Atlanta Falcons
Los Angeles Rams,1989,2,1989-09-17,Indianapolis Colts
Los Angeles Rams,1989,3,1989-09-24,Green Bay Packers
Los Angeles Rams,1989,4,1989-10-01,San Francisco 49ers
Los Angeles Rams,1989,5,1989-10-08,Atlanta Falcons
Los Angeles Rams,1989,6,1989-10-16,Buffalo Bills
Los Angeles Rams,1989,7,1989-10-22,New Orleans Saints
Los Angeles Rams,1989,8,1989-10-29,Chicago Bears
Los Angeles Rams,1989,9,1989-11-05,Minnesota Vikings
Los Angeles Rams,1989,10,1989-11-12,New York Giants
Los Angeles Rams,1989,11,1989-11-19,Phoenix Cardinals
Los Angeles Rams,1989,12,1989-11-26,New Orleans Saints
Los Angeles Rams,1989,13,1989-12-03,Dallas Cowboys
Los Angeles Rams,1989,14,1989-12-11,San Francisco 49ers
Los Angeles Rams,1989,15,1989-12-17,New York Jets
Los Angeles Rams,1989,16,1989-12-24,New England Patriots
Los Angeles Rams,1989,17,1989-12-31,Philadelphia Eagles
Los Angeles Rams,1989,18,1990-01-07,New York Giants
Los Angeles Rams,1989,19,1990-01-14,San Francisco 49ers
Los Angeles Rams,1990,1,1990-09-09,Green Bay Packers
Los Angeles Rams,1990,2,1990-09-16,Tampa Bay Buccaneers
Los Angeles Rams,1990,3,1990-09-23,Philadelphia Eagles
Los Angeles Rams,1990,5,1990-10-07,Cincinnati Bengals
Los Angeles Rams,1990,6,1990-10-14,Chicago Bears
Los Angeles Rams,1990,7,1990-10-21,Atlanta Falcons
Los Angeles Rams,1990,8,1990-10-29,Pittsburgh Steelers
Los Angeles Rams,1990,9,1990-11-04,Houston Oilers
Los Angeles Rams,1990,10,1990-11-11,New York Giants
Los Angeles Rams,1990,11,1990-11-18,Dallas Cowboys
Los Angeles Rams,1990,12,1990-11-25,San Francisco 49ers
Los Angeles Rams,1990,13,1990-12-02,Cleveland Browns
Los Angeles Rams,1990,14,1990-12-09,New Orleans Saints
Los Angeles Rams,1990,15,1990-12-17,San Francisco 49ers
Los Angeles Rams,1990,16,1990-12-23,Atlanta Falcons
Los Angeles Rams,1990,17,1990-12-31,New Orleans Saints
Los Angeles Rams,1991,1,1991-09-01,Phoenix Cardinals
Los Angeles Rams,1991,2,1991-09-08,New York Giants
Los Angeles Rams,1991,3,1991-09-15,New Orleans Saints
Los Angeles Rams,1991,4,1991-09-22,San Francisco 49ers
Los Angeles Rams,1991,5,1991-09-29,Green Bay Packers
Los Angeles Rams,1991,7,1991-10-13,San Diego Chargers
Los Angeles Rams,1991,8,1991-10-20,Los Angeles Raiders
Los Angeles Rams,1991,9,1991-10-27,Atlanta Falcons
Los Angeles Rams,1991,10,1991-11-03,New Orleans Saints
Los Angeles Rams,1991,11,1991-11-10,Kansas City Chiefs
Los Angeles Rams,1991,12,1991-11-17,Detroit Lions
Los Angeles Rams,1991,13,1991-11-25,San Francisco 49ers
Los Angeles Rams,1991,14,1991-12-01,Washington Redskins
Los Angeles Rams,1991,15,1991-12-08,Atlanta Falcons
Los Angeles Rams,1991,16,1991-12-15,Minnesota Vikings
Los Angeles Rams,1991,17,1991-12-22,Seattle Seahawks
Los Angeles Rams,1992,1,1992-09-06,Buffalo Bills
Los Angeles Rams,1992,2,1992-09-13,New England Patriots
Los Angeles Rams,1992,3,1992-09-20,Miami Dolphins
Los Angeles Rams,1992,4,1992-09-27,New York Jets
Los Angeles Rams,1992,5,1992-10-04,San Francisco 49ers
Los Angeles Rams,1992,6,1992-10-11,New Orleans Saints
Los Angeles Rams,1992,7,1992-10-18,New York Giants
Los Angeles Rams,1992,9,1992-11-01,Atlanta Falcons
Los Angeles Rams,1992,10,1992-11-08,Phoenix Cardinals
Los Angeles Rams,1992,11,1992-11-15,Dallas Cowboys
Los Angeles Rams,1992,12,1992-11-22,San Francisco 49ers
Los Angeles Rams,1992,13,1992-11-29,Minnesota Vikings
Los Angeles Rams,1992,14,1992-12-06,Tampa Bay Buccaneers
Los Angeles Rams,1992,15,1992-12-13,New Orleans Saints
Los Angeles Rams,1992,16,1992-12-20,Green Bay Packers
Los Angeles Rams,1992,17,1992-12-27,Atlanta Falcons
Los Angeles Rams,1993,1,1993-09-05,Green Bay Packers
Los Angeles Rams,1993,2,1993-09-12,Pittsburgh Steelers
Los Angeles Rams,1993,3,1993-09-19,New York Giants
Los Angeles Rams,1993,4,1993-09-26,Houston Oilers
Los Angeles Rams,1993,5,1993-10-03,New Orleans Saints
Los Angeles Rams,1993,7,1993-10-14,Atlanta Falcons
Los Angeles Rams,1993,8,1993-10-24,Detroit Lions
Los Angeles Rams,1993,9,1993-10-31,San Francisco 49ers
Los Angeles Rams,1993,11,1993-11-14,Atlanta Falcons
Los Angeles Rams,1993,12,1993-11-21,Washington Redskins
Los Angeles Rams,1993,13,1993-11-28,San Francisco 49ers
Los Angeles Rams,1993,14,1993-12-05,Phoenix Cardinals
Los Angeles Rams,1993,15,1993-12-12,New Orleans Saints
Los Angeles Rams,1993,16,1993-12-19,Cincinnati Bengals
Los Angeles Rams,1993,17,1993-12-26,Cleveland Browns
Los Angeles Rams,1993,18,1994-01-02,Chicago Bears
Los Angeles Rams,1994,1,1994-09-04,Arizona Cardinals
Los Angeles Rams,1994,2,1994-09-11,Atlanta Falcons
Los Angeles Rams,1994,3,1994-09-18,San Francisco 49ers
Los Angeles Rams,1994,4,1994-09-25,Kansas City Chiefs
Los Angeles Rams,1994,5,1994-10-02,Atlanta Falcons
Los Angeles Rams,1994,6,1994-10-09,Green Bay Packers
Los Angeles Rams,1994,7,1994-10-16,New York Giants
Los Angeles Rams,1994,8,1994-10-23,New Orleans Saints
Los Angeles Rams,1994,10,1994-11-06,Denver Broncos
Los Angeles Rams,1994,11,1994-11-13,Los Angeles Raiders
Los Angeles Rams,1994,12,1994-11-20,San Francisco 49ers
Los Angeles Rams,1994,13,1994-11-27,San Diego Chargers
Los Angeles Rams,1994,14,1994-12-04,New Orleans Saints
Los Angeles Rams,1994,15,1994-12-11,Tampa Bay Buccaneers
Los Angeles Rams,1994,16,1994-12-18,Chicago Bears
Los Angeles Rams,1994,17,1994-12-24,Washington Redskins
St. Louis Rams,1995,1,1995-09-03,Green Bay Packers
St. Louis Rams,1995,2,1995-09-10,New Orleans Saints
St. Louis Rams,1995,3,1995-09-17,Carolina Panthers
St. Louis Rams,1995,4,1995-09-24,Chicago Bears
St. Louis Rams,1995,5,1995-10-01,Indianapolis Colts
St. Louis Rams,1995,7,1995-10-12,Atlanta Falcons
St. Louis Rams,1995,8,1995-10-22,San Francisco 49ers
St. Louis Rams,1995,9,1995-10-29,Philadelphia Eagles
St. Louis Rams,1995,10,1995-11-05,New Orleans Saints
St. Louis Rams,1995,11,1995-11-12,Carolina Panthers
St. Louis Rams,1995,12,1995-11-19,Atlanta Falcons
St. Louis Rams,1995,13,1995-11-26,San Francisco 49ers
St. Louis Rams,1995,14,1995-12-03,New York Jets
St. Louis Rams,1995,15,1995-12-10,Buffalo Bills
St. Louis Rams,1995,16,1995-12-17,Washington Redskins
St. Louis Rams,1995,17,1995-12-24,Miami Dolphins
St. Louis Rams,1996,1,1996-09-01,Cincinnati Bengals
St. Louis Rams,1996,2,1996-09-08,San Francisco 49ers
St. Louis Rams,1996,4,1996-09-22,Washington Redskins
St. Louis Rams,1996,5,1996-09-29,Arizona Cardinals
St. Louis Rams,1996,6,1996-10-06,San Francisco 49ers
St. Louis Rams,1996,7,1996-10-13,Carolina Panthers
St. Louis Rams,1996,8,1996-10-20,Jacksonville Jaguars
St. Louis Rams,1996,9,1996-10-27,Baltimore Ravens
St. Louis Rams,1996,10,1996-11-03,Pittsburgh Steelers
St. Louis Rams,1996,11,1996-11-10,Atlanta Falcons
St. Louis Rams,1996,12,1996-11-17,Carolina Panthers
St. Louis Rams,1996,13,1996-11-24,Green Bay Packers
St. Louis Rams,1996,14,1996-12-01,New Orleans Saints
St. Louis Rams,1996,15,1996-12-08,Chicago Bears
St. Louis Rams,1996,16,1996-12-15,Atlanta Falcons
St. Louis Rams,1996,17,1996-12-21,New Orleans Saints
St. Louis Rams,1997,1,1997-08-31,New Orleans Saints
St. Louis Rams,1997,2,1997-09-07,San Francisco 49ers
St. Louis Rams,1997,3,1997-09-14,Denver Broncos
St. Louis Rams,1997,4,1997-09-21,New York Giants
St. Louis Rams,1997,5,1997-09-28,Oakland Raiders
St. Louis Rams,1997,7,1997-10-12,San Francisco 49ers
St. Louis Rams,1997,8,1997-10-19,Seattle Seahawks
St. Louis Rams,1997,9,1997-10-26,Kansas City Chiefs
St. Louis Rams,1997,10,1997-11-02,Atlanta Falcons
St. Louis Rams,1997,11,1997-11-09,Green Bay Packers
St. Louis Rams,1997,12,1997-11-16,Atlanta Falcons
St. Louis Rams,1997,13,1997-11-23,Carolina Panthers
St. Louis Rams,1997,14,1997-11-30,Washington Redskins
St. Louis Rams,1997,15,1997-12-07,New Orleans Saints
St. Louis Rams,1997,16,1997-12-14,Chicago Bears
St. Louis Rams,1997,17,1997-12-20,Carolina Panthers
St. Louis Rams,1998,1,1998-09-06,New Orleans Saints
St. Louis Rams,1998,2,1998-09-13,Minnesota Vikings
St. Louis Rams,1998,3,1998-09-20,Buffalo Bills
St. Louis Rams,1998,4,1998-09-27,Arizona Cardinals
St. Louis Rams,1998,6,1998-10-11,New York Jets
St. Louis Rams,1998,7,1998-10-18,Miami Dolphins
St. Louis Rams,1998,8,1998-10-25,San Francisco 49ers
St. Louis Rams,1998,9,1998-11-01,Atlanta Falcons
St. Louis Rams,1998,10,1998-11-08,Chicago Bears
St. Louis Rams,1998,11,1998-11-15,New Orleans Saints
St. Louis Rams,1998,12,1998-11-22,Carolina Panthers
St. Louis Rams,1998,13,1998-11-29,Atlanta Falcons
St. Louis Rams,1998,14,1998-12-03,Philadelphia Eagles
St. Louis Rams,1998,15,1998-12-13,New England Patriots
St. Louis Rams,1998,16,1998-12-20,Carolina Panthers
St. Louis Rams,1998,17,1998-12-27,San Francisco 49ers
St. Louis Rams,1999,1,1999-09-12,Baltimore Ravens
St. Louis Rams,1999,3,1999-09-26,Atlanta Falcons
St. Louis Rams,1999,4,1999-10-03,Cincinnati Bengals
St. Louis Rams,1999,5,1999-10-10,San Francisco 49ers
St. Louis Rams,1999,6,1999-10-17,Atlanta Falcons
St. Louis Rams,1999,7,1999-10-24,Cleveland Browns
St. Louis Rams,1999,8,1999-10-31,Tennessee Titans
St. Louis Rams,1999,9,1999-11-07,Detroit Lions
St. Louis Rams,1999,10,1999-11-14,Carolina Panthers
St. Louis Rams,1999,11,1999-11-21,San Francisco 49ers
St. Louis Rams,1999,12,1999-11-28,New Orleans Saints
St. Louis Rams,1999,13,1999-12-05,Carolina Panthers
St. Louis Rams,1999,14,1999-12-12,New Orleans Saints
St. Louis Rams,1999,15,1999-12-19,New York Giants
St. Louis Rams,1999,16,1999-12-26,Chicago Bears
St. Louis Rams,1999,17,2000-01-02,Philadelphia Eagles
St. Louis Rams,1999,18,2000-01-16,Minnesota Vikings
St. Louis Rams,1999,19,2000-01-23,Tampa Bay Buccaneers
St. Louis Rams,1999,20,2000-01-30,Tennessee Titans
St. Louis Rams,2000,1,2000-09-04,Denver Broncos
St. Louis Rams,2000,2,2000-09-10,Seattle Seahawks
St. Louis Rams,2000,3,2000-09-17,San Francisco 49ers
St. Louis Rams,2000,4,2000-09-24,Atlanta Falcons
St. Louis Rams,2000,5,2000-10-01,San Diego Chargers
St. Louis Rams,2000,7,2000-10-15,Atlanta Falcons
St. Louis Rams,2000,8,2000-10-22,Kansas City Chiefs
St. Louis Rams,2000,9,2000-10-29,San Francisco 49ers
St. Louis Rams,2000,10,2000-11-05,Carolina Panthers
St. Louis Rams,2000,11,2000-11-12,New York Giants
St. Louis Rams,2000,12,2000-11-20,Washington Redskins
St. Louis Rams,2000,13,2000-11-26,New Orleans Saints
St. Louis Rams,2000,14,2000-12-03,Carolina Panthers
St. Louis Rams,2000,15,2000-12-10,Minnesota Vikings
St. Louis Rams,2000,16,2000-12-18,Tampa Bay Buccaneers
St. Louis Rams,2000,17,2000-12-24,New Orleans Saints
St. Louis Rams,2000,18,2000-12-30,New Orleans Saints
St. Louis Rams,2001,1,2001-09-09,Philadelphia Eagles
St. Louis Rams,2001,2,2001-09-23,San Francisco 49ers
St. Louis Rams,2001,3,2001-09-30,Miami Dolphins
St. Louis Rams,2001,4,2001-10-08,Detroit Lions
St. Louis Rams,2001,5,2001-10-14,New York Giants
St. Louis Rams,2001,6,2001-10-21,New York Jets
St. Louis Rams,2001,7,2001-10-28,New Orleans Saints
St. Louis Rams,2001,9,2001-11-11,Carolina Panthers
St. Louis Rams,2001,10,2001-11-18,New England Patriots
St. Louis Rams,2001,11,2001-11-26,Tampa Bay Buccaneers
St. Louis Rams,2001,12,2001-12-02,Atlanta Falcons
St. Louis Rams,2001,13,2001-12-09,San Francisco 49ers
St. Louis Rams,2001,14,2001-12-17,New Orleans Saints
St. Louis Rams,2001,15,2001-12-23,Carolina Panthers
St. Louis Rams,2001,16,2001-12-30,Indianapolis Colts
St. Louis Rams,2001,17,2002-01-06,Atlanta Falcons
St. Louis Rams,2001,18,2002-01-20,Green Bay Packers
St. Louis Rams,2001,19,2002-01-27,Philadelphia Eagles
St. Louis Rams,2001,20,2002-02-03,New England Patriots
St. Louis Rams,2002,1,2002-09-08,Denver Broncos
St. Louis Rams,2002,2,2002-09-15,New York Giants
St. Louis Rams,2002,3,2002-09-23,Tampa Bay Buccaneers
St. Louis Rams,2002,4,2002-09-29,Dallas Cowboys
St. Louis Rams,2002,5,2002-10-06,San Francisco 49ers
St. Louis Rams,2002,6,2002-10-13,Oakland Raiders
St. Louis Rams,2002,7,2002-10-20,Seattle Seahawks
St. Louis Rams,2002,9,2002-11-03,Arizona Cardinals
St. Louis Rams,2002,10,2002-11-10,San Diego Chargers
St. Louis Rams,2002,11,2002-11-18,Chicago Bears
St. Louis Rams,2002,12,2002-11-24,Washington Redskins
St. Louis Rams,2002,13,2002-12-01,Philadelphia Eagles
St. Louis Rams,2002,14,2002-12-08,Kansas City Chiefs
St. Louis Rams,2002,15,2002-12-15,Arizona Cardinals
St. Louis Rams,2002,16,2002-12-22,Seattle Seahawks
St. Louis Rams,2002,17,2002-12-30,San Francisco 49ers
St. Louis Rams,2003,1,2003-09-07,New York Giants
St. Louis Rams,2003,2,2003-09-14,San Francisco 49ers
St. Louis Rams,2003,3,2003-09-21,Seattle Seahawks
St. Louis Rams,2003,4,2003-09-28,Arizona Cardinals
St. Louis Rams,2003,6,2003-10-13,Atlanta Falcons
St. Louis Rams,2003,7,2003-10-19,Green Bay Packers
St. Louis Rams,2003,8,2003-10-26,Pittsburgh Steelers
St. Louis Rams,2003,9,2003-11-02,San Francisco 49ers
St. Louis Rams,2003,10,2003-11-09,Baltimore Ravens
St. Louis Rams,2003,11,2003-11-16,Chicago Bears
St. Louis Rams,2003,12,2003-11-23,Arizona Cardinals
St. Louis Rams,2003,13,2003-11-30,Minnesota Vikings
St. Louis Rams,2003,14,2003-12-08,Cleveland Browns
St. Louis Rams,2003,15,2003-12-14,Seattle Seahawks
St. Louis Rams,2003,16,2003-12-21,Cincinnati Bengals
St. Louis Rams,2003,17,2003-12-28,Detroit Lions
St. Louis Rams,2003,18,2004-01-10,Carolina Panthers
St. Louis Rams,2004,1,2004-09-12,Arizona Cardinals
St. Louis Rams,2004,2,2004-09-19,Atlanta Falcons
St. Louis Rams,2004,3,2004-09-26,New Orleans Saints
St. Louis Rams,2004,4,2004-10-03,San Francisco 49ers
St. Louis Rams,2004,5,2004-10-10,Seattle Seahawks
St. Louis Rams,2004,6,2004-10-18,Tampa Bay Buccaneers
St. Louis Rams,2004,7,2004-10-24,Miami Dolphins
St. Louis Rams,2004,9,2004-11-07,New England Patriots
St. Louis Rams,2004,10,2004-11-14,Seattle Seahawks
St. Louis Rams,2004,11,2004-11-21,Buffalo Bills
St. Louis Rams,2004,12,2004-11-29,Green Bay Packers
St. Louis Rams,2004,13,2004-12-05,San Francisco 49ers
St. Louis Rams,2004,14,2004-12-12,Carolina Panthers
St. Louis Rams,2004,15,2004-12-19,Arizona Cardinals
St. Louis Rams,2004,16,2004-12-27,Philadelphia Eagles
St. Louis Rams,2004,17,2005-01-02,New York Jets
St. Louis Rams,2004,18,2005-01-08,Seattle Seahawks
