Team,Season,Week,Date,Opp
San Francisco 49ers,2016,2,2016-09-18,Carolina Panthers
San Francisco 49ers,2016,3,2016-09-25,Seattle Seahawks
San Francisco 49ers,2016,4,2016-10-02,Dallas Cowboys
San Francisco 49ers,2016,5,2016-10-06,Arizona Cardinals
San Francisco 49ers,2016,6,2016-10-16,Buffalo Bills
San Francisco 49ers,2016,7,2016-10-23,Tampa Bay Buccaneers
San Francisco 49ers,2016,9,2016-11-06,New Orleans Saints
San Francisco 49ers,2016,10,2016-11-13,Arizona Cardinals
San Francisco 49ers,2016,11,2016-11-20,New England Patriots
San Francisco 49ers,2016,12,2016-11-27,Miami Dolphins
San Francisco 49ers,2016,13,2016-12-04,Chicago Bears
San Francisco 49ers,2016,14,2016-12-11,New York Jets
San Francisco 49ers,2016,15,2016-12-18,Atlanta Falcons
San Francisco 49ers,2016,16,2016-12-24,Los Angeles Rams
San Francisco 49ers,2016,17,2017-01-01,Seattle Seahawks
San Francisco 49ers,2017,1,2017-09-10,Carolina Panthers
San Francisco 49ers,2017,2,2017-09-17,Seattle Seahawks
San Francisco 49ers,2017,3,2017-09-21,Los Angeles Rams
San Francisco 49ers,2017,4,2017-10-01,Arizona Cardinals
San Francisco 49ers,2017,5,2017-10-08,Indianapolis Colts
San Francisco 49ers,2017,6,2017-10-15,Washington Redskins
San Francisco 49ers,2017,7,2017-10-22,Dallas Cowboys
San Francisco 49ers,2017,8,2017-10-29,Philadelphia Eagles
San Francisco 49ers,2017,9,2017-11-05,Arizona Cardinals
San Francisco 49ers,2017,10,2017-11-12,New York Giants
San Francisco 49ers,2017,12,2017-11-26,Seattle Seahawks
San Francisco 49ers,2017,13,2017-12-03,Chicago Bears
San Francisco 49ers,2017,14,2017-12-10,Houston Texans
San Francisco 49ers,2017,15,2017-12-17,Tennessee Titans
San Francisco 49ers,2017,16,2017-12-24,Jacksonville Jaguars
San Francisco 49ers,2017,17,2017-12-31,Los Angeles Rams
San Francisco 49ers,2018,1,2018-09-09,Minnesota Vikings
San Francisco 49ers,2018,2,2018-09-16,Detroit Lions
San Francisco 49ers,2018,3,2018-09-23,Kansas City Chiefs
San Francisco 49ers,2018,4,2018-09-30,Los Angeles Chargers
San Francisco 49ers,2018,5,2018-10-07,Arizona Cardinals
San Francisco 49ers,2018,6,2018-10-15,Green Bay Packers
San Francisco 49ers,2018,7,2018-10-21,Los Angeles Rams
San Francisco 49ers,2018,8,2018-10-28,Arizona Cardinals
San Francisco 49ers,2018,9,2018-11-01,Oakland Raiders
San Francisco 49ers,2018,10,2018-11-12,New York Giants
San Francisco 49ers,2018,12,2018-11-25,Tampa Bay Buccaneers
San Francisco 49ers,2018,13,2018-12-02,Seattle Seahawks
San Francisco 49ers,2018,14,2018-12-09,Denver Broncos
San Francisco 49ers,2018,15,2018-12-16,Seattle Seahawks
San Francisco 49ers,2018,16,2018-12-23,Chicago Bears
San Francisco 49ers,2018,17,2018-12-30,Los Angeles Rams
San Francisco 49ers,2019,1,2019-09-08,Tampa Bay Buccaneers
San Francisco 49ers,2019,2,2019-09-15,Cincinnati Bengals
San Francisco 49ers,2019,3,2019-09-22,Pittsburgh Steelers
San Francisco 49ers,2019,5,2019-10-07,Cleveland Browns
San Francisco 49ers,2019,6,2019-10-13,Los Angeles Rams
San Francisco 49ers,2019,7,2019-10-20,Washington Redskins
San Francisco 49ers,2019,8,2019-10-27,Carolina Panthers
San Francisco 49ers,2019,9,2019-10-31,Arizona Cardinals
San Francisco 49ers,2019,10,2019-11-11,Seattle Seahawks
San Francisco 49ers,2019,11,2019-11-17,Arizona Cardinals
San Francisco 49ers,2019,12,2019-11-24,Green Bay Packers
San Francisco 49ers,2019,13,2019-12-01,Baltimore Ravens
San Francisco 49ers,2019,14,2019-12-08,New Orleans Saints
San Francisco 49ers,2019,15,2019-12-15,Atlanta Falcons
San Francisco 49ers,2019,16,2019-12-21,Los Angeles Rams
San Francisco 49ers,2019,17,2019-12-29,Seattle Seahawks
San Francisco 49ers,2019,18,2020-01-11,Minnesota Vikings
San Francisco 49ers,2019,19,2020-01-19,Green Bay Packers
San Francisco 49ers,2019,20,2020-02-02,Kansas City Chiefs
San Francisco 49ers,2020,1,2020-09-13,Arizona Cardinals
San Francisco 49ers,2020,2,2020-09-20,New York Jets
San Francisco 49ers,2020,3,2020-09-27,New York Giants
San Francisco 49ers,2020,4,2020-10-04,Philadelphia Eagles
San Francisco 49ers,2020,5,2020-10-11,Miami Dolphins
San Francisco 49ers,2020,6,2020-10-18,Los Angeles Rams
San Francisco 49ers,2020,7,2020-10-25,New England Patriots
San Francisco 49ers,2020,8,2020-11-01,Seattle Seahawks
San Francisco 49ers,2020,9,2020-11-05,Green Bay Packers
San Francisco 49ers,2020,10,2020-11-15,New Orleans Saints
San Francisco 49ers,2020,12,2020-11-29,Los Angeles Rams
San Francisco 49ers,2020,13,2020-12-07,Buffalo Bills
San Francisco 49ers,2020,14,2020-12-13,Washington Football Team
San Francisco 49ers,2020,15,2020-12-20,Dallas Cowboys
San Francisco 49ers,2020,16,2020-12-26,Arizona Cardinals
San Francisco 49ers,2020,17,2021-01-03,Seattle Seahawks
San Francisco 49ers,2021,1,2021-09-12,Detroit Lions
San Francisco 49ers,2021,2,2021-09-19,Philadelphia Eagles
San Francisco 49ers,2021,3,2021-09-26,Green Bay Packers
San Francisco 49ers,2021,4,2021-10-03,Seattle Seahawks
San Francisco 49ers,2021,5,2021-10-10,Arizona Cardinals
San Francisco 49ers,2021,7,2021-10-24,Indianapolis Colts
San Francisco 49ers,2021,8,2021-10-31,Chicago Bears
San Francisco 49ers,2021,9,2021-11-07,Arizona Cardinals
San Francisco 49ers,2021,10,2021-11-15,Los Angeles Rams
San Francisco 49ers,2021,11,2021-11-21,Jacksonville Jaguars
San Francisco 49ers,2021,12,2021-11-28,Minnesota Vikings
San Francisco 49ers,2021,13,2021-12-05,Seattle Seahawks
San Francisco 49ers,2021,14,2021-12-12,Cincinnati Bengals
San Francisco 49ers,2021,15,2021-12-19,Atlanta Falcons
San Francisco 49ers,2021,16,2021-12-23,Tennessee Titans
San Francisco 49ers,2021,17,2022-01-02,Houston Texans
San Francisco 49ers,2021,18,2022-01-09,Los Angeles Rams
San Francisco 49ers,2021,19,2022-01-16,Dallas Cowboys
San Francisco 49ers,2021,20,2022-01-22,Green Bay Packers
San Francisco 49ers,2021,21,2022-01-30,Los Angeles Rams
San Francisco 49ers,2022,1,2022-09-11,Chicago Bears
San Francisco 49ers,2022,2,2022-09-18,Seattle Seahawks
San Francisco 49ers,2022,3,2022-09-25,Denver Broncos
San Francisco 49ers,2022,4,2022-10-03,Los Angeles Rams
San Francisco 49ers,2022,5,2022-10-09,Carolina Panthers
San Francisco 49ers,2022,6,2022-10-16,Atlanta Falcons
San Francisco 49ers,2022,7,2022-10-23,Kansas City Chiefs
San Francisco 49ers,2022,8,2022-10-30,Los Angeles Rams
San Francisco 49ers,2022,10,2022-11-13,Los Angeles Chargers
San Francisco 49ers,2022,11,2022-11-21,Arizona Cardinals
San Francisco 49ers,2022,12,2022-11-27,New Orleans Saints
San Francisco 49ers,2022,13,2022-12-04,Miami Dolphins
San Francisco 49ers,2022,14,2022-12-11,Tampa Bay Buccaneers
San Francisco 49ers,2022,15,2022-12-15,Seattle Seahawks
San Francisco 49ers,2022,16,2022-12-24,Washington Commanders
San Francisco 49ers,2022,17,2023-01-01,Las Vegas Raiders
San Francisco 49ers,2022,18,2023-01-08,Arizona Cardinals
San Francisco 49ers,2022,19,2023-01-14,Seattle Seahawks
San Francisco 49ers,2022,20,2023-01-22,Dallas Cowboys
San Francisco 49ers,2022,21,2023-01-29,Philadelphia Eagles
San Francisco 49ers,2023,1,2023-09-10,Pittsburgh Steelers
San Francisco 49ers,2023,2,2023-09-17,Los Angeles Rams
San Francisco 49ers,2023,3,2023-09-21,New York Giants
San Francisco 49ers,2023,4,2023-10-01,Arizona Cardinals
San Francisco 49ers,2023,5,2023-10-08,Dallas Cowboys
San Francisco 49ers,2023,6,2023-10-15,Cleveland Browns
San Francisco 49ers,2023,7,2023-10-23,Minnesota Vikings
San Francisco 49ers,2023,8,2023-10-29,Cincinnati Bengals
San Francisco 49ers,2023,10,2023-11-12,Jacksonville Jaguars
San Francisco 49ers,2023,11,2023-11-19,Tampa Bay Buccaneers
San Francisco 49ers,2023,12,2023-11-23,Seattle Seahawks
San Francisco 49ers,2023,13,2023-12-03,Philadelphia Eagles
San Francisco 49ers,2023,14,2023-12-10,Seattle Seahawks
San Francisco 49ers,2023,15,2023-12-17,Arizona Cardinals
San Francisco 49ers,2023,16,2023-12-25,Baltimore Ravens
San Francisco 49ers,2023,17,2023-12-31,Washington Commanders
San Francisco 49ers,2023,18,2024-01-07,Los Angeles Rams
San Francisco 49ers,2023,19,2024-01-20,Green Bay Packers
San Francisco 49ers,2023,20,2024-01-28,Detroit Lions
San Francisco 49ers,2023,21,2024-02-11,Kansas City Chiefs
San Francisco 49ers,2024,1,2024-09-09,New York Jets
San Francisco 49ers,2024,2,2024-09-15,Minnesota Vikings
San Francisco 49ers,2024,3,2024-09-22,Los Angeles Rams
San Francisco 49ers,2024,4,2024-09-29,New England Patriots
San Francisco 49ers,2024,5,2024-10-06,Arizona Cardinals
San Francisco 49ers,2024,6,2024-10-10,Seattle Seahawks
San Francisco 49ers,2024,7,2024-10-20,Kansas City Chiefs
San Francisco 49ers,2024,8,2024-10-27,Dallas Cowboys
San Francisco 49ers,2024,10,2024-11-10,Tampa Bay Buccaneers
San Francisco 49ers,2024,11,2024-11-17,Seattle Seahawks
San Francisco 49ers,2024,12,2024-11-24,Green Bay Packers
San Francisco 49ers,2024,13,2024-12-01,Buffalo Bills
San Francisco 49ers,2024,14,2024-12-08,Chicago Bears
San Francisco 49ers,2024,15,2024-12-12,Los Angeles Rams
San Francisco 49ers,2024,16,2024-12-22,Miami Dolphins
San Francisco 49ers,2024,17,2024-12-30,Detroit Lions
San Francisco 49ers,2024,18,2025-01-05,Arizona Cardinals
