Team,Season,Week,Date,Opp
Philadelphia Eagles,2005,5,2005-10-09,Dallas Cowboys
Philadelphia Eagles,2005,7,2005-10-23,San Diego Chargers
Philadelphia Eagles,2005,8,2005-10-30,Denver Broncos
Philadelphia Eagles,2005,9,2005-11-06,Washington Redskins
Philadelphia Eagles,2005,10,2005-11-14,Dallas Cowboys
Philadelphia Eagles,2005,11,2005-11-20,New York Giants
Philadelphia Eagles,2005,12,2005-11-27,Green Bay Packers
Philadelphia Eagles,2005,13,2005-12-05,Seattle Seahawks
Philadelphia Eagles,2005,14,2005-12-11,New York Giants
Philadelphia Eagles,2005,15,2005-12-18,St. Louis Rams
Philadelphia Eagles,2005,16,2005-12-24,Arizona Cardinals
Philadelphia Eagles,2005,17,2006-01-01,Washington Redskins
Philadelphia Eagles,2006,1,2006-09-10,Houston Texans
Philadelphia Eagles,2006,2,2006-09-17,New York Giants
Philadelphia Eagles,2006,3,2006-09-24,San Francisco 49ers
Philadelphia Eagles,2006,4,2006-10-02,Green Bay Packers
Philadelphia Eagles,2006,5,2006-10-08,Dallas Cowboys
Philadelphia Eagles,2006,6,2006-10-15,New Orleans Saints
Philadelphia Eagles,2006,7,2006-10-22,Tampa Bay Buccaneers
Philadelphia Eagles,2006,8,2006-10-29,Jacksonville Jaguars
Philadelphia Eagles,2006,10,2006-11-12,Washington Redskins
Philadelphia Eagles,2006,11,2006-11-19,Tennessee Titans
Philadelphia Eagles,2006,12,2006-11-26,Indianapolis Colts
Philadelphia Eagles,2006,13,2006-12-04,Carolina Panthers
Philadelphia Eagles,2006,14,2006-12-10,Washington Redskins
Philadelphia Eagles,2006,15,2006-12-17,New York Giants
Philadelphia Eagles,2006,16,2006-12-25,Dallas Cowboys
Philadelphia Eagles,2006,17,2006-12-31,Atlanta Falcons
Philadelphia Eagles,2006,18,2007-01-07,New York Giants
Philadelphia Eagles,2006,19,2007-01-13,New Orleans Saints
Philadelphia Eagles,2007,1,2007-09-09,Green Bay Packers
Philadelphia Eagles,2007,2,2007-09-17,Washington Redskins
Philadelphia Eagles,2007,3,2007-09-23,Detroit Lions
Philadelphia Eagles,2007,4,2007-09-30,New York Giants
Philadelphia Eagles,2007,6,2007-10-14,New York Jets
Philadelphia Eagles,2007,7,2007-10-21,Chicago Bears
Philadelphia Eagles,2007,8,2007-10-28,Minnesota Vikings
Philadelphia Eagles,2007,9,2007-11-04,Dallas Cowboys
Philadelphia Eagles,2007,10,2007-11-11,Washington Redskins
Philadelphia Eagles,2007,11,2007-11-18,Miami Dolphins
Philadelphia Eagles,2007,12,2007-11-25,New England Patriots
Philadelphia Eagles,2007,13,2007-12-02,Seattle Seahawks
Philadelphia Eagles,2007,14,2007-12-09,New York Giants
Philadelphia Eagles,2007,15,2007-12-16,Dallas Cowboys
Philadelphia Eagles,2007,16,2007-12-23,New Orleans Saints
Philadelphia Eagles,2007,17,2007-12-30,Buffalo Bills
Philadelphia Eagles,2008,1,2008-09-07,St. Louis Rams
Philadelphia Eagles,2008,2,2008-09-15,Dallas Cowboys
Philadelphia Eagles,2008,3,2008-09-21,Pittsburgh Steelers
Philadelphia Eagles,2008,4,2008-09-28,Chicago Bears
Philadelphia Eagles,2008,5,2008-10-05,Washington Redskins
Philadelphia Eagles,2008,6,2008-10-12,San Francisco 49ers
Philadelphia Eagles,2008,8,2008-10-26,Atlanta Falcons
Philadelphia Eagles,2008,9,2008-11-02,Seattle Seahawks
Philadelphia Eagles,2008,10,2008-11-09,New York Giants
Philadelphia Eagles,2008,11,2008-11-16,Cincinnati Bengals
Philadelphia Eagles,2008,12,2008-11-23,Baltimore Ravens
Philadelphia Eagles,2008,13,2008-11-27,Arizona Cardinals
Philadelphia Eagles,2008,14,2008-12-07,New York Giants
Philadelphia Eagles,2008,15,2008-12-15,Cleveland Browns
Philadelphia Eagles,2008,16,2008-12-21,Washington Redskins
Philadelphia Eagles,2008,17,2008-12-28,Dallas Cowboys
Philadelphia Eagles,2008,18,2009-01-04,Minnesota Vikings
Philadelphia Eagles,2008,19,2009-01-11,New York Giants
Philadelphia Eagles,2008,20,2009-01-18,Arizona Cardinals
Philadelphia Eagles,2009,1,2009-09-13,Carolina Panthers
Philadelphia Eagles,2009,2,2009-09-20,New Orleans Saints
Philadelphia Eagles,2009,3,2009-09-27,Kansas City Chiefs
Philadelphia Eagles,2009,5,2009-10-11,Tampa Bay Buccaneers
Philadelphia Eagles,2009,6,2009-10-18,Oakland Raiders
Philadelphia Eagles,2009,7,2009-10-26,Washington Redskins
Philadelphia Eagles,2009,8,2009-11-01,New York Giants
Philadelphia Eagles,2009,9,2009-11-08,Dallas Cowboys
Philadelphia Eagles,2009,10,2009-11-15,San Diego Chargers
Philadelphia Eagles,2009,11,2009-11-22,Chicago Bears
Philadelphia Eagles,2009,12,2009-11-29,Washington Redskins
Philadelphia Eagles,2009,13,2009-12-06,Atlanta Falcons
Philadelphia Eagles,2009,14,2009-12-13,New York Giants
Philadelphia Eagles,2009,15,2009-12-20,San Francisco 49ers
Philadelphia Eagles,2009,16,2009-12-27,Denver Broncos
Philadelphia Eagles,2009,17,2010-01-03,Dallas Cowboys
Philadelphia Eagles,2009,18,2010-01-09,Dallas Cowboys
Philadelphia Eagles,2010,1,2010-09-12,Green Bay Packers
Philadelphia Eagles,2010,2,2010-09-19,Detroit Lions
Philadelphia Eagles,2010,3,2010-09-26,Jacksonville Jaguars
Philadelphia Eagles,2010,4,2010-10-03,Washington Redskins
Philadelphia Eagles,2010,5,2010-10-10,San Francisco 49ers
Philadelphia Eagles,2010,6,2010-10-17,Atlanta Falcons
Philadelphia Eagles,2010,7,2010-10-24,Tennessee Titans
Philadelphia Eagles,2010,9,2010-11-07,Indianapolis Colts
Philadelphia Eagles,2010,10,2010-11-15,Washington Redskins
Philadelphia Eagles,2010,11,2010-11-21,New York Giants
Philadelphia Eagles,2010,12,2010-11-28,Chicago Bears
Philadelphia Eagles,2010,13,2010-12-02,Houston Texans
Philadelphia Eagles,2010,14,2010-12-12,Dallas Cowboys
Philadelphia Eagles,2010,15,2010-12-19,New York Giants
Philadelphia Eagles,2010,16,2010-12-28,Minnesota Vikings
Philadelphia Eagles,2010,17,2011-01-02,Dallas Cowboys
Philadelphia Eagles,2010,18,2011-01-09,Green Bay Packers
Philadelphia Eagles,2011,1,2011-09-11,St. Louis Rams
Philadelphia Eagles,2011,2,2011-09-18,Atlanta Falcons
Philadelphia Eagles,2011,3,2011-09-25,New York Giants
Philadelphia Eagles,2011,4,2011-10-02,San Francisco 49ers
Philadelphia Eagles,2011,5,2011-10-09,Buffalo Bills
Philadelphia Eagles,2011,6,2011-10-16,Washington Redskins
Philadelphia Eagles,2011,8,2011-10-30,Dallas Cowboys
Philadelphia Eagles,2011,9,2011-11-07,Chicago Bears
Philadelphia Eagles,2011,10,2011-11-13,Arizona Cardinals
Philadelphia Eagles,2011,11,2011-11-20,New York Giants
Philadelphia Eagles,2011,12,2011-11-27,New England Patriots
Philadelphia Eagles,2011,13,2011-12-01,Seattle Seahawks
Philadelphia Eagles,2011,14,2011-12-11,Miami Dolphins
Philadelphia Eagles,2011,15,2011-12-18,New York Jets
Philadelphia Eagles,2011,16,2011-12-24,Dallas Cowboys
Philadelphia Eagles,2011,17,2012-01-01,Washington Redskins
Philadelphia Eagles,2012,1,2012-09-09,Cleveland Browns
Philadelphia Eagles,2012,2,2012-09-16,Baltimore Ravens
Philadelphia Eagles,2012,3,2012-09-23,Arizona Cardinals
Philadelphia Eagles,2012,4,2012-09-30,New York Giants
Philadelphia Eagles,2012,5,2012-10-07,Pittsburgh Steelers
Philadelphia Eagles,2012,6,2012-10-14,Detroit Lions
Philadelphia Eagles,2012,8,2012-10-28,Atlanta Falcons
Philadelphia Eagles,2012,9,2012-11-05,New Orleans Saints
Philadelphia Eagles,2012,10,2012-11-11,Dallas Cowboys
Philadelphia Eagles,2012,11,2012-11-18,Washington Redskins
Philadelphia Eagles,2012,12,2012-11-26,Carolina Panthers
Philadelphia Eagles,2012,13,2012-12-02,Dallas Cowboys
Philadelphia Eagles,2012,14,2012-12-09,Tampa Bay Buccaneers
Philadelphia Eagles,2012,15,2012-12-13,Cincinnati Bengals
Philadelphia Eagles,2012,16,2012-12-23,Washington Redskins
Philadelphia Eagles,2012,17,2012-12-30,New York Giants
Philadelphia Eagles,2013,1,2013-09-09,Washington Redskins
Philadelphia Eagles,2013,2,2013-09-15,San Diego Chargers
Philadelphia Eagles,2013,3,2013-09-19,Kansas City Chiefs
Philadelphia Eagles,2013,4,2013-09-29,Denver Broncos
Philadelphia Eagles,2013,5,2013-10-06,New York Giants
Philadelphia Eagles,2013,6,2013-10-13,Tampa Bay Buccaneers
Philadelphia Eagles,2013,7,2013-10-20,Dallas Cowboys
Philadelphia Eagles,2013,8,2013-10-27,New York Giants
Philadelphia Eagles,2013,9,2013-11-03,Oakland Raiders
Philadelphia Eagles,2013,10,2013-11-10,Green Bay Packers
Philadelphia Eagles,2013,11,2013-11-17,Washington Redskins
Philadelphia Eagles,2013,13,2013-12-01,Arizona Cardinals
Philadelphia Eagles,2013,14,2013-12-08,Detroit Lions
Philadelphia Eagles,2013,15,2013-12-15,Minnesota Vikings
Philadelphia Eagles,2013,16,2013-12-22,Chicago Bears
Philadelphia Eagles,2013,17,2013-12-29,Dallas Cowboys
Philadelphia Eagles,2013,18,2014-01-04,New Orleans Saints
Philadelphia Eagles,2014,1,2014-09-07,Jacksonville Jaguars
Philadelphia Eagles,2014,2,2014-09-15,Indianapolis Colts
Philadelphia Eagles,2014,3,2014-09-21,Washington Redskins
Philadelphia Eagles,2014,4,2014-09-28,San Francisco 49ers
Philadelphia Eagles,2014,5,2014-10-05,St. Louis Rams
Philadelphia Eagles,2014,6,2014-10-12,New York Giants
Philadelphia Eagles,2014,8,2014-10-26,Arizona Cardinals
Philadelphia Eagles,2014,9,2014-11-02,Houston Texans
Philadelphia Eagles,2014,10,2014-11-10,Carolina Panthers
Philadelphia Eagles,2014,11,2014-11-16,Green Bay Packers
Philadelphia Eagles,2014,12,2014-11-23,Tennessee Titans
Philadelphia Eagles,2014,13,2014-11-27,Dallas Cowboys
Philadelphia Eagles,2014,14,2014-12-07,Seattle Seahawks
Philadelphia Eagles,2014,15,2014-12-14,Dallas Cowboys
Philadelphia Eagles,2014,16,2014-12-20,Washington Redskins
Philadelphia Eagles,2014,17,2014-12-28,New York Giants
Philadelphia Eagles,2015,1,2015-09-14,Atlanta Falcons
Philadelphia Eagles,2015,2,2015-09-20,Dallas Cowboys
Philadelphia Eagles,2015,3,2015-09-27,New York Jets
Philadelphia Eagles,2015,4,2015-10-04,Washington Redskins
Philadelphia Eagles,2015,5,2015-10-11,New Orleans Saints
Philadelphia Eagles,2015,6,2015-10-19,New York Giants
Philadelphia Eagles,2015,7,2015-10-25,Carolina Panthers
Philadelphia Eagles,2015,9,2015-11-08,Dallas Cowboys
Philadelphia Eagles,2015,10,2015-11-15,Miami Dolphins
Philadelphia Eagles,2015,11,2015-11-22,Tampa Bay Buccaneers
