Team,Season,Week,Date,Opp
Tampa Bay Buccaneers,1985,3,1985-09-22,New Orleans Saints
Tampa Bay Buccaneers,1985,4,1985-09-29,Detroit Lions
Tampa Bay Buccaneers,1985,5,1985-10-06,Chicago Bears
Tampa Bay Buccaneers,1985,6,1985-10-13,Los Angeles Rams
Tampa Bay Buccaneers,1985,7,1985-10-20,Miami Dolphins
Tampa Bay Buccaneers,1985,8,1985-10-27,New England Patriots
Tampa Bay Buccaneers,1985,9,1985-11-03,New York Giants
Tampa Bay Buccaneers,1985,10,1985-11-10,St. Louis Cardinals
Tampa Bay Buccaneers,1985,11,1985-11-17,New York Jets
Tampa Bay Buccaneers,1985,12,1985-11-24,Detroit Lions
Tampa Bay Buccaneers,1985,13,1985-12-01,Green Bay Packers
Tampa Bay Buccaneers,1985,14,1985-12-08,Minnesota Vikings
Tampa Bay Buccaneers,1985,15,1985-12-15,Indianapolis Colts
Tampa Bay Buccaneers,1985,16,1985-12-22,Green Bay Packers
Tampa Bay Buccaneers,1986,1,1986-09-07,San Francisco 49ers
Tampa Bay Buccaneers,1986,2,1986-09-14,Minnesota Vikings
Tampa Bay Buccaneers,1986,3,1986-09-21,Detroit Lions
Tampa Bay Buccaneers,1986,4,1986-09-28,Atlanta Falcons
Tampa Bay Buccaneers,1986,5,1986-10-05,Los Angeles Rams
Tampa Bay Buccaneers,1986,6,1986-10-12,St. Louis Cardinals
Tampa Bay Buccaneers,1986,7,1986-10-19,New Orleans Saints
Tampa Bay Buccaneers,1986,8,1986-10-26,Kansas City Chiefs
Tampa Bay Buccaneers,1986,9,1986-11-02,Buffalo Bills
Tampa Bay Buccaneers,1986,10,1986-11-09,Chicago Bears
Tampa Bay Buccaneers,1986,11,1986-11-16,Green Bay Packers
Tampa Bay Buccaneers,1986,12,1986-11-23,Detroit Lions
Tampa Bay Buccaneers,1986,13,1986-11-30,Minnesota Vikings
Tampa Bay Buccaneers,1986,14,1986-12-07,Chicago Bears
Tampa Bay Buccaneers,1986,15,1986-12-14,Green Bay Packers
Tampa Bay Buccaneers,1986,16,1986-12-21,St. Louis Cardinals
Tampa Bay Buccaneers,1987,1,1987-09-13,Atlanta Falcons
Tampa Bay Buccaneers,1987,2,1987-09-20,Chicago Bears
Tampa Bay Buccaneers,1987,4,1987-10-04,Detroit Lions
Tampa Bay Buccaneers,1987,5,1987-10-11,San Diego Chargers
Tampa Bay Buccaneers,1987,6,1987-10-18,Minnesota Vikings
Tampa Bay Buccaneers,1987,7,1987-10-25,Chicago Bears
Tampa Bay Buccaneers,1987,8,1987-11-01,Green Bay Packers
Tampa Bay Buccaneers,1987,9,1987-11-08,St. Louis Cardinals
Tampa Bay Buccaneers,1987,10,1987-11-15,Minnesota Vikings
Tampa Bay Buccaneers,1987,11,1987-11-22,San Francisco 49ers
Tampa Bay Buccaneers,1987,12,1987-11-29,Los Angeles Rams
Tampa Bay Buccaneers,1987,13,1987-12-06,New Orleans Saints
Tampa Bay Buccaneers,1987,14,1987-12-13,Detroit Lions
Tampa Bay Buccaneers,1987,15,1987-12-20,St. Louis Cardinals
Tampa Bay Buccaneers,1987,16,1987-12-27,Indianapolis Colts
Tampa Bay Buccaneers,1988,1,1988-09-04,Philadelphia Eagles
Tampa Bay Buccaneers,1988,2,1988-09-11,Green Bay Packers
Tampa Bay Buccaneers,1988,3,1988-09-18,Phoenix Cardinals
Tampa Bay Buccaneers,1988,4,1988-09-25,New Orleans Saints
Tampa Bay Buccaneers,1988,5,1988-10-02,Green Bay Packers
Tampa Bay Buccaneers,1988,6,1988-10-09,Minnesota Vikings
Tampa Bay Buccaneers,1988,7,1988-10-16,Indianapolis Colts
Tampa Bay Buccaneers,1988,8,1988-10-23,Minnesota Vikings
Tampa Bay Buccaneers,1988,9,1988-10-30,Miami Dolphins
Tampa Bay Buccaneers,1988,10,1988-11-06,Chicago Bears
Tampa Bay Buccaneers,1988,11,1988-11-13,Detroit Lions
Tampa Bay Buccaneers,1988,12,1988-11-20,Chicago Bears
Tampa Bay Buccaneers,1988,13,1988-11-27,Atlanta Falcons
Tampa Bay Buccaneers,1988,14,1988-12-04,Buffalo Bills
Tampa Bay Buccaneers,1988,15,1988-12-11,New England Patriots
Tampa Bay Buccaneers,1988,16,1988-12-18,Detroit Lions
Tampa Bay Buccaneers,1989,1,1989-09-10,Green Bay Packers
Tampa Bay Buccaneers,1989,2,1989-09-17,San Francisco 49ers
Tampa Bay Buccaneers,1989,3,1989-09-24,New Orleans Saints
Tampa Bay Buccaneers,1989,4,1989-10-01,Minnesota Vikings
Tampa Bay Buccaneers,1989,5,1989-10-08,Chicago Bears
Tampa Bay Buccaneers,1989,6,1989-10-15,Detroit Lions
Tampa Bay Buccaneers,1989,7,1989-10-22,Washington Redskins
Tampa Bay Buccaneers,1989,8,1989-10-29,Cincinnati Bengals
Tampa Bay Buccaneers,1989,9,1989-11-05,Cleveland Browns
Tampa Bay Buccaneers,1989,10,1989-11-12,Minnesota Vikings
Tampa Bay Buccaneers,1989,11,1989-11-19,Chicago Bears
Tampa Bay Buccaneers,1989,12,1989-11-26,Phoenix Cardinals
Tampa Bay Buccaneers,1989,13,1989-12-03,Green Bay Packers
Tampa Bay Buccaneers,1989,14,1989-12-10,Houston Oilers
Tampa Bay Buccaneers,1989,15,1989-12-17,Detroit Lions
Tampa Bay Buccaneers,1989,16,1989-12-24,Pittsburgh Steelers
Tampa Bay Buccaneers,1990,1,1990-09-09,Detroit Lions
Tampa Bay Buccaneers,1990,2,1990-09-16,Los Angeles Rams
Tampa Bay Buccaneers,1990,3,1990-09-23,Detroit Lions
Tampa Bay Buccaneers,1990,4,1990-09-30,Minnesota Vikings
Tampa Bay Buccaneers,1990,5,1990-10-07,Dallas Cowboys
Tampa Bay Buccaneers,1990,6,1990-10-14,Green Bay Packers
Tampa Bay Buccaneers,1990,7,1990-10-21,Dallas Cowboys
Tampa Bay Buccaneers,1990,8,1990-10-28,San Diego Chargers
Tampa Bay Buccaneers,1990,9,1990-11-04,Chicago Bears
Tampa Bay Buccaneers,1990,10,1990-11-11,New Orleans Saints
Tampa Bay Buccaneers,1990,11,1990-11-18,San Francisco 49ers
Tampa Bay Buccaneers,1990,12,1990-11-25,Green Bay Packers
Tampa Bay Buccaneers,1990,13,1990-12-02,Atlanta Falcons
Tampa Bay Buccaneers,1990,15,1990-12-16,Minnesota Vikings
Tampa Bay Buccaneers,1990,16,1990-12-23,Chicago Bears
Tampa Bay Buccaneers,1990,17,1990-12-30,New York Jets
Tampa Bay Buccaneers,1991,1,1991-09-01,New York Jets
Tampa Bay Buccaneers,1991,2,1991-09-08,Chicago Bears
Tampa Bay Buccaneers,1991,3,1991-09-15,Green Bay Packers
Tampa Bay Buccaneers,1991,4,1991-09-22,Buffalo Bills
Tampa Bay Buccaneers,1991,5,1991-09-29,Detroit Lions
Tampa Bay Buccaneers,1991,6,1991-10-06,Philadelphia Eagles
Tampa Bay Buccaneers,1991,8,1991-10-20,New Orleans Saints
Tampa Bay Buccaneers,1991,9,1991-10-27,Green Bay Packers
Tampa Bay Buccaneers,1991,10,1991-11-03,Minnesota Vikings
Tampa Bay Buccaneers,1991,11,1991-11-10,Detroit Lions
Tampa Bay Buccaneers,1991,12,1991-11-17,Atlanta Falcons
Tampa Bay Buccaneers,1991,13,1991-11-24,New York Giants
Tampa Bay Buccaneers,1991,14,1991-12-01,Miami Dolphins
Tampa Bay Buccaneers,1991,15,1991-12-08,Minnesota Vikings
Tampa Bay Buccaneers,1991,16,1991-12-14,Chicago Bears
Tampa Bay Buccaneers,1991,17,1991-12-22,Indianapolis Colts
Tampa Bay Buccaneers,1992,1,1992-09-06,Phoenix Cardinals
Tampa Bay Buccaneers,1992,2,1992-09-13,Green Bay Packers
Tampa Bay Buccaneers,1992,3,1992-09-20,Minnesota Vikings
Tampa Bay Buccaneers,1992,4,1992-09-27,Detroit Lions
Tampa Bay Buccaneers,1992,5,1992-10-04,Indianapolis Colts
Tampa Bay Buccaneers,1992,7,1992-10-18,Chicago Bears
Tampa Bay Buccaneers,1992,8,1992-10-25,Detroit Lions
Tampa Bay Buccaneers,1992,9,1992-11-01,New Orleans Saints
Tampa Bay Buccaneers,1992,10,1992-11-08,Minnesota Vikings
Tampa Bay Buccaneers,1992,11,1992-11-15,Chicago Bears
Tampa Bay Buccaneers,1992,12,1992-11-22,San Diego Chargers
Tampa Bay Buccaneers,1992,13,1992-11-29,Green Bay Packers
Tampa Bay Buccaneers,1992,14,1992-12-06,Los Angeles Rams
Tampa Bay Buccaneers,1992,15,1992-12-13,Atlanta Falcons
Tampa Bay Buccaneers,1992,16,1992-12-19,San Francisco 49ers
Tampa Bay Buccaneers,1992,17,1992-12-27,Phoenix Cardinals
Tampa Bay Buccaneers,1993,1,1993-09-05,Kansas City Chiefs
Tampa Bay Buccaneers,1993,2,1993-09-12,New York Giants
Tampa Bay Buccaneers,1993,4,1993-09-26,Chicago Bears
Tampa Bay Buccaneers,1993,5,1993-10-03,Detroit Lions
Tampa Bay Buccaneers,1993,6,1993-10-10,Minnesota Vikings
Tampa Bay Buccaneers,1993,8,1993-10-24,Green Bay Packers
Tampa Bay Buccaneers,1993,9,1993-10-31,Atlanta Falcons
Tampa Bay Buccaneers,1993,10,1993-11-07,Detroit Lions
Tampa Bay Buccaneers,1993,11,1993-11-14,San Francisco 49ers
Tampa Bay Buccaneers,1993,12,1993-11-21,Minnesota Vikings
Tampa Bay Buccaneers,1993,13,1993-11-28,Green Bay Packers
Tampa Bay Buccaneers,1993,14,1993-12-05,Washington Redskins
Tampa Bay Buccaneers,1993,15,1993-12-12,Chicago Bears
Tampa Bay Buccaneers,1993,16,1993-12-19,Los Angeles Raiders
Tampa Bay Buccaneers,1993,17,1993-12-26,Denver Broncos
Tampa Bay Buccaneers,1993,18,1994-01-02,San Diego Chargers
Tampa Bay Buccaneers,1994,1,1994-09-04,Chicago Bears
Tampa Bay Buccaneers,1994,2,1994-09-11,Indianapolis Colts
Tampa Bay Buccaneers,1994,3,1994-09-18,New Orleans Saints
Tampa Bay Buccaneers,1994,4,1994-09-25,Green Bay Packers
Tampa Bay Buccaneers,1994,5,1994-10-02,Detroit Lions
Tampa Bay Buccaneers,1994,6,1994-10-09,Atlanta Falcons
Tampa Bay Buccaneers,1994,8,1994-10-23,San Francisco 49ers
Tampa Bay Buccaneers,1994,9,1994-10-30,Minnesota Vikings
Tampa Bay Buccaneers,1994,10,1994-11-06,Chicago Bears
Tampa Bay Buccaneers,1994,11,1994-11-13,Detroit Lions
Tampa Bay Buccaneers,1994,12,1994-11-20,Seattle Seahawks
Tampa Bay Buccaneers,1994,13,1994-11-27,Minnesota Vikings
Tampa Bay Buccaneers,1994,14,1994-12-04,Washington Redskins
Tampa Bay Buccaneers,1994,15,1994-12-11,Los Angeles Rams
Tampa Bay Buccaneers,1994,16,1994-12-18,Washington Redskins
Tampa Bay Buccaneers,1994,17,1994-12-24,Green Bay Packers
Tampa Bay Buccaneers,1995,1,1995-09-03,Philadelphia Eagles
Tampa Bay Buccaneers,1995,2,1995-09-10,Cleveland Browns
Tampa Bay Buccaneers,1995,3,1995-09-17,Chicago Bears
Tampa Bay Buccaneers,1995,4,1995-09-24,Washington Redskins
Tampa Bay Buccaneers,1995,5,1995-10-01,Carolina Panthers
Tampa Bay Buccaneers,1995,6,1995-10-08,Cincinnati Bengals
Tampa Bay Buccaneers,1995,7,1995-10-15,Minnesota Vikings
Tampa Bay Buccaneers,1995,8,1995-10-22,Atlanta Falcons
Tampa Bay Buccaneers,1995,9,1995-10-29,Houston Oilers
Tampa Bay Buccaneers,1995,11,1995-11-12,Detroit Lions
Tampa Bay Buccaneers,1995,12,1995-11-19,Jacksonville Jaguars
Tampa Bay Buccaneers,1995,13,1995-11-26,Green Bay Packers
Tampa Bay Buccaneers,1995,14,1995-12-03,Minnesota Vikings
Tampa Bay Buccaneers,1995,15,1995-12-10,Green Bay Packers
Tampa Bay Buccaneers,1995,16,1995-12-17,Chicago Bears
Tampa Bay Buccaneers,1995,17,1995-12-23,Detroit Lions
Tampa Bay Buccaneers,1996,1,1996-09-01,Green Bay Packers
Tampa Bay Buccaneers,1996,2,1996-09-08,Detroit Lions
Tampa Bay Buccaneers,1996,3,1996-09-15,Denver Broncos
Tampa Bay Buccaneers,1996,4,1996-09-22,Seattle Seahawks
Tampa Bay Buccaneers,1996,5,1996-09-29,Detroit Lions
Tampa Bay Buccaneers,1996,7,1996-10-13,Minnesota Vikings
Tampa Bay Buccaneers,1996,8,1996-10-20,Arizona Cardinals
Tampa Bay Buccaneers,1996,9,1996-10-27,Green Bay Packers
Tampa Bay Buccaneers,1996,10,1996-11-03,Chicago Bears
Tampa Bay Buccaneers,1996,11,1996-11-10,Oakland Raiders
Tampa Bay Buccaneers,1996,12,1996-11-17,San Diego Chargers
Tampa Bay Buccaneers,1996,13,1996-11-24,New Orleans Saints
Tampa Bay Buccaneers,1996,14,1996-12-01,Carolina Panthers
Tampa Bay Buccaneers,1996,15,1996-12-08,Washington Redskins
Tampa Bay Buccaneers,1996,16,1996-12-15,Minnesota Vikings
Tampa Bay Buccaneers,1996,17,1996-12-22,Chicago Bears
Tampa Bay Buccaneers,1997,1,1997-08-31,San Francisco 49ers
Tampa Bay Buccaneers,1997,2,1997-09-07,Detroit Lions
Tampa Bay Buccaneers,1997,3,1997-09-14,Minnesota Vikings
Tampa Bay Buccaneers,1997,4,1997-09-21,Miami Dolphins
Tampa Bay Buccaneers,1997,5,1997-09-28,Arizona Cardinals
Tampa Bay Buccaneers,1997,6,1997-10-05,Green Bay Packers
Tampa Bay Buccaneers,1997,7,1997-10-12,Detroit Lions
Tampa Bay Buccaneers,1997,9,1997-10-26,Minnesota Vikings
Tampa Bay Buccaneers,1997,10,1997-11-02,Indianapolis Colts
Tampa Bay Buccaneers,1997,11,1997-11-09,Atlanta Falcons
Tampa Bay Buccaneers,1997,12,1997-11-16,New England Patriots
Tampa Bay Buccaneers,1997,13,1997-11-23,Chicago Bears
Tampa Bay Buccaneers,1997,14,1997-11-30,New York Giants
Tampa Bay Buccaneers,1997,15,1997-12-07,Green Bay Packers
Tampa Bay Buccaneers,1997,16,1997-12-14,New York Jets
Tampa Bay Buccaneers,1997,17,1997-12-21,Chicago Bears
Tampa Bay Buccaneers,1997,18,1997-12-28,Detroit Lions
Tampa Bay Buccaneers,1997,19,1998-01-04,Green Bay Packers
Tampa Bay Buccaneers,1998,1,1998-09-06,Minnesota Vikings
Tampa Bay Buccaneers,1998,2,1998-09-13,Green Bay Packers
Tampa Bay Buccaneers,1998,3,1998-09-20,Chicago Bears
Tampa Bay Buccaneers,1998,4,1998-09-28,Detroit Lions
Tampa Bay Buccaneers,1998,5,1998-10-04,New York Giants
Tampa Bay Buccaneers,1998,7,1998-10-18,Carolina Panthers
Tampa Bay Buccaneers,1998,8,1998-10-25,New Orleans Saints
Tampa Bay Buccaneers,1998,9,1998-11-01,Minnesota Vikings
Tampa Bay Buccaneers,1998,10,1998-11-08,Tennessee Oilers
Tampa Bay Buccaneers,1998,11,1998-11-15,Jacksonville Jaguars
Tampa Bay Buccaneers,1998,12,1998-11-22,Detroit Lions
Tampa Bay Buccaneers,1998,13,1998-11-29,Chicago Bears
Tampa Bay Buccaneers,1998,14,1998-12-07,Green Bay Packers
Tampa Bay Buccaneers,1998,15,1998-12-13,Pittsburgh Steelers
Tampa Bay Buccaneers,1998,16,1998-12-19,Washington Redskins
Tampa Bay Buccaneers,1998,17,1998-12-27,Cincinnati Bengals
Tampa Bay Buccaneers,1999,1,1999-09-12,New York Giants
Tampa Bay Buccaneers,1999,2,1999-09-19,Philadelphia Eagles
Tampa Bay Buccaneers,1999,3,1999-09-26,Denver Broncos
Tampa Bay Buccaneers,1999,4,1999-10-03,Minnesota Vikings
Tampa Bay Buccaneers,1999,5,1999-10-10,Green Bay Packers
Tampa Bay Buccaneers,1999,7,1999-10-24,Chicago Bears
Tampa Bay Buccaneers,1999,8,1999-10-31,Detroit Lions
Tampa Bay Buccaneers,1999,9,1999-11-07,New Orleans Saints
Tampa Bay Buccaneers,1999,10,1999-11-14,Kansas City Chiefs
Tampa Bay Buccaneers,1999,11,1999-11-21,Atlanta Falcons
Tampa Bay Buccaneers,1999,12,1999-11-28,Seattle Seahawks
Tampa Bay Buccaneers,1999,13,1999-12-06,Minnesota Vikings
Tampa Bay Buccaneers,1999,14,1999-12-12,Detroit Lions
Tampa Bay Buccaneers,1999,15,1999-12-19,Oakland Raiders
Tampa Bay Buccaneers,1999,16,1999-12-26,Green Bay Packers
Tampa Bay Buccaneers,1999,17,2000-01-02,Chicago Bears
Tampa Bay Buccaneers,1999,18,2000-01-15,Washington Redskins
Tampa Bay Buccaneers,1999,19,2000-01-23,St. Louis Rams
Tampa Bay Buccaneers,2000,1,2000-09-03,New England Patriots
Tampa Bay Buccaneers,2000,2,2000-09-10,Chicago Bears
Tampa Bay Buccaneers,2000,3,2000-09-17,Detroit Lions
Tampa Bay Buccaneers,2000,4,2000-09-24,New York Jets
Tampa Bay Buccaneers,2000,5,2000-10-01,Washington Redskins
Tampa Bay Buccaneers,2000,6,2000-10-09,Minnesota Vikings
Tampa Bay Buccaneers,2000,8,2000-10-19,Detroit Lions
Tampa Bay Buccaneers,2000,9,2000-10-29,Minnesota Vikings
Tampa Bay Buccaneers,2000,10,2000-11-05,Atlanta Falcons
Tampa Bay Buccaneers,2000,11,2000-11-12,Green Bay Packers
Tampa Bay Buccaneers,2000,12,2000-11-19,Chicago Bears
Tampa Bay Buccaneers,2000,13,2000-11-26,Buffalo Bills
Tampa Bay Buccaneers,2000,14,2000-12-03,Dallas Cowboys
Tampa Bay Buccaneers,2000,15,2000-12-10,Miami Dolphins
Tampa Bay Buccaneers,2000,16,2000-12-18,St. Louis Rams
Tampa Bay Buccaneers,2000,17,2000-12-24,Green Bay Packers
Tampa Bay Buccaneers,2000,18,2000-12-31,Philadelphia Eagles
Tampa Bay Buccaneers,2001,1,2001-09-09,Dallas Cowboys
Tampa Bay Buccaneers,2001,3,2001-09-30,Minnesota Vikings
Tampa Bay Buccaneers,2001,4,2001-10-07,Green Bay Packers
Tampa Bay Buccaneers,2001,5,2001-10-14,Tennessee Titans
Tampa Bay Buccaneers,2001,6,2001-10-21,Pittsburgh Steelers
Tampa Bay Buccaneers,2001,7,2001-10-28,Minnesota Vikings
Tampa Bay Buccaneers,2001,8,2001-11-04,Green Bay Packers
Tampa Bay Buccaneers,2001,9,2001-11-11,Detroit Lions
Tampa Bay Buccaneers,2001,10,2001-11-18,Chicago Bears
Tampa Bay Buccaneers,2001,11,2001-11-26,St. Louis Rams
Tampa Bay Buccaneers,2001,12,2001-12-02,Cincinnati Bengals
Tampa Bay Buccaneers,2001,13,2001-12-09,Detroit Lions
Tampa Bay Buccaneers,2001,14,2001-12-16,Chicago Bears
Tampa Bay Buccaneers,2001,15,2001-12-23,New Orleans Saints
Tampa Bay Buccaneers,2001,16,2001-12-29,Baltimore Ravens
Tampa Bay Buccaneers,2001,17,2002-01-06,Philadelphia Eagles
Tampa Bay Buccaneers,2001,18,2002-01-12,Philadelphia Eagles
Tampa Bay Buccaneers,2002,1,2002-09-08,New Orleans Saints
Tampa Bay Buccaneers,2002,2,2002-09-15,Baltimore Ravens
Tampa Bay Buccaneers,2002,3,2002-09-23,St. Louis Rams
Tampa Bay Buccaneers,2002,4,2002-09-29,Cincinnati Bengals
Tampa Bay Buccaneers,2002,5,2002-10-06,Atlanta Falcons
Tampa Bay Buccaneers,2002,6,2002-10-13,Cleveland Browns
Tampa Bay Buccaneers,2002,7,2002-10-20,Philadelphia Eagles
Tampa Bay Buccaneers,2002,8,2002-10-27,Carolina Panthers
Tampa Bay Buccaneers,2002,9,2002-11-03,Minnesota Vikings
Tampa Bay Buccaneers,2002,11,2002-11-17,Carolina Panthers
Tampa Bay Buccaneers,2002,12,2002-11-24,Green Bay Packers
Tampa Bay Buccaneers,2002,13,2002-12-01,New Orleans Saints
