Season,Week,Player,Team,Position,Injuries,Game Status
2023,14,Kendre Miller,NOR,RB,Ankle,Out
2023,15,Josh Jacobs,LVR,RB,Quadricep,Questionable
2023,16,Emanuel Wilson,GNB,RB,Shoulder,Doubtful
2023,18,Josh Jacobs,LVR,RB,Quadricep,Out
2024,4,Ameer Abdullah,LVR,RB,Back,Questionable
2024,5,Jonathan Taylor,IND,RB,Ankle,Out
2024,5,Jaylen Warren,PIT,RB,Knee,Out
2024,6,Nick Chubb,CLE,RB,Knee,Out
2024,7,Darrynton Evans,BUF,RB,Hamstring,Doubtful
2024,8,Darrynton Evans,BUF,RB,Hamstring,Doubtful
2024,14,Alexander Mattison,LVR,RB,Ankle,Questionable
2005,16,Tony Richardson,KAN,RB,Illness,Probable
2005,16,Ronnie Brown,MIA,RB,"Knee, Ankle",Questionable
2005,16,Lamar Gordon,PHI,RB,"Ankle, Foot",Questionable
2005,16,Frank Gore,SFO,RB,Shoulder,Questionable
2006,12,Mike Bell,DEN,RB,Thigh,Probable
2008,15,Terrelle Smith,ARI,RB,Not Injury Related,Questionable
2008,16,Marshawn Lynch,BUF,RB,Shoulder,Questionable
2008,16,Lawrence Vickers,CLE,RB,Ankle,Questionable
2008,14,DeShawn Wynn,GNB,RB,Calf,Questionable
2008,12,Ryan Moats,HOU,RB,Ankle,Probable
2008,16,Joseph Addai,IND,RB,Shoulder,Questionable
2008,11,Aaron Stecker,NOR,RB,Hamstring,Probable
2008,16,Brian Westbrook,PHI,RB,Knee,Probable
2008,15,Quinton Ganther,TEN,RB,Hamstring,Questionable
2010,2,Mike Bell,CLE,RB,Toe,Probable
2012,13,Johnny White,BUF,RB,Concussion,Out
2008,15,Jason McKie,CHI,RB,Quadricep,Doubtful
2008,13,DeShawn Wynn,GNB,RB,Calf,Doubtful
2008,11,Fred Taylor,JAX,RB,Neck,Probable
2008,12,Greg Jones,JAX,RB,Ankle,Probable
2008,15,Brandon Jacobs,NYG,RB,Knee,Out
2008,10,Gary Russell,PIT,RB,Groin,Probable
2010,4,Jerome Harrison,PHI,RB,Thigh,Probable
2010,1,Andre Brown,WAS,RB,Toe,Questionable
2011,10,Tashard Choice,DAL,RB,Hamstring,Questionable
2013,10,Trent Richardson,CLE,RB,Ankle,Questionable
2008,14,Chris Perry,CIN,RB,Hamstring,Questionable
2008,11,Felix Jones,DAL,RB,Hamstring,Out
2008,11,Greg Jones,JAX,RB,Ankle,Questionable
2010,2,Deon Anderson,MIA,RB,Knee,Out
2011,9,Tashard Choice,DAL,RB,Hamstring,Out
2008,13,Brian Westbrook,PHI,RB,"Knee, Ankle",Questionable
2008,13,Mike Tolbert,SDG,RB,Shoulder,Doubtful
2011,8,Tashard Choice,BUF,RB,Shoulder,Questionable
2008,12,Brian Westbrook,PHI,RB,"Knee, Ankle",Questionable
2008,11,Brian Westbrook,PHI,RB,Knee,Probable
2009,7,Adrian Peterson,CHI,RB,Ankle,Probable
2014,4,Montell Owens,CHI,RB,Hamstring,Questionable
2015,6,Robert Turbin,DAL,RB,Ankle,Questionable
2020,7,Buddy Howell,HOU,RB,,Questionable
2022,6,Nyheim Hines,BUF,RB,Concussion,Questionable
2022,10,Dameon Pierce,HOU,RB,,Questionable
2014,2,Ben Tate,MIN,RB,Knee,Out
2023,3,Kenneth Gainwell,PHI,RB,,Questionable
2023,18,Najee Harris,PIT,RB,,Questionable
2024,17,Jerome Ford,CLE,RB,Ankle,Questionable
2024,2,Khari Blasingame,PHI,FB,"Hand, Knee",Out
2023,13,Chris Brooks,MIA,RB,Knee,Questionable
2023,12,AJ Dillon,GNB,RB,Groin,Questionable
2024,6,Jerome Ford,CLE,RB,Hamstring,Out
2001,12,Cecil Martin,PHI,FB,Hamstring,Probable
2002,1,Ron Dayne,NYG,RB,Neck,Probable
2009,5,Frank Gore,SFO,RB,"Foot, Ankle",Out
2009,7,Ovie Mughelli,ATL,RB,Calf,Questionable
2009,7,Brad Hoover,CAR,RB,Back,Questionable
2009,7,Danny Ware,NYG,RB,Elbow,Probable
2009,7,Luke Lawton,OAK,RB,Ankle,Probable
2009,8,Jamal Lewis,CLE,RB,Wrist,Probable
2009,8,Lawrence Vickers,CLE,RB,Shoulder,Probable
2009,8,Korey Hall,GNB,RB,Calf,Out
2009,10,Jerious Norwood,ATL,RB,Hip,Questionable
2009,10,Corey McIntyre,BUF,RB,Knee,Probable
2009,10,Sammy Morris,NWE,RB,Knee,Questionable
2009,11,Garrett Wolfe,CHI,RB,Kidney,Out
2009,11,Cedric Benson,CIN,RB,Hip,Doubtful
2009,11,LaMont Jordan,DEN,RB,Back,Out
2009,11,Ahman Green,GNB,RB,Groin,Questionable
2009,12,Dantrell Savage,KAN,RB,Ankle,Out
2009,12,Julius Jones,SEA,RB,Chest,Questionable
2009,13,Chester Taylor,MIN,RB,Ribs,Questionable
2009,13,Danny Ware,NYG,RB,Concussion,Out
2009,14,Mike Bell,NOR,RB,Knee,Questionable
2009,14,Ahmard Hall,TEN,RB,Ankle,Questionable
2009,15,Deon Anderson,DAL,RB,Knee,Probable
2009,15,Donald Brown,IND,RB,Chest,Out
2009,15,Leonard Weaver,PHI,RB,Hamstring,Probable
2009,16,Joseph Addai,IND,RB,Not Injury Related,Probable
2009,17,Ahmad Bradshaw,NYG,RB,"Ankle, Foot",Questionable
2009,17,Derrick Ward,TAM,RB,"Knee, Thigh",Questionable
2010,1,Chris Wells,ARI,RB,Knee,Questionable
2010,2,Brian Leonard,CIN,RB,Foot,Questionable
2010,3,Anthony Dixon,SFO,RB,Back,Probable
2010,3,Carnell Williams,TAM,RB,Hamstring,Probable
2010,5,Derrick Ward,HOU,RB,Ribs,Questionable
2010,5,Pierre Thomas,NOR,RB,Ankle,Out
2010,5,LeSean McCoy,PHI,RB,Rib,Questionable
2010,6,Chris Gronkowski,DAL,RB,Groin,Probable
2010,6,Michael Bennett,OAK,RB,Hamstring,Out
2010,6,Chris Johnson,TEN,RB,Thigh,Probable
2010,6,Clinton Portis,WAS,RB,Groin,Out
2010,8,DeAngelo Williams,CAR,RB,Foot,Doubtful
2010,8,Brian Leonard,CIN,RB,Thigh,Questionable
2010,8,Steven Jackson,STL,RB,Finger,Questionable
2010,10,Isaac Redman,PIT,RB,Concussion,Probable
2010,11,Chris Wells,ARI,RB,Knee,Questionable
2010,11,Michael Robinson,SEA,RB,Hamstring,Doubtful
2010,12,Mike Hart,IND,RB,Ankle,Questionable
2010,12,Ladell Betts,NOR,RB,"Neck, Head",Out
2010,12,Frank Gore,SFO,RB,Ankle,Probable
2010,13,Antone Smith,ATL,RB,Hamstring,Questionable
2010,14,Brian Westbrook,SFO,RB,Not Injury Related,Probable
2010,16,Felix Jones,DAL,RB,Shin,Probable
2010,17,Naufahu Tahi,MIN,RB,Ankle,Questionable
2010,17,Pierre Thomas,NOR,RB,Ankle,Questionable
2011,1,Stevan Ridley,NWE,RB,Ankle,Questionable
2011,2,Ovie Mughelli,ATL,RB,Knee,Probable
2011,4,Jason Snelling,ATL,RB,Concussion,Out
2011,4,Felix Jones,DAL,RB,Shoulder,Probable
2011,5,Ryan Grant,GNB,RB,Kidney,Probable
2011,5,Montell Owens,JAX,RB,Knee,Out
2011,9,BenJarvus Green-Ellis,NWE,RB,Toe,Questionable
2011,9,Jerious Norwood,STL,RB,Hamstring,Out
2011,11,Darren McFadden,OAK,RB,Foot,Out
2011,12,Bruce Miller,SFO,RB,Concussion,Doubtful
2011,14,Greg Jones,JAX,RB,Not Injury Related,Probable
2011,14,Ahmad Bradshaw,NYG,RB,Foot,Probable
2011,14,Brandon Jacobs,NYG,RB,Hamstring,Probable
2011,15,Brandon Saine,GNB,RB,Concussion,Questionable
2011,15,Ronnie Brown,PHI,RB,Hamstring,Probable
2011,16,James Casey,HOU,RB,Foot,Probable
2011,16,Maurice Jones-Drew,JAX,RB,Ankle,Probable
2011,17,LeSean McCoy,PHI,RB,Ankle,Questionable
2012,1,Jason Snelling,ATL,RB,Calf,Probable
2012,1,Da'Rel Scott,NYG,RB,Knee,Questionable
2012,2,Daniel Thomas,MIA,RB,Concussion,Out
2012,3,Shane Vereen,NWE,RB,Foot,Questionable
2012,3,Mike Goodson,OAK,RB,Hamstring,Questionable
2012,4,C.J. Spiller,BUF,RB,Shoulder,Questionable
2012,5,Travaris Cadet,NOR,RB,Shoulder,Out
2012,5,Brandon Jacobs,SFO,RB,Knee,Questionable
2012,6,Taiwan Jones,OAK,RB,Shoulder,Probable
2012,7,Travaris Cadet,NOR,RB,Shoulder,Probable
2012,7,Da'Rel Scott,NYG,RB,Knee,Out
2012,7,Ahmad Bradshaw,NYG,RB,Foot,Questionable
2012,8,Darren Sproles,NOR,RB,Not Injury Related,Probable
2012,8,Bilal Powell,NYJ,RB,Shoulder,Doubtful
2012,8,Darren McFadden,OAK,RB,Shoulder,Probable
2012,8,Javon Ringer,TEN,RB,Knee,Out
2012,9,Isaac Redman,PIT,RB,Ankle,Probable
2012,10,Jerome Felton,MIN,RB,Shoulder,Probable
2012,10,LeSean McCoy,PHI,RB,Illness,Probable
2012,10,Chris Rainey,PIT,RB,Rib,Probable
2012,10,Marshawn Lynch,SEA,RB,"Back, Wrist",Probable
2012,11,Ben Tate,HOU,RB,Hamstring,Out
2012,13,Chris Wells,ARI,RB,Knee,Questionable
2012,13,Adrian Peterson,MIN,RB,Shoulder,Probable
2012,13,Marcel Reece,OAK,RB,"Hamstring, Quadricep",Probable
2012,13,Taiwan Jones,OAK,RB,Ankle,Probable
2012,14,LeSean McCoy,PHI,RB,Concussion,Out
2012,15,DeMarco Murray,DAL,RB,Foot,Probable
2012,15,Rashad Jennings,JAX,RB,Concussion,Out
2012,16,DeMarco Murray,DAL,RB,Foot,Probable
2012,16,Delone Carter,IND,RB,Ankle,Out
2012,16,Chris Polk,PHI,RB,Toe,Doubtful
2012,16,Ronnie Brown,SDG,RB,Hamstring,Probable
2012,17,Greg Jones,JAX,RB,Thigh,Probable
2012,17,Chris Johnson,TEN,RB,Ankle,Questionable
2013,1,Andre Ellington,ARI,RB,Hamstring,Probable
2013,2,LaMichael James,SFO,RB,Knee,Questionable
2013,3,Bilal Powell,NYJ,RB,"Illness, Shoulder",Probable
2013,5,Ahmad Bradshaw,IND,RB,Neck,Out
2013,5,Marshawn Lynch,SEA,RB,Not Injury Related,Probable
2013,6,Mark Ingram,NOR,RB,Toe,Questionable
2013,6,Chris Polk,PHI,RB,Ankle,Probable
2013,7,DeMarco Murray,DAL,RB,Knee,Doubtful
2013,7,Ronnie Brown,SDG,RB,Ankle,Probable
2013,8,Matt Asiata,MIN,RB,Shoulder,Out
2013,8,Leon Washington,NWE,RB,Ankle,Out
2013,9,Matt Asiata,MIN,RB,Shoulder,Out
2013,10,Giovani Bernard,CIN,RB,Ribs,Questionable
2013,10,Knowshon Moreno,DEN,RB,Ankle,Probable
2013,10,Chris Polk,PHI,RB,"Shoulder, Knee",Probable
2013,10,Zac Stacy,STL,RB,Foot,Probable
2013,11,Chris Ogbonnaya,CLE,RB,Ribs,Probable
2013,11,Ben Tate,HOU,RB,Ribs,Probable
2013,12,John Conner,NYG,RB,Hip,Probable
2013,14,Reggie Bush,DET,RB,Calf,Questionable
2013,14,Greg Jones,HOU,RB,Knee,Questionable
2013,14,Rashad Jennings,OAK,RB,Concussion,Questionable
2013,15,Antone Smith,ATL,RB,Knee,Out
2013,15,Willis McGahee,CLE,RB,"Concussion, Knee",Out
2013,15,Knowshon Moreno,DEN,RB,Shoulder,Probable
2013,17,Rashard Mendenhall,ARI,RB,Finger,Probable
2013,17,Jonathan Stewart,CAR,RB,Knee,Out
2014,1,Anthony Dixon,BUF,RB,Hamstring,Questionable
2014,3,Christine Michael,SEA,RB,Hamstring,Probable
2014,4,Theo Riddick,DET,RB,Hamstring,Probable
2014,4,Mark Ingram,NOR,RB,Hand,Out
2014,5,DeAngelo Williams,CAR,RB,Ankle,Out
2014,6,Arian Foster,HOU,RB,Hamstring,Probable
2014,7,Arian Foster,HOU,RB,Groin,Probable
2014,7,Pierre Thomas,NOR,RB,Illness,Probable
2014,7,Chris Johnson,NYJ,RB,Ankle,Probable
2014,7,Shonn Greene,TEN,RB,Hamstring,Doubtful
2014,8,DeAngelo Williams,CAR,RB,Ankle,Out
2014,8,Reggie Bush,DET,RB,Ankle,Doubtful
2014,9,Fozzy Whittaker,CAR,RB,Thigh,Out
2014,9,Doug Martin,TAM,RB,Ankle,Doubtful
2014,10,Stepfan Taylor,ARI,RB,Calf,Out
2014,10,Juwan Thompson,DEN,RB,Knee,Probable
2014,10,Lamar Miller,MIA,RB,Shoulder,Questionable
2014,11,Jamaal Charles,KAN,RB,"Shoulder, Elbow",Probable
2014,11,Marshawn Lynch,SEA,RB,Calf,Questionable
2014,11,Leon Washington,TEN,RB,Hamstring,Questionable
2014,12,Jerick McKinnon,MIN,RB,Back,Probable
2014,14,Juwan Thompson,DEN,RB,Knee,Probable
2014,14,Chris Polk,PHI,RB,Ankle,Probable
2014,15,Isaiah Crowell,CLE,RB,Hip,Probable
2014,15,Ronnie Hillman,DEN,RB,Foot,Questionable
2014,15,Shane Vereen,NWE,RB,Ankle,Questionable
2014,16,Jamaal Charles,KAN,RB,"Knee, Ankle",Probable
2014,16,Dexter McCluster,TEN,RB,Knee,Out
2014,17,Rashad Jennings,NYG,RB,Ankle,Probable
2015,1,Lorenzo Taliaferro,BAL,RB,Knee,Out
2015,1,Todd Gurley,STL,RB,Knee,Out
2015,1,Antonio Andrews,TEN,RB,Hamstring,Questionable
2015,2,Andre Ellington,ARI,RB,Knee,Out
2015,3,Toby Gerhart,JAX,RB,Abdomen,Probable
2015,3,Lamar Miller,MIA,RB,Ankle,Questionable
2015,4,LeSean McCoy,BUF,RB,Hamstring,Out
2015,5,LeSean McCoy,BUF,RB,Hamstring,Out
2015,6,Reggie Bush,SFO,RB,Calf,Doubtful
2015,7,Arian Foster,HOU,RB,Groin,Probable
2015,7,Chris Polk,HOU,RB,Knee,Probable
2015,8,Melvin Gordon,SDG,RB,Ankle,Probable
2015,12,Toby Gerhart,JAX,RB,Groin,Probable
2015,12,Jay Ajayi,MIA,RB,Elbow,Probable
2015,12,Mark Ingram,NOR,RB,Shoulder,Probable
2015,13,Chris Thompson,WAS,RB,Shoulder,Questionable
2015,14,Taiwan Jones,OAK,RB,Knee,Questionable
2015,16,Andre Ellington,ARI,RB,Toe,Questionable
2015,16,Alfred Blue,HOU,RB,Back,Probable
2015,16,Orleans Darkwa,NYG,RB,Illness,Probable
2015,17,Bruce Miller,SFO,RB,Foot,Probable
2016,1,Terron Ward,ATL,RB,Ankle,Questionable
2016,3,Kenneth Dixon,BAL,RB,Knee,Out
2016,3,Jamaal Charles,KAN,RB,Knee,Doubtful
2016,3,Adrian Peterson,MIN,RB,Knee,Out
2016,3,Rashad Jennings,NYG,RB,Thumb,Questionable
2016,6,Ka'Deem Carey,CHI,RB,Hamstring,Questionable
2016,7,Jeremy Langford,CHI,RB,Ankle,Doubtful
2016,7,Jonathan Grimes,HOU,RB,Ankle,Out
2016,8,Jamaal Charles,KAN,RB,Knee,Out
2016,10,Todd Gurley,LAR,RB,Thigh,Questionable
2016,12,Jay Prosch,HOU,RB,Hamstring,Questionable
2016,12,Jacquizz Rodgers,TAM,RB,Foot,Questionable
2016,13,C.J. Prosise,SEA,RB,Shoulder,Out
2016,13,Troymaine Pope,SEA,RB,Ankle,Questionable
2016,15,Daniel Lasco,NOR,RB,"Hamstring, Knee",Questionable
2016,17,Duke Johnson,CLE,RB,Ankle,Questionable
2017,2,Brian Hill,ATL,RB,Ankle,Questionable
2017,4,Dwayne Washington,DET,RB,Quadricep,Out
2017,6,Paul Perkins,NYG,RB,Ribs,Out
2017,7,Andre Ellington,ARI,RB,Quadricep,Questionable
2017,7,Fozzy Whittaker,CAR,RB,Ankle,Out
2017,11,Alfred Blue,HOU,RB,Hamstring,Questionable
2017,12,Mike Tolbert,BUF,RB,Hamstring,Out
2017,12,Lance Dunbar,LAR,RB,Knee,Questionable
2017,13,Damien Williams,MIA,RB,Shoulder,Out
2017,14,Ameer Abdullah,DET,RB,Neck,Questionable
2017,14,Alfred Blue,HOU,RB,Concussion,Out
2017,16,Damien Williams,MIA,RB,Shoulder,Doubtful
2017,17,Charcandrick West,KAN,RB,Illness,Questionable
2018,2,DeAndre Washington,OAK,RB,Knee,Questionable
2018,3,Jay Ajayi,PHI,RB,Back,Out
2018,4,Marlon Mack,IND,RB,Hamstring,Questionable
2018,5,Marlon Mack,IND,RB,Hamstring,Out
2018,8,Robert Turbin,IND,RB,Shoulder,Out
2018,10,Chris Thompson,WAS,RB,Rib,Out
2018,15,Melvin Gordon,LAC,RB,Knee,Questionable
2019,1,Patrick Ricard,BAL,RB,Foot,Questionable
2019,2,Taiwan Jones,HOU,RB,"Elbow, Hamstring",Questionable
2019,3,Damien Williams,KAN,RB,Knee,Out
2019,4,Rex Burkhead,NWE,RB,Foot,Questionable
2019,4,Corey Clement,PHI,RB,Shoulder,Questionable
2019,9,James White,NWE,RB,Toe,Questionable
2019,9,Raheem Mostert,SFO,RB,Knee,Questionable
2019,12,Dan Vitale,GNB,RB,Knee,Questionable
2019,13,Nick Bellore,SEA,RB,Quadricep,Doubtful
2019,14,Damien Williams,KAN,RB,Rib,Out
2019,15,James Conner,PIT,RB,Shoulder,Questionable
2019,16,Dalvin Cook,MIN,RB,Chest,Out
2019,16,Bilal Powell,NYJ,RB,Ankle,Questionable
2019,17,Dalvin Cook,MIN,RB,Shoulder,Out
2020,1,La'Mical Perine,NYJ,RB,Ankle,Out
2020,2,La'Mical Perine,NYJ,RB,Ankle,Questionable
2020,3,Cam Akers,LAR,RB,Ribs,Out
2020,3,Mike Boone,MIN,RB,Concussion,Questionable
2020,4,Cullen Gillaspia,HOU,RB,Hamstring,Questionable
2020,5,Raheem Mostert,SFO,RB,Knee,Questionable
2020,6,Buddy Howell,HOU,RB,Hamstring,Questionable
2020,8,Devonta Freeman,NYG,RB,Ankle,Out
2020,11,D'Andre Swift,DET,RB,Concussion,Out
2020,11,J.J. Taylor,NWE,RB,Not Injury Related,Out
2020,12,D'Andre Swift,DET,RB,Concussion,Questionable
2020,13,Jonathan Williams,DET,RB,Hip,Questionable
2020,13,Jakob Johnson,NWE,RB,Knee,Questionable
2020,15,C.J. Prosise,HOU,RB,Ankle,Questionable
2020,15,James Conner,PIT,RB,Quadricep,Questionable
2020,16,Chase Edmonds,ARI,RB,"Ankle, Knee",Questionable
2020,16,Alexander Mattison,MIN,RB,Concussion,Out
2020,17,James Robinson,JAX,RB,Ankle,Out
2020,17,Nathan Cottrell,JAX,RB,Hip,Questionable
2020,17,Clyde Edwards-Helaire,KAN,RB,Ankle,Out
2021,3,Rashaad Penny,SEA,RB,Calf,Out
2021,4,Christian McCaffrey,CAR,RB,Hamstring,Out
2021,4,Melvin Gordon,DEN,RB,"Ribs, Lower Leg",Questionable
2021,4,Alec Ingold,LVR,RB,Shoulder,Questionable
2021,4,Elijah Mitchell,SFO,RB,Shoulder,Questionable
2021,4,Antonio Gibson,WAS,RB,Shin,Questionable
2021,5,Melvin Gordon,DEN,RB,Lower Leg,Questionable
2021,5,Justin Jackson,LAC,RB,Groin,Doubtful
2021,6,Nick Chubb,CLE,RB,Calf,Out
2021,6,Damien Harris,NWE,RB,Ribs,Questionable
2021,7,D'Andre Swift,DET,RB,Groin,Questionable
2021,7,Tevin Coleman,NYJ,RB,Hamstring,Questionable
2021,9,Justin Jackson,LAC,RB,Quadricep,Out
2021,10,Latavius Murray,BAL,RB,Ankle,Doubtful
2021,13,Dalvin Cook,MIN,RB,Shoulder,Out
2021,14,Melvin Gordon,DEN,RB,Hip,Questionable
2021,14,D'Andre Swift,DET,RB,Shoulder,Out
2021,15,Elijah Mitchell,SFO,RB,"Concussion, Knee",Out
2021,16,Brandon Bolden,NWE,RB,Knee,Questionable
2021,17,Mark Ingram,NOR,RB,Knee,Questionable
2021,18,Chase Edmonds,ARI,RB,"Ribs, Toe",Out
2021,18,Josh Jacobs,LVR,RB,Ribs,Questionable
2021,18,Damien Harris,NWE,RB,Hamstring,Questionable
2022,2,Patrick Ricard,BAL,FB,Calf,Questionable
2022,4,Boston Scott,PHI,RB,Rib,Out
2022,5,David Montgomery,CHI,RB,Ankle,Questionable
2022,5,D'Andre Swift,DET,RB,"Shoulder, Ankle",Out
2022,9,Chuba Hubbard,CAR,RB,Ankle,Out
2022,15,Justin Jackson,DET,RB,Illness,Questionable
2022,17,Tony Pollard,DAL,RB,Thigh,Questionable
2023,1,Cordarrelle Patterson,ATL,RB,Thigh,Questionable
2023,1,Rhamondre Stevenson,NWE,RB,Illness,Questionable
2023,3,Jamaal Williams,NOR,RB,Hamstring,Out
2023,3,Boston Scott,PHI,RB,Concussion,Out
2023,5,Justice Hill,BAL,RB,"Foot, Hamstring",Questionable
2023,9,Boston Scott,PHI,RB,Not injury related - personal matter,Out
2023,11,Isaiah Spiller,LAC,RB,Illness,Questionable
2023,12,Dwayne Washington,DEN,RB,Illness,Questionable
2023,13,Aaron Jones,GNB,RB,Knee,Out
2023,14,Samaje Perine,DEN,RB,Knee,Questionable
2023,14,Isiah Pacheco,KAN,RB,Shoulder,Out
2023,16,Alexander Mattison,MIN,RB,Ankle,Questionable
2023,17,Josh Jacobs,LVR,RB,Quadricep,Doubtful
2023,17,Kendre Miller,NOR,RB,Ankle,Questionable
2023,18,D'Andre Swift,PHI,RB,Illness,Questionable
2024,2,Raheem Blackshear,CAR,RB,Not injury related - personal matter,Questionable
2024,2,Devon Achane,MIA,RB,Ankle,Questionable
2024,4,Raheem Mostert,MIA,RB,Chest,Questionable
2024,5,Jase McClellan,ATL,RB,Illness,Questionable
2024,6,Jonathan Taylor,IND,RB,Ankle,Out
2024,6,Kendre Miller,NOR,RB,Hamstring,Questionable
2024,7,Jerome Ford,CLE,RB,Hamstring,Out
2024,7,Aaron Jones,MIN,RB,,Questionable
2024,8,Cordarrelle Patterson,PIT,RB,Ankle,Doubtful
2024,9,Travis Etienne,JAX,RB,Hamstring,Questionable
2024,11,MarShawn Lloyd,GNB,RB,"Ankle, Hamstring, Abdomen",Out
2024,14,D'Andre Swift,CHI,RB,Quadricep,Questionable
2024,14,Raheem Mostert,MIA,RB,Hip,Questionable
2024,15,Emari Demercado,ARI,RB,Back,Out
2024,15,Tony Pollard,TEN,RB,Ankle,Questionable
2024,17,Trey Benson,ARI,RB,Ankle,Questionable
2024,17,Travis Homer,CHI,RB,Hamstring,Out
2024,18,David Montgomery,DET,RB,Knee,Out
2004,1,James Mungro,IND,RB,Wrist,Questionable
2004,1,Doug Easlick,MIA,RB,Hamstring,Probable
2004,1,Kevin Faulk,NWE,RB,Personal Reasons,Out
2005,15,Heath Evans,NWE,RB,Shoulder,Questionable
2005,16,Kevan Barlow,SFO,RB,,Questionable
2006,12,Kevin Jones,DET,RB,Ankle,Questionable
2006,12,Michael Pittman,TAM,RB,Shoulder,Questionable
2007,15,Ron Dayne,HOU,RB,Ankle,Questionable
2007,17,Ahmad Bradshaw,NYG,RB,Calf,Questionable
2007,16,Brian Leonard,STL,RB,Head,Questionable
2008,16,Matt Forte,CHI,RB,Toe,Questionable
2008,14,John Kuhn,GNB,RB,Knee,Probable
2008,16,Montell Owens,JAX,RB,Shoulder,Probable
2008,16,Deuce McAllister,NOR,RB,Knee,Probable
2008,14,Steven Jackson,STL,RB,Thigh,Probable
2010,8,Deon Anderson,DAL,RB,Triceps,Questionable
2012,14,Lex Hilliard,NWE,RB,Finger,Probable
2008,15,Chris Perry,CIN,RB,Groin,Doubtful
2008,15,Marion Barber,DAL,RB,Toe,Questionable
2008,15,Korey Hall,GNB,RB,Knee,Doubtful
2008,13,Willie Parker,PIT,RB,Knee,Questionable
2008,14,Marion Barber,DAL,RB,Toe,Questionable
2008,14,Brian Westbrook,PHI,RB,"Knee, Ankle",Questionable
2012,4,John Conner,CIN,RB,Knee,Questionable
2013,12,Fozzy Whittaker,SDG,RB,Ankle,Probable
2014,7,Ben Tate,PIT,RB,Finger,Probable
2015,4,Jonas Gray,JAX,RB,Calf,Questionable
2020,10,Devonta Freeman,BUF,RB,Ankle,Out
2020,17,Leonard Fournette,TAM,RB,,Questionable
2020,9,Devonta Freeman,BUF,RB,Ankle,Out
2014,5,Ben Tate,PIT,RB,Knee,Probable
2022,15,Troy Hairston,HOU,FB,,Questionable
2023,18,AJ Dillon,GNB,RB,"Thumb, Neck",Out
2024,5,Aaron Jones,MIN,RB,Hip,Out
2024,11,Zamir White,LVR,RB,Quadricep,Questionable
2024,15,Alvin Kamara,NOR,RB,Groin,Questionable
2024,4,Travis Etienne,JAX,RB,Shoulder,Questionable
2024,7,David Montgomery,DET,RB,Knee,Questionable
2009,3,Jamal Lewis,CLE,RB,Hamstring,Doubtful
2009,3,Korey Hall,GNB,RB,"Shoulder, Concussion",Questionable
2009,3,Brian Westbrook,PHI,RB,Ankle,Questionable
2009,3,Carnell Williams,TAM,RB,Knee,Questionable
2009,4,Matt Forte,CHI,RB,Knee,Probable
2009,4,Felix Jones,DAL,RB,Knee,Out
2009,4,Peyton Hillis,DEN,RB,Head,Probable
2009,4,Kevin Smith,DET,RB,Shoulder,Questionable
2009,4,Mike Bell,NOR,RB,Knee,Out
2009,4,Derrick Ward,TAM,RB,Knee,Questionable
2009,5,Jamal Lewis,CLE,RB,Hamstring,Questionable
2009,6,Jonathan Stewart,CAR,RB,Achilles,Probable
2009,6,Adrian Peterson,CHI,RB,Knee,Doubtful
2009,6,Brandon Jackson,GNB,RB,Ankle,Probable
2009,6,Darren McFadden,OAK,RB,Knee,Out
2009,7,Jerious Norwood,ATL,RB,Hip,Doubtful
2009,7,Michael Turner,ATL,RB,Chest,Probable
2009,7,Adrian Peterson,CHI,RB,Knee,Doubtful
2009,7,Lawrence Vickers,CLE,RB,Illness,Probable
2009,7,Quinn Johnson,GNB,RB,Ankle,Probable
2009,8,Ahmad Bradshaw,NYG,RB,"Ankle, Foot",Probable
2009,9,Jason Snelling,ATL,RB,Hamstring,Questionable
2009,9,Jeremi Johnson,CIN,RB,Knee,Probable
2009,9,Marion Barber,DAL,RB,Thumb,Probable
2009,10,Jamal Lewis,CLE,RB,Ankle,Questionable
2009,10,Jerome Felton,DET,RB,Ankle,Probable
2009,10,Brian Westbrook,PHI,RB,"Concussion, Ankle",Probable
2009,11,Jerious Norwood,ATL,RB,Hip,Questionable
2009,11,Ahmad Bradshaw,NYG,RB,"Ankle, Foot",Probable
2009,12,LaMont Jordan,DEN,RB,Back,Out
2009,12,Ahman Green,GNB,RB,Groin,Doubtful
2009,12,Joseph Addai,IND,RB,Knee,Probable
2009,12,Brian Westbrook,PHI,RB,Concussion,Out
2009,13,Tim Hightower,ARI,RB,Thumb,Questionable
2009,13,Lawrence Vickers,CLE,RB,Hamstring,Questionable
2009,15,Lawrence Vickers,CLE,RB,Hamstring,Probable
2009,16,Michael Turner,ATL,RB,Ankle,Questionable
2009,16,Justin Fargas,OAK,RB,Knee,Doubtful
2009,17,Willie Parker,PIT,RB,Shoulder,Probable
2010,1,Desmond Clark,CHI,RB,Ankle,Probable
2010,1,Brian Leonard,CIN,RB,Foot,Questionable
2010,2,Korey Hall,GNB,RB,Hip,Questionable
2010,2,Chris Pressley,TAM,RB,Knee,Probable
2010,3,Chris Wells,ARI,RB,Knee,Questionable
2010,3,Ray Rice,BAL,RB,Ankle,Probable
2010,3,Jerome Harrison,CLE,RB,Thigh,Questionable
2010,3,Deon Anderson,DAL,RB,Knee,Out
2010,3,Korey Hall,GNB,RB,Hip,Probable
2010,3,Vonta Leach,HOU,RB,Knee,Probable
2010,3,Maurice Jones-Drew,JAX,RB,Ankle,Probable
